No.	prop	genetree
64	0.026	((galGal:0.176542,(halLeu:0.101797,nipNip:0.0998278):0.00398235):0.0342657,((aptRow:0.03068,(aptHaa:0.00359907,aptOwe:0.00384592):0.0274138):0.0378886,(((strCam:0.0521782,(casCas:0.0215587,droNov:0.0237458):0.0347457):0.00357701,((rheAme:0.0248101,rhePen:0.0254499):0.0464893,(cryCin:0.140666,anoDid:0.05843):0.0243113):0.00813276):0.00514675,(tinGut:0.142367,(eudEle:0.142709,notPer:0.150266):0.0170917):0.0276529):0.0106093):0.024642);
64	0.024	((galGal:0.172761,(halLeu:0.0679968,nipNip:0.0660277):0.0340016):0.0380465,((aptRow:0.0561158,(aptHaa:0.0082397,aptOwe:0.00848655):0.048209):0.0187411,(strCam:0.0524527,((casCas:0.0355155,droNov:0.0377026):0.0184454,((rheAme:0.00778153,rhePen:0.00842139):0.0629477,((cryCin:0.132714,anoDid:0.050477):0.0304501,(tinGut:0.0706575,(eudEle:0.0701277,notPer:0.0776855):0.0179628):0.0842692):0.00124392):0.00278233):0.00261805):0.0253469):0.0183537);
64	0.024	((galGal:0.176719,(halLeu:0.093942,nipNip:0.0919728):0.0120141):0.0340889,((aptRow:0.03068,(aptHaa:0.0125499,aptOwe:0.0127968):0.0184629):0.0492139,((casCas:0.0173799,droNov:0.019567):0.0507577,(strCam:0.061339,(((rheAme:0.0401434,rhePen:0.0407833):0.0369403,(eudEle:0.151149,(tinGut:0.086597,notPer:0.111588):0.0471195):0.0288085):0.00030985,(cryCin:0.136007,anoDid:0.0537706):0.0350648):0.00762238):0.00267245):0.0188251):0.0133168);
64	0.024	((halLeu:0.0983804,(nipNip:0.0958245,galGal:0.168556):0.000586703):0.0416646,((aptRow:0.0370562,(aptHaa:0.0082397,aptOwe:0.00848655):0.0291493):0.0269721,((((casCas:0.0239138,droNov:0.0261009):0.0316549,(rheAme:0.0168815,rhePen:0.0175214):0.0582379):0.00271385,(strCam:0.0534891,(notPer:0.0956482,(tinGut:0.0628339,eudEle:0.0802668):0.0078236):0.0919498):0.000667246):0.00180936,(cryCin:0.132714,anoDid:0.050477):0.0406074):0.0110053):0.0291824);
64	0.0186667	((galGal:0.169143,(halLeu:0.0634527,nipNip:0.0614835):0.0349277):0.0416646,((aptHaa:0.0082397,aptOwe:0.00848655):0.0606618,((((aptRow:0.0374728,(casCas:0.0215587,droNov:0.0237458):0.0229829):0.0131781,(rheAme:0.0287394,rhePen:0.0293792):0.0485312):0.00345936,(strCam:0.0547198,(cryCin:0.140357,anoDid:0.0581205):0.0317181):0.00233312):0.0136952,(notPer:0.170612,(tinGut:0.0602402,eudEle:0.0776731):0.085381):0.0342452):0.000763153):0.024642);
24	0.022	((galGal:0.192567,(halLeu:0.0565364,nipNip:0.0545672):0.0652682):0.0182404,(strCam:0.0815573,((droNov:0.0654526,(casCas:0.057168,(aptRow:0.0279381,(aptHaa:0.00390826,aptOwe:0.00415511):0.0243626):0.0221611):0.0060975):0.00256876,((rheAme:0.0169601,rhePen:0.0176):0.0603272,(eudEle:0.178651,(anoDid:0.0517818,(cryCin:0.126307,(tinGut:0.0709395,notPer:0.0959302):0.0471306):0.00771128):0.0354369):0.00151038):0.00809783):0.0198491):0.0145961);
24	0.014	((galGal:0.192533,(halLeu:0.0554371,nipNip:0.0534679):0.0663327):0.0182752,(((droNov:0.0599493,(tinGut:0.150422,(aptRow:0.0279381,(aptHaa:0.00354756,aptOwe:0.00379441):0.0247233):0.010423):0.0123323):0.00593277,(strCam:0.0589278,(eudEle:0.111146,(cryCin:0.0684196,notPer:0.0851733):0.0335304):0.0743331):0.000640969):0.0127034,(anoDid:0.0893619,(casCas:0.0528582,(rheAme:0.0169601,rhePen:0.0176):0.0554489):0.0055111):0.0180291):0.0238811);
24	0.0133333	((galGal:0.188832,(halLeu:0.0554371,nipNip:0.0534679):0.0626319):0.021976,((droNov:0.0599493,(tinGut:0.150422,(aptRow:0.0279381,(aptHaa:0.00354756,aptOwe:0.00379441):0.0247233):0.010423):0.0123323):0.0186361,((anoDid:0.0920124,(casCas:0.0559597,(rheAme:0.0169601,rhePen:0.0176):0.0585504):0.00506011):0.00961246,(strCam:0.0589278,(eudEle:0.111146,(cryCin:0.0684196,notPer:0.0851733):0.0335304):0.0743331):0.00757823):0.0057661):0.0238811);
24	0.0126667	((halLeu:0.118839,nipNip:0.11687):0.0212057,(galGal:0.208012,((((aptRow:0.0181146,(aptHaa:0.00411746,aptOwe:0.00436431):0.01433):0.0271899,(eudEle:0.148868,(cryCin:0.0668056,(tinGut:0.0563814,notPer:0.0813721):0.00218711):0.072867):0.02593):0.00390473,(rheAme:0.0487591,rhePen:0.049399):0.0270698):0.0201685,((casCas:0.0564051,strCam:0.0522789):0.00397638,(droNov:0.0493494,anoDid:0.0781549):0.0132192):0.0160652):0.0210368):0.00279608);
24	0.0106667	((galGal:0.183735,(halLeu:0.0554371,nipNip:0.0534679):0.057535):0.0270729,((strCam:0.0549772,(aptRow:0.0138642,(aptHaa:0.00354756,aptOwe:0.00379441):0.0106495):0.0381703):0.00459162,((anoDid:0.0845944,((casCas:0.0299035,droNov:0.0320906):0.0206402,(notPer:0.164794,(cryCin:0.109417,(tinGut:0.0985905,eudEle:0.116023):0.00258944):0.0386237):0.0157321):0.00305815):0.00281638,(rheAme:0.0169601,rhePen:0.0176):0.0590089):0.00727681):0.0365845);
