No.	prop	genetree
51	0.0386667	((galGal:0.177071,(halLeu:0.0711193,nipNip:0.0691501):0.0351891):0.0337366,(((aptHaa:0.0406615,(casCas:0.0350867,droNov:0.0372738):0.0123108):0.00661223,(rheAme:0.0407861,rhePen:0.041426):0.0327744):0.0319718,((aptOwe:0.0500578,(aptRow:0.0420784,anoDid:0.0801399):0.0073997):0.00279704,(strCam:0.0532874,(notPer:0.126246,(cryCin:0.0860053,(tinGut:0.06222,eudEle:0.0796529):0.0155483):0.0234875):0.06115):0.00193043):0.0266375):0.0142979);
51	0.03	((galGal:0.178888,(halLeu:0.0848389,nipNip:0.0828698):0.0232863):0.0319198,((aptHaa:0.0526323,(casCas:0.0304747,droNov:0.0326618):0.0288937):0.0157134,(strCam:0.0616572,(((aptOwe:0.0387171,(notPer:0.161751,(eudEle:0.101426,(cryCin:0.0614801,tinGut:0.0532431):0.0307499):0.0527671):0.0134384):0.00810731,(rheAme:0.011728,rhePen:0.0123679):0.0611364):0.00465864,(aptRow:0.0408496,anoDid:0.0789111):0.0100538):0.00781112):0.00929835):0.0251978);
51	0.0273333	((galGal:0.188231,(halLeu:0.0571965,nipNip:0.0552274):0.060272):0.0225764,((aptHaa:0.0528531,((casCas:0.0367869,droNov:0.038974):0.0206402,(rheAme:0.011396,rhePen:0.0120359):0.0655818):0.00216208):0.0132925,((aptOwe:0.0551983,(aptRow:0.0416456,anoDid:0.0797071):0.0129729):0.0059764,(strCam:0.05612,(notPer:0.171018,(eudEle:0.0852292,(cryCin:0.0602824,tinGut:0.0520454):0.0157508):0.078231):0.019211):0.00741769):0.00521783):0.0273978);
51	0.026	((galGal:0.188002,(halLeu:0.0756293,nipNip:0.0736601):0.04161):0.0228057,((aptHaa:0.0534835,((casCas:0.0351684,droNov:0.0373555):0.0220629,(rheAme:0.0162228,rhePen:0.0168627):0.0605592):0.00298827):0.0146098,((strCam:0.0589034,(aptOwe:0.0494844,(notPer:0.134062,(eudEle:0.0839896,(cryCin:0.0622665,tinGut:0.0540295):0.0125272):0.0425151):0.0518939):0.00705607):0.00653108,(aptRow:0.0449961,anoDid:0.0830575):0.0174958):0.00526867):0.0254501);
51	0.024	((galGal:0.187135,(halLeu:0.0858583,nipNip:0.0838892):0.0305142):0.0236725,(((aptHaa:0.0495291,(casCas:0.0367869,droNov:0.038974):0.0194782):0.00251539,(rheAme:0.0316038,rhePen:0.0322437):0.0467274):0.0277005,((strCam:0.0529125,(aptOwe:0.0498063,(notPer:0.15575,(eudEle:0.0884643,(cryCin:0.0581978,tinGut:0.0499608):0.0210706):0.0597282):0.030528):0.000743191):0.00181713,(aptRow:0.0403343,anoDid:0.0783958):0.0114526):0.0276251):0.0137986);
64	0.0233333	((galGal:0.168232,(halLeu:0.0721861,nipNip:0.0702169):0.0252834):0.0425755,(aptRow:0.0580247,((aptHaa:0.0131861,aptOwe:0.013433):0.042789,(((strCam:0.0516846,((casCas:0.0302329,droNov:0.03242):0.0213561,(cryCin:0.136317,anoDid:0.0540809):0.0285007):0.00422181):0.000731301,(rheAme:0.0209632,rhePen:0.0216031):0.0551296):0.00211294,(notPer:0.149831,(tinGut:0.0764448,eudEle:0.0938777):0.0483952):0.0388072):0.00405609):0.00238249):0.0351859);
64	0.022	((halLeu:0.12794,(nipNip:0.119036,galGal:0.191768):0.00693477):0.0121047,((aptRow:0.050673,(aptHaa:0.0161717,aptOwe:0.0164185):0.0348342):0.00781262,(strCam:0.0522831,((casCas:0.038348,droNov:0.0405351):0.0174729,(((rheAme:0.0209632,rhePen:0.0216031):0.0461036,(cryCin:0.144247,anoDid:0.0620101):0.0164986):0.00565662,(tinGut:0.145479,(eudEle:0.10937,notPer:0.116928):0.053542):0.0126856):0.00264818):0.000588413):0.0091452):0.034725);
64	0.0206667	((galGal:0.186873,(halLeu:0.0875701,nipNip:0.0856009):0.0285406):0.0239343,((aptHaa:0.0274699,aptOwe:0.0277168):0.0448007,((strCam:0.0532867,(aptRow:0.0424448,(casCas:0.0334188,droNov:0.0356059):0.0160949):0.00789921):0.000623782,(((rheAme:0.0184109,rhePen:0.0190507):0.0478897,(cryCin:0.138457,anoDid:0.0562205):0.0215219):0.0103372,(tinGut:0.0580241,(eudEle:0.069632,notPer:0.0771898):0.00582505):0.104055):0.000949683):0.02097):0.0212728);
64	0.0206667	((nipNip:0.118009,(halLeu:0.103185,galGal:0.173948):0.0167931):0.0200669,(aptRow:0.059468,((aptHaa:0.0123044,aptOwe:0.0125513):0.0459624,(((strCam:0.0518108,((casCas:0.0221644,droNov:0.0243515):0.0263651,(rheAme:0.0184109,rhePen:0.0190507):0.0496694):0.00740748):0.00229045,(notPer:0.0978213,(tinGut:0.0638887,eudEle:0.0813216):0.00894188):0.090389):0.00291454,(cryCin:0.141928,anoDid:0.0596917):0.0324429):0.00386089):0.001534):0.0337426);
64	0.018	((galGal:0.174739,(halLeu:0.0767225,nipNip:0.0747533):0.0272534):0.0360691,((aptHaa:0.0282927,aptOwe:0.0285395):0.0315273,((strCam:0.0529352,((aptRow:0.0380764,(rheAme:0.0184109,rhePen:0.0190507):0.0462852):0.00436841,(casCas:0.0357647,droNov:0.0379518):0.013749):0.00754764):0.00142246,((cryCin:0.138457,anoDid:0.0562205):0.0318591,(tinGut:0.0580241,(eudEle:0.0695004,notPer:0.0770582):0.00595658):0.104055):0.00139679):0.0080722):0.0337235);
