No.	ID	loglik_Null_W	loglik_Acc_W	loglik_Full_W	logBF1	logBF2
0	0	-507.61229	-510.80735	-510.20086	-3.1950616	-0.60649382
1	1	-369.08661	-369.26424	-372.00083	-0.17763073	2.7365952
2	2	-486.71288	-485.71673	-484.92943	0.99614765	-0.78730684
3	3	-381.82318	-380.57975	-382.35113	1.2434289	1.7713779
4	4	-347.73708	-349.39554	-349.65928	-1.6584638	0.26374071
5	5	-471.7445	-472.24396	-470.97634	-0.49945916	-1.2676197
6	6	-398.13739	-392.18123	-382.67386	5.9561612	-9.5073753
7	7	-551.04352	-548.35753	-548.80908	2.6859898	0.4515544
8	8	-543.60533	-543.42939	-539.519	0.17594023	-3.9103935
9	9	-317.87803	-315.88408	-318.92925	1.9939483	3.0451771
10	10	-488.17623	-484.61535	-481.8422	3.5608767	-2.773157
11	11	-406.08938	-409.44523	-410.73003	-3.3558491	1.2847956
12	12	-513.78017	-514.39016	-512.84622	-0.60998498	-1.5439353
13	13	-322.21294	-324.30052	-324.52695	-2.0875819	0.22642984
14	14	-358.63276	-360.25217	-363.59134	-1.6194037	3.3391742
15	15	-534.55152	-534.31696	-536.96773	0.23456165	2.6507642
16	16	-331.17683	-331.04208	-331.63786	0.13475074	0.59577864
17	17	-634.14742	-619.35252	-618.07659	14.7949	-1.2759362
18	18	-519.08652	-517.08288	-519.86658	2.0036439	2.7837088
19	19	-240.85197	-243.65582	-244.97963	-2.8038517	1.3238161
20	20	-427.39025	-425.20103	-426.85948	2.1892214	1.6584519
21	21	-320.25622	-320.68585	-322.9946	-0.42962753	2.308755
22	22	-494.09013	-498.21402	-494.72333	-4.1238904	-3.4906971
23	23	-338.39749	-339.33043	-340.20925	-0.93294335	0.87881747
24	24	-554.34454	-553.40729	-557.27239	0.93725603	3.8650997
25	25	-534.81258	-534.18809	-537.17057	0.62448753	2.9824701
26	26	-284.1319	-277.49905	-280.81645	6.6328512	3.3174014
27	27	-623.65916	-624.08223	-620.56716	-0.42306703	-3.5150628
28	28	-310.43656	-311.44856	-312.66265	-1.0119933	1.2140922
29	29	-390.97495	-388.72616	-391.82265	2.2487932	3.0964871
30	30	-396.6654	-395.70736	-396.53498	0.95804713	0.82762232
