No.	ID	loglik_Null_W	loglik_Acc_W	loglik_Full_W	logBF1	logBF2
0	0	-542.81385	-544.56372	-531.21078	-1.7498755	-13.352946
1	1	-383.60591	-384.68448	-372.86398	-1.0785745	-11.820503
2	2	-455.97714	-459.24579	-460.79666	-3.2686486	1.5508691
3	3	-339.05412	-342.48926	-337.66252	-3.435136	-4.8267374
4	4	-408.10889	-409.37707	-401.83194	-1.2681779	-7.5451309
5	5	-409.74757	-411.69693	-409.32524	-1.9493596	-2.3716937
6	6	-398.87002	-400.61027	-387.99751	-1.7402507	-12.612761
7	7	-550.47623	-550.92332	-536.84901	-0.44708612	-14.074307
8	8	-528.54539	-528.61854	-517.55038	-0.073152052	-11.068155
9	9	-510.53875	-510.90461	-486.21512	-0.36586061	-24.689492
10	10	-567.5852	-568.68724	-558.31414	-1.1020385	-10.373098
11	11	-450.70619	-450.81335	-447.198	-0.10716136	-3.6153569
12	12	-384.93605	-387.07919	-385.34234	-2.143145	-1.7368502
13	13	-495.50547	-495.59521	-479.73937	-0.089734189	-15.855841
14	14	-355.51362	-356.09618	-345.47381	-0.58256082	-10.62237
15	15	-555.81938	-557.74155	-554.14168	-1.9221706	-3.5998627
16	16	-301.83003	-303.72132	-303.88702	-1.8912909	0.16570307
17	17	-435.15721	-436.51124	-433.48722	-1.354038	-3.0240218
18	18	-405.19895	-404.64151	-393.50523	0.55744636	-11.136272
19	19	-389.42149	-389.10704	-377.74623	0.31445068	-11.360809
20	20	-417.57862	-418.50755	-407.22168	-0.92892733	-11.285867
21	21	-444.22056	-445.93137	-439.85492	-1.7108112	-6.076457
22	22	-378.33596	-381.19762	-376.90078	-2.8616621	-4.2968409
23	23	-527.86727	-527.54291	-514.36798	0.32436008	-13.174921
24	24	-440.46802	-441.26841	-426.69176	-0.80038619	-14.576649
25	25	-522.91369	-522.91575	-493.14438	-0.0020644289	-29.771372
26	26	-505.66249	-504.97122	-499.93486	0.69126704	-5.0363678
27	27	-453.7071	-451.73515	-446.632	1.9719579	-5.1031459
28	28	-411.4759	-412.67938	-404.72203	-1.2034792	-7.9573518
29	29	-487.89087	-490.96936	-475.98809	-3.0784948	-14.981272
30	30	-594.84505	-596.21051	-593.95231	-1.3654602	-2.2582019
31	31	-462.38582	-463.341	-466.33925	-0.9551819	2.9982481
32	32	-485.50142	-486.42238	-473.27073	-0.92096494	-13.15165
33	33	-517.0328	-519.22375	-512.65186	-2.1909492	-6.5718875
34	34	-450.70343	-451.25862	-444.80498	-0.55519226	-6.4536376
35	35	-447.72342	-448.13136	-431.80527	-0.40793849	-16.326085
36	36	-416.98797	-417.51356	-403.46841	-0.52559638	-14.045155
37	37	-411.94973	-412.19711	-405.0098	-0.2473752	-7.1873018
38	38	-511.0256	-510.77598	-503.84416	0.24962691	-6.9318214
39	39	-483.93057	-483.197	-478.29347	0.73357086	-4.9035247
40	40	-518.35872	-519.6169	-510.26445	-1.258179	-9.3524524
41	41	-497.02475	-498.29311	-487.95509	-1.2683601	-10.338022
42	42	-441.04866	-440.19505	-434.37184	0.85361028	-5.8232106
43	43	-398.62804	-399.03263	-389.45473	-0.40458609	-9.5778967
44	44	-428.76181	-429.29708	-425.11647	-0.53526588	-4.1806094
45	45	-341.12663	-343.66464	-337.96257	-2.5380108	-5.7020757
46	46	-604.43306	-605.5678	-602.55217	-1.1347368	-3.0156355
47	47	-442.54021	-441.88577	-435.3382	0.65444404	-6.547569
48	48	-411.69772	-413.73929	-409.99912	-2.0415652	-3.7401704
49	49	-475.11881	-475.80955	-471.29112	-0.69074085	-4.5184324
50	50	-419.56357	-420.04095	-410.4572	-0.47738223	-9.5837528
51	51	-282.01623	-283.45355	-282.00539	-1.4373151	-1.4481552
52	52	-512.06215	-512.94375	-491.58903	-0.88160161	-21.354723
53	53	-374.12323	-374.95193	-361.18839	-0.82870864	-13.763541
54	54	-579.0272	-579.19716	-559.71521	-0.16995881	-19.481943
55	55	-352.16302	-353.32695	-344.34226	-1.1639321	-8.9846914
56	56	-387.58151	-389.11303	-382.51711	-1.5315215	-6.5959228
57	57	-427.09387	-428.0382	-417.18357	-0.94433761	-10.854638
58	58	-447.80267	-449.96596	-435.91688	-2.1632924	-14.049079
59	59	-404.1242	-405.66316	-401.47601	-1.5389673	-4.1871489
60	60	-459.40532	-461.6567	-451.72083	-2.2513722	-9.9358696
61	61	-639.66567	-639.09061	-631.74816	0.57505976	-7.3424498
62	62	-394.457	-396.50362	-388.97969	-2.0466244	-7.5239281
63	63	-265.17167	-267.25517	-263.35849	-2.0835	-3.8966885
64	64	-524.54954	-526.97648	-524.92526	-2.4269362	-2.0512191
65	65	-352.02642	-351.97999	-345.68038	0.046437968	-6.2996044
66	66	-307.48064	-307.87378	-299.60491	-0.39314202	-8.2688686
67	67	-355.30204	-356.20504	-346.73979	-0.90300333	-9.4652581
68	68	-456.57048	-456.30351	-438.70044	0.26696621	-17.603076
69	69	-392.63678	-392.59403	-383.37812	0.042748761	-9.2159084
70	70	-443.67415	-444.00612	-435.86903	-0.33197078	-8.1370868
71	71	-524.3002	-525.04256	-509.60818	-0.74236046	-15.434382
72	72	-426.5427	-428.45591	-421.95541	-1.9132104	-6.5005049
73	73	-476.21769	-476.53527	-467.19359	-0.31758898	-9.3416818
74	74	-415.71707	-416.3157	-407.57506	-0.59863786	-8.740641
75	75	-548.96729	-548.35078	-541.48933	0.61651297	-6.8614477
76	76	-402.00053	-402.94272	-390.97854	-0.94218742	-11.964177
77	77	-333.17087	-333.44465	-327.57027	-0.27378106	-5.8743821
78	78	-627.43984	-629.47259	-619.43641	-2.0327485	-10.036178
79	79	-346.98042	-347.57538	-339.40937	-0.59495063	-8.1660036
80	80	-327.08325	-327.66905	-317.68724	-0.58580271	-9.9818126
81	81	-451.84462	-451.78579	-436.32116	0.058827861	-15.464628
82	82	-493.21607	-494.57301	-485.53717	-1.3569376	-9.0358374
83	83	-460.29008	-458.96422	-448.23889	1.3258632	-10.725333
84	84	-425.27292	-426.77864	-416.41859	-1.5057221	-10.360047
85	85	-509.54893	-510.40193	-506.49209	-0.85299415	-3.9098332
86	86	-377.18699	-379.8444	-373.48277	-2.6574149	-6.361635
87	87	-342.47428	-343.09863	-331.43801	-0.62434866	-11.660621
88	88	-316.55688	-319.68322	-312.74891	-3.1263336	-6.9343033
89	89	-379.46861	-380.28574	-382.97407	-0.81712386	2.6883309
90	90	-435.50249	-435.33817	-430.06279	0.16432112	-5.275377
91	91	-345.7775	-346.70787	-338.94274	-0.93036752	-7.7651248
92	92	-456.70421	-457.78717	-455.0701	-1.0829545	-2.7170729
93	93	-422.84298	-422.58262	-422.28068	0.26035813	-0.30194603
94	94	-359.11461	-359.47393	-357.90612	-0.3593249	-1.5678144
95	95	-441.47077	-444.85632	-435.43614	-3.3855501	-9.4201833
96	96	-618.91688	-618.07277	-591.19133	0.84410738	-26.881448
97	97	-382.42403	-383.29366	-377.57125	-0.86963067	-5.7224076
98	98	-502.62751	-501.6561	-492.78423	0.97141596	-8.8718673
99	99	-392.79779	-394.22161	-387.64086	-1.4238195	-6.5807461
