"No."	"n_rate"	"c_rate"	"g_rate"	"l_rate"	"l2_rate"	"halLeu_0"	"halLeu_1"	"halLeu_2"	"halLeu_3"	"nipNip_0"	"nipNip_1"	"nipNip_2"	"nipNip_3"	"galGal_0"	"galGal_1"	"galGal_2"	"galGal_3"	"aptHaa_0"	"aptHaa_1"	"aptHaa_2"	"aptHaa_3"	"aptOwe_0"	"aptOwe_1"	"aptOwe_2"	"aptOwe_3"	"aptRow_0"	"aptRow_1"	"aptRow_2"	"aptRow_3"	"casCas_0"	"casCas_1"	"casCas_2"	"casCas_3"	"droNov_0"	"droNov_1"	"droNov_2"	"droNov_3"	"rheAme_0"	"rheAme_1"	"rheAme_2"	"rheAme_3"	"rhePen_0"	"rhePen_1"	"rhePen_2"	"rhePen_3"	"cryCin_0"	"cryCin_1"	"cryCin_2"	"cryCin_3"	"tinGut_0"	"tinGut_1"	"tinGut_2"	"tinGut_3"	"eudEle_0"	"eudEle_1"	"eudEle_2"	"eudEle_3"	"notPer_0"	"notPer_1"	"notPer_2"	"notPer_3"	"anoDid_0"	"anoDid_1"	"anoDid_2"	"anoDid_3"	"strCam_0"	"strCam_1"	"strCam_2"	"strCam_3"	"taeGut.aptFor_0"	"taeGut.aptFor_1"	"taeGut.aptFor_2"	"taeGut.aptFor_3"	"taeGut.galGal_0"	"taeGut.galGal_1"	"taeGut.galGal_2"	"taeGut.galGal_3"	"aptHaa.aptOwe_0"	"aptHaa.aptOwe_1"	"aptHaa.aptOwe_2"	"aptHaa.aptOwe_3"	"aptHaa.aptRow_0"	"aptHaa.aptRow_1"	"aptHaa.aptRow_2"	"aptHaa.aptRow_3"	"casCas.droNov_0"	"casCas.droNov_1"	"casCas.droNov_2"	"casCas.droNov_3"	"aptHaa.casCas_0"	"aptHaa.casCas_1"	"aptHaa.casCas_2"	"aptHaa.casCas_3"	"rheAme.rhePen_0"	"rheAme.rhePen_1"	"rheAme.rhePen_2"	"rheAme.rhePen_3"	"aptHaa.rheAme_0"	"aptHaa.rheAme_1"	"aptHaa.rheAme_2"	"aptHaa.rheAme_3"	"cryCin.tinGut_0"	"cryCin.tinGut_1"	"cryCin.tinGut_2"	"cryCin.tinGut_3"	"eudEle.notPer_0"	"eudEle.notPer_1"	"eudEle.notPer_2"	"eudEle.notPer_3"	"cryCin.eudEle_0"	"cryCin.eudEle_1"	"cryCin.eudEle_2"	"cryCin.eudEle_3"	"cryCin.anoDid_0"	"cryCin.anoDid_1"	"cryCin.anoDid_2"	"cryCin.anoDid_3"	"aptHaa.cryCin_0"	"aptHaa.cryCin_1"	"aptHaa.cryCin_2"	"aptHaa.cryCin_3"	"aptHaa.strCam_0"	"aptHaa.strCam_1"	"aptHaa.strCam_2"	"aptHaa.strCam_3"	"taeGut.aptHaa_0"	"taeGut.aptHaa_1"	"taeGut.aptHaa_2"	"taeGut.aptHaa_3"
0	2.38845	0.218227	0.509729	0.696402	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.000333333	0.999667	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.000666667	0.999333	0	0	0	0	1	0	0	0	1	0	0	0.0117778	0.988222	0	0	0.131444	0.868556	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.000222222	0.999778	0	0	0.0225556	0.977444	0
1	1.64195	0.515357	0.543303	0.659045	0	0	0.028	0.972	0	0	0.0276667	0.972333	0	0	0.0292222	0.970778	0	0	0.0133333	0.029	0.957667	0	0.0123333	0.0314444	0.956222	0	0.0162222	0.0455556	0.938222	0	0.0148889	0.0406667	0.944444	0	0.0148889	0.0353333	0.949778	0	0.00944444	0.990556	0	0	0.0103333	0.989667	0	0	0.0135556	0.986444	0	0	0.0145556	0.985444	0	0	0.00988889	0.990111	0	0	0.00788889	0.992111	0	0	0.0202222	0.979778	0	0	0.04	0.96	0	0	0.0485556	0.951444	0	0	0.0998889	0.900111	0	0	0.0162222	0.0402222	0.943556	0	0.0192222	0.0622222	0.918556	0	0.0188889	0.072	0.909111	0	0.0206667	0.236444	0.742889	0	0.0124444	0.987556	0	0	0.0242222	0.975778	0	0	0.0173333	0.982667	0	0	0.0126667	0.987333	0	0	0.0214444	0.978556	0	0	0.0317778	0.968222	0	0	0.0467778	0.953222	0	0	0.0822222	0.917778	0	0	0.255667	0.744333	0
2	1.74809	0.259112	0.779285	0.57483	0	0	0.000888889	0.999111	0	0	0.000666667	0.999333	0	0	0	1	0	0	0	0.001	0.999	0	0.000333333	0.000222222	0.999444	0	0.000333333	0.00833333	0.991333	0	0.000111111	0.262444	0.737444	0	0.000111111	0.0957778	0.904111	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.000666667	0.999333	0	0	0.00255556	0.997444	0	0	0.00511111	0.994889	0	0	0.0387778	0.961222	0	0	0.000333333	0.00233333	0.997333	0	0.000888889	0.0132222	0.985889	0	0.000333333	0.465889	0.533778	0	0.001	0.560444	0.438556	0	0	1	0	0	0.00255556	0.997444	0	0	0	1	0	0	0.000111111	0.999889	0	0	0.000111111	0.999889	0	0	0.00177778	0.998222	0	0	0.00777778	0.992222	0	0	0.0393333	0.960667	0	0	0.999556	0.000444444	0
3	1.89833	0.198026	0.552877	0.596187	0	0	0.0581111	0.941889	0	0	0.038	0.962	0	0	0.007	0.993	0	0	0.000555556	0.000222222	0.999222	0	0.000333333	0.000555556	0.999111	0	0.000555556	0.000444444	0.999	0	0.000333333	0.246222	0.753444	0	0.000666667	0.109889	0.889444	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.00455556	0.995444	0	0	0.119889	0.880111	0	0	0.206556	0.793444	0	0	0.000666667	0.000333333	0.999	0	0.001	0	0.999	0	0.000666667	0.274667	0.724667	0	0.001	0.371222	0.627778	0	0	1	0	0	0.00122222	0.998778	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.00166667	0.998333	0	0	0.0188889	0.981111	0	0	0.292889	0.707111	0
4	2.57141	0.128982	0.503852	0.697861	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.000111111	0.999889	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.119556	0.880444	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.000888889	0.999111	0
5	2.19917	0.201249	0.631335	0.686662	0	0	0.000333333	0.999667	0	0	0.000666667	0.999333	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.000444444	0.999556	0	0	0.00122222	0.998778	0	0	0.018	0.982	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.140889	0.859111	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.00177778	0.998222	0	0	0.331778	0.668222	0
6	2.6572	0.308635	0.497215	0.693654	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.098	0.902	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0
7	1.82292	0.195268	0.50406	0.694618	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.000777778	0.999222	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.160889	0.839111	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.0273333	0.972667	0
8	1.67399	0.248764	0.528077	0.524911	0	0	0.000777778	0.999222	0	0	0.00522222	0.994778	0	0	0	1	0	0	0	0.00877778	0.991222	0	0	0.00755556	0.992444	0	0	0.0115556	0.988444	0	0	0.425889	0.574111	0	0	0.0731111	0.926889	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.00433333	0.995667	0	0	0.00877778	0.991222	0	0	0.02	0.98	0	0	0	0.0114444	0.988556	0	0	0.0263333	0.973667	0	0	0.581444	0.418556	0	0	0.643	0.357	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.000111111	0.999889	0	0	0.0113333	0.988667	0	0	0.0841111	0.915889	0
9	2.52114	0.270415	0.492392	0.692904	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0.000666667	0.999333	0	0	0.112667	0.887333	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.000444444	0.999556	0
