No.	prop	genetree
67	0.0130667	((galGal:0.180965,(halLeu:0.0761788,nipNip:0.0742096):0.0340231):0.0275744,((aptRow:0.00737113,(aptHaa:0.0027663,aptOwe:0.00301315):0.00493769):0.0502262,((strCam:0.0527737,(casCas:0.036112,droNov:0.0382991):0.0207879):0.00266349,(((rheAme:0.019509,rhePen:0.0201488):0.0480703,(eudEle:0.0897929,notPer:0.0973507):0.0806607):0.00637372,(anoDid:0.0602521,(cryCin:0.0552582,tinGut:0.0470212):0.0872304):0.0251427):0.00516116):0.00510286):0.0333445);
67	0.0124	((galGal:0.184138,(halLeu:0.066876,nipNip:0.0649069):0.0464991):0.0285812,(((aptRow:0.00927966,(aptHaa:0.00245677,aptOwe:0.00270362):0.00715574):0.0394679,(casCas:0.0316402,droNov:0.0338273):0.0241763):0.00310631,(strCam:0.0521853,((rheAme:0.0178353,rhePen:0.0184751):0.0512632,((anoDid:0.0572142,(cryCin:0.0585259,tinGut:0.0502889):0.0809248):0.0125324,(eudEle:0.0780766,notPer:0.0856344):0.0831024):0.0107938):0.00676377):0.00261125):0.043268);
67	0.0105333	((galGal:0.183309,(halLeu:0.0642488,nipNip:0.0622796):0.0482969):0.0254245,((((aptRow:0.00703881,(aptHaa:0.0023515,aptOwe:0.00259835):0.00502016):0.0383576,(eudEle:0.0959317,notPer:0.103489):0.0789586):0.0075591,(strCam:0.0527468,((rheAme:0.0283598,rhePen:0.0289996):0.0421546,(anoDid:0.0570068,(cryCin:0.0544979,tinGut:0.0462609):0.0847454):0.0249495):0.00590932):0.00315141):0.00752661,(casCas:0.0518943,droNov:0.0540814):0.0156566):0.0306537);
67	0.00906667	((galGal:0.189855,(halLeu:0.0624046,nipNip:0.0604355):0.0566874):0.0182419,(((aptRow:0.00925008,(aptHaa:0.00330248,aptOwe:0.00354933):0.00628045):0.0401795,(anoDid:0.0625034,(cryCin:0.0497918,tinGut:0.0415548):0.0949481):0.0249876):0.00395725,(strCam:0.0529864,(((casCas:0.0304763,droNov:0.0326634):0.0155734,(eudEle:0.0824163,notPer:0.0899741):0.0860585):0.0041077,(rheAme:0.0316119,rhePen:0.0322517):0.0380963):0.00695516):0.00334311):0.0371128);
67	0.00906667	((galGal:0.194763,(halLeu:0.0679961,nipNip:0.066027):0.056004):0.0186021,(strCam:0.054639,(((aptRow:0.0103893,(aptHaa:0.00273096,aptOwe:0.00297781):0.00799118):0.0359384,((rheAme:0.0132942,rhePen:0.0139341):0.0523366,((anoDid:0.0516049,(cryCin:0.0534669,tinGut:0.0452299):0.0803745):0.0159618,(eudEle:0.0796603,notPer:0.0872181):0.0793389):0.00950589):0.00731647):0.00226491,(casCas:0.0282028,droNov:0.0303899):0.0274586):0.00310375):0.0440715);
48	0.0636	((galGal:0.184113,(halLeu:0.0764116,nipNip:0.0744425):0.036939):0.0443743,(((aptRow:0.00925314,(aptHaa:0.00272861,aptOwe:0.00297546):0.00685738):0.0382744,(rheAme:0.014233,rhePen:0.0148729):0.0599142):0.0107353,(strCam:0.0537685,((casCas:0.0296841,droNov:0.0318712):0.0215243,(anoDid:0.0610863,((cryCin:0.055369,tinGut:0.047132):0.053485,(eudEle:0.0802598,notPer:0.0878176):0.0377902):0.0344687):0.0211147):0.00668634):0.00743704):0.0526276);
48	0.0325333	((galGal:0.182312,(halLeu:0.0815696,nipNip:0.0796005):0.0299797):0.0314446,((strCam:0.0530921,((aptRow:0.00820935,(aptHaa:0.00316793,aptOwe:0.00341478):0.00537427):0.0340359,(rheAme:0.0150753,rhePen:0.0157152):0.0537896):0.00790416):0.00613651,((casCas:0.0315537,droNov:0.0337408):0.0245158,(anoDid:0.060363,((cryCin:0.0513862,tinGut:0.0431492):0.0481086,(eudEle:0.0773818,notPer:0.0849396):0.031309):0.0431047):0.0266992):0.00728526):0.0398736);
48	0.0244	((galGal:0.184853,(halLeu:0.0776089,nipNip:0.0756398):0.0364814):0.0448507,(((aptRow:0.00838506,(aptHaa:0.0032142,aptOwe:0.00346105):0.00550371):0.0378674,(rheAme:0.0124581,rhePen:0.013098):0.060414):0.0124268,((strCam:0.0526006,(casCas:0.0269661,droNov:0.0291532):0.0297606):0.00173963,(anoDid:0.0660818,((cryCin:0.0554118,tinGut:0.0471748):0.0551021,(eudEle:0.0775033,notPer:0.0850611):0.0422065):0.0378044):0.0233772):0.00728174):0.0534274);
48	0.0236	((galGal:0.180273,(halLeu:0.0767191,nipNip:0.07475):0.0327909):0.0440657,((strCam:0.0531341,((aptRow:0.0087895,(aptHaa:0.00309363,aptOwe:0.00334048):0.00602873):0.0332181,(rheAme:0.0232094,rhePen:0.0238493):0.0454178):0.00818382):0.00579567,((casCas:0.0311585,droNov:0.0333456):0.0219698,(anoDid:0.0603702,(eudEle:0.10659,(notPer:0.102219,(cryCin:0.0552968,tinGut:0.0470598):0.0301687):0.0119289):0.0452122):0.0237507):0.00992762):0.0507542);
48	0.0172	((galGal:0.181889,(halLeu:0.079122,nipNip:0.0771529):0.0320045):0.0457208,(((aptRow:0.00829292,(aptHaa:0.00305326,aptOwe:0.00330011):0.00557251):0.0388853,(rheAme:0.016226,rhePen:0.0168659):0.0575719):0.0135972,((casCas:0.0283931,droNov:0.0305802):0.0307334,(strCam:0.052171,(anoDid:0.060905,((cryCin:0.0531446,tinGut:0.0449076):0.0617138,(eudEle:0.0815658,notPer:0.0891236):0.0424885):0.0282831):0.0263848):0.00282934):0.00871776):0.0492375);
