No.	prop	genetree
67	0.0130667	((galGal:0.181296,(halLeu:0.0604799,nipNip:0.0585108):0.050053):0.03838,((strCam:0.0546325,((((aptRow:0.00656361,(aptHaa:0.00256204,aptOwe:0.00280889):0.00433442):0.0316947,(rheAme:0.0159872,rhePen:0.0166271):0.0488908):0.00410234,(eudEle:0.081397,notPer:0.0889548):0.0904576):0.00665607,(anoDid:0.0585194,(cryCin:0.0591859,tinGut:0.0509489):0.08157):0.0285589):0.00267309):0.00419406,(casCas:0.027721,droNov:0.0299081):0.0352318):0.0461947);
67	0.0128	((galGal:0.18008,(halLeu:0.0635974,nipNip:0.0616283):0.0457198):0.0573597,(((aptRow:0.00669189,(aptHaa:0.00408395,aptOwe:0.0043308):0.00294078):0.0382285,(casCas:0.0243315,droNov:0.0265186):0.0276578):0.0084584,((strCam:0.0527218,(rheAme:0.0242653,rhePen:0.0249052):0.0521335):0.00130469,((anoDid:0.0534785,(cryCin:0.0663781,tinGut:0.0581411):0.0693369):0.0173528,(eudEle:0.104348,notPer:0.111906):0.0579157):0.0183141):0.00229498):0.0664638);
67	0.0113333	((galGal:0.178034,(halLeu:0.0638186,nipNip:0.0618494):0.0434528):0.0482689,((((aptRow:0.00607745,(aptHaa:0.00284573,aptOwe:0.00309258):0.00356457):0.0347211,(rheAme:0.013548,rhePen:0.0141878):0.0538702):0.008501,(casCas:0.0255234,droNov:0.0277105):0.030845):0.00926399,(strCam:0.0532199,((anoDid:0.0517002,(cryCin:0.0526306,tinGut:0.0443936):0.0813061):0.0131116,(eudEle:0.0939665,notPer:0.101524):0.0622777):0.0235269):0.00828633):0.0501424);
67	0.00853333	((galGal:0.181115,(halLeu:0.0610276,nipNip:0.0590585):0.049325):0.0367115,((strCam:0.0537369,(((aptRow:0.008008,(aptHaa:0.00289521,aptOwe:0.00314206):0.00544564):0.0320473,(rheAme:0.0136812,rhePen:0.014321):0.0529937):0.00730825,(eudEle:0.0874895,notPer:0.0950473):0.0893679):0.00343075):0.00644558,((casCas:0.0258249,droNov:0.028012):0.0292103,(anoDid:0.0575907,(cryCin:0.060231,tinGut:0.051994):0.0795963):0.0284371):0.00927354):0.0429899);
67	0.0084	((galGal:0.179344,(halLeu:0.0621722,nipNip:0.0602031):0.0464086):0.0489716,(strCam:0.0603116,(((aptRow:0.00659014,(aptHaa:0.00277139,aptOwe:0.00301824):0.0041516):0.0392393,((casCas:0.0268293,droNov:0.0290164):0.0183743,(rheAme:0.0164506,rhePen:0.0170904):0.0483038):0.00769469):0.00454124,((anoDid:0.0581533,(cryCin:0.0535333,tinGut:0.0452963):0.0868565):0.0207507,(eudEle:0.0979353,notPer:0.105493):0.0724012):0.00952813):0.0069982):0.0533492);
67	0.0084	((galGal:0.182419,(halLeu:0.0619253,nipNip:0.0599561):0.049731):0.0402127,((strCam:0.0532344,(((aptRow:0.00480994,(aptHaa:0.00230342,aptOwe:0.00255027):0.00283937):0.0356934,((anoDid:0.0599404,(cryCin:0.0539737,tinGut:0.0457367):0.0882032):0.0108068,(eudEle:0.0812088,notPer:0.0887666):0.0809708):0.00781756):0.00375944,(rheAme:0.0394439,rhePen:0.0400837):0.0314385):0.00602893):0.002961,(casCas:0.0280794,droNov:0.0302665):0.0322421):0.0517819);
25	0.0072	((galGal:0.170551,(halLeu:0.0756317,nipNip:0.0736626):0.0241564):0.0586343,((strCam:0.0545781,(((aptRow:0.0324838,(aptHaa:0.00296372,aptOwe:0.00321057):0.0298529):0.00987299,(rheAme:0.021095,rhePen:0.0217348):0.0478815):0.00669491,(notPer:0.167611,(anoDid:0.0526797,(eudEle:0.0958166,(cryCin:0.0525121,tinGut:0.0442751):0.0341086):0.0482955):0.0159414):0.0184922):0.00258372):0.0068525,(casCas:0.0174646,droNov:0.0196517):0.0480922):0.0531001);
25	0.0064	((galGal:0.171395,(halLeu:0.0591449,nipNip:0.0571758):0.0414868):0.0684782,((((aptRow:0.0334857,(aptHaa:0.0045625,aptOwe:0.00480935):0.0292561):0.0122488,(notPer:0.127422,(eudEle:0.0875818,(cryCin:0.0555986,tinGut:0.0473616):0.0227872):0.0322824):0.0553642):0.00610888,(strCam:0.053255,(anoDid:0.0834705,(casCas:0.0156818,droNov:0.0178689):0.0367961):0.00490332):0.00153103):0.0127255,(rheAme:0.0231816,rhePen:0.0238215):0.0680069):0.0577066);
25	0.00586667	((galGal:0.181069,(halLeu:0.0728847,nipNip:0.0709156):0.0374218):0.0354739,(((((aptHaa:0.00309752,aptOwe:0.00334437):0.0392358,(notPer:0.132351,(eudEle:0.101119,(cryCin:0.0570586,tinGut:0.0488216):0.0348649):0.0236742):0.0467007):0.00715496,(anoDid:0.0825445,(rheAme:0.0292875,rhePen:0.0299273):0.0418151):0.00467245):0.00502273,(aptRow:0.050244,strCam:0.0531867):0.00393414):0.0111394,(casCas:0.0229711,droNov:0.0251582):0.0494153):0.0336285);
25	0.0056	((galGal:0.196045,(halLeu:0.0926134,nipNip:0.0906443):0.0326691):0.0187421,(strCam:0.0614027,((((aptHaa:0.00282989,aptOwe:0.00307674):0.0406633,(anoDid:0.0670098,((cryCin:0.097165,eudEle:0.106361):0.0226047,(tinGut:0.0714304,notPer:0.0964211):0.0401023):0.0294766):0.014212):0.00639786,(rheAme:0.0369371,rhePen:0.0375769):0.0392408):0.00331081,(aptRow:0.043623,(casCas:0.0186699,droNov:0.020857):0.032022):0.00924604):0.00559098):0.0387302);
25	0.0056	((galGal:0.179941,(halLeu:0.0785269,nipNip:0.0765577):0.0306512):0.0372699,((((aptHaa:0.00460173,aptOwe:0.00484858):0.0406597,((casCas:0.0204845,droNov:0.0226716):0.026655,(rheAme:0.0259673,rhePen:0.0266071):0.0407231):0.00485791):0.00560166,(anoDid:0.0872534,strCam:0.0521346):0.00133829):0.00143215,(aptRow:0.0442138,(cryCin:0.133458,(eudEle:0.0919935,(tinGut:0.0608198,notPer:0.0858105):0.0137407):0.0506599):0.0310542):0.00774864):0.0476513);
64	0.0221333	((galGal:0.187831,(halLeu:0.0644097,nipNip:0.0624406):0.0526581):0.030886,(strCam:0.0655015,(((aptOwe:0.0230213,(aptHaa:0.00909645,aptRow:0.0087636):0.013678):0.0224819,(casCas:0.0170209,droNov:0.019208):0.0349714):0.0072413,((rheAme:0.0187682,rhePen:0.019408):0.0553373,(anoDid:0.0693365,((cryCin:0.0622355,tinGut:0.0539985):0.0479653,(eudEle:0.0729508,notPer:0.0805086):0.0464459):0.0413722):0.0162108):0.00467894):0.0103941):0.0385607);
64	0.0125333	((galGal:0.193906,(halLeu:0.0688707,nipNip:0.0669016):0.0542724):0.0373796,((((aptOwe:0.0228336,(aptHaa:0.00693414,aptRow:0.00660129):0.0156526):0.020996,(rheAme:0.0144829,rhePen:0.0151228):0.0553866):0.00668828,(casCas:0.0180217,droNov:0.0202088):0.0389853):0.00506308,(strCam:0.0539518,(anoDid:0.0674575,((cryCin:0.0555054,tinGut:0.0472684):0.0547793,(eudEle:0.0702441,notPer:0.0778019):0.0492365):0.0394093):0.0216131):0.0039921):0.0586871);
64	0.0102667	((galGal:0.195417,(halLeu:0.0637841,nipNip:0.061815):0.0608701):0.021571,(((aptOwe:0.0201914,(aptHaa:0.00879889,aptRow:0.00846604):0.0111457):0.0249319,(casCas:0.0216842,droNov:0.0238713):0.0299283):0.00765615,(strCam:0.052833,((rheAme:0.0122547,rhePen:0.0128946):0.0586023,(anoDid:0.0692935,((cryCin:0.0617334,tinGut:0.0534964):0.0417441,(eudEle:0.0697083,notPer:0.0772661):0.0429651):0.0480526):0.0130054):0.00565289):0.0023095):0.0471911);
64	0.00933333	((galGal:0.19811,(halLeu:0.0651863,nipNip:0.0632172):0.062161):0.0447195,((((aptOwe:0.0172918,(aptHaa:0.00724418,aptRow:0.00691133):0.00980076):0.0185499,(casCas:0.0171699,droNov:0.019357):0.0251609):0.00616676,((cryCin:0.0691608,tinGut:0.0609238):0.0511219,(eudEle:0.0754199,notPer:0.0829777):0.0540587):0.041444):0.012498,(strCam:0.0533839,(anoDid:0.0831853,(rheAme:0.00930057,rhePen:0.00994043):0.0624429):0.00531739):0.00348552):0.0713057);
64	0.00906667	((galGal:0.206992,(halLeu:0.0651893,nipNip:0.0632202):0.0710401):0.0124502,((strCam:0.0552091,(((aptOwe:0.0192318,(aptHaa:0.00968575,aptRow:0.0093529):0.00929921):0.0225408,(anoDid:0.0642353,((cryCin:0.0575751,tinGut:0.0493381):0.0483013,(eudEle:0.0739576,notPer:0.0815154):0.0411147):0.0405953):0.0150191):0.00718613,(casCas:0.017269,droNov:0.0194561):0.0381789):0.00388743):0.00402671,(rheAme:0.0191724,rhePen:0.0198123):0.0637403):0.0455522);
58	0.0261333	(galGal:0.238217,((halLeu:0.0664703,nipNip:0.0645011):0.0745271,(strCam:0.0579168,(((aptHaa:0.0226179,(aptOwe:0.00800044,aptRow:0.00742074):0.0148643):0.022555,(anoDid:0.0627215,(cryCin:0.109419,(tinGut:0.0725961,(eudEle:0.0746582,notPer:0.082216):0.0153707):0.0285857):0.0355393):0.02018):0.0056917,((casCas:0.0150132,droNov:0.0172003):0.0361483,(rheAme:0.0114826,rhePen:0.0121225):0.0592296):0.00643917):0.00444236):0.0391889):0.026457);
58	0.0137333	((halLeu:0.0772796,nipNip:0.0753104):0.0963779,(galGal:0.212661,((((aptHaa:0.0238847,(aptOwe:0.00619945,aptRow:0.00561975):0.0179321):0.0189788,(casCas:0.0134873,droNov:0.0156744):0.0361123):0.00777612,(rheAme:0.0197609,rhePen:0.0204008):0.0571655):0.00618179,(strCam:0.0541336,(anoDid:0.0707768,(cryCin:0.10879,(tinGut:0.0737477,(eudEle:0.0750828,notPer:0.0826406):0.0160978):0.0268056):0.0442229):0.0184756):0.00529775):0.0385756):0.0317588);
58	0.0096	((halLeu:0.0701683,nipNip:0.0681991):0.0847021,(galGal:0.21167,(strCam:0.0586741,((((aptHaa:0.0232205,(aptOwe:0.00839869,aptRow:0.00781899):0.0150687):0.0137559,(casCas:0.0150433,droNov:0.0172304):0.0286692):0.00623138,(rheAme:0.0242502,rhePen:0.02489):0.0452444):0.00784651,(anoDid:0.0657671,(cryCin:0.100109,(tinGut:0.0683253,(eudEle:0.0780068,notPer:0.0855646):0.00775134):0.0235469):0.0478944):0.0230159):0.00500998):0.0383416):0.0139629);
