No.	ID	loglik_Null	loglik_Acc	loglik_Full	logBF1	logBF2	loglik_Max_M0	loglik_Max_M1	loglik_Max_M2
0	0	-253.3559	-252.63896	-252.6592	0.71694539	0.020236488	-250.14149	-244.36298	-244.36033
1	1	-519.90671	-514.60921	-513.87123	5.2975072	-0.73797601	-510.75894	-503.49207	-499.76608
2	2	-410.29273	-401.67315	-402.10189	8.6195763	0.4287371	-401.30927	-393.21579	-389.79894
3	3	-460.90801	-458.33961	-451.13726	2.5684048	-7.2023447	-448.90439	-442.9751	-437.94597
4	4	-350.49201	-351.13993	-350.72253	-0.64792674	-0.41739921	-347.37161	-347.79846	-343.39959
5	5	-265.3738	-264.62887	-265.32098	0.74492363	0.6921039	-262.54039	-256.83909	-256.81798
6	6	-272.6136	-273.39825	-273.23576	-0.78465348	-0.16248753	-268.30902	-268.78477	-264.43584
7	7	-269.56413	-269.3799	-269.76892	0.18422314	0.3890174	-266.41228	-264.05452	-262.49943
8	8	-484.82643	-481.54279	-482.25888	3.2836416	0.71608404	-478.7806	-472.86907	-469.99214
9	9	-419.83732	-416.49625	-417.42378	3.3410732	0.92753594	-415.79958	-409.35113	-408.96491
10	10	-216.5474	-217.26303	-218.2537	-0.7156282	0.99067119	-213.3609	-213.21961	-213.20721
11	11	-267.38039	-265.80671	-266.96585	1.5736721	1.1591379	-264.45566	-259.43366	-259.28277
12	12	-288.12974	-288.2895	-288.85814	-0.15975914	0.56864803	-285.24547	-281.29117	-281.60126
13	13	-372.81736	-372.21076	-372.88578	0.60659674	0.67502032	-367.89281	-363.90995	-364.68052
14	14	-393.31181	-391.07642	-384.27796	2.2353926	-6.798458	-389.6746	-379.96698	-365.12574
15	15	-545.64133	-543.70118	-543.25898	1.9401499	-0.44220112	-531.23669	-530.26823	-529.78735
16	16	-371.0614	-371.30788	-371.81645	-0.24648514	0.5085721	-365.08723	-364.15641	-364.45386
17	17	-270.14838	-270.37758	-270.86123	-0.22919184	0.48365417	-267.28995	-264.46968	-263.05645
18	18	-345.72676	-345.34673	-345.62158	0.38002779	0.27485518	-343.22458	-337.96472	-334.39552
19	19	-287.35704	-287.7105	-287.95371	-0.35346768	0.24320535	-283.5491	-280.75981	-278.86537
20	20	-382.44163	-382.83481	-383.30179	-0.39318024	0.46697859	-374.98913	-374.26485	-374.24344
21	21	-278.95906	-278.15043	-277.917	0.80863204	-0.23343134	-276.1129	-270.21235	-266.6466
22	22	-338.68952	-337.78046	-338.5184	0.90906069	0.73794427	-335.35194	-329.42568	-329.2013
23	23	-428.13643	-427.1843	-423.45805	0.95212695	-3.7262478	-425.81783	-418.91457	-407.94338
24	24	-297.12541	-297.66243	-298.13753	-0.53701473	0.47510397	-294.23567	-293.3799	-293.46355
25	25	-292.72441	-293.09848	-293.55782	-0.37407382	0.45934004	-289.60949	-288.28772	-288.39225
26	26	-478.96408	-471.79682	-472.38935	7.1672505	0.59252046	-476.84759	-461.7382	-458.96515
27	27	-412.68105	-411.93547	-411.57035	0.74557934	-0.36511182	-406.96526	-404.7204	-398.60529
28	28	-324.537	-322.20394	-323.28263	2.3330578	1.0786871	-321.98056	-313.29728	-313.29978
29	29	-423.84052	-421.73642	-422.76292	2.1040981	1.0264921	-418.5271	-411.91076	-410.5654
30	30	-391.15536	-390.66084	-390.61598	0.49452056	-0.044859372	-384.86304	-381.48579	-376.28534
31	31	-531.71507	-523.69686	-526.64704	8.0182139	2.9501814	-522.41711	-508.48695	-507.80058
32	32	-231.28739	-231.93912	-232.03097	-0.65172312	0.091858233	-227.95306	-228.37389	-226.21869
33	33	-324.79262	-324.30377	-324.93149	0.48884965	0.62771486	-322.12629	-317.56128	-317.64838
34	34	-198.03142	-199.01148	-199.49685	-0.98006365	0.48536571	-194.77805	-195.19715	-195.19553
35	35	-305.52585	-306.2451	-305.56599	-0.71924329	-0.67911073	-302.79214	-303.21092	-295.8608
36	36	-418.91401	-419.61289	-414.79624	-0.69888552	-4.8166475	-405.22844	-405.64887	-400.67634
37	37	-372.23414	-372.78986	-366.62061	-0.5557161	-6.169249	-363.52316	-362.66627	-356.88099
38	38	-340.36729	-340.50079	-341.01057	-0.13349794	0.50977516	-334.93267	-331.74157	-331.70806
39	39	-375.2796	-373.49471	-374.18407	1.7848937	0.68935875	-370.53324	-363.72385	-361.5658
40	40	-659.54779	-657.61674	-650.29303	1.9310471	-7.3237125	-644.939	-639.68677	-628.00014
41	41	-341.16447	-339.31578	-339.59646	1.8486862	0.28067727	-338.70422	-330.62081	-327.43532
42	42	-551.46394	-547.62516	-540.24027	3.8387782	-7.3848903	-535.6731	-528.00638	-524.13631
43	43	-297.82479	-296.2515	-297.00287	1.5732858	0.75136306	-295.16494	-288.55771	-289.04225
44	44	-414.87725	-414.91754	-414.91378	-0.040288757	-0.0037595705	-407.29988	-405.928	-396.73441
45	45	-329.93089	-330.51493	-330.9978	-0.58403415	0.48286839	-327.30978	-326.9282	-326.93009
46	46	-297.26428	-297.10283	-297.5489	0.16145485	0.44606819	-294.58105	-289.19211	-289.22257
47	47	-431.31404	-430.62743	-431.35979	0.68660796	0.73236181	-429.07952	-423.23807	-423.44188
48	48	-454.39156	-454.79335	-454.70283	-0.40179376	-0.090525726	-446.41145	-445.4292	-437.33181
49	49	-320.63041	-321.11901	-321.36032	-0.48860291	0.24131154	-318.02028	-316.46235	-315.1244
50	50	-366.96041	-358.50419	-359.67789	8.4562181	1.1736999	-360.60314	-349.26664	-349.28697
51	51	-339.25607	-339.78297	-337.46819	-0.52689728	-2.3147769	-332.43956	-330.89021	-326.54389
52	52	-522.16644	-518.14418	-514.33963	4.0222546	-3.8045565	-507.51034	-503.68513	-499.72403
53	53	-404.34225	-404.24861	-404.13446	0.0936383	-0.11415404	-401.05877	-396.11918	-391.0359
54	54	-343.71118	-336.95239	-338.41929	6.7587969	1.4669076	-341.21153	-325.5275	-324.23269
55	55	-278.87046	-277.98537	-278.78247	0.88509643	0.79710261	-275.93355	-270.71665	-270.71735
56	56	-277.6692	-278.38126	-278.86828	-0.71206017	0.48701919	-274.55501	-274.82928	-273.38471
57	57	-347.03377	-346.19411	-345.75367	0.83965549	-0.44044487	-342.30414	-337.94371	-333.64731
58	58	-348.1624	-347.6357	-348.03866	0.5266966	0.40295228	-345.60334	-340.60322	-340.21467
59	59	-391.64904	-390.62038	-390.92169	1.0286569	0.30130334	-379.65725	-378.64729	-376.94582
60	60	-271.91473	-271.85575	-272.41404	0.058979053	0.558285	-268.88628	-265.19997	-265.24382
61	61	-313.15297	-313.44159	-313.92064	-0.2886128	0.47905804	-310.53051	-307.55911	-307.5023
62	62	-282.92688	-283.7549	-283.87808	-0.82802837	0.12317861	-280.13278	-280.55045	-278.0928
63	63	-324.0852	-324.62993	-324.91977	-0.54473307	0.28983412	-321.21758	-320.00285	-319.23244
64	64	-328.95162	-326.12864	-326.94422	2.8229843	0.81557691	-326.29316	-318.45696	-317.10223
65	65	-320.19559	-320.82544	-321.04301	-0.62984979	0.21757301	-317.57326	-316.61556	-313.40046
66	66	-523.8358	-523.73102	-524.02654	0.10477338	0.29551286	-518.54327	-516.88005	-510.89943
67	67	-269.62958	-269.90838	-270.50205	-0.2787973	0.593671	-266.89365	-262.67614	-262.97398
68	68	-375.93135	-376.48537	-371.51475	-0.55402016	-4.9706161	-373.5127	-372.48023	-360.36943
69	69	-288.61265	-288.68144	-289.2334	-0.068794257	0.55195854	-285.85164	-281.31143	-281.33691
70	70	-280.64364	-282.003	-280.9074	-1.3593611	-1.0956012	-273.06148	-273.48755	-267.95557
71	71	-326.16096	-325.88222	-326.68221	0.27874005	0.79999422	-323.54747	-319.5391	-319.54737
72	72	-240.48193	-239.58736	-240.34222	0.89457456	0.75486239	-237.27492	-231.36166	-231.35178
73	73	-325.75486	-325.40453	-325.32958	0.35033163	-0.074953376	-322.88087	-318.64528	-314.28537
74	74	-440.71981	-439.56074	-439.68575	1.1590714	0.12500992	-432.24342	-425.24764	-422.8231
75	75	-264.8671	-264.37317	-264.95349	0.49392087	0.58031168	-261.7038	-258.10237	-258.10277
76	76	-369.86653	-365.91138	-366.89239	3.9551504	0.98100307	-365.45429	-357.45226	-357.39663
77	77	-462.62743	-458.90297	-454.88075	3.7244604	-4.0222212	-454.54254	-450.63852	-445.45785
78	78	-341.14131	-337.59199	-336.87483	3.5493194	-0.71716016	-338.47906	-328.48713	-322.44708
79	79	-333.00861	-328.70621	-330.78872	4.3023967	2.08251	-330.3967	-316.98836	-317.00943
80	80	-506.18737	-502.67224	-502.57619	3.5151316	-0.096042167	-489.00038	-482.13689	-482.24126
81	81	-665.60716	-659.63588	-651.97916	5.9712759	-7.656726	-651.50301	-638.53165	-630.79125
82	82	-301.41573	-300.35433	-301.07707	1.061409	0.72274708	-297.63393	-294.6576	-294.81183
83	83	-427.59411	-414.38964	-411.5023	13.204466	-2.8873454	-413.40819	-404.14957	-399.07984
84	84	-229.64468	-226.46982	-227.47151	3.1748638	1.0016886	-226.4831	-219.27912	-219.27818
85	85	-242.84659	-243.30949	-243.95873	-0.46290799	0.64923926	-237.85412	-237.55054	-237.51999
86	86	-344.52301	-342.7237	-343.38198	1.7993169	0.65828423	-337.3125	-335.10517	-334.40017
87	87	-375.81234	-371.71708	-372.43186	4.0952611	0.71478224	-373.19892	-364.20912	-363.66233
88	88	-534.49887	-530.62959	-528.74297	3.8692803	-1.8866261	-519.81395	-511.88677	-511.96644
89	89	-453.85159	-453.4777	-449.66875	0.37388881	-3.8089453	-451.58241	-447.52791	-438.59532
90	90	-232.24457	-232.00401	-232.59825	0.24056071	0.5942347	-228.84042	-224.24701	-224.24827
91	91	-487.31009	-483.4553	-483.77278	3.8547957	0.31748161	-476.31555	-466.92263	-462.74722
92	92	-378.24753	-377.67544	-377.89977	0.57209808	0.22433497	-368.64685	-365.6336	-365.09489
93	93	-451.55029	-443.71685	-444.67948	7.8334435	0.96262753	-440.67529	-430.41155	-428.85005
94	94	-398.78009	-394.88095	-395.80239	3.8991401	0.92143625	-396.40438	-386.72127	-386.64249
95	95	-239.55552	-235.72856	-236.77714	3.8269649	1.04858	-236.33667	-226.31338	-226.31897
96	96	-262.53993	-256.36469	-256.95731	6.1752354	0.59261614	-259.28898	-248.95923	-248.84192
97	97	-390.84641	-390.27946	-391.06268	0.56695259	0.78322101	-387.95876	-382.45551	-383.26827
98	98	-306.60975	-306.81781	-307.37763	-0.20805274	0.55982254	-304.00566	-300.67032	-300.92055
99	99	-261.50776	-262.00611	-262.32249	-0.49834755	0.31637659	-258.63926	-256.94368	-256.94147
100	100	-307.27671	-304.70445	-305.44349	2.5722587	0.73903164	-301.41884	-290.798	-290.78578
101	101	-273.72559	-274.16428	-275.02958	-0.4386886	0.86530367	-270.94903	-268.44736	-268.558
102	102	-338.62665	-333.72046	-332.49552	4.9061925	-1.2249356	-325.51975	-320.90875	-318.72965
103	103	-572.77727	-564.55486	-564.02109	8.2224042	-0.53377234	-559.79201	-544.89157	-542.72626
104	104	-281.04974	-279.59785	-280.64195	1.4518861	1.0440972	-278.23473	-272.61275	-272.62129
105	105	-445.03379	-439.89669	-441.59337	5.1371022	1.6966823	-438.88501	-424.5242	-424.50061
106	106	-369.14994	-364.29058	-365.66982	4.8593598	1.379241	-364.61762	-354.82959	-354.83184
107	107	-365.66651	-362.39961	-363.67127	3.2668982	1.271661	-363.1932	-353.00993	-353.0154
108	108	-454.33498	-450.10905	-451.00692	4.2259344	0.89787343	-447.20543	-439.8464	-439.84631
109	109	-356.18026	-353.50072	-354.58886	2.6795386	1.0881388	-353.70261	-344.12476	-344.88599
110	110	-318.6347	-316.22004	-315.17308	2.414664	-1.0469597	-314.93056	-307.29844	-301.70881
111	111	-275.69519	-276.06451	-276.49721	-0.36931441	0.43270459	-272.78833	-269.78273	-270.13888
112	112	-476.00191	-472.01335	-471.3065	3.9885613	-0.70685246	-469.70721	-463.51636	-456.18826
113	113	-270.62073	-271.40869	-271.78266	-0.78795941	0.3739684	-267.76374	-266.05871	-265.83209
114	114	-263.62262	-262.80728	-263.36737	0.81534123	0.56009307	-260.07728	-255.62679	-255.65385
115	115	-476.3406	-476.11913	-473.02004	0.22147717	-3.0990848	-466.60127	-462.12521	-458.85544
116	116	-341.31826	-341.99285	-339.60919	-0.67458752	-2.3836613	-332.94265	-331.76498	-327.94363
117	117	-501.79239	-501.76388	-495.12943	0.028510824	-6.6344534	-488.1932	-488.61877	-481.947
118	118	-322.66568	-322.96961	-323.4088	-0.30393728	0.43918899	-317.42918	-313.55489	-313.44936
119	119	-357.78227	-353.3622	-352.44124	4.4200684	-0.92095855	-355.1676	-342.90317	-338.06434
120	120	-405.30346	-396.35499	-397.46919	8.9484737	1.114197	-400.37797	-387.90851	-387.92406
121	121	-313.85273	-312.90876	-313.61433	0.94397255	0.70557412	-311.18826	-307.57331	-307.43475
122	122	-341.41124	-339.85101	-340.74082	1.5602261	0.88980435	-338.81812	-331.14676	-331.35269
123	123	-342.98456	-343.12098	-342.37199	-0.13642014	-0.74899136	-340.49869	-338.36411	-333.15039
124	124	-295.97447	-296.25479	-296.7316	-0.28031577	0.47680754	-293.14803	-290.31817	-289.92585
125	125	-310.60376	-310.94308	-309.61734	-0.33932595	-1.3257364	-307.93219	-304.7234	-298.98862
126	126	-329.56352	-330.25013	-330.2519	-0.68661367	0.0017714165	-325.66161	-324.96336	-322.56489
127	127	-388.67708	-388.38134	-388.12543	0.29574264	-0.25590331	-386.22184	-381.07351	-377.41541
128	128	-298.35651	-298.1769	-298.73433	0.17960817	0.55743263	-292.59343	-288.87463	-288.94123
129	129	-281.88429	-282.86189	-282.8289	-0.97759888	-0.032982023	-274.91788	-273.48548	-270.07644
130	130	-392.53058	-392.5436	-389.09961	-0.013021548	-3.4439853	-383.20337	-380.98499	-373.50122
131	131	-494.57288	-489.20987	-486.25291	5.3630171	-2.9569585	-482.42625	-476.43453	-470.13525
132	132	-363.49588	-364.31637	-364.22099	-0.8204945	-0.0953754	-358.85628	-358.09047	-354.69561
133	133	-403.89781	-401.39075	-397.89898	2.507066	-3.4917699	-391.306	-382.78676	-379.59933
134	134	-379.70741	-375.96467	-377.1779	3.7427375	1.2132255	-370.11518	-363.95924	-363.98076
135	135	-459.9656	-457.79512	-458.68895	2.1704819	0.89383737	-453.84771	-449.6778	-449.92972
136	136	-357.45341	-354.73226	-355.10769	2.7211568	0.37543773	-354.94092	-345.1201	-340.62072
137	137	-385.3882	-385.73197	-386.16963	-0.34376739	0.43765446	-382.88851	-381.8699	-380.94261
138	138	-580.7215	-566.12748	-556.89966	14.594029	-9.227818	-565.09445	-545.25812	-538.80223
139	139	-476.36512	-476.1284	-470.03389	0.23671918	-6.0945136	-466.91396	-464.9269	-456.10827
140	140	-339.10798	-339.41217	-339.46888	-0.30419451	0.056705365	-334.78346	-333.33032	-328.57263
141	141	-397.03442	-388.17429	-390.03744	8.8601226	1.8631498	-393.74106	-376.60569	-376.59569
142	142	-543.93363	-529.29006	-525.3028	14.64357	-3.9872604	-526.50148	-507.81582	-506.50073
143	143	-240.9894	-241.55111	-242.11015	-0.56170513	0.55903661	-237.97286	-236.1066	-235.45043
144	144	-295.14584	-294.99708	-295.21432	0.14876768	0.21724194	-292.31792	-287.20909	-284.8663
145	145	-272.43945	-266.97015	-267.87136	5.4693034	0.90120826	-269.48134	-260.53172	-260.53279
146	146	-613.89632	-611.41953	-606.28412	2.4767852	-5.1354144	-601.9374	-594.563	-585.64671
147	147	-362.23795	-360.39759	-360.66023	1.8403538	0.26263335	-357.38898	-345.59387	-345.62441
148	148	-365.76305	-363.16141	-364.12114	2.601639	0.95973362	-363.31179	-354.56898	-354.73028
149	149	-335.2985	-335.22689	-336.01356	0.071609512	0.78666358	-328.63022	-324.94577	-324.8928
150	150	-470.57039	-470.50215	-460.31132	0.068234409	-10.190834	-457.98392	-457.40154	-447.73413
151	151	-448.82625	-450.70598	-449.08806	-1.8797328	-1.6179184	-440.90654	-438.90328	-439.09428
152	152	-251.40107	-252.45147	-251.88362	-1.0504004	-0.56784747	-248.31757	-241.23449	-240.29372
153	153	-328.03968	-327.99396	-328.57506	0.045725504	0.58110505	-325.26689	-321.97911	-322.31627
154	154	-474.02764	-468.67093	-469.95903	5.3567108	1.2880982	-463.72659	-457.14222	-456.58679
155	155	-339.49148	-339.13819	-339.12162	0.35329167	-0.016571869	-336.95101	-332.35276	-328.62867
156	156	-353.83466	-353.82606	-354.56585	0.0085969706	0.73979069	-349.66505	-345.97993	-346.49203
157	157	-255.87749	-255.94191	-256.44469	-0.064416008	0.50278787	-252.61845	-247.58491	-247.58408
158	158	-387.75759	-387.82505	-388.351	-0.067460624	0.52595364	-381.32181	-376.33404	-375.94312
159	159	-436.16405	-436.13855	-436.18326	0.025500812	0.044710558	-433.91672	-430.00439	-425.93749
