No.	ID	loglik_Null_W	loglik_Acc_W	loglik_Full_W	logBF1	logBF2	optM
6	76	-612.36356	-593.16121	-596.69372	19.202355	3.5325108	1
6	77	-766.16968	-720.49174	-725.85547	45.677934	5.3637303	1
6	78	-451.33883	-438.54118	-443.55623	12.797651	5.0150439	1
6	79	-885.98035	-827.3259	-823.26759	58.654449	-4.0583107	2
6	80	-754.04997	-708.75046	-715.20529	45.299512	6.4548374	1
6	81	-579.58022	-559.70248	-562.46554	19.877736	2.7630604	1
6	82	-680.83798	-650.04927	-652.39607	30.788711	2.3468042	1
6	83	-698.18484	-610.68656	-616.5997	87.498277	5.913142	1
6	84	-616.56797	-583.50848	-589.63426	33.059488	6.1257807	1
6	85	-439.61168	-429.8108	-434.91786	9.8008765	5.1070569	1
6	86	-671.29189	-657.36868	-657.58032	13.923205	0.21163573	1
6	87	-521.53712	-504.03942	-503.33947	17.497694	-0.69995648	2
6	88	-578.12597	-562.71559	-567.5096	15.410379	4.7940084	1
6	89	-447.38668	-431.52145	-437.6143	15.865232	6.0928453	1
6	90	-797.45184	-726.59761	-732.11426	70.854234	5.516653	1
6	91	-716.07604	-674.65444	-679.65067	41.421603	4.9962271	1
6	92	-591.47758	-550.00901	-553.72832	41.468564	3.7193052	1
6	93	-630.51013	-584.75372	-590.18913	45.756409	5.4354166	1
6	94	-597.39116	-575.73116	-576.40536	21.660006	0.67420544	1
6	95	-750.29667	-683.7207	-690.54956	66.575977	6.8288673	1
6	96	-539.57223	-509.68207	-513.8983	29.890169	4.2162385	1
6	97	-743.00209	-693.42947	-700.5834	49.572621	7.1539338	1
6	98	-894.01745	-801.81824	-807.48136	92.199209	5.6631234	1
6	99	-606.0802	-574.92795	-575.72638	31.152243	0.79842373	1
