No.	ID	loglik_Null	loglik_Acc	loglik_Full	logBF1	logBF2	loglik_Max_M0	loglik_Max_M1	loglik_Max_M2
5	0	-374.06625	-374.47686	-374.2851	-0.410613	-0.19175767	-371.66477	-372.08242	-366.61165
5	1	-316.59618	-315.92147	-316.84074	0.67471151	0.91926926	-313.91194	-309.26035	-307.87627
5	2	-483.45422	-478.18588	-475.18938	5.2683389	-2.9964938	-470.04836	-464.33739	-458.4577
5	3	-464.69378	-464.16758	-461.26066	0.52620162	-2.9069196	-462.4732	-460.04496	-447.98204
5	4	-316.93103	-317.26056	-317.99794	-0.32952186	0.73738804	-314.37737	-313.45759	-313.49395
5	5	-542.66147	-530.17597	-531.99319	12.485504	1.8172182	-527.18179	-514.66347	-514.67235
5	6	-865.36022	-803.14747	-788.37615	62.212744	-14.771321	-849.04753	-783.29688	-770.89148
5	7	-330.73402	-328.35581	-328.52779	2.378205	0.17197486	-328.21351	-321.08865	-315.89318
5	8	-279.48714	-280.06518	-280.40708	-0.57804144	0.34190389	-275.435	-274.46781	-274.5977
5	9	-260.87852	-261.30184	-261.85452	-0.42331796	0.55268462	-257.85208	-258.2698	-256.16264
5	10	-317.1209	-317.6609	-317.42634	-0.54000162	-0.23455876	-314.43031	-314.84952	-310.7073
5	11	-259.52639	-258.26988	-259.04961	1.256516	0.77973536	-256.20926	-251.2721	-249.53133
5	12	-261.027	-261.12397	-261.77522	-0.096972637	0.65124569	-257.4207	-257.03416	-256.80449
5	13	-399.7783	-400.1004	-394.90304	-0.32210451	-5.1973622	-397.43851	-396.93239	-382.41457
5	14	-245.91153	-245.96041	-246.87177	-0.048883744	0.91135417	-242.86168	-240.88751	-240.88662
5	15	-408.09624	-407.45737	-406.73951	0.63887336	-0.71785742	-405.72959	-403.27047	-397.1917
5	16	-294.90431	-295.31602	-295.97539	-0.41170644	0.65937058	-291.35492	-291.44806	-291.41896
5	17	-378.21617	-375.749	-376.58354	2.4671758	0.83454082	-370.90863	-365.01299	-361.79659
5	18	-302.90591	-301.36854	-302.49039	1.537368	1.1218499	-300.10105	-296.23722	-294.78576
5	19	-274.78994	-274.8818	-274.86302	-0.091866427	-0.018777537	-270.47574	-269.30035	-262.15167
5	20	-518.40414	-514.18466	-511.3312	4.2194767	-2.8534589	-508.57024	-501.91146	-491.27556
5	21	-459.30214	-458.28693	-457.13722	1.0152074	-1.1497195	-453.33216	-452.47649	-444.57047
5	22	-319.55669	-315.93935	-317.06252	3.617342	1.1231697	-316.85754	-309.18032	-307.76774
5	23	-436.90168	-434.65147	-428.59035	2.2502082	-6.0611183	-434.6125	-429.05485	-412.22442
5	24	-461.14735	-454.64157	-455.97083	6.5057848	1.3292607	-457.6323	-446.33179	-445.96991
5	25	-439.87316	-440.05486	-435.28053	-0.18170102	-4.7743348	-435.73367	-434.94324	-419.35397
5	26	-306.95655	-306.35407	-306.75791	0.60247897	0.40384234	-304.21314	-301.40387	-297.90875
5	27	-435.89086	-430.19911	-426.83929	5.6917487	-3.3598197	-433.55495	-421.0865	-410.65798
5	28	-313.27446	-313.7082	-313.79114	-0.43373472	0.082939989	-310.47188	-310.88972	-305.73855
5	29	-425.79323	-421.57754	-422.70204	4.2156885	1.1245023	-417.99966	-411.00627	-409.71763
5	30	-193.11808	-192.93075	-193.87521	0.18733191	0.94446098	-189.46044	-187.84396	-187.84912
5	31	-470.36142	-470.39438	-470.53285	-0.032966306	0.1384672	-468.24149	-466.83968	-463.26876
5	32	-343.66599	-342.42697	-344.13199	1.2390184	1.7050277	-338.09799	-334.4817	-330.53581
5	33	-433.29582	-433.27531	-418.76842	0.02051119	-14.506888	-418.37103	-416.55541	-404.27187
5	34	-267.86687	-264.89134	-266.16964	2.9755338	1.2782993	-264.83314	-256.93115	-256.93132
5	35	-391.32085	-391.25603	-391.44581	0.064821282	0.18978344	-388.78548	-386.27547	-382.31297
5	36	-409.0182	-408.37917	-408.48165	0.63903005	0.10248546	-406.6252	-402.78553	-398.33736
5	37	-368.86213	-369.14392	-365.33144	-0.28178846	-3.8124823	-362.53943	-362.29537	-352.98736
5	38	-600.11738	-591.0791	-579.13364	9.0382825	-11.945454	-583.98862	-572.712	-563.27224
5	39	-344.57209	-344.03291	-344.06172	0.53917583	0.028805898	-340.04299	-337.0889	-333.75582
5	40	-417.0865	-416.68325	-414.4048	0.40325378	-2.2784478	-414.65256	-411.37289	-402.05304
5	41	-257.02809	-257.4641	-258.01616	-0.43601123	0.55206372	-253.4774	-253.86848	-253.91456
5	42	-315.75645	-314.61307	-315.45688	1.1433781	0.84381121	-311.54957	-308.10534	-307.785
5	43	-378.20939	-377.30241	-376.22744	0.906989	-1.0749633	-375.79856	-371.6526	-365.22948
5	44	-433.80116	-429.90661	-431.62015	3.8945537	1.7135427	-429.68255	-422.6674	-422.72446
5	45	-537.52211	-528.25549	-520.61266	9.2666174	-7.6428362	-525.37997	-518.98434	-505.18828
5	46	-359.47766	-359.02196	-359.86814	0.45569834	0.84617824	-352.5198	-348.96596	-348.12964
5	47	-229.4329	-229.06772	-229.054	0.36518189	-0.013716243	-225.83222	-221.77917	-219.57786
5	48	-300.03646	-297.39082	-298.58553	2.6456307	1.1947048	-294.28711	-291.02205	-289.62468
5	49	-317.3789	-314.70592	-309.21593	2.672977	-5.4899971	-314.63871	-306.88002	-293.68949
5	50	-269.54824	-269.96598	-270.82222	-0.4177324	0.85624806	-266.5635	-266.52258	-266.53177
5	51	-359.52625	-355.36088	-355.38483	4.1653654	0.023944436	-356.95754	-350.08502	-345.83143
5	52	-416.86907	-415.15292	-413.94305	1.7161472	-1.2098692	-414.52853	-409.28718	-402.91663
5	53	-458.89284	-459.03033	-457.46216	-0.13748825	-1.5681677	-456.08442	-455.3066	-449.2062
5	54	-283.19683	-281.48906	-282.40239	1.707767	0.91332654	-280.30688	-276.15893	-274.54284
5	55	-465.97437	-458.63468	-460.51881	7.3396834	1.8841272	-459.27513	-451.42596	-449.64147
5	56	-382.86064	-382.2783	-381.16494	0.58233337	-1.1133661	-380.47132	-377.55365	-371.02649
5	57	-498.96794	-501.50041	-497.28914	-2.5324742	-4.211268	-485.82898	-482.15389	-477.76895
5	58	-612.27358	-611.85317	-610.74523	0.420411	-1.1079484	-598.27477	-594.3725	-590.02661
5	59	-457.77827	-453.48037	-452.80682	4.2979021	-0.67355534	-455.53551	-447.08919	-435.92255
5	60	-620.72455	-618.75267	-617.15036	1.9718799	-1.6023052	-608.97443	-604.96479	-596.48304
5	61	-422.57781	-422.04868	-422.44912	0.52912881	0.40044195	-420.0145	-417.11942	-414.34967
5	62	-371.46245	-371.56186	-369.6335	-0.099409325	-1.9283531	-369.06451	-367.93122	-356.96087
5	63	-334.32667	-334.26527	-334.52573	0.061399277	0.26045775	-331.00489	-327.88678	-323.69369
5	64	-358.70019	-358.24591	-357.40112	0.45427801	-0.84478956	-356.17669	-353.02731	-346.34281
5	65	-452.37989	-447.56016	-447.26593	4.8197292	-0.29422418	-444.18326	-436.98676	-435.08541
5	66	-321.51199	-321.84233	-322.5319	-0.33033337	0.68957483	-317.60566	-317.08666	-316.27048
5	67	-465.94454	-464.30257	-458.64745	1.6419653	-5.655121	-458.60274	-455.90963	-443.13477
5	68	-345.0177	-344.34326	-345.30418	0.67443375	0.96092142	-337.32638	-333.59083	-333.57915
5	69	-330.36006	-330.23171	-330.8161	0.1283437	0.58438679	-327.71729	-324.94302	-322.78198
5	70	-233.0007	-233.38996	-234.13561	-0.38926232	0.74564521	-229.97717	-228.79894	-228.79472
5	71	-285.97142	-281.65625	-283.09108	4.3151691	1.4348277	-283.09963	-276.21546	-276.21877
5	72	-582.74012	-578.93257	-555.76799	3.8075476	-23.16458	-567.58998	-562.91772	-538.7365
5	73	-314.77652	-312.81155	-314.10005	1.9649742	1.2885008	-312.02332	-304.93441	-303.46531
5	74	-376.01603	-376.18209	-372.72417	-0.1660574	-3.4579186	-373.49473	-372.05801	-363.05009
5	75	-411.60498	-405.6295	-404.70312	5.9754777	-0.92638415	-406.83758	-401.01004	-395.66612
5	76	-399.003	-399.35321	-398.5602	-0.35020183	-0.79300603	-396.63105	-396.03999	-387.4782
