No.	ID	loglik_Null_W	loglik_Acc_W	loglik_Full_W	logBF1	logBF2	optM
5	57	-537.29415	-508.30965	-514.50278	28.984496	6.1931317	1
5	58	-521.68323	-496.1127	-496.95829	25.570525	0.8455855	1
5	59	-627.38348	-584.10945	-587.94395	43.274028	3.8344952	1
5	60	-445.2354	-417.36466	-421.83676	27.870739	4.4721005	1
5	61	-787.57912	-730.23395	-735.40126	57.345172	5.1673138	1
5	62	-495.91836	-492.32896	-486.556	3.589401	-5.7729594	2
5	63	-537.14665	-504.86773	-503.46393	32.278926	-1.4037936	2
5	64	-437.18334	-422.36392	-426.67492	14.819417	4.3109958	1
5	65	-572.64877	-530.4505	-535.91237	42.198266	5.4618706	1
5	66	-566.9429	-517.89573	-525.54339	49.04717	7.6476625	1
5	67	-614.36941	-585.33309	-586.93911	29.036318	1.6060212	1
5	68	-596.82757	-542.78307	-546.33065	54.044495	3.547575	1
5	69	-564.6233	-548.43251	-550.06744	16.190793	1.634926	1
5	70	-553.24791	-534.12249	-535.31327	19.12542	1.1907721	1
5	71	-587.62462	-550.43566	-551.73206	37.188962	1.2963971	1
5	72	-746.95085	-674.66965	-679.98615	72.281193	5.3164945	1
5	73	-448.38339	-430.24516	-433.04607	18.13823	2.8009154	1
5	74	-526.83462	-481.991	-488.56815	44.843622	6.5771522	1
5	75	-401.50595	-392.03714	-382.18653	9.4688135	-9.8506074	2
5	76	-644.09937	-615.52161	-611.64799	28.577766	-3.8736171	2
5	77	-599.9724	-587.95877	-579.02921	12.013623	-8.929566	2
5	78	-504.33705	-473.26119	-479.08865	31.075861	5.8274563	1
5	79	-649.24217	-601.77029	-603.28508	47.471884	1.5147891	1
5	80	-447.29779	-440.02679	-435.79426	7.2710022	-4.2325294	2
5	81	-614.26229	-552.32999	-559.69439	61.932303	7.3643999	1
5	82	-546.44206	-493.43335	-499.27831	53.008703	5.8449559	1
5	83	-648.46469	-592.85517	-597.99874	55.609512	5.1435617	1
5	84	-445.32561	-419.5299	-425.27193	25.795708	5.7420314	1
5	85	-624.16068	-600.28061	-600.92353	23.880069	0.64291733	1
5	86	-531.5137	-507.68069	-513.00741	23.833009	5.3267139	1
5	87	-506.94663	-472.4406	-478.77866	34.506025	6.3380569	1
5	88	-529.87659	-510.70391	-511.57674	19.172682	0.87283572	1
5	89	-527.60553	-518.70662	-519.58351	8.8989039	0.87689353	1
5	90	-589.72701	-563.01791	-565.16292	26.709098	2.1450087	1
5	91	-306.18026	-289.55571	-293.83544	16.624544	4.2797294	1
5	92	-629.70969	-566.86439	-572.02098	62.845292	5.1565901	1
5	93	-565.99062	-534.66473	-540.18425	31.325891	5.5195213	1
5	94	-867.66342	-839.60071	-825.4418	28.062707	-14.158907	2
5	95	-446.56574	-434.41521	-431.54612	12.150528	-2.8690968	2
5	96	-498.55468	-464.25847	-469.83211	34.296215	5.5736429	1
5	97	-428.04379	-403.88522	-409.64604	24.158563	5.7608137	1
5	98	-487.27027	-480.62607	-481.1743	6.6441958	0.54822673	1
5	99	-462.03857	-443.8022	-449.19003	18.236373	5.3878321	1
