No.	ID	loglik_Null	loglik_Acc	loglik_Full	logBF1	logBF2	loglik_Max_M0	loglik_Max_M1	loglik_Max_M2
8	0	-374.06625	-372.71225	-374.07114	1.3540034	1.3588963	-371.66477	-366.61073	-366.60914
8	1	-316.59618	-316.3005	-316.90143	0.29568527	0.6009264	-313.91194	-310.52427	-308.20769
8	2	-483.45422	-483.81497	-475.40696	-0.36075044	-8.4080115	-470.04836	-470.54078	-458.37116
8	3	-464.69378	-460.84508	-461.41405	3.8486991	0.56896649	-462.4732	-453.13923	-447.92262
8	4	-316.93103	-317.15313	-318.02502	-0.22209639	0.87188773	-314.37737	-313.76584	-313.48558
8	5	-542.66147	-530.38479	-532.00875	12.27668	1.6239577	-527.18179	-515.92815	-514.61716
8	6	-865.36022	-840.42097	-788.36638	24.939245	-52.05459	-849.04753	-819.26652	-770.90518
8	7	-330.73402	-329.31875	-328.31244	1.4152707	-1.0063138	-328.21351	-322.66667	-315.91051
8	8	-279.48714	-279.69051	-280.54261	-0.2033709	0.85210067	-275.435	-274.42057	-274.57763
8	9	-260.87852	-261.25777	-262.02454	-0.37925182	0.76677044	-257.85208	-258.27009	-256.16773
8	10	-317.1209	-316.30055	-317.476	0.82034669	1.1754513	-314.43031	-311.45347	-310.67191
8	11	-259.52639	-259.07859	-259.15822	0.44779819	0.079622574	-256.20926	-253.24534	-249.63662
8	12	-261.027	-261.3231	-261.79908	-0.29609504	0.4759812	-257.4207	-257.84076	-255.53634
8	13	-399.7783	-399.61397	-394.84592	0.16433287	-4.7680509	-397.43851	-395.39291	-382.43347
8	14	-245.91153	-245.78866	-247.15247	0.12287231	1.3638093	-242.86168	-240.8856	-240.88853
8	15	-408.09624	-407.9911	-406.72188	0.1051358	-1.2692245	-405.72959	-403.91469	-397.33156
8	16	-294.90431	-295.31388	-296.03883	-0.4095679	0.72494656	-291.35492	-291.77684	-290.68319
8	17	-378.21617	-378.46735	-376.60024	-0.25117635	-1.8671146	-370.90863	-371.08439	-361.78546
8	18	-302.90591	-300.93414	-302.49033	1.9717668	1.5561914	-300.10105	-294.7811	-294.83809
