No.	ID	loglik_Null_W	loglik_Acc_W	loglik_Full_W	logBF1	logBF2	optM
8	0	-658.63487	-609.04333	-616.13848	49.591538	7.0951514	1
8	1	-592.60323	-561.82402	-568.47722	30.779215	6.6532004	1
8	2	-537.02003	-503.48536	-511.58031	33.534671	8.0949524	1
8	3	-519.60077	-492.33055	-498.89426	27.270217	6.5637033	1
8	4	-596.31999	-550.52634	-558.59508	45.793651	8.0687374	1
8	5	-627.30325	-580.35541	-584.87195	46.94784	4.5165312	1
8	6	-469.18214	-457.77354	-464.44734	11.408598	6.6738059	1
8	7	-630.09626	-591.2747	-596.57193	38.821561	5.2972277	1
8	8	-481.99187	-432.31892	-440.5475	49.672946	8.2285803	1
8	9	-430.41994	-399.64493	-405.37728	30.775013	5.732356	1
8	10	-754.4192	-668.13009	-675.12639	86.289114	6.9963018	1
8	11	-385.82356	-373.72659	-380.27933	12.09697	6.5527321	1
8	12	-322.93063	-306.95774	-313.99476	15.97289	7.0370267	1
8	13	-570.01674	-520.79315	-528.79857	49.223594	8.0054177	1
8	14	-480.83404	-459.11325	-466.54968	21.720794	7.4364312	1
8	15	-577.48989	-533.3774	-536.02163	44.112486	2.6442275	1
8	16	-661.45646	-613.18618	-620.47001	48.270275	7.2838247	1
8	17	-491.77398	-446.02061	-453.79734	45.753377	7.7767319	1
8	18	-477.59231	-455.83331	-462.61714	21.758994	6.7838284	1
8	19	-522.5601	-468.14937	-476.38945	54.410722	8.2400754	1
8	20	-440.19301	-410.7031	-417.00109	29.489911	6.2979878	1
8	21	-349.34452	-339.7731	-344.21126	9.5714139	4.4381569	1
8	22	-382.14832	-363.04664	-369.99587	19.101679	6.9492275	1
8	23	-568.22067	-533.18699	-537.98462	35.033679	4.7976269	1
8	24	-347.12095	-328.86734	-336.05061	18.253605	7.1832721	1
8	25	-525.64414	-455.39304	-462.36569	70.251097	6.9726503	1
8	26	-461.08475	-434.91842	-440.54757	26.166337	5.6291529	1
8	27	-661.28335	-606.95625	-613.50729	54.327106	6.5510447	1
8	28	-601.75112	-563.66696	-571.05746	38.084158	7.3904928	1
8	29	-468.5955	-443.56634	-448.70701	25.029156	5.140671	1
8	30	-625.14933	-593.3137	-598.49791	31.835626	5.1842041	1
8	31	-405.23894	-379.18091	-386.47535	26.058028	7.2944407	1
8	32	-740.71361	-697.92725	-692.68103	42.78636	-5.2462242	2
8	33	-679.37528	-636.71963	-642.48625	42.655644	5.7666183	1
8	34	-509.38484	-478.94859	-485.69763	30.436249	6.7490419	1
8	35	-664.74749	-663.03097	-656.45513	1.7165223	-6.5758341	2
8	36	-499.36364	-486.96146	-492.64377	12.402175	5.6823052	1
8	37	-507.74953	-490.38921	-494.28951	17.360325	3.9003091	1
8	38	-592.82261	-534.31186	-532.35969	58.510756	-1.9521709	2
8	39	-405.99841	-370.66764	-377.40257	35.330773	6.7349351	1
8	40	-561.03985	-520.22676	-527.30708	40.813092	7.0803272	1
8	41	-502.48659	-445.21458	-452.03315	57.272014	6.8185714	1
8	42	-634.96047	-586.32764	-592.36826	48.632832	6.0406158	1
8	43	-511.83876	-496.48544	-500.4923	15.353321	4.0068634	1
8	44	-426.29902	-412.38192	-419.63346	13.917104	7.2515445	1
8	45	-629.14795	-594.83318	-602.35383	34.314764	7.5206505	1
8	46	-541.20887	-526.29028	-522.74692	14.918588	-3.5433629	2
8	47	-626.98427	-575.63904	-580.08482	51.345233	4.4457783	1
8	48	-495.82477	-466.52567	-467.82029	29.299091	1.2946198	1
8	49	-474.06555	-445.89484	-451.62462	28.170707	5.729779	1
8	50	-679.17859	-607.60839	-615.05638	71.570198	7.4479942	1
8	51	-505.74251	-475.74323	-483.31283	29.999284	7.5696062	1
8	52	-464.9661	-448.52449	-454.14419	16.441606	5.6196931	1
8	53	-472.54091	-410.96218	-418.27537	61.578729	7.3131822	1
8	54	-431.65179	-413.064	-421.31811	18.587791	8.2541076	1
8	55	-483.00524	-448.49632	-455.60131	34.508925	7.1049889	1
8	56	-411.43249	-400.42404	-403.72353	11.008445	3.2994828	1
8	57	-568.68215	-531.02271	-534.64118	37.65944	3.6184695	1
8	58	-470.57033	-446.00844	-453.24139	24.561888	7.232949	1
8	59	-447.22611	-417.92141	-421.1014	29.304696	3.1799822	1
8	60	-593.63446	-533.76388	-541.46363	59.870578	7.6997484	1
8	61	-369.39714	-346.40061	-352.27981	22.99653	5.8791942	1
8	62	-637.8943	-586.71114	-593.9106	51.183162	7.199461	1
8	63	-568.13	-509.1384	-515.47377	58.991597	6.3353685	1
8	64	-530.64274	-503.47121	-507.31654	27.171534	3.8453343	1
8	65	-511.48882	-485.45641	-489.39763	26.032412	3.9412144	1
8	66	-520.03421	-446.43821	-454.64673	73.595996	8.2085163	1
8	67	-622.27865	-571.85252	-579.58451	50.426125	7.7319858	1
8	68	-727.48478	-704.82032	-703.18205	22.664462	-1.6382733	2
8	69	-393.21815	-370.48919	-377.49264	22.72896	7.0034494	1
8	70	-592.14789	-579.05045	-581.16361	13.09744	2.1131643	1
8	71	-479.46171	-446.84147	-453.97409	32.620241	7.1326239	1
8	72	-492.46959	-478.09484	-482.87815	14.374757	4.7833166	1
8	73	-393.28531	-367.403	-373.54079	25.88231	6.1377923	1
8	74	-510.67579	-488.31069	-486.68557	22.365094	-1.6251265	2
8	75	-522.19274	-504.00848	-510.05018	18.184261	6.0417032	1
8	76	-571.14166	-548.59074	-555.54454	22.550919	6.9537986	1
8	77	-515.23155	-480.84504	-486.04472	34.386514	5.1996861	1
8	78	-436.60078	-425.04504	-430.49612	11.555741	5.4510887	1
8	79	-505.10769	-482.91356	-489.51808	22.194136	6.6045245	1
8	80	-655.01213	-612.91107	-618.71918	42.101059	5.8081161	1
8	81	-362.93773	-343.45826	-347.50787	19.479469	4.0496091	1
8	82	-455.86685	-422.43977	-430.02152	33.427079	7.5817545	1
8	83	-374.89775	-350.49999	-357.85513	24.397762	7.3551424	1
8	84	-774.0388	-775.25514	-742.7609	-1.2163461	-32.494245	2
8	85	-407.32038	-381.42275	-388.01174	25.897636	6.588995	1
8	86	-392.44869	-378.90494	-383.68703	13.543747	4.7820886	1
8	87	-380.98881	-371.56708	-376.75028	9.4217307	5.1831987	1
8	88	-378.89217	-365.38757	-370.86006	13.5046	5.4724924	1
8	89	-768.20299	-712.13425	-716.19132	56.068741	4.0570706	1
8	90	-586.36033	-536.28581	-542.21414	50.074523	5.9283316	1
8	91	-495.37407	-444.54069	-452.53658	50.833385	7.9958891	1
8	92	-599.24811	-526.22925	-534.26499	73.018858	8.0357443	1
8	93	-560.3009	-524.58348	-531.08682	35.717424	6.5033405	1
