No.	ID	loglik_Null_W	loglik_Acc_W	loglik_Full_W	logBF1	logBF2	optM
6	0	-756.09336	-738.27419	-743.50898	17.819167	5.2347891	1
6	1	-586.27492	-577.88455	-579.77136	8.3903688	1.8868062	1
6	2	-434.79433	-417.30557	-424.67093	17.488757	7.3653579	1
6	3	-573.00684	-559.53082	-566.91471	13.476026	7.3838905	1
6	4	-598.20774	-582.4702	-590.2509	15.737534	7.7807004	1
6	5	-653.95994	-635.35621	-642.70185	18.603727	7.3456382	1
6	6	-553.98022	-533.70907	-537.67322	20.271158	3.9641529	1
6	7	-429.49537	-419.17729	-423.91436	10.318083	4.7370715	1
6	8	-725.8172	-704.70273	-709.21707	21.114473	4.5143433	1
6	9	-786.0155	-755.09027	-761.33267	30.925236	6.2423983	1
6	10	-553.22357	-542.71326	-548.89686	10.510308	6.183605	1
6	11	-575.18665	-559.04919	-565.32455	16.137467	6.2753625	1
6	12	-621.83618	-605.14607	-611.61638	16.69011	6.4703047	1
6	13	-596.68052	-595.03458	-593.987	1.6459361	-1.0475837	2
6	14	-541.12638	-527.77043	-532.88795	13.35595	5.1175207	1
6	15	-777.28805	-742.71157	-749.10736	34.576481	6.395794	1
6	16	-587.89557	-576.71795	-576.83877	11.177625	0.12081629	1
6	17	-501.85364	-493.08511	-499.75661	8.7685267	6.6714975	1
6	18	-707.0119	-684.5241	-689.95287	22.487794	5.4287653	1
6	19	-724.06991	-691.84226	-698.84447	32.22765	7.002211	1
6	20	-642.69274	-627.98612	-631.52507	14.706626	3.5389517	1
6	21	-522.98582	-505.00506	-512.55601	17.980753	7.550942	1
6	22	-603.407	-590.66328	-592.61861	12.743721	1.9553299	1
6	23	-505.68309	-493.94293	-498.30729	11.740167	4.3643634	1
6	24	-651.82487	-640.73036	-645.56583	11.094506	4.8354689	1
6	25	-693.14289	-663.29427	-669.33238	29.848611	6.0381046	1
6	26	-601.4557	-591.38362	-593.80665	10.072072	2.4230243	1
6	27	-616.761	-613.59692	-619.1335	3.1640825	5.5365837	1
6	28	-642.19495	-626.15528	-631.95934	16.039673	5.8040652	1
6	29	-503.40683	-492.1921	-497.6718	11.214731	5.4796979	1
6	30	-601.06231	-586.11508	-591.75599	14.947233	5.6409126	1
6	31	-444.9554	-434.58047	-441.40561	10.374932	6.825143	1
6	32	-546.36916	-530.13983	-535.64183	16.229335	5.5020002	1
6	33	-670.9022	-654.94127	-659.00662	15.960928	4.06535	1
6	34	-573.7383	-560.66693	-566.90209	13.071363	6.2351554	1
6	35	-777.497	-763.30457	-768.71772	14.192431	5.4131458	1
6	36	-761.22915	-740.80162	-745.21273	20.427526	4.41111	1
6	37	-883.14208	-848.79765	-855.4661	34.344432	6.6684518	1
6	38	-612.78193	-600.93201	-608.17478	11.849927	7.242773	1
6	39	-604.82237	-595.10177	-601.78437	9.7205992	6.6826019	1
6	40	-744.95868	-730.27307	-734.6089	14.685604	4.3358281	1
6	41	-702.79046	-683.4713	-689.42905	19.319161	5.9577542	1
6	42	-723.16999	-683.53399	-693.13161	39.635997	9.5976157	1
6	43	-638.86754	-625.74927	-628.29076	13.118272	2.5414873	1
6	44	-707.09954	-668.23546	-673.8314	38.864082	5.5959481	1
6	45	-647.34581	-623.33601	-630.6472	24.009802	7.31119	1
6	46	-804.8726	-772.92857	-779.14849	31.94403	6.2199214	1
6	47	-692.52698	-660.97484	-668.29944	31.552139	7.324603	1
6	48	-821.74773	-782.51066	-789.89606	39.237072	7.3854038	1
6	49	-684.31532	-670.26792	-675.37107	14.047396	5.1031512	1
6	50	-509.50687	-495.3181	-500.79604	14.188767	5.4779349	1
6	51	-593.3442	-580.73029	-588.25516	12.613915	7.5248736	1
6	52	-653.1305	-628.10992	-633.61519	25.02058	5.5052669	1
6	53	-705.25056	-680.0425	-689.49336	25.208062	9.4508603	1
6	54	-421.59726	-407.86025	-414.3207	13.737015	6.4604484	1
6	55	-587.75013	-572.9626	-579.17049	14.787531	6.2078893	1
6	56	-572.22921	-556.44121	-561.43628	15.788006	4.9950784	1
6	57	-661.98336	-656.61845	-660.92226	5.3649133	4.3038164	1
6	58	-764.29	-737.41769	-743.4706	26.872312	6.0529134	1
6	59	-604.9277	-590.91012	-597.97374	14.01758	7.0636245	1
6	60	-642.05493	-629.92778	-636.89677	12.127154	6.9689937	1
6	61	-631.56667	-630.13489	-634.58764	1.4317862	4.4527482	1
6	62	-799.00826	-751.42285	-758.52625	47.58541	7.1033932	1
6	63	-586.64306	-559.79015	-567.07519	26.852905	7.2850318	1
6	64	-735.58601	-705.19146	-722.20987	30.394557	17.018409	1
6	65	-709.96933	-694.06001	-697.52897	15.909312	3.4689536	1
6	66	-691.50784	-667.84111	-670.06462	23.666732	2.2235154	1
6	67	-584.45042	-570.53089	-577.49524	13.919524	6.9643428	1
6	68	-609.3684	-596.1423	-599.66389	13.226097	3.5215884	1
6	69	-609.04499	-584.1789	-589.35561	24.866096	5.1767162	1
6	70	-675.64825	-656.3363	-663.21897	19.31195	6.8826649	1
6	71	-769.1541	-757.44254	-758.60601	11.711563	1.1634716	1
6	72	-570.32437	-556.43247	-563.41115	13.891898	6.9786793	1
6	73	-665.8631	-654.69953	-657.98631	11.163575	3.2867851	1
6	74	-507.97284	-491.33597	-498.53757	16.636867	7.2016012	1
6	75	-610.30991	-593.6751	-598.69705	16.634811	5.021951	1
6	76	-616.71577	-605.70119	-608.83651	11.014578	3.1353192	1
6	77	-722.36028	-700.87566	-706.4443	21.484624	5.5686409	1
6	78	-449.86708	-441.63112	-448.08504	8.2359678	6.4539257	1
6	79	-809.58125	-793.04601	-800.9769	16.53524	7.9308918	1
6	80	-719.63978	-698.44671	-706.4898	21.193073	8.0430957	1
6	81	-556.98795	-549.02245	-554.5712	7.9655	5.5487455	1
6	82	-656.50002	-649.66706	-652.96334	6.8329613	3.2962826	1
6	83	-628.33844	-602.00754	-608.21409	26.330895	6.20655	1
6	84	-597.02604	-584.78594	-590.71721	12.2401	5.9312691	1
6	85	-460.77317	-453.97026	-457.30757	6.8029113	3.3373093	1
6	86	-664.79535	-661.39732	-665.38291	3.398036	3.9855946	1
6	87	-496.6514	-493.95326	-492.91093	2.6981323	-1.0423368	2
6	88	-604.09405	-592.8922	-597.96126	11.201854	5.0690569	1
6	89	-432.54278	-417.78044	-424.97468	14.762339	7.1942412	1
