No.	prop	genetree
51	0.00914286	(((galGal:0.197057,(halLeu:0.0958492,nipNip:0.0938801):0.0304446):0.0306476,((droNov:0.0762119,(strCam:0.0606667,(rheAme:0.067399,(aptHaa:0.0278576,aptOwe:0.0281045):0.0132546):0.0169446):0.00923195):0.0191217,((casCas:0.0550924,eudEle:0.177517):0.0105476,(anoDid:0.0600168,(notPer:0.102478,(cryCin:0.0610229,tinGut:0.0527859):0.024701):0.0565293):0.0366158):0.0275066):0.0240295):0.134114,(aptRow:0.0550176,rhePen:0.0822771):0.189203);
51	0.00814286	(((galGal:0.188109,(halLeu:0.0936495,nipNip:0.0916804):0.0236967):0.0229962,((strCam:0.0707365,(aptOwe:0.0575015,((aptHaa:0.0492178,rheAme:0.0755046):0.00499891,(casCas:0.0522307,droNov:0.0544178):0.00872202):0.00303795):0.010872):0.0106436,(eudEle:0.190401,(anoDid:0.0734357,(tinGut:0.128683,(cryCin:0.0922086,notPer:0.108962):0.0447119):0.0187518):0.0255329):0.0175303):0.0150706):0.0164239,(aptRow:0.0409393,rhePen:0.0681988):0.0689925);
51	0.00785714	(((galGal:0.191419,(halLeu:0.0943898,nipNip:0.0924206):0.0262663):0.0275722,(((rheAme:0.0693897,(aptHaa:0.0264737,aptOwe:0.0267206):0.0166292):0.0226266,(droNov:0.0686569,strCam:0.0623436):0.00599577):0.0122609,((casCas:0.0556166,eudEle:0.178042):0.00737063,(anoDid:0.063132,(notPer:0.109676,(cryCin:0.0612941,tinGut:0.0530571):0.0316278):0.0524467):0.0308478):0.0217392):0.0237363):0.116779,(aptRow:0.0694886,rhePen:0.0967481):0.148684);
51	0.00742857	(((galGal:0.206088,(halLeu:0.124921,nipNip:0.122952):0.0104036):0.00599916,((droNov:0.0736064,(rheAme:0.0703455,(aptHaa:0.0288286,aptOwe:0.0290754):0.0152301):0.0206246):0.0159321,((casCas:0.0579779,strCam:0.0538517):0.0103267,(eudEle:0.172173,(anoDid:0.0534517,(notPer:0.111068,(cryCin:0.0616786,tinGut:0.0534416):0.0326358):0.0413737):0.0272886):0.018557):0.0190467):0.014207):0.146935,(aptRow:0.0723593,rhePen:0.0996188):0.169065);
51	0.00657143	((galGal:0.200655,(halLeu:0.10241,nipNip:0.100441):0.0274825):0.0181826,(((aptHaa:0.0598681,rheAme:0.0861549):0.0185631,(aptRow:0.0415168,rhePen:0.0687763):0.0365816):0.00368203,((aptOwe:0.0536204,strCam:0.0559833):0.00962016,((casCas:0.0263001,droNov:0.0284872):0.0278716,(anoDid:0.0556222,((cryCin:0.0610587,tinGut:0.0528217):0.0225305,(eudEle:0.0717334,notPer:0.0792912):0.0210516):0.0542695):0.0295422):0.0155579):0.0191196):0.0194601);
43	0.0297143	((galGal:0.195878,(halLeu:0.101151,nipNip:0.0991822):0.023964):0.0277417,(((aptHaa:0.049072,casCas:0.055808):0.0115512,(aptOwe:0.0466215,(anoDid:0.0648853,(eudEle:0.128039,(notPer:0.100677,(cryCin:0.0610167,tinGut:0.0527797):0.0229064):0.0349202):0.0282785):0.0192179):0.0142486):0.0177735,(strCam:0.0680871,(droNov:0.0689927,(aptRow:0.0433048,(rheAme:0.0537005,rhePen:0.0543403):0.0162239):0.016432):0.00540766):0.0129195):0.0279588);
43	0.0132857	((galGal:0.189413,(halLeu:0.0990842,nipNip:0.0971151):0.0195664):0.0301647,(((aptHaa:0.0420533,casCas:0.0487893):0.0241105,(aptOwe:0.0495222,(anoDid:0.0686355,(notPer:0.115786,(eudEle:0.0938053,(cryCin:0.0626884,tinGut:0.0544514):0.021921):0.0144225):0.0518401):0.0183685):0.0168885):0.0123056,(strCam:0.0659045,(droNov:0.0651715,(aptRow:0.042728,(rheAme:0.0610536,rhePen:0.0616934):0.00829411):0.0131875):0.00704629):0.0151748):0.0238444);
43	0.0128571	((galGal:0.188396,(halLeu:0.0956321,nipNip:0.093663):0.0220014):0.0266219,((casCas:0.0675544,(aptHaa:0.0523881,(anoDid:0.0641588,(eudEle:0.129556,(notPer:0.108627,(cryCin:0.0649135,tinGut:0.0566765):0.0269594):0.0284872):0.0260352):0.0259579):0.00843029):0.0128432,(aptOwe:0.0681233,(droNov:0.0691645,(strCam:0.0573824,(aptRow:0.0408829,(rheAme:0.0494672,rhePen:0.050107):0.0180354):0.0135568):0.00546878):0.00763507):0.00578509):0.0240924);
43	0.011	((galGal:0.177123,(halLeu:0.0889525,nipNip:0.0869834):0.0174074):0.0376394,((aptOwe:0.057974,((aptHaa:0.0366011,casCas:0.0433371):0.0103892,(anoDid:0.06072,(eudEle:0.118392,(notPer:0.0976545,(cryCin:0.0582567,tinGut:0.0500197):0.0226441):0.0282956):0.0337602):0.0239988):0.0107369):0.0110077,((aptRow:0.0438666,(rheAme:0.0561153,rhePen:0.0567552):0.0143709):0.0162103,(droNov:0.0630934,strCam:0.0567801):0.00623943):0.00832509):0.028763);
43	0.0105714	(droNov:0.160424,((galGal:0.175889,(halLeu:0.082223,nipNip:0.0802538):0.022903):0.0399145,((aptOwe:0.0681084,((aptHaa:0.0449064,casCas:0.0516424):0.00967595,(anoDid:0.0647308,(eudEle:0.120389,(notPer:0.0954487,(cryCin:0.0584275,tinGut:0.0501905):0.0202675):0.0324983):0.035774):0.0275802):0.0132793):0.00775813,(strCam:0.055673,(aptRow:0.041191,(rheAme:0.0605028,rhePen:0.0611426):0.00730789):0.0115393):0.0225565):0.0229193):0.0529615);
