No.	ID	loglik_Null	loglik_Acc	loglik_Full	logBF1	logBF2	loglik_Max_M0	loglik_Max_M1	loglik_Max_M2
0	0	-476.80542	-477.92327	-477.18103	-1.117853	-0.74224513	-459.79363	-460.2128	-458.62698
1	1	-1063.315	-1036.8909	-992.17242	26.424137	-44.718482	-1049.71	-1015.2162	-966.47367
2	2	-367.14663	-364.25938	-364.72837	2.8872572	0.46898967	-362.72388	-356.10825	-351.40746
3	3	-631.40942	-608.60522	-599.3376	22.8042	-9.2676164	-614.85395	-589.73857	-581.58132
4	4	-753.39876	-732.32555	-716.55574	21.073211	-15.769805	-737.78115	-714.68171	-697.87816
5	5	-540.53806	-516.07797	-488.34569	24.460087	-27.732288	-524.91507	-499.40609	-473.03045
6	6	-699.97933	-699.07511	-685.40857	0.90421953	-13.666536	-685.83052	-681.35332	-663.50396
7	7	-682.47948	-660.36789	-641.16899	22.111586	-19.1989	-665.73351	-638.25038	-617.8595
8	8	-645.12745	-637.85018	-620.01702	7.2772696	-17.833161	-630.34815	-621.01828	-603.77321
9	9	-759.77499	-744.60605	-735.65085	15.168938	-8.9551981	-745.25799	-723.44467	-712.99679
10	10	-573.21373	-567.07665	-560.93711	6.1370767	-6.1395455	-560.05002	-547.63691	-538.38714
11	11	-354.3492	-353.14732	-353.68879	1.2018721	0.54147064	-351.88394	-347.55934	-344.22416
12	12	-480.09679	-479.00524	-464.37869	1.0915468	-14.626546	-468.72567	-463.15486	-447.04977
13	13	-441.66155	-437.2488	-430.29328	4.4127546	-6.9555142	-437.36591	-430.04117	-416.74614
14	14	-1196.6807	-1122.9137	-1048.0197	73.766966	-74.894076	-1182.1208	-1101.3375	-1026.3591
15	15	-680.97047	-669.64695	-638.43135	11.323526	-31.215596	-664.37335	-649.73068	-618.99366
16	16	-882.64597	-856.98829	-826.27748	25.657683	-30.710801	-868.28127	-839.23211	-808.00814
17	17	-323.38727	-319.40451	-320.99344	3.9827607	1.5889294	-319.39237	-309.99745	-307.00556
18	18	-1174.0281	-1105.7477	-1056.8382	68.280382	-48.909472	-1162.1795	-1086.488	-1035.3635
19	19	-661.94569	-657.02354	-600.33642	4.9221513	-56.687117	-648.4633	-641.32292	-584.92785
20	20	-364.64641	-363.83546	-362.37268	0.8109449	-1.4627799	-359.75586	-355.61384	-347.89729
21	21	-529.24671	-523.47698	-511.51429	5.7697316	-11.962693	-514.9977	-505.73694	-493.52788
22	22	-474.31966	-471.51571	-461.43367	2.8039479	-10.082041	-469.5708	-464.17593	-450.46037
23	23	-545.87762	-544.96038	-528.71977	0.91724884	-16.240607	-527.64212	-524.31505	-505.81385
24	24	-508.30878	-507.7871	-503.20237	0.52168067	-4.5847209	-506.24005	-503.28045	-488.29073
25	25	-629.99892	-628.84648	-623.75072	1.152445	-5.0957535	-614.35763	-611.90211	-603.64646
26	26	-371.47235	-366.46186	-360.51043	5.0104968	-5.9514219	-360.24182	-354.95903	-345.47337
27	27	-289.66371	-277.87176	-279.10306	11.79195	1.2313055	-280.44395	-271.9713	-270.00421
28	28	-564.26743	-557.37468	-550.84266	6.8927536	-6.532018	-552.94048	-544.93234	-535.37861
29	29	-955.99951	-917.88474	-916.39612	38.114774	-1.4886186	-939.87045	-897.59305	-894.00658
30	30	-920.96196	-918.6944	-888.86318	2.267565	-29.831222	-908.49001	-900.6056	-865.48319
31	31	-793.0358	-779.42362	-765.80595	13.612181	-13.617662	-779.52674	-765.14182	-749.19844
32	32	-557.81905	-557.15304	-552.58528	0.66601149	-4.5677582	-542.32136	-538.14322	-531.66385
33	33	-587.8018	-585.13614	-569.94273	2.665658	-15.193417	-571.58596	-564.75771	-543.89857
34	34	-460.72962	-451.38278	-453.32442	9.3468328	1.9416353	-454.75048	-443.60861	-443.03694
35	35	-468.73582	-468.39436	-447.71586	0.34145789	-20.678499	-454.6995	-452.56264	-428.08414
36	36	-734.33057	-732.36684	-731.38958	1.9637265	-0.97726489	-721.43272	-713.18616	-711.54878
37	37	-239.99007	-240.41117	-241.18236	-0.42109453	0.77119573	-236.87931	-237.29818	-237.29668
38	38	-406.93035	-400.49086	-394.1932	6.4394929	-6.2976564	-404.4908	-393.44304	-380.63791
39	39	-629.35592	-623.41434	-608.1703	5.9415887	-15.244037	-613.08806	-605.47526	-591.24939
40	40	-483.1192	-479.57035	-471.16557	3.5488518	-8.4047819	-469.7182	-461.80146	-453.64989
41	41	-699.8858	-688.53241	-685.98304	11.353387	-2.5493687	-688.52541	-672.8523	-665.17767
42	42	-451.87028	-448.36879	-436.08549	3.5014958	-12.283292	-433.75247	-431.61073	-420.92417
43	43	-1550.1556	-1378.3896	-1254.2589	171.76592	-124.13072	-1534.4788	-1359.1511	-1232.5862
