No.	prop	genetree
64	0.028	((galGal:0.167492,(halLeu:0.0628123,nipNip:0.0608432):0.0339172):0.0433154,(strCam:0.0801289,(((aptHaa:0.02853,(aptOwe:0.00560976,aptRow:0.00503006):0.023167):0.0211811,(anoDid:0.0702078,((cryCin:0.0902114,eudEle:0.0994073):0.051137,(tinGut:0.0859524,notPer:0.110943):0.0471589):0.011096):0.0172319):0.0174744,((casCas:0.0265443,droNov:0.0287314):0.0338758,(rheAme:0.0248751,rhePen:0.0255149):0.0550958):0.0135013):0.0103336):0.0160244);
64	0.028	((halLeu:0.111441,(nipNip:0.102208,galGal:0.17494):0.00726435):0.0286036,(((aptHaa:0.0438482,(aptOwe:0.00868518,aptRow:0.00810548):0.0354099):0.0232893,((anoDid:0.092526,(casCas:0.0570127,(rheAme:0.020428,rhePen:0.0210678):0.0561355):0.00452073):0.0101214,(tinGut:0.144256,(eudEle:0.132195,(cryCin:0.0846133,notPer:0.101367):0.0383862):0.0294939):0.0323905):0.00221866):0.00179125,(droNov:0.0577014,strCam:0.0513881):0.0201504):0.0246148);
64	0.0226667	((galGal:0.179188,(halLeu:0.102391,nipNip:0.100422):0.00603467):0.0316195,((aptHaa:0.0423073,(aptOwe:0.00813839,aptRow:0.00755869):0.0344157):0.0248302,(((casCas:0.0597387,(anoDid:0.0788231,(rheAme:0.020428,rhePen:0.0210678):0.0469533):0.0119082):0.0066343,(droNov:0.0577014,strCam:0.0513881):0.0108587):0.00370019,(tinGut:0.144256,(cryCin:0.0909007,(eudEle:0.0872152,notPer:0.094773):0.0128814):0.0615928):0.0308089):0.00380026):0.026406);
64	0.0193333	((galGal:0.186302,(halLeu:0.0766174,nipNip:0.0746483):0.0389222):0.0245054,(((aptHaa:0.0276064,(aptOwe:0.00560976,aptRow:0.00503006):0.0222435):0.0328475,(droNov:0.058087,strCam:0.0517737):0.01129):0.00296255,(((casCas:0.048095,anoDid:0.0790877):0.0116437,(rheAme:0.020428,rhePen:0.0210678):0.0588615):0.00947481,(tinGut:0.144256,(eudEle:0.114468,(cryCin:0.0759408,notPer:0.0926945):0.0293318):0.0472208):0.0299492):0.000938959):0.030127);
64	0.0193333	((galGal:0.176794,(halLeu:0.0668702,nipNip:0.064901):0.0391614):0.0340134,(strCam:0.0820246,(((aptHaa:0.02853,(aptOwe:0.00560976,aptRow:0.00503006):0.023167):0.0170381,(rheAme:0.0248268,rhePen:0.0254667):0.0470281):0.0216174,((casCas:0.0265443,droNov:0.0287314):0.036573,(anoDid:0.0702078,((cryCin:0.0710193,tinGut:0.0627823):0.0706955,(eudEle:0.112249,notPer:0.119807):0.0386618):0.0107294):0.0239021):0.0108042):0.0122293):0.0141287);
24	0.0313333	(strCam:0.0961533,((galGal:0.186783,(halLeu:0.0745846,nipNip:0.0726155):0.0414356):0.0209818,((casCas:0.056019,(((aptHaa:0.0345413,droNov:0.0434644):0.00678675,(rheAme:0.0319908,rhePen:0.0326306):0.035624):0.00751414,(anoDid:0.0537168,(notPer:0.149422,(eudEle:0.0769237,(cryCin:0.0590442,tinGut:0.0508072):0.0086836):0.0649403):0.0032851):0.032854):0.000440793):0.00088604,(aptOwe:0.0191341,aptRow:0.0185544):0.0312817):0.0403316):0.0030429);
24	0.02	((strCam:0.0949066,(halLeu:0.0863901,nipNip:0.0844209):0.0524083):0.00124667,(galGal:0.209565,((((aptHaa:0.0327033,droNov:0.0416265):0.0164601,(casCas:0.047554,anoDid:0.0785466):0.00834552):0.000288045,((aptOwe:0.00992713,aptRow:0.00934743):0.0396558,((cryCin:0.0621875,tinGut:0.0539505):0.0518047,(eudEle:0.0981536,notPer:0.105711):0.0250345):0.0553091):0.000115396):0.000717498,(rheAme:0.0494486,rhePen:0.0500885):0.0270072):0.0421313):0.0012432);
24	0.0166667	((strCam:0.0931159,(galGal:0.193735,(halLeu:0.0776428,nipNip:0.0756737):0.0453291):0.0140357):0.0030374,((casCas:0.0558195,(aptHaa:0.0424682,(aptOwe:0.00834884,aptRow:0.00776914):0.0343662):0.00661536):0.00410648,((droNov:0.0587841,((rheAme:0.0416748,rhePen:0.0423147):0.0295119,(anoDid:0.069574,(tinGut:0.106214,notPer:0.131205):0.0373594):0.0130545):0.00496111):0.00167248,(cryCin:0.102311,eudEle:0.111507):0.0691874):0.00165654):0.0403535);
24	0.016	((strCam:0.0923486,(galGal:0.18156,(halLeu:0.0587531,nipNip:0.056784):0.052044):0.0254432):0.00380472,((aptHaa:0.0501213,(casCas:0.0491501,(anoDid:0.0678961,((cryCin:0.102992,eudEle:0.112188):0.0395139,(tinGut:0.106214,notPer:0.131205):0.0280552):0.00762622):0.0122466):0.00770717):4.77416e-05,((aptOwe:0.00834884,aptRow:0.00776914):0.0401383,(droNov:0.0510135,(rheAme:0.0401729,rhePen:0.0408128):0.0282042):0.0061499):0.00192873):0.0433745);
24	0.0153333	((strCam:0.0941527,(galGal:0.178702,(halLeu:0.0587531,nipNip:0.056784):0.049186):0.0301052):0.00200065,(((droNov:0.0579353,(aptHaa:0.0485352,(casCas:0.0437309,((cryCin:0.102311,eudEle:0.111507):0.0357876,(tinGut:0.106214,notPer:0.131205):0.0236477):0.0188612):0.0115403):0.000476933):0.000472405,(anoDid:0.0870047,(aptOwe:0.00834884,aptRow:0.00776914):0.0411741):0.000208472):0.000684433,(rheAme:0.0494766,rhePen:0.0501164):0.0269792):0.0433745);
51	0.092	(((halLeu:0.0642623,nipNip:0.0622932):0.0735974,((casCas:0.0496477,(aptRow:0.0243081,(aptHaa:0.00675036,aptOwe:0.00699721):0.0178906):0.0182708):0.0144467,(strCam:0.0517611,(cryCin:0.0495552,tinGut:0.0413182):0.119561):0.00820717):0.0339998):0.00218523,(galGal:0.207867,(rhePen:0.0854554,(droNov:0.0593695,(rheAme:0.0678377,(anoDid:0.0568999,(eudEle:0.0780386,notPer:0.0855964):0.0702937):0.0223796):0.00889546):0.00808236):0.0320734):0.0029413);
51	0.0666667	(((halLeu:0.0623978,nipNip:0.0604287):0.0747517,(strCam:0.0645082,(casCas:0.0523439,((aptRow:0.0307999,(aptHaa:0.0106198,aptOwe:0.0108667):0.0205129):0.00904402,(cryCin:0.0492593,tinGut:0.0410223):0.110883):0.00543107):0.0162905):0.0287497):0.00289544,(galGal:0.207589,((droNov:0.05924,rhePen:0.0772435):0.0100447,(rheAme:0.072763,(anoDid:0.0646673,(eudEle:0.0883847,notPer:0.0959425):0.067715):0.0195375):0.0138854):0.0299632):0.00321872);
51	0.064	(((halLeu:0.0596957,nipNip:0.0577265):0.0773227,((strCam:0.0515307,(casCas:0.0472354,(aptHaa:0.00447296,aptOwe:0.00471981):0.0360264):0.0084215):0.0163444,(aptRow:0.0371026,(cryCin:0.0635287,tinGut:0.0552917):0.0938719):0.0278298):0.0252516):0.00302663,(galGal:0.208134,((droNov:0.0588671,rhePen:0.0768707):0.0105973,(rheAme:0.0740555,(anoDid:0.0692303,(eudEle:0.0680719,notPer:0.0756297):0.0925908):0.016267):0.0127726):0.0303284):0.00267372);
51	0.0486667	(((halLeu:0.0641034,nipNip:0.0621343):0.0741438,((casCas:0.0484822,(aptRow:0.0284973,(aptHaa:0.00691036,aptOwe:0.00715721):0.0219198):0.012916):0.010606,(strCam:0.0522454,(cryCin:0.0494331,tinGut:0.0411961):0.120168):0.00271663):0.0393935):0.00179774,(galGal:0.207714,((droNov:0.0600161,rhePen:0.0780196):0.00850932,(rheAme:0.0636736,(anoDid:0.0625955,(eudEle:0.0744141,notPer:0.0819719):0.0796138):0.0125199):0.0222154):0.0308469):0.00309429);
51	0.038	(((halLeu:0.0635933,nipNip:0.0616242):0.0745575,((strCam:0.0521692,(casCas:0.0500786,(aptRow:0.0249143,(aptHaa:0.00801918,aptOwe:0.00826603):0.017228):0.0180954):0.00621681):0.00565143,(cryCin:0.0496585,tinGut:0.0414215):0.125517):0.0364385):0.00189415,(galGal:0.207412,((droNov:0.0605117,rhePen:0.0785152):0.0108542,(rheAme:0.0701964,(anoDid:0.0649116,(eudEle:0.0743825,notPer:0.0819403):0.0819615):0.0167267):0.0185331):0.0277049):0.00339586);
0	0.0206667	((galGal:0.168281,(halLeu:0.0702443,nipNip:0.0682751):0.0272742):0.0425265,((((aptHaa:0.003668,aptOwe:0.00391485):0.0487687,(casCas:0.0293568,droNov:0.0315439):0.0298159):0.0068422,((rheAme:0.0527469,rhePen:0.0533867):0.0266011,((eudEle:0.168339,(cryCin:0.133854,anoDid:0.0516173):0.0252888):0.00894048,(tinGut:0.0627833,notPer:0.087774):0.0970627):0.00494325):0.00621767):0.0119845,(aptRow:0.049234,strCam:0.0521767):0.0216965):0.0222801);
0	0.0153333	((nipNip:0.131755,(halLeu:0.113192,galGal:0.183955):0.0205314):0.0063213,(strCam:0.0655732,((((aptHaa:0.003668,aptOwe:0.00391485):0.0412275,(tinGut:0.139332,(anoDid:0.0570549,(eudEle:0.146212,notPer:0.15377):0.00227554):0.00827792):0.0172913):0.000538167,((casCas:0.0151732,droNov:0.0173603):0.036181,(rheAme:0.0476374,rhePen:0.0482773):0.0232676):0.000815445):0.00957914,(aptRow:0.0518714,cryCin:0.172169):0.0028086):0.00795057):0.0305801);
0	0.014	((galGal:0.170091,(halLeu:0.0802581,nipNip:0.078289):0.0190703):0.0407166,((aptHaa:0.003668,aptOwe:0.00391485):0.0587566,(((aptRow:0.0318592,(casCas:0.0295509,droNov:0.031738):0.00937717):0.0196753,(strCam:0.0514689,(eudEle:0.138766,(cryCin:0.0868809,(tinGut:0.0640938,notPer:0.0890845):0.0145501):0.0426894):0.0392539):0.00300835):0.00505254,(anoDid:0.0802326,(rheAme:0.0357111,rhePen:0.036351):0.0330796):0.014416):0.00550467):0.0311189);
