0	0.240341	0.259659	0.259659	0.240341
1	0.173455	0.326545	0.326545	0.173455
2	0.329009	0.170991	0.170991	0.329009
3	0.279098	0.220902	0.220902	0.279098
4	0.246142	0.253858	0.253858	0.246142
5	0.23155	0.26845	0.26845	0.23155
6	0.262961	0.237039	0.237039	0.262961
7	0.176989	0.323011	0.323011	0.176989
8	0.249652	0.250348	0.250348	0.249652
9	0.248236	0.251764	0.251764	0.248236
10	0.311011	0.188989	0.188989	0.311011
11	0.25916	0.24084	0.24084	0.25916
12	0.248625	0.251375	0.251375	0.248625
13	0.258672	0.241328	0.241328	0.258672
14	0.213375	0.286625	0.286625	0.213375
15	0.268473	0.231527	0.231527	0.268473
16	0.205417	0.294583	0.294583	0.205417
17	0.158483	0.341517	0.341517	0.158483
18	0.184338	0.315662	0.315662	0.184338
19	0.297095	0.202905	0.202905	0.297095
20	0.253195	0.246805	0.246805	0.253195
21	0.340336	0.159664	0.159664	0.340336
22	0.204885	0.295115	0.295115	0.204885
23	0.292465	0.207535	0.207535	0.292465
24	0.194738	0.305262	0.305262	0.194738
25	0.271189	0.228811	0.228811	0.271189
26	0.285288	0.214712	0.214712	0.285288
27	0.173542	0.326458	0.326458	0.173542
28	0.328849	0.171151	0.171151	0.328849
29	0.253548	0.246452	0.246452	0.253548
30	0.235428	0.264572	0.264572	0.235428
31	0.182625	0.317375	0.317375	0.182625
32	0.259994	0.240006	0.240006	0.259994
33	0.302182	0.197818	0.197818	0.302182
34	0.269145	0.230855	0.230855	0.269145
35	0.261823	0.238177	0.238177	0.261823
36	0.217484	0.282516	0.282516	0.217484
37	0.240307	0.259693	0.259693	0.240307
38	0.321735	0.178265	0.178265	0.321735
39	0.196364	0.303636	0.303636	0.196364
40	0.201307	0.298693	0.298693	0.201307
41	0.170082	0.329918	0.329918	0.170082
42	0.25074	0.24926	0.24926	0.25074
43	0.260896	0.239104	0.239104	0.260896
44	0.236079	0.263921	0.263921	0.236079
45	0.227289	0.272711	0.272711	0.227289
46	0.250886	0.249114	0.249114	0.250886
47	0.339001	0.160999	0.160999	0.339001
48	0.266439	0.233561	0.233561	0.266439
49	0.275615	0.224385	0.224385	0.275615
50	0.323142	0.176858	0.176858	0.323142
51	0.190434	0.309566	0.309566	0.190434
52	0.294777	0.205223	0.205223	0.294777
53	0.253275	0.246725	0.246725	0.253275
54	0.237099	0.262901	0.262901	0.237099
55	0.274987	0.225013	0.225013	0.274987
56	0.267646	0.232354	0.232354	0.267646
57	0.203209	0.296791	0.296791	0.203209
58	0.231882	0.268118	0.268118	0.231882
59	0.210912	0.289088	0.289088	0.210912
60	0.142945	0.357055	0.357055	0.142945
61	0.193934	0.306066	0.306066	0.193934
62	0.228354	0.271646	0.271646	0.228354
63	0.240146	0.259854	0.259854	0.240146
64	0.271202	0.228798	0.228798	0.271202
65	0.177676	0.322324	0.322324	0.177676
66	0.273915	0.226085	0.226085	0.273915
67	0.30568	0.19432	0.19432	0.30568
68	0.209182	0.290818	0.290818	0.209182
69	0.380499	0.119501	0.119501	0.380499
70	0.29731	0.20269	0.20269	0.29731
71	0.23602	0.26398	0.26398	0.23602
72	0.242125	0.257875	0.257875	0.242125
73	0.255026	0.244974	0.244974	0.255026
74	0.196191	0.303809	0.303809	0.196191
75	0.254247	0.245753	0.245753	0.254247
76	0.261987	0.238013	0.238013	0.261987
77	0.252795	0.247205	0.247205	0.252795
78	0.27212	0.22788	0.22788	0.27212
79	0.239302	0.260698	0.260698	0.239302
80	0.210944	0.289056	0.289056	0.210944
81	0.209172	0.290828	0.290828	0.209172
82	0.332643	0.167357	0.167357	0.332643
83	0.253959	0.246041	0.246041	0.253959
84	0.19602	0.30398	0.30398	0.19602
85	0.304835	0.195165	0.195165	0.304835
86	0.214904	0.285096	0.285096	0.214904
87	0.296695	0.203305	0.203305	0.296695
88	0.304612	0.195388	0.195388	0.304612
89	0.143317	0.356683	0.356683	0.143317
90	0.285981	0.214019	0.214019	0.285981
91	0.196404	0.303596	0.303596	0.196404
92	0.195394	0.304606	0.304606	0.195394
93	0.161688	0.338312	0.338312	0.161688
94	0.282465	0.217535	0.217535	0.282465
95	0.260964	0.239036	0.239036	0.260964
96	0.230883	0.269117	0.269117	0.230883
97	0.116177	0.383823	0.383823	0.116177
98	0.244773	0.255227	0.255227	0.244773
99	0.295827	0.204173	0.204173	0.295827
