No.	prop	genetree
43	0.00557143	((rhePen:0.147905,(halLeu:0.147135,(aptOwe:0.0762609,(((aptHaa:0.0193027,aptRow:0.0189698):0.0444201,(casCas:0.0612546,(rheAme:0.076273,cryCin:0.169951):0.00453242):0.00920411):0.00592278,(droNov:0.0693708,(strCam:0.054903,(anoDid:0.0690205,(notPer:0.149043,(tinGut:0.0753577,eudEle:0.0927906):0.0486941):0.0189682):0.0210013):0.00815456):0.00919783):0.00636857):0.0246199):0.0203439):0.0855273,(nipNip:0.119544,galGal:0.192276):0.131493);
43	0.00485714	((halLeu:0.147658,(rhePen:0.111268,(((strCam:0.0535218,(aptHaa:0.0157615,aptRow:0.0154287):0.0351504):0.00430363,(droNov:0.055219,notPer:0.183015):0.00891965):0.00539478,((aptOwe:0.0495628,(tinGut:0.127655,eudEle:0.145088):0.033389):0.00724998,(anoDid:0.089011,(casCas:0.0496425,(rheAme:0.0657064,cryCin:0.159385):0.00348695):0.00837584):0.0052836):0.0040444):0.0237307):0.0168157):0.0283467,(nipNip:0.124967,galGal:0.197699):0.049069);
43	0.004	(galGal:0.314131,(nipNip:0.204163,(halLeu:0.159225,(rhePen:0.123316,(((aptHaa:0.0229692,aptRow:0.0226363):0.0544506,((aptOwe:0.0546747,strCam:0.0570377):0.0105477,((droNov:0.0572393,anoDid:0.0860449):0.00484752,(notPer:0.142216,(tinGut:0.0854528,eudEle:0.102886):0.0317729):0.0476662):0.0118118):0.0124443):0.00619522,(casCas:0.0716267,(rheAme:0.0762411,cryCin:0.169919):0.0149363):0.0187244):0.0127742):0.0163347):0.0469062):0.0372369);
43	0.00385714	((halLeu:0.138794,(rhePen:0.107895,((((tinGut:0.16255,(aptHaa:0.0191149,aptRow:0.018782):0.0317075):0.00174878,(aptOwe:0.0505803,strCam:0.0529432):0.00223772):0.00556161,(notPer:0.18457,anoDid:0.0855797):0.0102816):0.00656966,(droNov:0.0642882,(casCas:0.0519336,(rheAme:0.0652084,(cryCin:0.126209,eudEle:0.135405):0.0326779):0.00627601):0.0101674):0.00933735):0.0162658):0.0113244):0.0211665,(nipNip:0.109022,galGal:0.181754):0.0489698);
43	0.00385714	((halLeu:0.183196,(rhePen:0.103853,((anoDid:0.0946422,((strCam:0.0530368,((aptHaa:0.0104219,aptRow:0.0100891):0.0344981,(tinGut:0.122861,eudEle:0.140294):0.0337873):0.00550693):0.00379333,(notPer:0.187314,(aptOwe:0.0449988,droNov:0.053675):0.00584352):0.00362483):0.00269334):0.00502776,(casCas:0.0570833,(rheAme:0.0691448,cryCin:0.162823):0.00748932):0.0115941):0.0149845):0.0597689):0.045045,(nipNip:0.112228,galGal:0.18496):0.114044);
51	0.0342857	((galGal:0.205377,(halLeu:0.0745917,nipNip:0.0726225):0.0600223):0.00543106,(((aptHaa:0.0216952,aptOwe:0.021942):0.0359705,(strCam:0.055671,(aptRow:0.0466313,(cryCin:0.138633,anoDid:0.0563963):0.0282965):0.006097):0.00460451):0.019245,((casCas:0.0585658,(rheAme:0.0176126,rhePen:0.0182524):0.0605041):0.0180842,(droNov:0.0637434,(tinGut:0.155468,(eudEle:0.133065,notPer:0.140623):0.0398352):0.0110807):0.0150938):0.00699667):0.0166328);
51	0.0235714	((galGal:0.20382,(halLeu:0.0741985,nipNip:0.0722293):0.0588582):0.00698829,(((aptHaa:0.0162637,aptOwe:0.0165105):0.0479267,(strCam:0.0570543,(aptRow:0.051387,(cryCin:0.139319,anoDid:0.0570827):0.0323658):0.00272459):0.0097459):0.00760381,((casCas:0.0602599,droNov:0.062447):0.00129635,((tinGut:0.152568,(rheAme:0.0472093,rhePen:0.0478492):0.0199176):0.00421807,(eudEle:0.0739162,notPer:0.081474):0.100303):0.00976203):0.0169739):0.0217493);
51	0.0207143	((galGal:0.177668,(halLeu:0.0746274,nipNip:0.0726583):0.0322776):0.03314,((aptRow:0.0557886,(strCam:0.0521356,((aptHaa:0.0281142,aptOwe:0.0283611):0.0200767,(cryCin:0.141373,anoDid:0.0591364):0.0267832):0.00133491):0.00659562):0.00838329,((casCas:0.0566605,droNov:0.0588476):0.00959936,((rheAme:0.0176126,rhePen:0.0182524):0.0634945,(tinGut:0.155468,(eudEle:0.0676094,notPer:0.0751672):0.105291):0.0110807):0.00470353):0.00498092):0.0290388);
51	0.015	((galGal:0.170754,(halLeu:0.0746531,nipNip:0.072684):0.0253383):0.0400536,((aptHaa:0.0465196,aptOwe:0.0467664):0.0333467,((strCam:0.0576781,(aptRow:0.0505864,(cryCin:0.153077,anoDid:0.0708408):0.0178071):0.00414899):0.0157785,((droNov:0.0598548,(casCas:0.0427893,(rheAme:0.0299749,rhePen:0.0306148):0.0323652):0.0148784):0.00117674,(eudEle:0.147182,(tinGut:0.126545,notPer:0.151536):0.00320436):0.0340871):0.0187384):0.00901954):0.0136772);
51	0.0142857	(galGal:0.210808,((halLeu:0.0741985,nipNip:0.0722293):0.0629709,(((aptRow:0.0638575,((strCam:0.0548365,(aptHaa:0.0162637,aptOwe:0.0165105):0.035963):0.00702613,(cryCin:0.174347,anoDid:0.0921104):0.00487103):0.00493755):0.00508012,(droNov:0.0643171,(casCas:0.0556845,(rheAme:0.0607098,rhePen:0.0613497):0.0145254):0.0064455):0.0138765):0.00351943,(tinGut:0.143175,(eudEle:0.0739162,notPer:0.081474):0.0866918):0.0413429):0.0178779):0.00287561);
34	0.0221429	(((halLeu:0.0979814,nipNip:0.0960122):0.0413714,(droNov:0.0858843,(aptHaa:0.0518693,(aptOwe:0.0514001,aptRow:0.0508204):0.000716048):0.0250919):0.0158901):0.000692245,(galGal:0.20727,(eudEle:0.202405,((casCas:0.0555715,strCam:0.0514453):0.001045,((rheAme:0.0502957,rhePen:0.0509355):0.0158311,((cryCin:0.0675041,tinGut:0.0592671):0.0859803,(notPer:0.159023,anoDid:0.0600325):0.0112153):0.00632081):0.0100405):0.0233637):0.0167612):0.00353813);
