0	0.214731	0.285269	0.285269	0.214731
1	0.245836	0.254164	0.254164	0.245836
2	0.297915	0.202085	0.202085	0.297915
3	0.245987	0.254013	0.254013	0.245987
4	0.345179	0.154821	0.154821	0.345179
5	0.198869	0.301131	0.301131	0.198869
6	0.251222	0.248778	0.248778	0.251222
7	0.213392	0.286608	0.286608	0.213392
8	0.246225	0.253775	0.253775	0.246225
9	0.150354	0.349646	0.349646	0.150354
10	0.194555	0.305445	0.305445	0.194555
11	0.269565	0.230435	0.230435	0.269565
12	0.242004	0.257996	0.257996	0.242004
13	0.169809	0.330191	0.330191	0.169809
14	0.302339	0.197661	0.197661	0.302339
15	0.14451	0.35549	0.35549	0.14451
16	0.198113	0.301887	0.301887	0.198113
17	0.224327	0.275673	0.275673	0.224327
18	0.211403	0.288597	0.288597	0.211403
19	0.245291	0.254709	0.254709	0.245291
20	0.247861	0.252139	0.252139	0.247861
21	0.289183	0.210817	0.210817	0.289183
22	0.236098	0.263902	0.263902	0.236098
23	0.313394	0.186606	0.186606	0.313394
24	0.289566	0.210434	0.210434	0.289566
25	0.215479	0.284521	0.284521	0.215479
26	0.212365	0.287635	0.287635	0.212365
27	0.193898	0.306102	0.306102	0.193898
28	0.259395	0.240605	0.240605	0.259395
29	0.293803	0.206197	0.206197	0.293803
30	0.216426	0.283574	0.283574	0.216426
31	0.257413	0.242587	0.242587	0.257413
32	0.27685	0.22315	0.22315	0.27685
33	0.310197	0.189803	0.189803	0.310197
34	0.177797	0.322203	0.322203	0.177797
35	0.247968	0.252032	0.252032	0.247968
36	0.181428	0.318572	0.318572	0.181428
37	0.248558	0.251442	0.251442	0.248558
38	0.281964	0.218036	0.218036	0.281964
39	0.216832	0.283168	0.283168	0.216832
40	0.214863	0.285137	0.285137	0.214863
41	0.241793	0.258207	0.258207	0.241793
42	0.27674	0.22326	0.22326	0.27674
43	0.214616	0.285384	0.285384	0.214616
44	0.218162	0.281838	0.281838	0.218162
45	0.201898	0.298102	0.298102	0.201898
46	0.231172	0.268828	0.268828	0.231172
47	0.207676	0.292324	0.292324	0.207676
48	0.272901	0.227099	0.227099	0.272901
49	0.235222	0.264778	0.264778	0.235222
50	0.296263	0.203737	0.203737	0.296263
51	0.206116	0.293884	0.293884	0.206116
52	0.239938	0.260062	0.260062	0.239938
53	0.178449	0.321551	0.321551	0.178449
54	0.317256	0.182744	0.182744	0.317256
55	0.192581	0.307419	0.307419	0.192581
56	0.295011	0.204989	0.204989	0.295011
57	0.306876	0.193124	0.193124	0.306876
58	0.215932	0.284068	0.284068	0.215932
59	0.216205	0.283795	0.283795	0.216205
60	0.328736	0.171264	0.171264	0.328736
61	0.286203	0.213797	0.213797	0.286203
62	0.266053	0.233947	0.233947	0.266053
63	0.213186	0.286814	0.286814	0.213186
64	0.327136	0.172864	0.172864	0.327136
65	0.216356	0.283644	0.283644	0.216356
66	0.343197	0.156803	0.156803	0.343197
67	0.165143	0.334857	0.334857	0.165143
68	0.252197	0.247803	0.247803	0.252197
69	0.261442	0.238558	0.238558	0.261442
70	0.278819	0.221181	0.221181	0.278819
71	0.244269	0.255731	0.255731	0.244269
72	0.228194	0.271806	0.271806	0.228194
73	0.368501	0.131499	0.131499	0.368501
74	0.236786	0.263214	0.263214	0.236786
75	0.301579	0.198421	0.198421	0.301579
76	0.255843	0.244157	0.244157	0.255843
77	0.227532	0.272468	0.272468	0.227532
78	0.225724	0.274276	0.274276	0.225724
79	0.249314	0.250686	0.250686	0.249314
80	0.270633	0.229367	0.229367	0.270633
81	0.312838	0.187162	0.187162	0.312838
82	0.309512	0.190488	0.190488	0.309512
83	0.261829	0.238171	0.238171	0.261829
84	0.315759	0.184241	0.184241	0.315759
85	0.303253	0.196747	0.196747	0.303253
86	0.264441	0.235559	0.235559	0.264441
87	0.234515	0.265485	0.265485	0.234515
88	0.257964	0.242036	0.242036	0.257964
89	0.249827	0.250173	0.250173	0.249827
90	0.274851	0.225149	0.225149	0.274851
91	0.266927	0.233073	0.233073	0.266927
92	0.245124	0.254876	0.254876	0.245124
93	0.219568	0.280432	0.280432	0.219568
94	0.276024	0.223976	0.223976	0.276024
95	0.254793	0.245207	0.245207	0.254793
96	0.221861	0.278139	0.278139	0.221861
97	0.206839	0.293161	0.293161	0.206839
98	0.270218	0.229782	0.229782	0.270218
99	0.262821	0.237179	0.237179	0.262821
