No.	prop	genetree
43	0.00514286	(((halLeu:0.146019,rhePen:0.126445):0.0758077,(((aptOwe:0.0501399,(aptHaa:0.00924001,aptRow:0.00890716):0.040653):0.00297417,(droNov:0.0591684,anoDid:0.0879739):0.00262193):0.0143973,((casCas:0.0568654,(rheAme:0.0688497,cryCin:0.162528):0.00756654):0.00886369,(strCam:0.0535729,(eudEle:0.149505,(tinGut:0.107466,notPer:0.132456):0.0246067):0.0306189):0.00803006):0.00827138):0.108061):0.0940748,(nipNip:0.129647,galGal:0.202379):0.184286);
43	0.004	((halLeu:0.195153,(rhePen:0.117943,((droNov:0.0750234,(((notPer:0.180276,(aptOwe:0.0263044,(aptHaa:0.013104,aptRow:0.0127712):0.0129535):0.0174993):0.00641,(tinGut:0.0898298,eudEle:0.107263):0.0718652):0.00858808,(anoDid:0.0886523,strCam:0.0535335):0.00763134):0.00754533):0.0049128,(casCas:0.0613321,(rheAme:0.0734377,cryCin:0.167116):0.00744518):0.016417):0.0200036):0.057635):0.124257,(nipNip:0.13208,galGal:0.204812):0.18536);
43	0.00385714	((halLeu:0.155287,(rhePen:0.120516,((strCam:0.0672859,((droNov:0.0600293,(aptHaa:0.0105274,aptRow:0.0101946):0.0405787):0.00593466,(aptOwe:0.049999,(anoDid:0.0688356,(notPer:0.127378,(tinGut:0.0703471,eudEle:0.08778):0.0320404):0.0404477):0.0186451):0.00728872):0.00763523):0.00880428,(casCas:0.0657144,(rheAme:0.0741251,cryCin:0.167803):0.0111401):0.014502):0.0201094):0.0151961):0.0381532,(nipNip:0.115386,galGal:0.188118):0.0760856);
43	0.00385714	(halLeu:0.352608,((nipNip:0.102439,galGal:0.175171):0.149992,(rhePen:0.139133,((droNov:0.0648621,((notPer:0.185984,(aptOwe:0.0400573,(aptHaa:0.0119153,aptRow:0.0115825):0.0278951):0.00945522):0.00298123,(strCam:0.0533219,(anoDid:0.0649355,(tinGut:0.0992639,eudEle:0.116697):0.0396711):0.0235052):0.0015348):0.00369216):0.0124228,(casCas:0.0578344,(rheAme:0.0729866,cryCin:0.166665):0.00439859):0.0172635):0.0438447):0.0956919):0.0982083);
43	0.00371429	((halLeu:0.149739,(rhePen:0.115897,((((anoDid:0.0799563,(aptOwe:0.0271241,(aptHaa:0.00961019,aptRow:0.00927734):0.0172671):0.0153504):0.0146076,(notPer:0.187965,strCam:0.0538563):0.00558882):0.00493714,(cryCin:0.17111,(casCas:0.0501809,rheAme:0.0697316):0.00769991):0.0106276):0.00267516,(droNov:0.0633255,(tinGut:0.116336,eudEle:0.133769):0.0497948):0.0100451):0.0245227):0.0142672):0.151443,(nipNip:0.141796,galGal:0.214528):0.157416);
51	0.0314286	((galGal:0.191016,(halLeu:0.0592365,nipNip:0.0572674):0.0610169):0.0197915,(((strCam:0.0570716,(aptRow:0.048876,(aptHaa:0.00882859,aptOwe:0.00907544):0.0403803):0.00525287):0.00719235,(cryCin:0.171941,anoDid:0.0897048):0.00967797):0.0240956,(tinGut:0.165941,((casCas:0.0545929,droNov:0.05678):0.00444734,((rheAme:0.0565861,rhePen:0.057226):0.0204328,(eudEle:0.0829647,notPer:0.0905225):0.0969285):0.00157209):0.00190872):0.0315367):0.00779378);
51	0.0271429	((galGal:0.186787,(halLeu:0.0964054,nipNip:0.0944362):0.0196189):0.0240207,(((aptRow:0.0490117,(aptHaa:0.00882859,aptOwe:0.00907544):0.040516):0.0123095,(strCam:0.0550681,(cryCin:0.137619,anoDid:0.0553827):0.0348042):0.00919583):0.0230606,((casCas:0.0655802,droNov:0.0677673):0.00327085,((tinGut:0.160667,(rheAme:0.0105264,rhePen:0.0111663):0.0646996):1.32421e-05,(eudEle:0.118456,notPer:0.126013):0.059658):0.0131626):0.0225997):0.00882874);
51	0.0257143	((galGal:0.175594,(halLeu:0.0604385,nipNip:0.0584693):0.0443922):0.0352143,((((aptHaa:0.00882859,aptOwe:0.00907544):0.0468821,(aptRow:0.0493525,cryCin:0.169651):0.00602532):0.0095283,(anoDid:0.089039,strCam:0.0539202):0.0139286):0.00951872,((droNov:0.0570817,(casCas:0.0497898,(rheAme:0.0105264,rhePen:0.0111663):0.0588141):0.00510487):0.00542098,(tinGut:0.113866,(eudEle:0.0733872,notPer:0.080945):0.057912):0.0514414):0.0211781):0.0187858);
51	0.0192857	((galGal:0.193024,(halLeu:0.0604385,nipNip:0.0584693):0.0618223):0.0177842,((strCam:0.068881,(aptRow:0.0631862,((aptHaa:0.00882859,aptOwe:0.00907544):0.0388653,(cryCin:0.139767,anoDid:0.0575305):0.027892):0.0158252):0.00275211):0.0154932,(droNov:0.0699126,(casCas:0.0589923,((rheAme:0.0105264,rhePen:0.0111663):0.0673453,(tinGut:0.131945,(eudEle:0.135775,notPer:0.143333):0.0136031):0.0313676):0.000671329):0.00873321):0.0207749):0.0117791);
51	0.0178571	((galGal:0.194431,(halLeu:0.0710476,nipNip:0.0690785):0.0526205):0.0163769,((((aptHaa:0.00882859,aptOwe:0.00907544):0.0528255,((aptRow:0.0520984,strCam:0.0550411):0.00116074,(cryCin:0.139713,anoDid:0.0574767):0.0338439):0.00806213):0.00409554,(tinGut:0.161414,notPer:0.186405):0.0160638):0.00220868,((casCas:0.0543136,(rheAme:0.0105264,rhePen:0.0111663):0.063338):0.0084431,(droNov:0.0519993,eudEle:0.172237):0.0129446):0.0119376):0.0255852);
