No.	ID	loglik_Null	loglik_Acc	loglik_Full	logBF1	logBF2	loglik_Max_M0	loglik_Max_M1	loglik_Max_M2
0	0	-412.92836	-413.02662	-413.13472	-0.0982611	0.10809457	-398.53737	-396.50465	-396.51454
1	1	-297.48501	-295.26267	-295.40107	2.2223364	0.13839182	-290.03765	-284.52163	-281.17885
2	2	-338.17821	-328.57042	-329.86264	9.607783	1.29222	-330.23782	-318.87029	-318.43894
3	3	-460.30389	-435.3012	-435.90867	25.002688	0.60746824	-445.9453	-422.49949	-418.24409
4	4	-343.08309	-343.81329	-344.18561	-0.7301944	0.37232091	-339.44888	-340.26399	-340.11532
5	5	-236.32747	-236.41732	-236.70604	-0.089853557	0.28871242	-233.16054	-230.25118	-227.61536
6	6	-489.51807	-475.91717	-476.69379	13.600894	0.77662223	-475.47948	-463.54279	-461.9557
7	7	-517.88336	-503.15981	-484.64421	14.723551	-18.515603	-502.13522	-488.6581	-468.89995
8	8	-505.78494	-497.04458	-498.64355	8.7403556	1.5989644	-498.01291	-484.07699	-482.75867
9	9	-542.81872	-534.73489	-536.83815	8.083827	2.1032582	-529.29524	-525.1828	-523.76066
10	10	-564.40616	-534.59557	-536.00482	29.810596	1.4092537	-549.97495	-518.17284	-518.18838
11	11	-429.25382	-416.09233	-417.17539	13.161482	1.0830541	-422.25721	-406.52449	-404.8589
12	12	-805.71529	-774.82951	-773.46191	30.885779	-1.3675969	-793.53612	-752.28374	-748.6712
13	13	-555.16301	-544.43614	-540.06493	10.726867	-4.3712115	-539.74182	-528.11956	-518.80976
14	14	-488.33754	-488.80444	-489.49181	-0.4668993	0.68736919	-480.83964	-479.60007	-470.68346
15	15	-277.95858	-277.24418	-277.86717	0.7144004	0.62299815	-275.14122	-269.09221	-269.09625
16	16	-278.20533	-276.9457	-277.70036	1.259634	0.75466359	-275.26602	-268.42362	-268.41004
17	17	-316.84852	-316.72785	-317.42219	0.12066431	0.69434122	-314.1686	-310.29315	-310.32373
18	18	-422.87838	-419.57544	-419.71649	3.3029405	0.14105352	-415.71709	-411.39888	-397.41597
19	19	-744.93033	-733.93196	-724.15651	10.99837	-9.7754587	-729.49339	-712.26944	-700.51041
20	20	-337.94837	-338.03426	-338.44763	-0.085891735	0.41337073	-330.68405	-327.78843	-328.0248
21	21	-479.251	-469.14299	-470.94937	10.10801	1.8063791	-472.72982	-457.17525	-456.51597
22	22	-264.34559	-263.38227	-264.29472	0.9633213	0.91245204	-261.37481	-255.97736	-255.87689
23	23	-386.73919	-377.71995	-378.93479	9.0192352	1.21484	-378.00645	-368.39016	-366.85957
24	24	-605.59667	-584.24619	-583.98502	21.350482	-0.26116745	-587.90547	-562.57919	-562.50127
25	25	-373.88597	-374.25665	-373.46489	-0.37068081	-0.79175645	-371.38858	-369.09309	-364.98785
26	26	-632.94207	-612.27372	-610.90721	20.668352	-1.3665147	-616.81825	-595.45252	-593.70092
27	27	-406.07191	-401.01207	-403.01614	5.0598384	2.0040689	-402.40996	-385.51622	-385.3747
28	28	-1046.8059	-1027.0812	-974.644	19.724721	-52.437176	-1033.9422	-1004.6019	-948.5633
29	29	-304.7111	-304.89652	-305.38785	-0.18542121	0.49133732	-301.88653	-298.99008	-299.02684
30	30	-400.61977	-400.77675	-400.09885	-0.15697401	-0.67789701	-392.41916	-389.58434	-385.64201
31	31	-405.76598	-403.53136	-403.46227	2.2346259	-0.06908632	-403.36802	-393.1844	-385.96199
32	32	-475.84364	-461.55217	-462.28223	14.29147	0.73005938	-465.68096	-454.6273	-454.58779
33	33	-442.4516	-437.74055	-438.32934	4.7110522	0.58878608	-440.28352	-428.36404	-425.83642
34	34	-340.40075	-337.555	-338.31183	2.8457502	0.75683524	-332.64037	-328.59868	-328.53675
35	35	-460.98173	-457.32278	-458.36606	3.6589504	1.0432781	-450.65578	-446.49976	-445.90883
36	36	-275.00557	-275.4257	-275.68306	-0.42012604	0.25736107	-272.24732	-270.58431	-267.07794
37	37	-434.95436	-430.92984	-431.20545	4.0245277	0.2756088	-427.36929	-420.35242	-415.31605
38	38	-532.77211	-523.16068	-524.49852	9.6114275	1.3378435	-525.5774	-514.04902	-514.0844
39	39	-574.5573	-552.66521	-552.57887	21.892086	-0.086343062	-559.50818	-535.41383	-529.23069
40	40	-402.83408	-402.72566	-403.24859	0.10841878	0.52292392	-399.39461	-397.47402	-397.31712
41	41	-308.96799	-309.49411	-309.75512	-0.52611966	0.26100577	-301.34181	-297.5423	-296.74241
42	42	-478.50589	-476.14538	-475.92698	2.3605096	-0.21840361	-473.89655	-465.72693	-459.95032
43	43	-531.59502	-528.96084	-522.80017	2.6341785	-6.160671	-520.4046	-512.79437	-504.06337
44	44	-564.21833	-551.01093	-553.01824	13.207402	2.0073132	-544.97394	-532.37835	-532.05571
45	45	-416.31796	-409.59051	-411.52368	6.7274542	1.9331743	-409.1256	-397.43045	-396.16476
46	46	-623.28932	-613.53863	-613.42648	9.7506922	-0.11214142	-608.75959	-591.85197	-591.84194
47	47	-460.95028	-452.66795	-453.54505	8.282327	0.87709728	-449.78536	-441.59699	-438.59169
48	48	-457.30099	-457.25499	-458.12301	0.04599554	0.86801149	-447.89048	-444.13828	-441.0162
49	49	-246.85672	-247.32206	-247.99433	-0.46533598	0.67227553	-243.62632	-241.57698	-241.57845
50	50	-560.76885	-552.55173	-549.20722	8.2171183	-3.3445112	-545.0233	-532.40584	-526.90966
51	51	-273.89834	-272.20821	-272.75426	1.6901342	0.54605055	-270.93511	-264.99675	-264.05888
52	52	-405.3666	-397.88858	-398.97982	7.4780175	1.0912348	-390.87592	-383.87164	-383.70997
53	53	-322.60121	-318.68823	-319.61501	3.9129837	0.92678674	-319.83624	-309.97506	-310.00729
54	54	-533.56466	-531.50157	-528.44723	2.0630911	-3.0543415	-521.37448	-516.41798	-508.7063
55	55	-393.70493	-387.23446	-388.09523	6.4704737	0.86077623	-391.26891	-380.27552	-380.27707
56	56	-283.70821	-284.19932	-284.56105	-0.49111495	0.36172596	-280.84898	-279.35529	-278.98544
57	57	-383.23817	-380.47364	-381.5376	2.7645263	1.0639609	-379.76872	-371.72731	-371.73076
58	58	-533.07538	-525.30464	-526.69972	7.7707405	1.3950792	-518.71883	-508.37629	-507.65631
59	59	-258.48368	-258.73503	-259.37816	-0.25134695	0.643133	-255.44589	-252.95984	-252.93391
60	60	-317.49344	-316.31617	-316.90747	1.1772689	0.59130006	-310.75727	-303.57193	-303.82333
61	61	-1201.1509	-1151.3028	-1073.4145	49.848091	-77.888302	-1189.2856	-1130.8573	-1050.1256
62	62	-401.36615	-400.8567	-401.1902	0.50945073	0.33349294	-395.1698	-391.10163	-390.78079
63	63	-567.53891	-567.69663	-566.77448	-0.15771695	-0.92215167	-552.04018	-552.55006	-546.63134
64	64	-363.26774	-360.54157	-361.27571	2.7261695	0.734138	-356.25102	-349.84821	-348.77102
65	65	-420.66098	-419.36144	-420.36165	1.2995358	1.0002097	-417.86465	-410.71512	-410.20549
66	66	-326.82897	-326.11132	-326.79385	0.71765294	0.68253322	-321.85429	-314.77757	-313.4771
67	67	-336.54876	-328.75409	-330.21978	7.7946702	1.4656906	-333.85826	-317.84072	-317.75962
68	68	-262.82266	-263.30575	-263.68569	-0.4830852	0.37994541	-259.73992	-258.58996	-258.57262
69	69	-310.46676	-310.87034	-311.51323	-0.40357487	0.64289512	-307.73642	-306.39609	-306.40609
70	70	-296.18191	-294.95897	-295.408	1.2229485	0.44903123	-293.26165	-284.97396	-279.56956
71	71	-336.55065	-333.525	-334.37192	3.0256495	0.84692324	-333.79984	-324.96125	-324.20863
72	72	-335.1953	-335.47459	-335.78767	-0.27929205	0.31307723	-332.34873	-328.95356	-326.59
