No.	ID	loglik_Null	loglik_Acc	loglik_Full	logBF1	logBF2	loglik_Max_M0	loglik_Max_M1	loglik_Max_M2
0	0	-870.13167	-867.07372	-845.21059	3.057945	-21.863134	-858.6665	-847.62457	-822.34115
1	1	-535.62946	-526.13897	-520.59543	9.4904876	-5.5435376	-522.78239	-508.95348	-501.90287
2	2	-535.78041	-533.18494	-516.50068	2.5954691	-16.684266	-523.68105	-518.00711	-499.91605
3	3	-557.54735	-557.54604	-552.84912	0.0013144381	-4.6969201	-540.77603	-539.71513	-532.19231
4	4	-340.95392	-340.50419	-341.22319	0.4497302	0.71899583	-338.4459	-334.98772	-332.67887
5	5	-486.04582	-484.43845	-478.94473	1.6073669	-5.4937233	-472.96245	-469.22791	-461.40316
6	6	-315.88656	-316.14122	-315.71492	-0.25465586	-0.4262919	-309.80009	-308.68119	-304.75932
7	7	-293.26815	-291.48865	-290.26946	1.7794967	-1.2191897	-290.41939	-286.45398	-278.93701
8	8	-713.7814	-708.04631	-689.434	5.7350899	-18.612312	-699.9645	-689.37512	-667.18515
9	9	-317.31657	-317.67033	-318.28769	-0.35375359	0.61736605	-314.70154	-315.12068	-313.69528
10	10	-487.54031	-485.14854	-474.46335	2.3917672	-10.685193	-468.88642	-465.28307	-453.07826
11	11	-399.88992	-393.97834	-395.90529	5.9115794	1.9269519	-394.839	-387.45822	-387.64616
12	12	-406.30113	-398.31406	-400.72406	7.9870712	2.4099984	-398.78098	-390.53949	-389.59408
13	13	-336.8223	-336.63691	-336.38465	0.18539447	-0.2522527	-334.26019	-332.03889	-327.90614
14	14	-198.68652	-197.06327	-198.34951	1.6232549	1.2862469	-193.84186	-192.18304	-192.18391
15	15	-372.00914	-371.59401	-371.93054	0.41513347	0.33653559	-364.93098	-362.37215	-359.97777
16	16	-364.40592	-363.99677	-362.65637	0.40915323	-1.3404047	-361.94633	-358.84509	-350.78179
17	17	-296.84945	-294.73636	-295.54373	2.1130958	0.80737845	-293.89998	-289.23139	-286.5664
18	18	-250.28964	-249.90974	-250.94896	0.37989814	1.0392185	-247.25929	-245.3539	-242.93499
19	19	-579.52467	-578.87411	-563.22309	0.65055617	-15.651022	-564.74934	-563.61861	-551.48156
20	20	-571.07099	-533.04125	-523.57808	38.02974	-9.46317	-554.53033	-515.66188	-506.1008
21	21	-366.2051	-359.60985	-361.93043	6.5952413	2.3205712	-353.2662	-346.62218	-346.63856
22	22	-531.12587	-528.36035	-508.68303	2.7655243	-19.677321	-517.08574	-512.47366	-492.7222
23	23	-548.9055	-545.74772	-541.04244	3.1577861	-4.7052773	-534.81114	-524.48863	-518.54108
24	24	-789.30812	-758.1428	-731.39684	31.165323	-26.745961	-773.39882	-735.60601	-707.6546
25	25	-308.93563	-307.16187	-306.6923	1.773755	-0.46957728	-306.00959	-300.54365	-295.52127
26	26	-411.17568	-408.09751	-408.54504	3.0781761	0.44753277	-407.54619	-398.03232	-392.59507
27	27	-464.60685	-459.1894	-461.2739	5.417455	2.0844996	-457.70776	-449.08696	-446.85211
28	28	-560.90707	-557.97798	-548.54554	2.9290973	-9.4324385	-548.20064	-537.94822	-529.64526
29	29	-491.21621	-474.88267	-471.82427	16.333541	-3.0584019	-475.34793	-456.80007	-456.21532
30	30	-479.70926	-470.68519	-472.29613	9.0240713	1.6109352	-469.81918	-462.22697	-456.80902
31	31	-472.86163	-471.91496	-470.36497	0.94667284	-1.5499916	-457.24795	-454.26185	-451.81328
32	32	-585.15019	-582.62913	-581.30871	2.5210623	-1.3204263	-573.36781	-571.56519	-563.07607
33	33	-360.50822	-352.41955	-352.62656	8.088671	0.20701287	-354.91627	-339.92737	-331.49067
34	34	-430.15323	-429.20634	-427.86031	0.94689444	-1.346023	-420.22	-420.88942	-411.31284
35	35	-450.09699	-450.41307	-447.33094	-0.31608673	-3.0821323	-445.21697	-445.9766	-438.07789
36	36	-574.66319	-557.98072	-553.5358	16.682464	-4.4449191	-560.1886	-540.72379	-533.23841
37	37	-323.50777	-323.46776	-322.47057	0.040014784	-0.9971931	-320.90218	-319.57642	-311.13682
38	38	-268.43828	-268.59508	-269.57002	-0.15679695	0.97494692	-265.61041	-264.73113	-264.74126
39	39	-364.60516	-356.46816	-359.52011	8.1370017	3.0519505	-360.9334	-345.09471	-342.37887
40	40	-546.35129	-547.34947	-545.14056	-0.99818521	-2.2089149	-536.3097	-534.87251	-523.24762
41	41	-519.02751	-512.21567	-514.48647	6.8118368	2.2707994	-511.70217	-502.60728	-500.11839
42	42	-499.64348	-499.02056	-485.2913	0.62291234	-13.729259	-488.31109	-484.75272	-471.17434
43	43	-892.43477	-875.13283	-867.04477	17.301936	-8.0880591	-880.61159	-854.95345	-844.82534
44	44	-352.67253	-352.42914	-352.33526	0.24339288	-0.093878242	-349.1052	-346.06531	-339.08926
45	45	-849.08224	-815.00147	-781.52493	34.080774	-33.476537	-831.25106	-795.23768	-761.36099
46	46	-312.91763	-306.19666	-306.95101	6.7209692	0.75434778	-310.27804	-298.74481	-295.17216
47	47	-629.70219	-614.86668	-602.7752	14.83551	-12.091482	-613.20741	-595.88746	-585.50686
48	48	-641.96195	-631.15664	-631.06262	10.805312	-0.094015449	-627.88892	-609.91748	-609.91838
49	49	-310.32847	-305.16339	-311.69915	5.165082	6.535757	-307.63559	-295.94587	-290.25637
50	50	-347.59363	-346.42463	-347.25924	1.1690061	0.8346117	-343.2061	-338.31964	-337.76322
51	51	-470.23821	-469.06626	-471.45105	1.171946	2.3847921	-462.99208	-455.62201	-453.08596
52	52	-254.46257	-254.00532	-254.22639	0.45725265	0.2210746	-251.13325	-249.16254	-244.20916
53	53	-492.92605	-481.48968	-484.08461	11.436369	2.5949292	-480.48573	-466.13544	-465.59169
54	54	-495.43582	-486.65852	-488.07241	8.7772988	1.41389	-491.74552	-478.67161	-475.10768
55	55	-252.34437	-250.51301	-252.1238	1.8313651	1.6107968	-249.45502	-243.58413	-242.92212
56	56	-348.38186	-346.60658	-348.19156	1.7752873	1.58498	-345.86152	-340.12783	-340.12929
57	57	-459.34108	-458.66012	-457.17686	0.6809565	-1.4832632	-451.22319	-448.30575	-442.95985
58	58	-376.50898	-373.20389	-366.48594	3.3050968	-6.7179412	-364.58865	-360.27164	-355.55649
59	59	-493.53407	-490.59371	-492.33016	2.9403583	1.7364485	-486.38912	-479.54821	-479.58001
60	60	-675.6635	-665.56583	-648.31817	10.097671	-17.247661	-659.48141	-649.27043	-633.47015
61	61	-421.79032	-421.80029	-392.47952	-0.0099777966	-29.320774	-409.03401	-409.45256	-382.9601
62	62	-615.77198	-614.91367	-605.91678	0.85830964	-8.9968897	-599.13615	-594.55435	-584.32723
63	63	-807.98189	-790.51963	-779.79127	17.462263	-10.728358	-793.05502	-775.34857	-764.35692
64	64	-321.95284	-321.05463	-322.19882	0.89821533	1.1441915	-313.3929	-308.82227	-308.1734
65	65	-605.39542	-600.27245	-595.31746	5.1229735	-4.9549883	-589.3881	-582.57954	-574.94697
66	66	-431.35191	-430.49364	-431.65944	0.85827118	1.1658009	-428.97769	-424.67235	-423.16349
67	67	-571.25627	-557.91311	-555.1336	13.343169	-2.7795054	-562.17973	-548.9657	-539.88876
68	68	-506.49058	-498.01685	-499.95788	8.4737258	1.9410282	-496.23435	-483.54479	-480.91446
69	69	-318.73808	-315.13721	-316.72429	3.6008784	1.5870808	-316.06402	-307.80755	-304.68274
70	70	-305.04064	-305.05442	-304.49578	-0.013777377	-0.55864184	-302.40764	-300.69533	-296.048
71	71	-337.78247	-337.0979	-335.87768	0.68457141	-1.2202173	-335.19181	-330.86674	-322.92898
72	72	-540.1432	-524.97363	-522.86251	15.169568	-2.1111154	-527.84353	-516.71724	-508.73614
73	73	-619.65911	-606.68073	-600.58482	12.978373	-6.0959154	-603.79397	-583.66547	-577.0471
74	74	-607.0252	-604.79557	-598.96088	2.229633	-5.8346874	-594.29279	-588.93788	-579.27634
75	75	-386.08356	-379.60561	-381.2885	6.4779524	1.6828878	-379.29931	-372.78577	-370.03805
76	76	-386.16759	-385.53214	-379.3608	0.63544655	-6.1713372	-377.35981	-373.4068	-365.8767
