No.	n_rate	c_rate	g_rate	l_rate	l2_rate	halLeu_0	halLeu_1	halLeu_2	halLeu_3	nipNip_0	nipNip_1	nipNip_2	nipNip_3	galGal_0	galGal_1	galGal_2	galGal_3	aptHaa_0	aptHaa_1	aptHaa_2	aptHaa_3	aptOwe_0	aptOwe_1	aptOwe_2	aptOwe_3	aptRow_0	aptRow_1	aptRow_2	aptRow_3	casCas_0	casCas_1	casCas_2	casCas_3	droNov_0	droNov_1	droNov_2	droNov_3	rheAme_0	rheAme_1	rheAme_2	rheAme_3	rhePen_0	rhePen_1	rhePen_2	rhePen_3	cryCin_0	cryCin_1	cryCin_2	cryCin_3	tinGut_0	tinGut_1	tinGut_2	tinGut_3	eudEle_0	eudEle_1	eudEle_2	eudEle_3	notPer_0	notPer_1	notPer_2	notPer_3	anoDid_0	anoDid_1	anoDid_2	anoDid_3	strCam_0	strCam_1	strCam_2	strCam_3	taeGut.aptFor_0	taeGut.aptFor_1	taeGut.aptFor_2	taeGut.aptFor_3	taeGut.galGal_0	taeGut.galGal_1	taeGut.galGal_2	taeGut.galGal_3	aptHaa.aptOwe_0	aptHaa.aptOwe_1	aptHaa.aptOwe_2	aptHaa.aptOwe_3	aptHaa.aptRow_0	aptHaa.aptRow_1	aptHaa.aptRow_2	aptHaa.aptRow_3	casCas.droNov_0	casCas.droNov_1	casCas.droNov_2	casCas.droNov_3	aptHaa.casCas_0	aptHaa.casCas_1	aptHaa.casCas_2	aptHaa.casCas_3	rheAme.rhePen_0	rheAme.rhePen_1	rheAme.rhePen_2	rheAme.rhePen_3	aptHaa.rheAme_0	aptHaa.rheAme_1	aptHaa.rheAme_2	aptHaa.rheAme_3	cryCin.tinGut_0	cryCin.tinGut_1	cryCin.tinGut_2	cryCin.tinGut_3	eudEle.notPer_0	eudEle.notPer_1	eudEle.notPer_2	eudEle.notPer_3	cryCin.eudEle_0	cryCin.eudEle_1	cryCin.eudEle_2	cryCin.eudEle_3	cryCin.anoDid_0	cryCin.anoDid_1	cryCin.anoDid_2	cryCin.anoDid_3	aptHaa.cryCin_0	aptHaa.cryCin_1	aptHaa.cryCin_2	aptHaa.cryCin_3	aptHaa.strCam_0	aptHaa.strCam_1	aptHaa.strCam_2	aptHaa.strCam_3	taeGut.aptHaa_0	taeGut.aptHaa_1	taeGut.aptHaa_2	taeGut.aptHaa_3
8	6.44404	0.149536	0.151156	0.871157	0	0	0.944	0.056	0	0	1	0	0	0	0.609333	0.390667	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0.929333	0.0706667	0	0	0	0	1	0	0	0	1	0	0.951333	0.0486667	0	0	0.998	0.002	0	0	0.996667	0.00333333	0	0	0.651333	0.348667	0	0	0.662	0.338	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0.998667	0.00133333	0	0	0.996667	0.00333333	0	0	0.998667	0.00133333	0	0	0.998667	0.00133333	0	0	1	0	0	0	1	0	0	0	1	0	0
18	3.28085	0.29237	0.33992	0.670483	0	0	0.217333	0.782667	0	0	0.999333	0.000666667	0	0	1	0	0	0	0	0.000666667	0.999333	0	0	0	1	0	0	0.002	0.998	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0.002	0.998	0	0	0.00266667	0.997333	0	0	0.00533333	0.994667	0	0	0.00333333	0.996667	0	0	0.038	0.962	0	0	0.0166667	0.983333	0	0	0.999333	0.000666667	0	0	1	0	0	0	0	0.324667	0.675333	0	0	0.993333	0.00666667	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0.00333333	0.996667	0	0	0.00533333	0.994667	0	0	0.00666667	0.993333	0	0	0.0453333	0.954667	0	0	0.0493333	0.950667	0	0	0.0813333	0.918667	0	0	1	0	0
0	9.10269	0.317661	0.60591	0.617094	0	0	0.00133333	0.998667	0	0	0	1	0	0	0.002	0.998	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.00133333	0.998667	0	0	0.00933333	0.990667	0	0	0	0.654667	0.345333	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.00133333	0.998667	0	0	0.00866667	0.991333	0	0	0.262	0.738	0
14	5.19331	0.232395	0.484696	0.622121	0	0	0.545333	0.454667	0	0	0.219333	0.780667	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0.000666667	0.999333	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0.002	0.998	0	0	0	1	0	0	0.034	0.966	0	0	0.032	0.968	0	0	0.550667	0.449333	0	0	0.606667	0.393333	0	0	0	0.441333	0.558667	0	0	0.999333	0.000666667	0	0.000666667	0.999333	0	0	0.0233333	0.976667	0	0	0	1	0	0	0.046	0.954	0	0	0.004	0.996	0	0	0.00266667	0.997333	0	0	0.004	0.996	0	0	0.0373333	0.962667	0	0	0.0706667	0.929333	0	0	0.212667	0.787333	0	0	0.760667	0.239333	0
9	4.42652	0.30961	0.552409	0.64984	0	0	0.018	0.982	0	0	0.0426667	0.957333	0	0	0.421333	0.578667	0	0	0	0	1	0	0	0.00133333	0.998667	0	0	0	1	0	0.000666667	0.999333	0	0	0	1	0	0	0	0	1	0	0	0.000666667	0.999333	0	0	1	0	0	0.00133333	0.998667	0	0	0.000666667	0.999333	0	0	0	1	0	0	0.00333333	0.996667	0	0	0.0586667	0.941333	0	0	0.491333	0.508667	0	0	0.753333	0.246667	0	0	0	0.378667	0.621333	0	0	1	0	0	0.000666667	0.999333	0	0	0.0186667	0.981333	0	0	0	0.408	0.592	0	0.0333333	0.966667	0	0	0.00133333	0.998667	0	0	0.000666667	0.999333	0	0	0.002	0.998	0	0	0.01	0.99	0	0	0.131333	0.868667	0	0	0.456667	0.543333	0	0	0.868	0.132	0
1	11.8475	0.226535	0.4344	0.871308	0	0	0.002	0.998	0	0	0.00133333	0.998667	0	0	0.064	0.936	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0.768	0.232	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.032	0.968	0	0	0.0286667	0.971333	0	0	0.008	0.992	0	0	0.144667	0.855333	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.068	0.932	0	0	1	0	0	0	1	0	0	0	1	0	0
15	6.68799	0.230492	0.601621	0.625222	0	0	0	1	0	0	0.00266667	0.997333	0	0	0.000666667	0.999333	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.00266667	0.997333	0	0	0.00866667	0.991333	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.000666667	0.999333	0	0	0.0106667	0.989333	0	0	0.255333	0.744667	0
19	10.4987	0.293677	0.43033	0.7216	0	0	0.06	0.94	0	0	0.0773333	0.922667	0	0	0.00133333	0.998667	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0.147333	0.852667	0	0	0.0726667	0.927333	0	0	0	0	1	0	0	0	1	0	0.0213333	0.978667	0	0	0.238	0.762	0	0	0.0533333	0.946667	0	0	0.512667	0.487333	0	0	0.519333	0.480667	0	0	0.637333	0.362667	0	0	0.098	0.902	0	0	0.659333	0.340667	0	0	0	0	1	0	0	1	0	0	0.158667	0.841333	0	0	0.34	0.66	0	0	0	1	0	0	0.482667	0.517333	0	0	0.262667	0.737333	0	0	0.514	0.486	0	0	0.524667	0.475333	0	0	0.562	0.438	0	0	0.714	0.286	0	0	0.938667	0.0613333	0	0	0.978667	0.0213333	0
16	8.4519	0.14276	0.123455	0.866958	0	0	0.999333	0.000666667	0	0	0.998667	0.00133333	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0.994	0.006	0	0	0.999333	0.000666667	0	0	0	0	1	0	0	0	1	0	0.996667	0.00333333	0	0	0.996	0.004	0	0	0.577333	0.422667	0	0	0.990667	0.00933333	0	0	0.991333	0.00866667	0	0	0.971333	0.0286667	0	0	1	0	0	0	1	0	0	0	0	0.0246667	0.975333	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0.996667	0.00333333	0	0	0.991333	0.00866667	0	0	0.996667	0.00333333	0	0	0.999333	0.000666667	0	0	1	0	0	0	1	0	0	0	1	0	0
10	5.37484	0.181034	0.311049	0.755919	0	0	0.014	0.986	0	0	0.268	0.732	0	0	0.132667	0.867333	0	0	0.344667	0.197333	0.458	0	0.339333	0.208	0.452667	0	0.562	0.0366667	0.401333	0	0.326	0.674	0	0	0.503333	0.496667	0	0	0	0	1	0	0	0	1	0	0.0433333	0.956667	0	0	0.0766667	0.923333	0	0	0.038	0.962	0	0	0.987333	0.0126667	0	0	0.832	0.168	0	0	0.796667	0.203333	0	0	0.282	0.718	0	0	0.4	0.6	0	0	0.496	0.104667	0.399333	0	0.598667	0.00333333	0.398	0	0.599333	0.400667	0	0	0.602	0.398	0	0	0	1	0	0	0.784667	0.215333	0	0	0.7	0.3	0	0	0.987333	0.0126667	0	0	0.987333	0.0126667	0	0	0.992	0.008	0	0	0.992667	0.00733333	0	0	0.994	0.006	0	0	0.996	0.004	0
