No.	n_rate	c_rate	g_rate	l_rate	l2_rate	halLeu_0	halLeu_1	halLeu_2	halLeu_3	nipNip_0	nipNip_1	nipNip_2	nipNip_3	galGal_0	galGal_1	galGal_2	galGal_3	aptHaa_0	aptHaa_1	aptHaa_2	aptHaa_3	aptOwe_0	aptOwe_1	aptOwe_2	aptOwe_3	aptRow_0	aptRow_1	aptRow_2	aptRow_3	casCas_0	casCas_1	casCas_2	casCas_3	droNov_0	droNov_1	droNov_2	droNov_3	rheAme_0	rheAme_1	rheAme_2	rheAme_3	rhePen_0	rhePen_1	rhePen_2	rhePen_3	cryCin_0	cryCin_1	cryCin_2	cryCin_3	tinGut_0	tinGut_1	tinGut_2	tinGut_3	eudEle_0	eudEle_1	eudEle_2	eudEle_3	notPer_0	notPer_1	notPer_2	notPer_3	anoDid_0	anoDid_1	anoDid_2	anoDid_3	strCam_0	strCam_1	strCam_2	strCam_3	taeGut.aptFor_0	taeGut.aptFor_1	taeGut.aptFor_2	taeGut.aptFor_3	taeGut.galGal_0	taeGut.galGal_1	taeGut.galGal_2	taeGut.galGal_3	aptHaa.aptOwe_0	aptHaa.aptOwe_1	aptHaa.aptOwe_2	aptHaa.aptOwe_3	aptHaa.aptRow_0	aptHaa.aptRow_1	aptHaa.aptRow_2	aptHaa.aptRow_3	casCas.droNov_0	casCas.droNov_1	casCas.droNov_2	casCas.droNov_3	aptHaa.casCas_0	aptHaa.casCas_1	aptHaa.casCas_2	aptHaa.casCas_3	rheAme.rhePen_0	rheAme.rhePen_1	rheAme.rhePen_2	rheAme.rhePen_3	aptHaa.rheAme_0	aptHaa.rheAme_1	aptHaa.rheAme_2	aptHaa.rheAme_3	cryCin.tinGut_0	cryCin.tinGut_1	cryCin.tinGut_2	cryCin.tinGut_3	eudEle.notPer_0	eudEle.notPer_1	eudEle.notPer_2	eudEle.notPer_3	cryCin.eudEle_0	cryCin.eudEle_1	cryCin.eudEle_2	cryCin.eudEle_3	cryCin.anoDid_0	cryCin.anoDid_1	cryCin.anoDid_2	cryCin.anoDid_3	aptHaa.cryCin_0	aptHaa.cryCin_1	aptHaa.cryCin_2	aptHaa.cryCin_3	aptHaa.strCam_0	aptHaa.strCam_1	aptHaa.strCam_2	aptHaa.strCam_3	taeGut.aptHaa_0	taeGut.aptHaa_1	taeGut.aptHaa_2	taeGut.aptHaa_3
8	6.91486	0.165665	0.19447	0.61207	0	0	0.906667	0.0933333	0	0	1	0	0	0	0.496	0.504	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.944667	0.0553333	0	0	0	1	0	0	0	1	0	0.881333	0.118667	0	0	0.931333	0	0.0686667	0	0.99	0.01	0	0	0.557333	0.442667	0	0	0.605333	0.394667	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0.342667	0.657333	0	0	0	1	0	0	0.605333	0.394667	0	0	0.931333	0.0686667	0	0	0.992667	0.00733333	0	0	0.993333	0.00666667	0	0	0.994667	0.00533333	0	0	0.998	0.002	0	0	1	0	0	0	1	0	0
18	3.16646	0.272455	0.305566	0.215796	0	0	0.268667	0.731333	0	0	1	0	0	0	1	0	0	0	0	0.00733333	0.992667	0	0	0	1	0	0	0.00866667	0.991333	0	0	0.807333	0.192667	0	0	0.872667	0.127333	0	0.000666667	0	0.999333	0	0.000666667	0	0.999333	0	0.0473333	0.952667	0	0	0.0773333	0.918	0.00466667	0	0.102667	0.868667	0.0286667	0	0.084	0.916	0	0	0.228	0.766667	0.00533333	0	0.0973333	0.902667	0	0	1	0	0	0	1	0	0	0	0	0.264667	0.735333	0	0	0.992667	0.00733333	0	0	0.998667	0.00133333	0	0	0.999333	0.000666667	0	0.000666667	0	0.999333	0	0.000666667	0.998667	0.000666667	0	0.084	0.916	0	0	0.106	0.894	0	0	0.109333	0.890667	0	0	0.266	0.734	0	0	0.274	0.726	0	0	0.309333	0.690667	0	0	1	0	0
0	9.23915	0.314211	0.626039	0.205011	0	0	0	1	0	0	0	1	0	0	0.00133333	0.998667	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.992	0.008	0	0	0.992667	0.00733333	0	0	0	1	0	0	0	1	0	0	1	0	0	0.000666667	0.999333	0	0	0	1	0	0	0	1	0	0	0.000666667	0.999333	0	0	0.00133333	0.998667	0	0	0.000666667	0.999333	0	0	0.00666667	0.993333	0	0	0	0.61	0.39	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.00133333	0.998667	0	0	0.00133333	0.998667	0	0	0	1	0	0	0.00133333	0.998667	0	0	0.002	0.998	0	0	0.00466667	0.995333	0	0	0.0153333	0.984667	0	0	0.308	0.692	0
14	5.19574	0.182182	0.42432	0.285506	0	0	0.723333	0.276667	0	0	0.242667	0.757333	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0.000666667	0	0.999333	0	0.0466667	0.946	0.00733333	0	0.0453333	0.952	0.00266667	0	0	0	1	0	0	0	1	0	0.0226667	0.977333	0	0	0.0313333	0.968667	0	0	0.3	0.7	0	0	0.190667	0.809333	0	0	0.425333	0.574	0.000666667	0	0.144	0.856	0	0	0.725333	0.274667	0	0	0.762	0.238	0	0	0	0.378	0.622	0	0.000666667	0.998667	0.000666667	0	0.106	0.894	0	0	0.184	0.816	0	0	0	1	0	0	0.295333	0.704667	0	0	0.338	0.662	0	0	0.334667	0.665333	0	0	0.356	0.644	0	0	0.45	0.55	0	0	0.484667	0.515333	0	0	0.622	0.378	0	0	0.883333	0.116667	0
9	3.39189	0.199358	0.488802	0.253649	0	0	0.0206667	0.979333	0	0	0.0786667	0.921333	0	0	0.788667	0.211333	0	0	0	0	1	0	0	0.000666667	0.999333	0	0	0	1	0	0	0.989333	0.0106667	0	0.002	0.991333	0.00666667	0	0.00133333	0	0.998667	0	0.00133333	0	0.998667	0	0.000666667	0.999333	0	0	0.026	0.086	0.888	0	0.0433333	0.898	0.0586667	0	0.0346667	0.963333	0.002	0	0.0266667	0.973333	0	0	0.164667	0.835333	0	0	0.673333	0.326667	0	0	0.947333	0.0526667	0	0	0	0.306	0.694	0	0	0.996667	0.00333333	0	0.00333333	0.996667	0	0	0.006	0.994	0	0	0.00133333	0.0406667	0.958	0	0.0106667	0.989333	0	0	0.026	0.974	0	0	0.044	0.954667	0.00133333	0	0.0446667	0.955333	0	0	0.0753333	0.924667	0	0	0.333333	0.666667	0	0	0.751333	0.248667	0	0	0.99	0.01	0
1	12.304	0.244373	0.637221	0.240419	0	0	0	1	0	0	0.00133333	0.998667	0	0	0.0326667	0.967333	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.00133333	0.998667	0	0	0.006	0.994	0	0	0.004	0.996	0	0	0.128	0.872	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0.00533333	0.994667	0	0	0	1	0	0	0.0173333	0.982667	0	0	0	1	0	0	0	1	0	0	0.000666667	0.999333	0	0	0.00333333	0.996667	0	0	0.0373333	0.962667	0	0	0.183333	0.816667	0	0	0.531333	0.468667	0
15	6.54353	0.2289	0.610616	0.207495	0	0	0.00266667	0.997333	0	0	0.002	0.998	0	0	0.000666667	0.999333	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0.002	0.704	0.294	0	0.002	0.993333	0.00466667	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.000666667	0.999333	0	0	0.00333333	0.996667	0	0	0.014	0.986	0	0	0	0	1	0	0	1	0	0	0.002	0.998	0	0	0.002	0.998	0	0	0	1	0	0	0.002	0.998	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.00133333	0.998667	0	0	0.00666667	0.993333	0	0	0.0313333	0.968667	0	0	0.315333	0.684667	0
19	10.6001	0.21769	0.303335	0.829988	0	0	0.165333	0.834667	0	0	0.201333	0.798667	0	0	0.000666667	0.999333	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0.8	0.183333	0.0166667	0	0.41	0.59	0	0	0	0	1	0	0	0	1	0	0.0866667	0.913333	0	0	0.854667	0.145333	0	0	0.148	0.852	0	0	0.994667	0.00533333	0	0	0.944	0.056	0	0	0.851333	0.148667	0	0	0.221333	0.778667	0	0	0.774	0.226	0	0	0	0	1	0	0	1	0	0	0.852	0.148	0	0	0.901333	0.0986667	0	0	0	1	0	0	0.939333	0.0606667	0	0	0.930667	0.0693333	0	0	0.996	0.004	0	0	0.996667	0.00333333	0	0	0.998	0.002	0	0	0.999333	0.000666667	0	0	1	0	0	0	1	0	0
16	7.91189	0.143022	0.134527	0.863786	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0.744	0.00666667	0.249333	0	0.746	0.000666667	0.253333	0	0	0	1	0	0	0	1	0	1	0	0	0	0.996667	0.00333333	0	0	0.533333	0.466667	0	0	0.999333	0.000666667	0	0	0.994667	0.00533333	0	0	0.952667	0.0473333	0	0	1	0	0	0	1	0	0	0	0	0.0226667	0.977333	0	0	1	0	0	0.746667	0.253333	0	0	0.919333	0.0806667	0	0	0	1	0	0	0.951333	0.0486667	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0
10	3.15736	0.163178	0.603804	0.314942	0	0	0	1	0	0	0.00266667	0.997333	0	0	0.00266667	0.997333	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.980667	0.0193333	0	0	0.81	0.19	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0.000666667	0.999333	0	0.0113333	0	0.988667	0	0.00266667	0.997333	0	0	0.00666667	0.993333	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0.998	0.002	0	0.000666667	0.999333	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.002	0.998	0	0	0.0113333	0.988667	0	0	0.330667	0.669333	0
