No.	ID	loglik_Null_W	loglik_Acc_W	loglik_Full_W	logBF1	logBF2	loglik_Max_M0	loglik_Max_M1	loglik_Max_M2
0	0	-746.8349	-655.12776	-663.77189	91.707146	8.6441297	-733.64547	-646.20582	-646.20436
1	1	-931.57905	-799.87154	-774.47189	131.70752	-25.399649	-917.74322	-785.5847	-756.61803
2	2	-762.73889	-694.19057	-676.66109	68.548323	-17.529477	-748.31346	-678.58923	-656.54266
3	3	-487.73995	-456.49083	-462.97863	31.249123	6.4877951	-472.74554	-445.71563	-445.71434
4	4	-741.38756	-661.75482	-662.78912	79.632739	1.034305	-714.339	-639.76624	-631.78418
5	5	-715.90782	-644.49061	-647.90415	71.41721	3.4135428	-696.02955	-626.93039	-626.51895
6	6	-711.77552	-658.78251	-659.43151	52.993015	0.64899995	-698.45072	-645.55714	-644.03147
7	7	-482.27018	-469.07858	-452.40982	13.191599	-16.668763	-467.23843	-455.45125	-433.53106
8	8	-769.29184	-723.4853	-708.46696	45.80654	-15.018342	-758.09934	-708.47741	-689.92685
9	9	-631.18497	-595.42926	-600.44374	35.755712	5.0144853	-615.99061	-584.56121	-581.02968
10	10	-642.16875	-611.29974	-607.29585	30.869011	-4.0038886	-626.91755	-595.74513	-591.26877
11	11	-665.18099	-603.6087	-609.04124	61.572299	5.4325419	-653.78919	-592.41313	-587.43647
12	12	-403.35775	-385.25363	-387.87742	18.104126	2.6237884	-389.97549	-374.85436	-372.22766
13	13	-1049.7921	-925.31504	-932.2444	124.47709	6.9293573	-1036.6226	-914.90452	-914.94681
14	14	-523.93358	-485.80282	-494.04955	38.13076	8.2467234	-509.0347	-474.08404	-474.11333
15	15	-573.40052	-511.97266	-518.79483	61.427869	6.822171	-560.12135	-503.94731	-503.94654
16	16	-851.17113	-780.83876	-781.81389	70.33237	0.97513412	-844.8814	-768.93633	-767.8685
17	17	-699.99909	-681.37267	-669.57557	18.626419	-11.797106	-688.09184	-671.2029	-650.48948
18	18	-606.48475	-584.52292	-591.30876	21.96183	6.7858397	-592.89878	-572.99727	-573.01098
19	19	-827.78478	-721.761	-726.13728	106.02378	4.3762753	-813.47544	-707.90915	-707.92246
20	20	-718.27407	-658.53139	-662.62529	59.742681	4.0938991	-702.94839	-645.22232	-645.21933
21	21	-990.96267	-911.49175	-901.95147	79.470918	-9.5402792	-983.44816	-899.1455	-886.91702
22	22	-609.83181	-544.59297	-551.28424	65.238839	6.6912696	-595.95572	-531.53423	-531.53874
23	23	-535.92061	-495.16888	-500.43468	40.751723	5.2657977	-522.96815	-482.98597	-483.08238
24	24	-1245.0939	-1116.5683	-1121.0544	128.52563	4.4861257	-1236.6684	-1104.4106	-1103.5643
25	25	-709.20203	-676.14231	-666.11891	33.059728	-10.0234	-695.58612	-658.82759	-645.61829
26	26	-848.49397	-767.78341	-762.74265	80.710559	-5.0407583	-836.39243	-750.71701	-746.10517
27	27	-702.19382	-664.18257	-656.81768	38.011254	-7.3648951	-688.96907	-647.40834	-635.15192
28	28	-772.17193	-727.1507	-727.89575	45.021233	0.74505129	-762.92691	-716.73136	-711.4609
29	29	-796.44987	-752.76572	-748.78346	43.684151	-3.9822626	-787.43143	-736.8606	-726.33787
30	30	-840.93685	-815.14162	-794.21971	25.795234	-20.921902	-828.18373	-797.99169	-774.6079
31	31	-1004.6062	-926.3013	-929.5567	78.30493	3.2554015	-992.06831	-911.07578	-911.05118
32	32	-816.87866	-759.83565	-748.43491	57.043008	-11.400741	-803.60289	-742.62872	-727.60287
33	33	-799.93068	-756.74735	-756.72157	43.18333	-0.025779071	-788.91603	-742.45798	-742.45852
34	34	-800.11994	-760.23062	-755.82228	39.88932	-4.4083353	-792.57087	-746.53735	-740.11836
35	35	-820.40883	-725.56784	-734.02512	94.840986	8.4572745	-805.38121	-716.55411	-716.41408
36	36	-770.21762	-747.83044	-746.32188	22.38718	-1.5085557	-758.58111	-732.09412	-728.77224
37	37	-624.54392	-612.28394	-606.73844	12.259972	-5.5455051	-609.5767	-596.38902	-586.63016
38	38	-530.24297	-485.62532	-492.24003	44.61765	6.614716	-517.11996	-477.00594	-477.00649
39	39	-790.63753	-713.39198	-719.95245	77.245552	6.560472	-776.56732	-701.3761	-701.3769
40	40	-734.90418	-688.42606	-689.4616	46.478112	1.0355377	-724.55306	-674.01918	-674.02969
