No.	ID	loglik_Null_W	loglik_Acc_W	loglik_Full_W	logBF1	logBF2
0	0	-399.65875	-401.29763	-402.0422	-1.6388829	0.74456615
1	1	-374.94905	-375.25449	-377.75342	-0.30544253	2.4989296
2	2	-406.23916	-405.21602	-403.64357	1.023136	-1.57245
3	3	-371.43466	-374.19093	-375.4342	-2.7562772	1.2432703
4	4	-317.3339	-318.01928	-317.35628	-0.68538272	-0.66300641
5	5	-436.9289	-436.57888	-435.43096	0.35002128	-1.1479152
6	6	-731.63058	-740.70724	-730.35179	-9.0766544	-10.355447
7	7	-466.60683	-466.04651	-467.31524	0.56032229	1.2687318
8	8	-705.50674	-683.99858	-691.42279	21.508157	7.4242131
9	9	-401.29462	-401.37914	-401.61288	-0.084526481	0.23374103
10	10	-545.3162	-546.40094	-547.26753	-1.0847397	0.86658637
11	11	-340.03692	-340.41126	-336.44406	-0.37433683	-3.9671935
12	12	-281.1007	-283.19015	-285.54922	-2.0894534	2.3590692
13	13	-451.315	-449.29948	-452.7215	2.0155198	3.4220199
14	14	-333.62558	-334.54963	-336.15449	-0.9240473	1.6048619
15	15	-327.59093	-330.27083	-330.2109	-2.6798983	-0.059936233
16	16	-522.70808	-524.62729	-522.46769	-1.9192108	-2.1595974
17	17	-321.1129	-323.71961	-324.56084	-2.6067114	0.84122665
18	18	-446.36737	-445.11624	-446.61498	1.2511271	1.498737
19	19	-340.5457	-338.47193	-343.72034	2.0737702	5.2484109
20	20	-378.18709	-376.18026	-380.38615	2.0068232	4.2058882
21	21	-372.85813	-374.5836	-375.39643	-1.725469	0.81283196
22	22	-505.67715	-493.25521	-499.49674	12.421942	6.2415239
23	23	-392.51705	-392.62679	-389.54331	-0.10973978	-3.0834861
24	24	-509.04377	-509.80561	-508.94213	-0.7618414	-0.86348948
25	25	-433.40358	-434.332	-434.64899	-0.92842311	0.31698879
26	26	-352.36593	-353.75633	-354.40108	-1.3904031	0.64474914
27	27	-419.00657	-417.95657	-423.42424	1.0499984	5.467672
28	28	-395.86455	-396.13793	-398.74527	-0.27338667	2.6073387
29	29	-410.30525	-411.9996	-414.4221	-1.6943467	2.4225058
30	30	-355.70881	-355.05859	-360.96539	0.6502254	5.9068075
31	31	-242.56882	-243.10323	-244.08634	-0.53440879	0.98311155
32	32	-403.0626	-404.99953	-405.95537	-1.9369281	0.95584122
33	33	-373.59427	-371.72528	-377.42594	1.8689851	5.7006617
34	34	-464.024	-461.55018	-462.23058	2.4738206	0.68040281
35	35	-455.19905	-454.24436	-457.26948	0.95468931	3.0251156
36	36	-355.84171	-360.77493	-358.38401	-4.9332149	-2.3909213
37	37	-288.54701	-290.79537	-293.38601	-2.248356	2.5906366
38	38	-458.71399	-460.15022	-448.39786	-1.4362273	-11.752365
39	39	-264.27025	-265.95107	-268.36871	-1.680824	2.4176375
40	40	-221.37824	-222.86512	-225.64497	-1.4868774	2.7798569
41	41	-311.40634	-312.71599	-314.07417	-1.3096548	1.3581817
42	42	-509.99872	-509.49554	-507.30902	0.50318335	-2.1865214
43	43	-670.16256	-667.5688	-667.29897	2.5937622	-0.26982694
44	44	-291.7287	-293.53811	-295.76368	-1.8094145	2.2255713
45	45	-481.80113	-484.01314	-481.65574	-2.2120094	-2.3573959
46	46	-328.56704	-330.28876	-331.84863	-1.7217155	1.5598691
47	47	-542.0145	-529.20342	-532.00299	12.811077	2.7995659
48	48	-589.74788	-598.64787	-587.94675	-8.8999895	-10.701126
49	49	-535.62619	-535.91922	-535.63614	-0.29303166	-0.28308059
50	50	-399.84083	-398.7229	-400.17225	1.1179354	1.4493486
51	51	-479.79801	-477.72112	-479.77932	2.0768906	2.0582036
52	52	-367.98588	-366.84375	-370.22939	1.1421334	3.3856388
53	53	-555.52091	-556.76138	-559.32204	-1.2404696	2.560664
54	54	-412.33872	-410.4724	-411.65001	1.8663177	1.1776072
55	55	-501.20694	-495.09007	-495.76837	6.1168758	0.67830739
56	56	-452.44756	-446.54019	-449.62354	5.9073782	3.0833583
57	57	-424.85105	-422.1006	-420.90552	2.7504551	-1.1950819
58	58	-396.03387	-394.60809	-397.27699	1.42578	2.668905
59	59	-342.44905	-341.15948	-347.70057	1.2895682	6.5410868
60	60	-441.27284	-443.47301	-442.86108	-2.2001703	-0.61193433
61	61	-364.42387	-361.20513	-361.76109	3.2187392	0.5559563
62	62	-316.49357	-317.24012	-319.05913	-0.74655071	1.8190176
63	63	-367.82956	-367.46833	-368.99641	0.36123139	1.5280759
