No.	n_rate	c_rate	g_rate	l_rate	l2_rate	halLeu_0	halLeu_1	halLeu_2	halLeu_3	nipNip_0	nipNip_1	nipNip_2	nipNip_3	galGal_0	galGal_1	galGal_2	galGal_3	aptHaa_0	aptHaa_1	aptHaa_2	aptHaa_3	aptOwe_0	aptOwe_1	aptOwe_2	aptOwe_3	aptRow_0	aptRow_1	aptRow_2	aptRow_3	casCas_0	casCas_1	casCas_2	casCas_3	droNov_0	droNov_1	droNov_2	droNov_3	rheAme_0	rheAme_1	rheAme_2	rheAme_3	rhePen_0	rhePen_1	rhePen_2	rhePen_3	cryCin_0	cryCin_1	cryCin_2	cryCin_3	tinGut_0	tinGut_1	tinGut_2	tinGut_3	eudEle_0	eudEle_1	eudEle_2	eudEle_3	notPer_0	notPer_1	notPer_2	notPer_3	anoDid_0	anoDid_1	anoDid_2	anoDid_3	strCam_0	strCam_1	strCam_2	strCam_3	taeGut.aptFor_0	taeGut.aptFor_1	taeGut.aptFor_2	taeGut.aptFor_3	taeGut.galGal_0	taeGut.galGal_1	taeGut.galGal_2	taeGut.galGal_3	aptHaa.aptOwe_0	aptHaa.aptOwe_1	aptHaa.aptOwe_2	aptHaa.aptOwe_3	aptHaa.aptRow_0	aptHaa.aptRow_1	aptHaa.aptRow_2	aptHaa.aptRow_3	casCas.droNov_0	casCas.droNov_1	casCas.droNov_2	casCas.droNov_3	aptHaa.casCas_0	aptHaa.casCas_1	aptHaa.casCas_2	aptHaa.casCas_3	rheAme.rhePen_0	rheAme.rhePen_1	rheAme.rhePen_2	rheAme.rhePen_3	aptHaa.rheAme_0	aptHaa.rheAme_1	aptHaa.rheAme_2	aptHaa.rheAme_3	cryCin.tinGut_0	cryCin.tinGut_1	cryCin.tinGut_2	cryCin.tinGut_3	eudEle.notPer_0	eudEle.notPer_1	eudEle.notPer_2	eudEle.notPer_3	cryCin.eudEle_0	cryCin.eudEle_1	cryCin.eudEle_2	cryCin.eudEle_3	cryCin.anoDid_0	cryCin.anoDid_1	cryCin.anoDid_2	cryCin.anoDid_3	aptHaa.cryCin_0	aptHaa.cryCin_1	aptHaa.cryCin_2	aptHaa.cryCin_3	aptHaa.strCam_0	aptHaa.strCam_1	aptHaa.strCam_2	aptHaa.strCam_3	taeGut.aptHaa_0	taeGut.aptHaa_1	taeGut.aptHaa_2	taeGut.aptHaa_3
18	7.47399	0.559008	0.587519	0.689208	0	0	0.0446667	0.955333	0	0	0.052	0.948	0	0	0.000666667	0.999333	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0.0133333	0.986667	0	0	0.0126667	0.987333	0	0	0.00466667	0.995333	0	0	0.0106667	0.989333	0	0	0.0113333	0.988667	0	0	0.00933333	0.990667	0	0	0.058	0.942	0	0	0.0766667	0.923333	0	0	0	0.000666667	0.999333	0	0	0.00933333	0.990667	0	0	1	0	0	0	1	0	0	0	0.97	0.03	0	0.0106667	0.989333	0	0	0.0133333	0.986667	0	0	0.0113333	0.988667	0	0	0.0133333	0.986667	0	0	0.016	0.984	0	0	0.022	0.978	0	0	0.0526667	0.947333	0	0	0.338	0.662	0
8	9.06554	0.280231	0.256693	0.823885	0	0	0.0933333	0.906667	0	0	0.082	0.918	0	0	0.0793333	0.920667	0	0	0	0.00933333	0.990667	0	0	0	1	0	0.238667	0.0326667	0.728667	0	1	0	0	0	0.958667	0.0413333	0	0	0	0	1	0	0	0	1	0	0.644667	0.355333	0	0	0.357333	0.642667	0	0	0.818	0.182	0	0	0.669333	0.330667	0	0	0.549333	0.450667	0	0	1	0	0	0	0.0966667	0.903333	0	0	0.124	0.876	0	0	0	0.676667	0.323333	0	0.257333	0.742667	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0.948	0.052	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0
14	10.4521	0.240551	0.288099	0.810549	0	0	0.0473333	0.952667	0	0	0.0686667	0.931333	0	0	0.984667	0.0153333	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0.976667	0.0233333	0	0	0.926667	0.0733333	0	0	0	0	1	0	0	0	1	0	0.237333	0.762667	0	0	0.0226667	0.977333	0	0	0.00666667	0.993333	0	0	0.136667	0.863333	0	0	0.586	0.414	0	0	0.964	0.036	0	0	0.214	0.786	0	0	0.984667	0.0153333	0	0	0	0.648667	0.351333	0	0	1	0	0	0.99	0.01	0	0	0.991333	0.00866667	0	0	0	1	0	0	0.992	0.008	0	0	0.238	0.762	0	0	0.210667	0.789333	0	0	0.244667	0.755333	0	0	0.872	0.128	0	0	0.993333	0.00666667	0	0	0.993333	0.00666667	0	0	0.994667	0.00533333	0
0	4.57108	0.404027	0.478196	0.687164	0	0	0.184667	0.815333	0	0	0.360667	0.639333	0	0	0.00666667	0.993333	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0.00733333	0.992667	0	0	0.0146667	0.985333	0	0	0.0146667	0	0.985333	0	0.0106667	0.004	0.985333	0	0.004	0.996	0	0	0.002	0.998	0	0	0.004	0.996	0	0	0.00333333	0.996667	0	0	0.004	0.996	0	0	0.006	0.994	0	0	0.360667	0.639333	0	0	0.368667	0.631333	0	0	0	0	1	0	0	1	0	0	0.0146667	0.985333	0	0	0.0146667	0.985333	0	0	0.0146667	0	0.985333	0	0.0146667	0.985333	0	0	0.004	0.996	0	0	0.004	0.996	0	0	0.004	0.996	0	0	0.00466667	0.995333	0	0	0.0186667	0.981333	0	0	0.032	0.968	0	0	0.499333	0.500667	0
19	8.20753	0.210355	0.567599	0.617903	0	0	0	1	0	0	0	1	0	0	0.00333333	0.996667	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0.00333333	0.996667	0	0	0.00333333	0.996667	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.000666667	0.999333	0	0	0.0406667	0.959333	0	0	0.0606667	0.939333	0	0	0	0.62	0.38	0	0	1	0	0	0.00333333	0.996667	0	0	0.00466667	0.995333	0	0	0	1	0	0	0.006	0.994	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.000666667	0.999333	0	0	0.008	0.992	0	0	0.0246667	0.975333	0	0	0.284667	0.715333	0
1	5.76738	0.323767	0.337504	0.658151	0	0	0.731333	0.268667	0	0	0.6	0.4	0	0	0.404667	0.595333	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0.0673333	0.932667	0	0	0.06	0.94	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.00466667	0.995333	0	0	0.0866667	0.913333	0	0	0.732667	0.267333	0	0	0.742	0.258	0	0	0	0.002	0.998	0	0	1	0	0	0.076	0.924	0	0	0.084	0.916	0	0	0	1	0	0	0.092	0.908	0	0	0	1	0	0	0	1	0	0	0.000666667	0.999333	0	0	0.00933333	0.990667	0	0	0.102667	0.897333	0	0	0.198	0.802	0	0	0.810667	0.189333	0
9	5.89918	0.314613	0.29995	0.756051	0	0	0.606	0.394	0	0	0.606667	0.393333	0	0	0.19	0.81	0	0	0	0.0166667	0.983333	0	0	0	1	0	0.036	0.000666667	0.963333	0	0.638667	0.361333	0	0	0.648	0.352	0	0	0	0.00466667	0.995333	0	0	0	1	0	0.532667	0.467333	0	0	0.16	0.84	0	0	0.0213333	0.978667	0	0	0.526	0.474	0	0	0.148	0.852	0	0	0.386667	0.613333	0	0	0.614667	0.385333	0	0	0.623333	0.376667	0	0	0	0.442667	0.557333	0	0.036	0.960667	0.00333333	0	0.648	0.352	0	0	0.648667	0.351333	0	0	0	1	0	0	0.648667	0.351333	0	0	0.532667	0.467333	0	0	0.526	0.474	0	0	0.532667	0.467333	0	0	0.54	0.46	0	0	0.649333	0.350667	0	0	0.656667	0.343333	0	0	0.752	0.248	0
15	4.28273	0.202285	0.623172	0.67378	0	0	0.000666667	0.999333	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0.00266667	0.997333	0	0	0.002	0.998	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.00266667	0.997333	0	0	0.00266667	0.997333	0	0	0.088	0.912	0	0	0	0	1	0	0	0.999333	0.000666667	0	0.00266667	0.997333	0	0	0.004	0.996	0	0	0	0.244	0.756	0	0.004	0.996	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.0126667	0.987333	0	0	0.101333	0.898667	0	0	0.396	0.604	0
20	7.2684	0.492728	0.489202	0.633232	0	0	0.210667	0.789333	0	0	0.444	0.556	0	0	0.0546667	0.945333	0	0	0	0	1	0	0	0	1	0	0.002	0.00133333	0.996667	0	0.0293333	0.970667	0	0	0.0253333	0.974667	0	0	0	0	1	0	0	0	1	0	0.052	0.948	0	0	0.0486667	0.951333	0	0	0.0373333	0.962667	0	0	0.0153333	0.984667	0	0	0.0453333	0.954667	0	0	0.0353333	0.964667	0	0	0.445333	0.554667	0	0	0.456	0.544	0	0	0	0.454667	0.545333	0	0.002	0.93	0.068	0	0.0313333	0.968667	0	0	0.0453333	0.954667	0	0	0	1	0	0	0.0553333	0.944667	0	0	0.0526667	0.947333	0	0	0.0393333	0.960667	0	0	0.0526667	0.947333	0	0	0.0586667	0.941333	0	0	0.0733333	0.926667	0	0	0.124667	0.875333	0	0	0.606	0.394	0
2	9.59166	0.331176	0.278995	0.848571	0	0	0.0673333	0.932667	0	0	0.0313333	0.968667	0	0	0.0153333	0.984667	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0.973333	0.0266667	0	0	0.878	0.122	0	0	0	0	1	0	0	0	1	0	0.0486667	0.951333	0	0	0.104	0.896	0	0	0.495333	0.504667	0	0	0.502	0.498	0	0	0.969333	0.0306667	0	0	0.933333	0.0666667	0	0	0.072	0.928	0	0	0.129333	0.870667	0	0	0	0.056	0.944	0	0	1	0	0	0.975333	0.0246667	0	0	0.979333	0.0206667	0	0	0	1	0	0	0.986	0.014	0	0	0.138667	0.861333	0	0	0.513333	0.486667	0	0	0.514	0.486	0	0	0.970667	0.0293333	0	0	0.99	0.01	0	0	0.990667	0.00933333	0	0	0.992	0.008	0
