No.	ID	loglik_Null_W	loglik_Acc_W	loglik_Full_W	logBF1	logBF2	loglik_Max_M0	loglik_Max_M1	loglik_Max_M2
0	0	-658.63487	-609.04333	-616.13848	49.591538	7.0951514	-646.85587	-600.4029	-600.40314
1	1	-592.60323	-561.82402	-568.47722	30.779215	6.6532004	-580.18218	-556.14087	-555.86248
2	2	-537.02003	-503.48536	-511.58031	33.534671	8.0949524	-525.26019	-496.07154	-496.07121
3	3	-519.60077	-492.33055	-498.89426	27.270217	6.5637033	-507.97789	-487.63563	-485.85443
4	4	-596.31999	-550.52634	-558.59508	45.793651	8.0687374	-583.98039	-544.64785	-544.64895
5	5	-627.30325	-580.35541	-584.87195	46.94784	4.5165312	-615.80285	-572.09973	-569.95111
6	6	-469.18214	-457.77354	-464.44734	11.408598	6.6738059	-455.32577	-448.32058	-447.63426
7	7	-630.09626	-591.2747	-596.57193	38.821561	5.2972277	-617.25736	-585.32785	-582.46462
8	8	-481.99187	-432.31892	-440.5475	49.672946	8.2285803	-468.25887	-425.94151	-425.94157
9	9	-430.41994	-399.64493	-405.37728	30.775013	5.732356	-415.99085	-388.9134	-387.5199
10	10	-754.4192	-668.13009	-675.12639	86.289114	6.9963018	-739.96754	-659.03737	-659.07337
11	11	-385.82356	-373.72659	-380.27933	12.09697	6.5527321	-373.14934	-368.83661	-368.05179
12	12	-322.93063	-306.95774	-313.99476	15.97289	7.0370267	-310.79897	-301.01089	-301.00723
13	13	-570.01674	-520.79315	-528.79857	49.223594	8.0054177	-557.34563	-512.18243	-512.17659
14	14	-480.83404	-459.11325	-466.54968	21.720794	7.4364312	-467.10017	-449.8737	-449.88896
15	15	-577.48989	-533.3774	-536.02163	44.112486	2.6442275	-564.34314	-519.63363	-519.62963
16	16	-661.45646	-613.18618	-620.47001	48.270275	7.2838247	-649.33688	-606.58694	-606.58688
17	17	-491.77398	-446.02061	-453.79734	45.753377	7.7767319	-478.25889	-438.81588	-438.81604
18	18	-477.59231	-455.83331	-462.61714	21.758994	6.7838284	-463.70031	-446.74083	-446.62288
19	19	-522.5601	-468.14937	-476.38945	54.410722	8.2400754	-510.64811	-461.32915	-460.68475
20	20	-440.19301	-410.7031	-417.00109	29.489911	6.2979878	-427.97571	-400.53337	-400.31875
21	21	-349.34452	-339.7731	-344.21126	9.5714139	4.4381569	-339.13665	-333.70048	-331.72175
22	22	-382.14832	-363.04664	-369.99587	19.101679	6.9492275	-370.13945	-357.34464	-357.34281
23	23	-568.22067	-533.18699	-537.98462	35.033679	4.7976269	-556.25148	-524.86267	-522.33898
24	24	-347.12095	-328.86734	-336.05061	18.253605	7.1832721	-334.53027	-320.97999	-320.98276
25	25	-525.64414	-455.39304	-462.36569	70.251097	6.9726503	-511.94116	-448.23962	-448.23981
26	26	-461.08475	-434.91842	-440.54757	26.166337	5.6291529	-448.58894	-428.86675	-426.5216
27	27	-661.28335	-606.95625	-613.50729	54.327106	6.5510447	-647.70234	-596.17825	-595.95349
28	28	-601.75112	-563.66696	-571.05746	38.084158	7.3904928	-587.5662	-557.45573	-557.45571
29	29	-468.5955	-443.56634	-448.70701	25.029156	5.140671	-454.43971	-435.05779	-434.70299
30	30	-625.14933	-593.3137	-598.49791	31.835626	5.1842041	-612.85357	-585.67798	-581.63646
31	31	-405.23894	-379.18091	-386.47535	26.058028	7.2944407	-392.54266	-371.87269	-371.87826
