No.	ID	loglik_Null_W	loglik_Acc_W	loglik_Full_W	logBF1	logBF2
0	0	-347.29922	-349.31759	-351.4155	-2.0183699	2.097911
1	1	-297.61472	-299.62439	-299.92907	-2.0096674	0.30468694
2	2	-336.94956	-340.08978	-341.35537	-3.1402156	1.2655858
3	3	-259.1874	-261.81908	-264.11322	-2.6316788	2.2941363
4	4	-272.03659	-274.56255	-274.57588	-2.5259625	0.01332784
5	5	-368.10707	-370.70411	-370.8545	-2.5970462	0.15039157
6	6	-228.44478	-229.06528	-231.67549	-0.62049608	2.6102088
7	7	-273.55886	-276.07395	-277.18634	-2.5150926	1.1123956
8	8	-277.98047	-280.72118	-281.41097	-2.740713	0.68978677
9	9	-317.03608	-317.66675	-319.50973	-0.63067272	1.842974
10	10	-340.56918	-342.61478	-343.07819	-2.0455987	0.4634144
11	11	-311.74546	-312.41986	-315.23594	-0.67439745	2.816076
12	12	-391.73245	-392.26618	-393.7818	-0.53373022	1.5156157
13	13	-346.88781	-349.02702	-349.28754	-2.1392143	0.26051982
14	14	-393.1357	-396.32945	-396.96046	-3.1937578	0.63101164
15	15	-253.65584	-255.77245	-258.27823	-2.116603	2.5057841
16	16	-377.66843	-380.15814	-381.26941	-2.4897149	1.1112685
17	17	-282.24489	-283.89981	-285.7151	-1.6549174	1.8152898
18	18	-411.47104	-412.44488	-414.4716	-0.97384566	2.0267187
19	19	-321.45386	-323.7779	-325.66006	-2.3240335	1.8821615
20	20	-291.34883	-294.49659	-295.74288	-3.1477615	1.2462933
21	21	-458.0289	-460.12367	-459.70641	-2.0947686	-0.41726076
22	22	-295.95012	-298.50807	-301.20704	-2.5579539	2.6989662
23	23	-341.1048	-343.064	-344.12266	-1.9592054	1.0586594
24	24	-218.26407	-221.60991	-222.55626	-3.345839	0.94635652
25	25	-509.71681	-508.71106	-509.72588	1.0057511	1.0148196
26	26	-329.30261	-332.00755	-332.07013	-2.7049387	0.062579419
27	27	-203.43393	-207.03039	-208.6047	-3.5964647	1.5743101
28	28	-292.05938	-294.10814	-295.23077	-2.0487553	1.122629
29	29	-299.57044	-301.45575	-302.72614	-1.8853047	1.2703923
30	30	-341.31049	-343.34023	-341.20319	-2.0297373	-2.1370404
31	31	-453.26462	-450.87956	-454.27464	2.3850588	3.395083
32	32	-342.22145	-344.32118	-344.61921	-2.0997382	0.29802886
33	33	-311.98163	-314.20589	-316.31269	-2.2242582	2.1067986
34	34	-351.54927	-353.62303	-355.19099	-2.0737615	1.5679606
35	35	-284.37978	-286.20066	-288.94252	-1.8208816	2.7418586
36	36	-311.99354	-314.9496	-314.56325	-2.9560582	-0.38635382
37	37	-307.41268	-309.85236	-310.66701	-2.4396759	0.81464877
38	38	-393.62654	-395.84474	-395.65776	-2.2181977	-0.1869786
39	39	-484.80729	-488.24955	-486.51344	-3.442266	-1.7361103
40	40	-374.76636	-377.74647	-379.19785	-2.9801015	1.4513804
41	41	-370.50303	-373.9197	-375.20366	-3.416669	1.283964
42	42	-331.93194	-333.4746	-335.02362	-1.5426599	1.5490233
43	43	-200.12932	-203.11266	-205.43982	-2.9833416	2.3271542
44	44	-340.12462	-341.31245	-342.6049	-1.1878271	1.2924484
45	45	-322.37472	-324.9589	-326.52323	-2.5841797	1.5643271
46	46	-336.74331	-338.58882	-338.56851	-1.8455049	-0.020312359
47	47	-331.10307	-329.26712	-332.08894	1.8359529	2.8218258
48	48	-238.64122	-241.18494	-243.81642	-2.5437285	2.6314788
49	49	-301.43492	-302.48985	-306.43613	-1.0549267	3.9462837
50	50	-334.19162	-335.7949	-335.95592	-1.6032731	0.16102854
51	51	-312.13655	-315.72384	-316.64115	-3.5872928	0.91731002
52	52	-302.69812	-303.78904	-307.12994	-1.0909154	3.3409074
53	53	-227.93596	-230.12535	-232.77584	-2.1893921	2.65049
54	54	-401.21008	-402.05388	-403.65344	-0.84379547	1.5995655
55	55	-318.3239	-320.48987	-321.56807	-2.1659653	1.0781972
56	56	-506.99707	-507.04452	-506.50596	-0.047447731	-0.53855766
57	57	-244.98174	-248.39689	-250.88449	-3.4151517	2.4876066
58	58	-368.12045	-367.26117	-368.54922	0.85927537	1.2880442
59	59	-285.23101	-286.78498	-289.40172	-1.553973	2.6167334
60	60	-312.80078	-314.84359	-315.95817	-2.0428099	1.1145886
61	61	-311.96275	-315.06139	-316.95667	-3.0986414	1.8952734
62	62	-344.95072	-346.69558	-347.96144	-1.7448599	1.2658618
63	63	-252.45192	-255.18332	-256.18461	-2.7313958	1.0012952
64	64	-375.39686	-377.00771	-376.92812	-1.6108478	-0.079586027
65	65	-353.35709	-354.81023	-355.29052	-1.4531392	0.48029195
66	66	-336.84164	-338.10719	-339.31836	-1.2655526	1.2111667
67	67	-315.11539	-316.56736	-319.72912	-1.4519738	3.1617586
68	68	-325.16112	-327.15777	-328.67456	-1.9966517	1.5167931
69	69	-264.90298	-267.29797	-268.37504	-2.3949858	1.0770716
70	70	-344.46986	-346.95395	-348.55061	-2.4840898	1.5966605
71	71	-330.39751	-332.60749	-333.40177	-2.2099804	0.79427857
72	72	-405.53373	-408.78691	-408.86107	-3.2531866	0.07416209
73	73	-324.72474	-325.31561	-326.15717	-0.59086432	0.84156766
74	74	-261.97257	-264.34624	-266.42545	-2.3736733	2.0792129
75	75	-386.02288	-386.22366	-386.99001	-0.20077997	0.76634872
76	76	-283.57297	-286.20646	-287.71959	-2.633494	1.5131269
77	77	-332.93871	-334.08377	-335.33108	-1.1450593	1.2473072
78	78	-245.60772	-248.22878	-249.10897	-2.6210629	0.88018858
79	79	-312.23719	-314.00193	-313.15777	-1.7647418	-0.84416432
80	80	-364.41812	-367.78633	-369.41794	-3.3682116	1.631609
81	81	-444.2136	-442.61379	-443.65734	1.5998161	1.043554
82	82	-309.02647	-310.312	-311.61642	-1.285528	1.3044248
83	83	-451.37086	-450.9035	-450.83346	0.46735745	-0.070048716
84	84	-334.26885	-335.84575	-336.57687	-1.5769015	0.73112229
85	85	-284.66627	-286.94281	-288.77309	-2.2765413	1.8302851
86	86	-414.71635	-417.13231	-417.43887	-2.4159567	0.30655731
87	87	-232.10483	-234.92089	-237.30845	-2.8160616	2.387556
88	88	-268.08347	-270.21679	-273.08304	-2.1333249	2.8662504
89	89	-320.02779	-319.76142	-322.27541	0.26637214	2.5139915
90	90	-450.22365	-450.02797	-450.82551	0.19567959	0.79754045
91	91	-325.0701	-327.26678	-329.31877	-2.1966829	2.0519912
92	92	-311.6766	-313.60676	-315.17615	-1.9301568	1.5693862
93	93	-271.84732	-274.82436	-275.79605	-2.9770375	0.97169747
94	94	-240.80002	-242.74045	-245.33564	-1.9404286	2.5951896
95	95	-289.66217	-290.40659	-294.03866	-0.74442356	3.6320687
96	96	-207.86644	-212.29034	-213.20103	-4.4238946	0.91069008
97	97	-345.60484	-348.13314	-349.98408	-2.5283004	1.8509402
98	98	-241.91003	-245.12915	-248.13937	-3.2191228	3.0102234
99	99	-417.46096	-417.55696	-417.85573	-0.096000167	0.29877367
