No.	ID	loglik_Null_W	loglik_Acc_W	loglik_Full_W	logBF1	logBF2
0	0	-379.35966	-369.47138	-371.14866	9.8882761	1.6772706
1	1	-441.41811	-440.75934	-428.36059	0.6587742	-12.398752
2	2	-531.79653	-531.92947	-512.11713	-0.1329463	-19.812343
3	3	-407.27905	-403.32092	-398.32708	3.9581291	-4.9938432
4	4	-644.97908	-643.3103	-624.56813	1.6687767	-18.742178
5	5	-446.52994	-444.32359	-433.74092	2.2063512	-10.582672
6	6	-419.85376	-419.31737	-412.81549	0.53638451	-6.5018802
7	7	-384.96217	-382.6797	-376.24723	2.2824769	-6.4324654
8	8	-499.01532	-492.23309	-482.73505	6.782225	-9.498041
9	9	-339.91424	-341.56648	-333.23216	-1.652234	-8.3343233
10	10	-489.25541	-488.82061	-479.67125	0.43479996	-9.1493627
11	11	-407.7811	-407.91221	-399.7095	-0.13110948	-8.202703
12	12	-412.51486	-403.30243	-407.10604	9.2124236	3.803608
13	13	-367.21193	-364.91068	-363.5627	2.3012548	-1.3479763
14	14	-405.69732	-402.24641	-397.66053	3.4509126	-4.5858793
15	15	-406.41251	-401.84579	-388.04524	4.5667221	-13.800548
16	16	-469.21018	-464.63087	-461.48271	4.5793102	-3.1481538
17	17	-486.43319	-478.9748	-478.68923	7.4583897	-0.28556642
18	18	-426.70532	-424.19703	-418.72113	2.5082922	-5.4758957
19	19	-595.31535	-587.57298	-577.60503	7.7423692	-9.9679477
20	20	-595.7896	-594.07143	-590.70062	1.7181764	-3.3708082
21	21	-454.98824	-451.95334	-436.45711	3.0348917	-15.496236
22	22	-534.98686	-534.72253	-514.32678	0.2643358	-20.395744
23	23	-540.37332	-535.47781	-535.9737	4.8955051	0.49588693
24	24	-494.50798	-488.53178	-480.9631	5.9761964	-7.5686822
25	25	-495.88937	-494.59897	-463.92027	1.2904033	-30.678703
26	26	-530.96526	-531.43544	-515.04382	-0.47017626	-16.39162
27	27	-536.73811	-536.84478	-517.86349	-0.10666963	-18.981293
28	28	-485.51362	-480.89248	-474.3349	4.621144	-6.5575792
29	29	-519.73574	-519.01687	-510.50435	0.71887892	-8.5125165
30	30	-450.48345	-449.53624	-444.41339	0.9472059	-5.1228567
31	31	-508.3655	-507.17206	-494.05607	1.1934417	-13.115986
32	32	-437.07364	-435.97505	-427.79838	1.0985929	-8.1766668
33	33	-500.74426	-498.78317	-482.6805	1.9610882	-16.10267
34	34	-432.8924	-430.54474	-426.26426	2.347662	-4.2804835
35	35	-471.79414	-464.35393	-468.88021	7.4402128	4.5262785
36	36	-537.71127	-536.24687	-525.01783	1.464404	-11.229039
37	37	-477.97128	-476.84058	-467.2113	1.1307037	-9.6292785
38	38	-505.65345	-501.27826	-494.4889	4.3751944	-6.7893568
39	39	-459.08816	-457.95673	-455.86725	1.1314314	-2.0894852
40	40	-435.50742	-432.42381	-421.45771	3.0836166	-10.966098
41	41	-582.74779	-576.71815	-581.70337	6.0296451	4.9852168
42	42	-470.237	-468.40314	-467.54453	1.8338576	-0.85861241
43	43	-486.19062	-484.76576	-477.70731	1.4248679	-7.0584498
44	44	-439.44349	-438.92591	-429.12882	0.51758562	-9.7970886
45	45	-676.46085	-670.08153	-642.17709	6.3793209	-27.904442
46	46	-436.3494	-434.88537	-426.49082	1.46403	-8.3945522
47	47	-466.52865	-464.7317	-455.71779	1.7969483	-9.0139138
48	48	-439.95835	-437.58961	-433.08803	2.3687332	-4.5015872
49	49	-468.11572	-467.88406	-456.23668	0.23166407	-11.647377
50	50	-410.16463	-406.617	-397.45697	3.5476326	-9.1600278
51	51	-611.94219	-598.49884	-582.28593	13.443349	-16.212905
52	52	-417.00101	-415.26153	-411.20409	1.7394808	-4.057437
53	53	-490.81457	-489.51024	-477.83955	1.3043372	-11.670691
54	54	-484.97906	-481.46338	-485.34438	3.5156725	3.8809976
55	55	-323.20545	-320.53496	-318.28767	2.6704873	-2.2472893
56	56	-472.14355	-467.50222	-469.99693	4.6413355	2.4947127
57	57	-467.71237	-467.6736	-455.72561	0.038768041	-11.947989
58	58	-407.68196	-402.09291	-399.09235	5.5890542	-3.0005564
59	59	-416.96643	-405.35099	-408.05723	11.615443	2.7062385
60	60	-586.04126	-578.66325	-553.05409	7.3780091	-25.609155
61	61	-471.1194	-469.41814	-461.73973	1.701261	-7.6784121
62	62	-516.98621	-512.17968	-509.15682	4.8065296	-3.0228564
63	63	-478.44336	-474.26247	-476.34472	4.1808909	2.0822547
64	64	-498.4015	-496.58938	-483.46361	1.8121263	-13.125765
65	65	-423.56785	-412.91737	-416.16067	10.650479	3.2432949
66	66	-437.38601	-435.89415	-424.27752	1.4918565	-11.616634
67	67	-476.93744	-473.59787	-468.69083	3.3395658	-4.9070439
68	68	-535.70411	-528.2373	-528.73508	7.4668048	0.49777285
69	69	-530.98206	-523.34487	-519.72215	7.6371888	-3.6227291
70	70	-622.38901	-619.07195	-604.56909	3.3170606	-14.50286
71	71	-548.48193	-541.76207	-540.03072	6.71986	-1.7313475
72	72	-500.72931	-500.76527	-479.68701	-0.035956728	-21.078257
73	73	-556.99927	-553.12918	-550.08884	3.8700912	-3.0403346
74	74	-365.06404	-364.58606	-357.95041	0.47798247	-6.63565
75	75	-422.44124	-406.7172	-411.90788	15.724041	5.1906813
76	76	-392.72112	-390.38025	-388.96948	2.3408688	-1.4107723
77	77	-444.00487	-441.46116	-433.51835	2.5437159	-7.9428033
78	78	-524.91423	-523.13954	-508.32405	1.7746893	-14.81549
79	79	-454.89257	-450.39741	-437.96046	4.4951515	-12.436954
80	80	-449.69589	-440.12929	-434.20926	9.5666065	-5.9200264
81	81	-486.45792	-486.30253	-473.25638	0.15539088	-13.046153
82	82	-608.74338	-605.5391	-597.43398	3.2042799	-8.1051257
83	83	-506.34079	-505.42374	-502.35537	0.91704954	-3.0683713
84	84	-482.32121	-482.04757	-469.1957	0.2736427	-12.851874
85	85	-338.52719	-337.13788	-340.53623	1.3893051	3.3983465
86	86	-505.70373	-506.04458	-493.27282	-0.340849	-12.771767
87	87	-374.88326	-374.57024	-373.37558	0.3130272	-1.1946595
88	88	-398.37698	-392.07142	-390.06275	6.3055637	-2.0086675
89	89	-466.14393	-456.85444	-456.66353	9.2894902	-0.19091005
90	90	-528.24023	-524.62647	-512.66865	3.6137644	-11.957813
91	91	-585.17937	-580.89247	-543.83679	4.2869062	-37.055678
92	92	-452.54142	-449.86466	-441.35226	2.676758	-8.5124048
93	93	-490.19379	-488.85348	-478.73532	1.3403092	-10.118154
94	94	-559.76236	-554.94233	-556.25992	4.8200356	1.3175915
95	95	-421.53009	-421.48119	-411.46031	0.04890231	-10.020882
96	96	-565.35512	-563.50579	-539.53822	1.8493282	-23.967577
97	97	-396.19499	-393.42833	-391.2601	2.7666563	-2.1682291
98	98	-393.50476	-391.3012	-385.24028	2.2035641	-6.0609173
99	99	-488.72375	-487.80315	-468.04901	0.92059855	-19.754145
