No.	ID	loglik_Null_W	loglik_Acc_W	loglik_Full_W	logBF1	logBF2	loglik_Max_M0	loglik_Max_M1	loglik_Max_M2
0	0	-337.14151	-338.3743	-340.21533	-1.2327859	1.8410365	-332.85056	-333.26839	-331.51978
1	1	-301.57139	-303.36704	-304.92021	-1.7956466	1.5531738	-298.44265	-298.86056	-297.05186
2	2	-331.58483	-333.51479	-334.88611	-1.9299632	1.3713245	-327.36666	-327.62896	-325.19118
3	3	-249.226	-250.7259	-252.56255	-1.4999034	1.8366543	-245.33848	-245.76645	-245.75828
4	4	-285.26381	-287.37788	-288.68995	-2.114074	1.3120646	-281.8832	-282.20226	-282.0908
5	5	-361.33381	-362.90495	-363.45495	-1.57114	0.54999751	-357.72875	-358.14618	-352.86826
6	6	-222.49669	-223.88728	-224.85796	-1.3905851	0.97068159	-219.82055	-220.23809	-216.7957
7	7	-284.87187	-286.67037	-288.02743	-1.7984992	1.3570565	-281.71911	-282.13739	-282.13702
8	8	-269.62916	-271.46625	-273.3431	-1.8370963	1.8768452	-266.85209	-267.26951	-267.26947
9	9	-318.66279	-314.88296	-310.84481	3.7798344	-4.0381497	-314.65473	-308.19195	-296.1988
10	10	-345.91711	-347.51135	-349.03106	-1.5942423	1.5197086	-342.0056	-342.43588	-339.06401
11	11	-302.74646	-299.01313	-302.19248	3.733324	3.1793474	-295.21126	-291.95997	-291.95833
12	12	-372.86392	-374.49511	-375.19148	-1.631192	0.69637353	-369.3436	-369.76251	-366.34239
13	13	-357.82216	-358.74116	-360.4844	-0.91900361	1.7432377	-354.20972	-354.62737	-352.98034
14	14	-374.93393	-376.59074	-377.16297	-1.6568112	0.57222526	-368.84558	-369.27192	-362.74629
15	15	-246.94143	-248.61571	-249.76257	-1.6742728	1.1468616	-243.12263	-243.5407	-240.47185
16	16	-366.01078	-363.66053	-367.2821	2.3502444	3.6215708	-362.38646	-356.96319	-356.96691
17	17	-274.43809	-275.87212	-276.78421	-1.4340321	0.91208409	-270.68223	-270.97871	-268.29475
18	18	-392.97968	-390.60642	-391.8852	2.3732601	1.2787811	-385.9805	-383.43779	-376.71503
19	19	-302.56559	-304.25562	-305.82702	-1.6900359	1.5713939	-299.61524	-300.035	-297.59382
20	20	-285.80562	-286.955	-288.89161	-1.1493704	1.9366117	-282.56432	-281.55312	-281.55234
21	21	-441.99674	-439.7012	-438.50193	2.2955348	-1.1992771	-432.77438	-427.29183	-424.10409
22	22	-289.88669	-290.90304	-292.95649	-1.0163461	2.053458	-286.80261	-285.75759	-285.00986
23	23	-341.55061	-342.79665	-343.86449	-1.2460396	1.0678404	-337.68317	-338.10284	-335.05237
24	24	-229.42035	-230.14399	-232.47341	-0.72364026	2.3294275	-226.84471	-225.12368	-225.12185
