No.	ID	loglik_Null_W	loglik_Acc_W	loglik_Full_W	logBF1	logBF2	loglik_Max_M0	loglik_Max_M1	loglik_Max_M2
18	18	-392.97968	-392.71055	-392.03335	0.26912958	-0.67719986	-385.9805	-382.52837	-376.71633
19	19	-302.56559	-303.67958	-305.69742	-1.1139971	2.0178354	-299.61524	-297.55556	-297.56279
20	20	-285.80562	-287.71771	-288.78444	-1.9120889	1.0667265	-282.56432	-282.98205	-281.55491
21	21	-441.99674	-443.22174	-439.24589	-1.2250069	-3.9758514	-432.77438	-433.50681	-424.51211
22	22	-289.88669	-291.47419	-292.97455	-1.5875013	1.5003604	-286.80261	-286.46676	-285.20901
23	23	-341.55061	-341.3269	-343.54379	0.22371042	2.216886	-337.68317	-335.04726	-335.04762
24	24	-229.42035	-231.56982	-232.68998	-2.1494732	1.1201583	-226.84471	-227.26409	-225.12151
25	25	-488.40187	-487.71087	-487.92035	0.69100491	0.20947876	-481.44944	-479.39509	-475.64034
26	26	-338.64023	-340.27896	-341.49484	-1.6387228	1.2158847	-334.492	-333.55863	-333.58128
27	27	-199.03918	-201.21045	-202.27108	-2.171269	1.0606344	-196.58168	-196.99951	-197.00068
28	28	-298.10404	-299.17814	-300.38929	-1.0740934	1.2111534	-294.78011	-293.16463	-292.67457
29	29	-294.40891	-295.86552	-296.28457	-1.456602	0.41904886	-288.46205	-286.72009	-282.84996
30	30	-349.46661	-350.94061	-348.34667	-1.4740001	-2.5939409	-344.031	-344.88115	-337.4972
31	31	-441.8375	-440.70785	-440.83135	1.1296474	0.12349942	-425.6545	-423.85684	-422.68141
32	32	-327.86511	-329.67416	-330.8986	-1.809056	1.2244375	-324.53767	-324.23933	-322.14921
33	33	-298.13783	-298.91372	-300.92341	-0.7758929	2.0096894	-294.67566	-293.71127	-293.71675
34	34	-350.8097	-350.34496	-351.80597	0.46474484	1.4610145	-345.96106	-342.15383	-339.38121
35	35	-281.14902	-280.36991	-283.06174	0.77910428	2.6918271	-278.08863	-273.76413	-273.83393
36	36	-310.68853	-312.43456	-313.44176	-1.7460252	1.0072029	-307.62431	-306.59201	-304.52565
37	37	-299.80317	-301.27542	-301.79241	-1.4722462	0.51699315	-296.51274	-295.71723	-290.57122
38	38	-397.11859	-396.60046	-397.81378	0.51812571	1.2133139	-393.31	-389.4304	-384.87361
39	39	-498.73076	-499.26349	-494.10267	-0.53272817	-5.1608189	-487.83579	-485.52192	-476.93338
40	40	-378.95681	-380.11138	-380.12966	-1.1545642	0.018281125	-375.14612	-373.7655	-368.5894
41	41	-347.85612	-348.61087	-349.35466	-0.75474731	0.74379257	-340.19279	-340.91087	-336.3412
42	42	-325.44825	-327.2983	-325.8088	-1.8500451	-1.4894929	-321.77936	-322.1973	-316.71173
43	43	-192.86047	-194.9314	-196.17736	-2.0709272	1.2459542	-190.39424	-190.81256	-190.81176
44	44	-346.93084	-347.51196	-349.19754	-0.58112127	1.6855768	-338.3344	-338.07196	-338.03846
45	45	-311.14587	-312.95066	-313.83838	-1.8047887	0.88772507	-307.82738	-308.22825	-307.01443
46	46	-326.35356	-327.29322	-326.45384	-0.93965659	-0.83937209	-323.0974	-321.01344	-314.10233
47	47	-348.3132	-343.33077	-346.8283	4.9824272	3.4975283	-339.8906	-336.007	-335.83249
48	48	-247.08975	-247.35989	-249.65849	-0.27013956	2.2985996	-244.60142	-241.9752	-241.97503
49	49	-305.52058	-301.14386	-305.96927	4.3767243	4.8254141	-297.86261	-293.00044	-292.95909
50	50	-327.17571	-327.06828	-329.0764	0.1074282	2.0081247	-321.2498	-319.07218	-318.29994
51	51	-315.55312	-317.51554	-318.72768	-1.962421	1.2121436	-310.275	-310.66406	-309.57371
52	52	-293.25997	-290.57853	-293.84358	2.6814373	3.2650428	-290.12813	-283.90373	-283.90423
53	53	-235.81647	-237.46446	-239.10704	-1.6479905	1.6425713	-232.25743	-232.41759	-232.33846
54	54	-396.44708	-397.35336	-396.45111	-0.90628377	-0.90225641	-388.98697	-389.81007	-380.35217
55	55	-317.96516	-319.17771	-321.22301	-1.2125487	2.0452992	-314.42562	-312.82527	-312.82322
56	56	-519.31993	-513.92145	-512.57072	5.3984788	-1.3507283	-508.90484	-503.39804	-499.34848
57	57	-235.10079	-236.98957	-238.95273	-1.8887745	1.9631603	-232.18505	-232.60411	-232.60275
58	58	-358.42496	-355.38831	-357.01999	3.0366495	1.6316809	-351.05041	-349.53121	-345.02174
59	59	-276.62116	-278.51099	-278.48776	-1.8898361	-0.023233601	-273.32604	-273.74408	-267.91128
60	60	-312.77677	-314.42794	-315.58692	-1.6511783	1.1589784	-309.32646	-309.74399	-308.07968
61	61	-305.21877	-307.23587	-307.99163	-2.0171018	0.75575929	-301.80851	-302.22651	-299.53984
62	62	-343.47337	-342.31004	-344.51015	1.1633371	2.2001159	-339.95794	-334.9119	-333.2781
63	63	-245.52079	-245.62032	-247.63137	-0.099533774	2.0110512	-242.60612	-239.65728	-239.65725
64	64	-403.25815	-402.6785	-404.93742	0.57965707	2.2589273	-396.79902	-396.23303	-393.39449
65	65	-346.55427	-346.22407	-348.29048	0.33019512	2.0664052	-341.27505	-338.04223	-337.81336
66	66	-331.97511	-332.64466	-334.49672	-0.66955364	1.8520581	-328.70043	-326.8504	-325.51593
67	67	-303.77231	-302.76045	-305.6662	1.0118536	2.905744	-300.23259	-296.58599	-296.51696
68	68	-319.75118	-320.5539	-322.07582	-0.80271841	1.5219231	-314.18258	-312.26155	-312.50213
69	69	-255.07661	-256.82632	-257.17887	-1.7497047	0.35255384	-252.12648	-252.54441	-249.07432
70	70	-341.96114	-342.83569	-344.35262	-0.87455351	1.5169231	-335.2487	-333.47182	-332.17741
71	71	-322.11557	-323.62283	-325.0785	-1.5072657	1.4556705	-318.6968	-316.37504	-316.65824
72	72	-408.11202	-408.73227	-407.02499	-0.62025667	-1.7072829	-403.6076	-401.03679	-394.83562
73	73	-320.79629	-318.88854	-321.32824	1.9077493	2.4397016	-317.50711	-313.00271	-313.00048
74	74	-257.52301	-259.77416	-260.97644	-2.2511513	1.2022852	-254.58764	-255.00565	-255.00548
75	75	-374.46574	-372.0472	-374.54967	2.4185386	2.5024681	-370.59105	-364.497	-364.43835
76	76	-279.35095	-280.63742	-282.36193	-1.2864632	1.72451	-276.11118	-274.8937	-273.5178
77	77	-327.6817	-328.73328	-329.97326	-1.0515749	1.2399804	-322.95832	-321.5825	-317.76635
78	78	-243.28578	-245.3012	-246.66808	-2.0154179	1.36688	-239.48716	-239.90908	-239.91206
79	79	-301.98107	-302.55692	-303.94704	-0.5758439	1.3901265	-298.71297	-296.94647	-294.65443
80	80	-349.41246	-351.75425	-352.65825	-2.3417899	0.90399632	-345.30788	-345.73206	-344.62262
81	81	-437.22228	-438.51497	-435.50172	-1.2926898	-3.0132501	-425.20996	-423.79584	-423.13742
82	82	-332.53531	-332.64293	-335.54389	-0.10761796	2.9009642	-329.72487	-325.87272	-325.86558
83	83	-443.49372	-441.99623	-437.95843	1.4974855	-4.0377983	-435.96986	-433.94048	-423.58524
84	84	-331.16927	-332.60604	-333.60191	-1.4367688	0.99586486	-326.4787	-325.41356	-323.98485
85	85	-282.57414	-283.07294	-285.00235	-0.49880865	1.9294028	-279.32761	-276.65334	-275.75314
86	86	-424.66765	-426.75677	-425.06208	-2.0891261	-1.6946909	-416.79724	-417.07143	-411.0517
87	87	-224.06108	-225.21472	-227.13962	-1.1536345	1.9249029	-221.38951	-219.60929	-219.61242
88	88	-261.57417	-263.16852	-264.71831	-1.5943572	1.5497917	-256.94561	-256.12165	-256.50433
89	89	-311.0666	-312.9602	-314.30863	-1.8935948	1.3484371	-307.92937	-308.34762	-307.00952
90	90	-444.01573	-445.03294	-446.02898	-1.0172157	0.99603731	-438.93458	-439.47532	-437.97662
91	91	-317.20752	-319.41357	-320.59391	-2.2060489	1.1803383	-313.76804	-314.1858	-314.18582
92	92	-308.41989	-309.68002	-311.51777	-1.2601306	1.8377415	-305.17035	-303.7172	-302.20979
93	93	-265.64549	-267.61678	-268.9857	-1.9712884	1.3689177	-262.64043	-263.05795	-263.05781
94	94	-233.03749	-233.49762	-235.40428	-0.46012736	1.9066602	-230.35217	-227.23947	-227.27146
95	95	-283.2315	-280.50712	-283.36678	2.724387	2.8596594	-280.06416	-273.06979	-270.70528
96	96	-221.76771	-223.20912	-225.06471	-1.4414123	1.855588	-218.73597	-218.70763	-218.31447
97	97	-340.74835	-342.87536	-343.34206	-2.1270156	0.46669716	-337.39482	-337.81247	-333.07335
98	98	-238.94605	-241.09636	-242.22925	-2.1503173	1.1328822	-236.13699	-236.55464	-236.0732
99	99	-416.26374	-414.42896	-409.09772	1.8347843	-5.3312376	-403.12891	-399.77514	-393.9018
