No.	ID	loglik_Null_W	loglik_Acc_W	loglik_Full_W	logBF1	logBF2
6	0	-613.21221	-600.59988	-607.08266	12.612327	6.4827753
6	1	-394.35897	-386.77065	-391.33474	7.5883222	4.564088
6	2	-682.42357	-645.03392	-653.63097	37.389656	8.5970492
6	3	-524.30805	-514.24452	-519.75047	10.063525	5.5059473
6	4	-430.63367	-422.04191	-428.17351	8.5917581	6.1315991
6	5	-581.32112	-554.18786	-561.07558	27.13326	6.8877236
6	6	-552.93557	-531.82877	-537.33424	21.106806	5.505479
6	7	-384.06455	-374.09916	-380.38336	9.9653874	6.2842059
6	8	-417.94618	-408.2355	-414.22596	9.7106818	5.990462
6	9	-525.68148	-519.26907	-525.13164	6.4124109	5.8625697
6	10	-639.22198	-617.98195	-624.09263	21.240022	6.1106801
6	11	-668.63771	-654.04959	-660.24771	14.588115	6.198124
6	12	-428.48887	-419.00393	-424.49779	9.4849419	5.4938637
6	13	-429.05148	-410.68605	-419.33905	18.365437	8.6530089
6	14	-570.43005	-551.42519	-557.93135	19.004855	6.5061619
6	15	-474.25849	-463.44428	-465.68798	10.814207	2.2436955
6	16	-503.90785	-489.16727	-493.08638	14.740572	3.9191093
6	17	-584.99778	-575.40662	-581.66232	9.5911515	6.2556994
6	18	-642.04582	-595.56961	-600.66749	46.476213	5.0978785
6	19	-676.34694	-656.12106	-661.81391	20.22588	5.6928526
6	20	-338.17352	-334.29791	-337.49748	3.8756057	3.1995696
6	21	-612.60038	-601.80985	-604.17711	10.790526	2.3672643
6	22	-641.36563	-620.41361	-625.84838	20.952021	5.4347692
6	23	-638.71417	-621.30758	-628.04062	17.406586	6.7330363
6	24	-435.89452	-436.40295	-438.14761	-0.5084302	1.7446615
6	25	-481.31247	-472.46976	-478.51521	8.8427075	6.0454463
6	26	-533.92568	-520.71526	-525.71518	13.210415	4.9999188
6	27	-529.95005	-519.69119	-523.01404	10.258862	3.3228491
6	28	-447.82284	-443.90856	-446.90949	3.9142724	3.0009232
6	29	-573.95942	-547.78534	-555.41197	26.174071	7.6266264
6	30	-486.61219	-478.72823	-485.44631	7.8839628	6.7180812
6	31	-470.43708	-457.58871	-463.4727	12.84837	5.8839866
6	32	-733.66203	-704.61498	-712.50484	29.047045	7.8898567
6	33	-483.05479	-471.29729	-479.27973	11.757495	7.9824383
6	34	-402.64381	-392.80472	-399.68353	9.8390946	6.8788084
6	35	-684.26702	-649.70819	-655.14508	34.558834	5.4368967
6	36	-703.88898	-687.19494	-690.14475	16.694035	2.9498094
6	37	-716.64121	-698.20601	-703.9549	18.4352	5.7488872
6	38	-379.1615	-372.3545	-376.75405	6.8069943	4.3995506
6	39	-640.38994	-618.8502	-624.65681	21.539741	5.8066132
6	40	-525.54921	-520.01473	-523.13096	5.5344819	3.1162377
6	41	-542.6666	-526.44445	-533.13071	16.222151	6.6862583
