No.	ID	loglik_Null_W	loglik_Acc_W	loglik_Full_W	logBF1	logBF2	loglik_Max_M0	loglik_Max_M1	loglik_Max_M2
0	0	-474.50759	-459.83958	-467.9522	14.668005	8.1126204	-463.91158	-454.97708	-452.89903
1	1	-480.11893	-472.44642	-477.62359	7.6725096	5.1771664	-467.93759	-466.98134	-463.92845
2	2	-483.71859	-456.50533	-463.49497	27.213264	6.9896438	-471.98506	-451.79343	-449.1664
3	3	-475.15309	-461.48268	-469.50076	13.670412	8.0180802	-463.21412	-456.29724	-456.3021
4	4	-473.23114	-455.59909	-464.49133	17.632052	8.892239	-462.21973	-449.56391	-449.64069
5	5	-433.5726	-425.83912	-430.53848	7.7334849	4.699363	-421.32457	-415.57618	-413.09606
6	6	-553.27746	-534.29244	-541.8642	18.985025	7.571759	-540.36985	-527.94793	-527.93957
7	7	-423.97595	-411.20587	-416.69619	12.770074	5.490314	-413.20208	-404.17459	-404.16933
8	8	-422.42558	-408.96412	-416.31246	13.461465	7.3483426	-411.73543	-404.16298	-402.17912
9	9	-494.79797	-468.10005	-475.67733	26.697923	7.5772885	-482.28352	-463.30112	-459.29553
10	10	-538.17665	-525.75873	-531.62707	12.417923	5.8683396	-526.70564	-519.42152	-518.51028
11	11	-450.75599	-443.38761	-447.82355	7.3683809	4.4359431	-439.51125	-437.91942	-435.63142
12	12	-484.94906	-473.55982	-480.43125	11.389244	6.8714339	-473.7964	-467.01635	-464.82723
13	13	-527.29206	-486.97783	-496.2212	40.314227	9.2433701	-515.94027	-479.57328	-479.57267
14	14	-404.67431	-402.9689	-407.30295	1.7054077	4.3340492	-399.23123	-395.45841	-395.10166
15	15	-446.2889	-428.15593	-435.60904	18.132969	7.4531132	-434.49822	-423.33147	-420.8568
16	16	-479.11057	-457.97448	-465.89369	21.136093	7.9192086	-467.82688	-453.01918	-451.90298
17	17	-509.32676	-480.669	-489.69342	28.657765	9.0244169	-495.03193	-476.00217	-476.00148
18	18	-463.7322	-448.745	-456.49705	14.987199	7.7520545	-452.88525	-443.9522	-442.48831
19	19	-409.79028	-392.74892	-401.42608	17.041359	8.6771612	-397.61116	-388.22544	-387.82654
