No.	ID	loglik_Null_W	loglik_Acc_W	loglik_Full_W	logBF1	logBF2	loglik_Max_M0	loglik_Max_M1	loglik_Max_M2
0	0	-511.78254	-495.48588	-499.76138	16.296662	4.2755047	-501.17151	-488.54515	-486.57383
1	1	-486.84403	-470.27782	-474.84438	16.56621	4.5665686	-474.53791	-463.85925	-458.9073
2	2	-474.29969	-467.65861	-468.52687	6.6410726	0.86825727	-461.86068	-461.83553	-451.69859
3	3	-428.3304	-404.40164	-411.46752	23.928756	7.0658792	-414.48534	-400.08828	-400.09236
4	4	-332.01653	-314.92677	-321.92733	17.089757	7.0005567	-319.2886	-309.27456	-309.2744
5	5	-539.58361	-501.4372	-508.82756	38.146405	7.3903599	-526.24935	-493.22144	-492.86368
6	6	-467.31332	-457.86017	-462.90029	9.4531446	5.0401234	-455.46113	-453.58483	-450.61246
7	7	-443.12714	-417.88649	-424.8421	25.240645	6.9556123	-429.72343	-413.59723	-413.59567
8	8	-435.19788	-416.04313	-423.12839	19.154752	7.0852623	-422.55152	-409.94633	-409.98403
9	9	-437.89701	-413.52974	-420.8685	24.367268	7.3387602	-425.02359	-409.64961	-409.64984
10	10	-385.27151	-370.93014	-377.88856	14.341374	6.9584209	-372.41882	-365.21675	-365.21648
11	11	-559.76285	-536.6067	-539.89141	23.15615	3.2847096	-545.59277	-529.19893	-524.84592
12	12	-344.33114	-330.5989	-337.8241	13.732241	7.2252042	-331.53829	-325.04328	-325.04193
13	13	-506.09704	-495.65224	-495.26764	10.444796	-0.38460317	-493.82689	-485.93235	-481.33174
14	14	-396.86304	-379.12803	-386.36077	17.735004	7.2327399	-384.31896	-373.74316	-373.74267
15	15	-585.06193	-550.61092	-557.49841	34.451006	6.8874802	-572.64344	-544.12961	-543.24762
16	16	-367.94016	-360.81068	-367.19767	7.129486	6.3869937	-356.92669	-355.90348	-355.90729
17	17	-391.25552	-372.71394	-379.41119	18.541587	6.6972552	-378.36633	-368.21731	-368.17947
18	18	-409.81316	-390.83161	-397.63664	18.981556	6.8050365	-397.62263	-385.71116	-385.71961
19	19	-537.39909	-521.63799	-524.92843	15.761102	3.2904424	-524.43977	-510.26397	-508.26826
20	20	-567.20996	-537.75438	-544.37596	29.455578	6.6215726	-554.27532	-530.09553	-530.09424
21	21	-410.17828	-406.94839	-410.93769	3.2298893	3.9893058	-404.26822	-401.1075	-400.84919
22	22	-428.80977	-404.56005	-411.60122	24.249719	7.0411753	-415.84998	-398.88397	-398.88139
23	23	-451.73106	-437.19776	-443.30952	14.533299	6.1117627	-438.75041	-432.25129	-432.22627
24	24	-460.89966	-448.25208	-454.69102	12.647578	6.4389407	-448.0062	-441.85176	-441.85325
25	25	-424.50032	-420.75954	-422.3139	3.7407816	1.5543647	-412.91672	-412.66506	-408.80089
26	26	-355.97195	-346.34379	-352.90009	9.6281665	6.5563013	-343.88763	-341.90243	-341.24946
27	27	-444.44152	-425.79289	-432.8797	18.648632	7.0868069	-431.99352	-419.92308	-419.9352
28	28	-590.62005	-541.66337	-548.10456	48.95668	6.4411941	-577.90016	-533.49506	-533.51023
29	29	-457.86262	-441.54067	-447.52353	16.321949	5.9828562	-444.01279	-436.0479	-436.0469
30	30	-490.6067	-475.99436	-481.92091	14.612337	5.9265523	-478.72908	-470.34215	-470.34118
31	31	-399.71992	-385.5423	-391.79889	14.17762	6.2565917	-386.98449	-380.79671	-379.93079
32	32	-356.5249	-345.7193	-351.49824	10.805601	5.7789422	-346.3726	-340.58851	-340.59371
33	33	-477.52774	-471.09842	-472.85295	6.4293216	1.7545267	-466.01345	-465.26658	-462.63766
