No.	ID	loglik_Null	loglik_Acc	loglik_Full	logBF1	logBF2
2	504	-399.65499	-399.62368	-400.07047	0.031310201	0.44679544
2	505	-329.51341	-329.6975	-330.47975	-0.18409053	0.78225276
2	506	-437.04398	-436.70449	-433.35229	0.33949115	-3.3522007
2	507	-260.8787	-260.76823	-261.47672	0.11046344	0.70848582
2	508	-277.12413	-276.63233	-278.05089	0.49179683	1.4185617
2	509	-287.35547	-287.44934	-288.13752	-0.093866968	0.688186
2	510	-187.58363	-188.27308	-189.13076	-0.68945649	0.85767836
2	511	-315.34124	-315.44226	-316.01757	-0.10102063	0.57531272
2	512	-358.78244	-359.0379	-359.72229	-0.25545264	0.68439424
2	513	-203.66693	-204.02676	-205.01251	-0.35983581	0.98574447
2	514	-221.16511	-220.94831	-222.1846	0.2168011	1.2362952
2	515	-257.65679	-257.92167	-258.7384	-0.26488462	0.81672506
2	516	-312.58889	-313.06438	-313.75761	-0.47549593	0.69322847
2	517	-459.37013	-456.84311	-458.78495	2.5270232	1.9418395
2	518	-282.81373	-283.30157	-283.93814	-0.48784132	0.63657169
2	519	-307.73156	-307.01346	-307.91573	0.71809468	0.90226666
2	520	-373.62601	-372.72537	-373.95314	0.90063846	1.2277746
2	521	-346.28357	-346.68834	-347.3017	-0.40477473	0.61335695
2	522	-236.0149	-235.38605	-235.98995	0.62885853	0.60390081
2	523	-170.17467	-171.07395	-171.00802	-0.89928287	-0.065925249
2	524	-285.85549	-285.72785	-286.4653	0.12764311	0.7374546
2	525	-251.76048	-251.82482	-252.58252	-0.064342208	0.75770647
2	526	-236.35896	-236.95625	-237.3839	-0.59728569	0.42765202
2	527	-326.23774	-325.73883	-326.74161	0.49891295	1.0027822
2	528	-206.44874	-207.81865	-208.09265	-1.3699122	0.27399506
2	529	-372.57122	-372.50115	-373.06935	0.070075035	0.56820567
2	530	-241.05292	-240.79193	-241.79223	0.2609921	1.0003004
2	531	-320.93453	-320.34914	-321.21439	0.58539922	0.86525481
2	532	-292.044	-292.5275	-293.23468	-0.48349391	0.70717653
2	533	-209.41524	-209.3379	-209.87485	0.077338491	0.53694854
2	534	-329.39295	-326.79222	-327.58134	2.6007374	0.78911925
2	535	-245.52147	-245.64232	-246.50637	-0.12084916	0.86404748
2	536	-261.69363	-261.43226	-262.57436	0.26137107	1.1421031
2	537	-297.71403	-298.15529	-298.83771	-0.44125248	0.68242413
2	538	-334.57895	-334.98303	-335.59905	-0.40407875	0.61602551
2	539	-372.18028	-368.84665	-370.74217	3.333632	1.8955241
2	540	-385.40809	-385.45389	-384.35838	-0.045808698	-1.0955164
2	541	-290.88395	-291.12859	-292.09516	-0.24464854	0.96656269
2	542	-340.21803	-340.33832	-340.68084	-0.12028068	0.34252179
2	543	-332.15375	-332.42441	-333.13887	-0.27065736	0.71446705
2	544	-278.75737	-279.24213	-279.82935	-0.48476422	0.58721524
2	545	-345.86963	-346.17771	-345.16673	-0.30807586	-1.0109769
2	546	-325.58428	-324.22104	-325.4151	1.3632382	1.1940561
2	547	-242.57135	-242.63098	-243.54656	-0.059631163	0.91558006
2	548	-239.25546	-239.73671	-240.50558	-0.48124965	0.76886952
2	549	-287.3381	-287.50872	-288.09097	-0.17061832	0.58225442
2	550	-267.96348	-267.88875	-268.69067	0.074732971	0.801921
2	551	-309.99934	-309.8969	-310.52825	0.10244011	0.63134418
2	552	-231.77256	-232.42165	-232.95839	-0.6490917	0.53673748
2	553	-317.16503	-316.79368	-317.91006	0.37135225	1.1163775
2	554	-300.5661	-300.93394	-301.39561	-0.36783317	0.46167614
2	555	-199.55778	-199.43712	-200.71735	0.12065925	1.2802258
2	556	-255.00901	-255.08469	-255.86447	-0.0756817	0.77978235
2	557	-315.62773	-315.60864	-316.58119	0.019091194	0.97255556
2	558	-331.64847	-331.00307	-332.12248	0.64540601	1.1194145
2	559	-382.99391	-383.12	-382.31322	-0.12608674	-0.80678044
2	560	-301.06833	-300.99089	-301.91359	0.077437816	0.92270115
2	561	-442.36015	-441.22229	-442.11776	1.1378567	0.89546844
2	562	-297.43091	-297.85592	-298.2217	-0.42500224	0.36578086
2	563	-338.92597	-338.91808	-336.33482	0.0078904631	-2.58326
2	564	-284.25306	-284.64101	-285.39322	-0.38795113	0.7522092
2	565	-357.72629	-356.00067	-357.20122	1.7256262	1.2005482
2	566	-256.02166	-256.04497	-256.54712	-0.023308434	0.50214969
2	567	-353.65655	-354.00161	-352.8677	-0.34506598	-1.13391
2	568	-342.78566	-342.80093	-343.791	-0.015267934	0.99007444
2	569	-296.39627	-296.58839	-297.10849	-0.19211415	0.52010154
2	570	-253.58148	-254.07411	-254.64024	-0.49263012	0.56613287
2	571	-280.9497	-281.28699	-282.0807	-0.33728747	0.79370796
2	572	-255.09374	-254.51269	-255.71047	0.58104457	1.1977787
2	573	-276.05451	-276.41542	-276.45413	-0.36091305	0.038713929
2	574	-219.08993	-219.25439	-220.03457	-0.16445222	0.78018128
2	575	-219.58214	-218.83296	-220.0136	0.74918066	1.1806407
2	576	-303.66383	-303.90278	-304.8215	-0.23895769	0.91871618
2	577	-310.16974	-309.73523	-310.82476	0.43451045	1.0895324
2	578	-308.64425	-309.06542	-309.42303	-0.42116151	0.35761543
2	579	-295.34135	-295.53246	-295.90881	-0.19111717	0.37635041
2	580	-246.06102	-246.45433	-246.93595	-0.39330844	0.48162456
2	581	-405.40748	-399.82153	-401.78439	5.5859457	1.9628599
2	582	-339.57704	-336.93639	-338.25489	2.6406567	1.318504
2	583	-291.05499	-291.12677	-292.08645	-0.071774804	0.95968311
2	584	-308.48261	-308.78063	-309.28015	-0.29801867	0.49952917
2	585	-320.57795	-320.58757	-321.47083	-0.0096210973	0.883265
2	586	-223.22573	-223.55209	-224.64103	-0.32635203	1.088939
2	587	-276.90767	-277.07811	-277.89551	-0.1704382	0.81740344
2	588	-278.88819	-278.86999	-279.72071	0.018197974	0.85071947
2	589	-263.18714	-261.56563	-262.86858	1.621514	1.3029549
2	590	-360.25149	-360.6323	-361.27898	-0.38081414	0.64667527
2	591	-310.50372	-310.85201	-310.4036	-0.34828853	-0.44840453
2	592	-307.07667	-307.20056	-308.01166	-0.12389288	0.8110974
2	593	-231.37749	-231.01805	-232.36019	0.35944647	1.3421445
2	594	-300.42833	-300.76017	-301.55324	-0.33184399	0.79306679
2	595	-232.9873	-233.07372	-233.95474	-0.086425914	0.88101405
2	596	-247.73713	-247.52059	-248.59361	0.21654139	1.0730205
2	597	-318.34754	-318.14015	-319.20418	0.20739594	1.0640381
2	598	-246.43459	-246.03068	-247.08928	0.40390532	1.0585955
2	599	-343.13415	-342.96296	-343.6392	0.1711853	0.67623734
2	600	-279.5744	-279.80153	-280.17121	-0.22713148	0.3696825
2	601	-224.03906	-224.36526	-224.7841	-0.32620469	0.41883868
2	602	-292.11356	-292.49039	-293.38829	-0.37683391	0.89790027
2	603	-308.22443	-307.69872	-308.68282	0.52570598	0.9840942
2	604	-303.19493	-303.56995	-304.18149	-0.37502192	0.61153512
2	605	-317.14486	-315.80182	-316.59032	1.3430493	0.78850051
2	606	-291.8077	-292.24038	-293.19656	-0.43267843	0.95618597
2	607	-228.30913	-228.78775	-229.16635	-0.47861499	0.37860147
2	608	-212.41087	-210.47061	-212.06737	1.9402595	1.5967669
2	609	-218.94886	-217.81483	-219.29212	1.1340246	1.4772834
2	610	-240.78615	-241.31985	-241.64289	-0.53370123	0.32304465
2	611	-215.54389	-215.29752	-216.41084	0.24636547	1.113315
2	612	-383.64508	-383.85204	-382.67783	-0.20695803	-1.1742101
2	613	-275.84379	-276.2773	-275.71885	-0.43350397	-0.5584415
2	614	-342.12527	-341.97952	-342.93819	0.14575903	0.95867483
2	615	-396.97546	-397.35763	-397.87735	-0.38216039	0.51972545
2	616	-264.70425	-265.17838	-265.80008	-0.47413294	0.62170235
2	617	-260.61693	-259.46192	-260.49037	1.1550063	1.0284511
2	618	-440.23266	-440.23311	-440.1096	-0.00044632076	-0.12350791
2	619	-213.866	-213.95117	-214.72039	-0.085170122	0.76922494
2	620	-437.43787	-433.59337	-433.72847	3.8444972	0.13509795
2	621	-261.37709	-261.10619	-262.15932	0.27090331	1.053132
2	622	-216.88133	-217.07641	-217.9185	-0.19508467	0.84208399
2	623	-353.09294	-352.96555	-353.94442	0.12738867	0.97887396
2	624	-286.10483	-286.60763	-287.36883	-0.50279275	0.76120857
2	625	-335.39308	-336.4393	-331.07873	-1.046226	-5.3605696
2	626	-400.59007	-400.43361	-399.57954	0.15646726	-0.85406482
2	627	-264.06755	-264.13987	-264.9377	-0.072319865	0.79783193
2	628	-400.6568	-400.63897	-401.39709	0.017829952	0.7581187
2	629	-349.24827	-349.06132	-349.88858	0.18695412	0.82726479
2	630	-549.6517	-546.9722	-544.37955	2.6795036	-2.5926541
2	631	-360.6101	-358.85204	-360.39513	1.7580564	1.5430944
2	632	-401.41427	-399.96737	-396.70225	1.4468974	-3.2651239
2	633	-318.60901	-318.30008	-318.77762	0.30893245	0.47754368
2	634	-275.086	-275.3825	-275.92857	-0.29650221	0.54606953
2	635	-379.9632	-379.26621	-380.48957	0.69699066	1.2233634
2	636	-273.74149	-273.46309	-274.46239	0.2783988	0.99930047
2	637	-339.63812	-339.31218	-339.85526	0.32594002	0.54308065
2	638	-255.2041	-255.7442	-256.18157	-0.54009721	0.43737352
2	639	-203.07505	-203.50537	-204.18821	-0.43031306	0.68284438
2	640	-269.99666	-269.91555	-270.8632	0.081110612	0.94764728
2	641	-340.69268	-340.86885	-341.39634	-0.17616841	0.52749031
2	642	-346.71493	-346.64074	-347.23958	0.074196082	0.59883914
2	643	-410.41882	-410.3718	-410.93844	0.047022339	0.566637
2	644	-533.91571	-528.45115	-529.18987	5.4645531	0.73871665
2	645	-492.98374	-492.93101	-492.72363	0.052728837	-0.20737998
2	646	-236.31064	-237.5467	-237.56995	-1.236052	0.023251712
2	647	-424.90534	-424.74634	-424.51035	0.15899904	-0.23598883
2	648	-306.54092	-303.51508	-305.43373	3.0258393	1.9186473
2	649	-350.0358	-350.4189	-350.89834	-0.3830969	0.47943794
2	650	-251.46411	-251.37779	-252.35244	0.086320015	0.97464881
2	651	-290.5556	-290.65027	-291.13622	-0.094675018	0.48594242
2	652	-284.98026	-285.14105	-285.95739	-0.16078939	0.81633813
2	653	-396.24504	-396.14214	-395.73556	0.10290394	-0.40657874
2	654	-249.17638	-249.44789	-250.06811	-0.27150371	0.62022208
2	655	-278.56905	-278.5437	-279.43525	0.025348287	0.89155256
2	656	-299.47661	-299.78135	-300.37903	-0.30474687	0.5976798
2	657	-424.83245	-423.5378	-424.45366	1.2946527	0.9158608
2	658	-205.7052	-206.02359	-206.07082	-0.31839671	0.047229891
2	659	-285.22605	-285.38484	-285.58178	-0.15879713	0.19693861
2	660	-310.48184	-309.5841	-310.08366	0.89774093	0.49955213
2	661	-279.87719	-279.99503	-280.96074	-0.11784049	0.96570649
2	662	-337.95127	-337.09821	-338.37027	0.85305479	1.2720537
2	663	-365.59503	-362.30842	-363.2599	3.2866104	0.95148278
2	664	-446.27224	-446.20455	-446.47568	0.067686578	0.27112306
2	665	-427.55505	-426.71406	-427.43421	0.84099317	0.72014876
2	666	-256.7296	-257.13503	-257.95124	-0.40542675	0.81621119
2	667	-414.53702	-414.83827	-414.17794	-0.30125387	-0.66033291
2	668	-280.06095	-279.07283	-280.34924	0.9881197	1.2764094
2	669	-226.00733	-226.1826	-227.12955	-0.17526749	0.94695602
2	670	-236.03846	-236.42825	-237.1011	-0.38979741	0.67284449
2	671	-653.92926	-653.54623	-653.0881	0.38303066	-0.45812844
2	672	-244.51767	-245.03166	-245.25902	-0.5139957	0.2273517
2	673	-395.72337	-394.93151	-396.20218	0.79185944	1.2706774
2	674	-383.35114	-383.50773	-382.616	-0.15659186	-0.89173749
2	675	-342.52122	-342.6461	-343.14088	-0.12487349	0.49478145
2	676	-326.39019	-325.83865	-327.05013	0.55154404	1.2114841
2	677	-420.39	-420.6196	-420.38735	-0.22960252	-0.23225633
2	678	-288.61841	-288.93828	-289.0579	-0.31986682	0.11962554
2	679	-286.29113	-286.78053	-287.34713	-0.48940018	0.56660374
2	680	-320.32811	-320.56458	-321.31214	-0.23647001	0.74756274
2	681	-501.37763	-500.76258	-501.13729	0.61505796	0.37471463
2	682	-383.20845	-383.37273	-384.15171	-0.16427937	0.77897983
2	683	-238.74418	-238.62608	-239.11001	0.1181017	0.48392975
2	684	-379.85443	-380.07088	-378.59778	-0.21644997	-1.4730954
2	685	-353.95284	-351.84533	-353.22963	2.1075092	1.3842945
2	686	-149.80292	-150.21655	-150.93567	-0.41362822	0.71911524
2	687	-254.94429	-255.05074	-255.78624	-0.10644566	0.73550153
2	688	-379.24172	-378.89245	-379.4376	0.34926135	0.54514767
2	689	-338.83078	-339.31227	-339.79777	-0.48149733	0.48549992
2	690	-414.98605	-415.42304	-410.65927	-0.43698783	-4.7637639
2	691	-364.27195	-364.46811	-360.99718	-0.1961537	-3.4709292
2	692	-330.21932	-328.65244	-330.1945	1.5668828	1.5420601
2	693	-559.13434	-557.51335	-553.11043	1.6209878	-4.4029196
2	694	-349.06167	-349.17874	-350.0325	-0.11707055	0.85375667
2	695	-271.73709	-271.88222	-272.37042	-0.14513005	0.48819278
2	696	-394.07742	-393.16447	-393.92167	0.91294407	0.75719207
2	697	-301.03633	-301.31276	-302.14905	-0.27643565	0.83628446
2	698	-266.18232	-265.76656	-267.48505	0.41576614	1.7184959
2	699	-271.57198	-271.69935	-272.51901	-0.12736925	0.81965916
2	700	-167.37988	-167.56739	-168.18681	-0.18750887	0.61942428
2	701	-235.71613	-235.83673	-236.63784	-0.12060023	0.80110275
2	702	-270.23957	-270.34895	-271.27548	-0.10937476	0.92652997
2	703	-256.11201	-256.14636	-257.07956	-0.034352595	0.9331978
2	704	-288.29561	-288.53893	-289.10844	-0.24331898	0.56951049
2	705	-382.13482	-382.33015	-381.04712	-0.19532877	-1.283026
2	706	-402.28296	-401.00475	-401.93529	1.2782081	0.93054357
2	707	-342.69115	-343.12711	-343.58096	-0.43595762	0.45385756
2	708	-254.75298	-255.11182	-256.07275	-0.3588401	0.96093246
2	709	-229.27537	-229.50905	-230.00268	-0.23368802	0.4936239
2	710	-396.93602	-396.78662	-397.57856	0.14940393	0.79194215
2	711	-224.60831	-224.49281	-225.56044	0.11550086	1.0676382
2	712	-439.02124	-439.36804	-439.76775	-0.34679682	0.3997161
2	713	-272.55421	-273.09011	-273.63158	-0.53590618	0.54146957
2	714	-318.26807	-318.46775	-319.03119	-0.19968299	0.56343427
2	715	-232.10688	-232.00172	-233.10518	0.10515776	1.1034584
2	716	-249.90054	-249.9433	-251.26736	-0.042757649	1.3240585
2	717	-281.83713	-280.44797	-281.93249	1.3891562	1.4845254
2	718	-403.89064	-399.11326	-400.70923	4.7773839	1.5959706
2	719	-267.82395	-268.19157	-269.08411	-0.3676132	0.89254064
2	720	-395.2628	-391.10401	-392.95267	4.158794	1.8486607
2	721	-309.66548	-308.87407	-310.05382	0.79140292	1.1797456
2	722	-212.56341	-213.12351	-213.70127	-0.56009903	0.57775907
2	723	-277.77652	-278.16232	-278.30518	-0.3858008	0.1428608
2	724	-292.7054	-292.56165	-293.4697	0.14374528	0.90804693
2	725	-300.04015	-298.90886	-299.8808	1.1312958	0.97194522
2	726	-406.82982	-404.17468	-402.65663	2.6551388	-1.5180553
2	727	-308.08401	-308.03661	-308.97517	0.047405199	0.93856261
2	728	-353.50453	-346.42006	-348.26244	7.084469	1.8423731
2	729	-297.08408	-296.93211	-297.98724	0.15196655	1.0551248
2	730	-333.56992	-333.89964	-334.73035	-0.32971828	0.83071364
2	731	-211.59152	-212.25501	-213.50819	-0.66348689	1.2531817
2	732	-351.77011	-352.11702	-352.70223	-0.34691225	0.58521445
2	733	-335.42927	-335.42717	-336.33686	0.0020981663	0.90968912
2	734	-346.45959	-346.15689	-346.81891	0.30270023	0.66202337
2	735	-217.25231	-217.52071	-218.85964	-0.26840486	1.338929
2	736	-345.61452	-344.7498	-345.839	0.86472089	1.0892036
2	737	-258.65629	-257.10021	-258.05287	1.5560775	0.95265935
2	738	-202.04515	-202.62126	-203.14951	-0.57610991	0.52824422
2	739	-313.69233	-313.80878	-312.45495	-0.11644525	-1.353824
2	740	-255.36935	-255.7341	-255.01446	-0.3647496	-0.71963813
2	741	-350.27727	-350.53584	-350.65016	-0.25856242	0.11432677
2	742	-329.02175	-329.1156	-329.97497	-0.093853257	0.85936428
2	743	-269.05167	-269.82544	-270.59431	-0.77376938	0.76887209
2	744	-377.27808	-372.43434	-374.21513	4.8437391	1.7807829
2	745	-447.77494	-445.62112	-446.85064	2.1538183	1.2295148
2	746	-358.09263	-358.33016	-359.18204	-0.23753828	0.85187467
2	747	-307.01311	-307.31242	-308.1304	-0.29930563	0.81798425
2	748	-259.86283	-260.18794	-261.10841	-0.32511163	0.9204639
2	749	-381.27634	-376.61556	-377.76241	4.6607772	1.146846
2	750	-268.21142	-260.84972	-263.33841	7.3617055	2.488687
2	751	-466.13477	-465.36322	-460.98318	0.77155282	-4.3800387
2	752	-279.2113	-279.69817	-280.03312	-0.48686197	0.33495651
2	753	-319.93388	-320.31546	-320.91756	-0.38157475	0.60209832
2	754	-321.37731	-321.6295	-322.40545	-0.25218412	0.77595036
2	755	-377.33941	-375.66017	-373.50622	1.6792398	-2.153951
2	756	-318.29955	-318.49352	-319.06759	-0.19396281	0.5740694
2	757	-338.98691	-339.16097	-340.08993	-0.17406403	0.92896357
2	758	-298.77835	-299.07784	-299.47497	-0.29949007	0.39712786
2	759	-311.47739	-310.78767	-312.06854	0.68972188	1.2808678
2	760	-365.51654	-365.66847	-366.48803	-0.15192168	0.81956297
2	761	-367.8305	-362.62377	-364.67914	5.2067352	2.0553726
2	762	-295.87272	-293.57571	-293.79368	2.2970087	0.21796652
2	763	-280.39125	-280.97157	-281.63869	-0.58032018	0.66711808
2	764	-467.18697	-466.3833	-468.27036	0.80366454	1.8870597
2	765	-324.39515	-320.23694	-323.16511	4.1582123	2.9281734
2	766	-284.61296	-284.78519	-285.5742	-0.1722303	0.78901634
2	767	-259.46577	-259.87493	-260.48804	-0.40915944	0.61310794
2	768	-344.01033	-344.24306	-344.80439	-0.23273032	0.56133335
2	769	-284.73719	-285.01278	-285.66866	-0.27558829	0.65588207
2	770	-290.64129	-290.25187	-290.92882	0.38942216	0.67694915
2	771	-328.09861	-326.77575	-328.08296	1.3228595	1.3072124
2	772	-299.90361	-300.34136	-299.81005	-0.43774502	-0.53130946
2	773	-336.44367	-336.81737	-336.40203	-0.37370099	-0.41534666
2	774	-423.42226	-423.18659	-423.98396	0.23566967	0.79737239
2	775	-334.35377	-331.2968	-332.57421	3.0569707	1.2774116
2	776	-308.27718	-308.54947	-308.83572	-0.27229148	0.28624904
2	777	-293.94539	-294.4156	-295.04294	-0.47021144	0.62733578
2	778	-203.95544	-205.20308	-205.03357	-1.2476433	-0.16950659
2	779	-463.71383	-462.42838	-462.63744	1.2854474	0.20906231
2	780	-263.91149	-263.9502	-264.69537	-0.038714108	0.74516185
2	781	-193.99887	-192.63958	-194.03177	1.3592882	1.3921968
2	782	-502.51189	-502.18863	-497.44775	0.32325825	-4.7408759
2	783	-250.87167	-249.60916	-250.88475	1.2625068	1.2755859
2	784	-333.53157	-333.63217	-334.07701	-0.10060647	0.44483885
2	785	-332.02446	-332.03852	-330.19166	-0.014055213	-1.846862
2	786	-280.10753	-278.29208	-279.79843	1.81545	1.5063488
2	787	-328.91713	-328.73056	-329.55728	0.1865722	0.82672166
2	788	-372.53419	-371.0172	-372.35282	1.5169935	1.3356178
2	789	-303.54283	-303.95917	-304.56437	-0.41634946	0.60519341
2	790	-373.34105	-373.11798	-371.55521	0.22307059	-1.5627683
2	791	-347.89478	-348.16595	-346.52569	-0.27116953	-1.6402629
2	792	-313.91228	-313.59063	-314.11259	0.32165496	0.52195907
2	793	-239.24411	-239.53927	-240.3512	-0.29515974	0.81193271
2	794	-360.88588	-358.48359	-360.66571	2.4022948	2.1821204
2	795	-286.30795	-286.75159	-287.47942	-0.44364338	0.72783128
2	796	-246.00447	-241.70025	-243.04444	4.3042154	1.3441844
2	797	-293.05338	-293.05294	-293.86125	0.00044573245	0.80831702
2	798	-367.65368	-366.40952	-365.8165	1.2441579	-0.59302564
2	799	-390.65598	-387.92307	-388.133	2.732907	0.20992811
2	800	-289.48601	-287.57984	-288.52921	1.9061673	0.94937217
2	801	-252.44779	-252.39767	-253.4059	0.050118888	1.0082354
2	802	-345.95146	-346.12688	-346.81785	-0.17541261	0.69097415
2	803	-304.97374	-305.30376	-306.10924	-0.33001495	0.80548262
2	804	-242.44839	-243.01933	-243.81214	-0.57094282	0.79281409
2	805	-275.54545	-275.48524	-276.48071	0.060210928	0.99547081
2	806	-298.92337	-298.6793	-299.16624	0.24407097	0.48694194
2	807	-320.14161	-320.36817	-321.03764	-0.22656313	0.66946446
2	808	-285.95475	-286.30321	-286.94718	-0.34845647	0.64397823
2	809	-214.19004	-214.47808	-215.16028	-0.28803591	0.68220469
2	810	-204.75373	-204.86612	-206.18928	-0.11238958	1.3231541
2	811	-517.8663	-516.14103	-517.6471	1.7252719	1.5060666
2	812	-256.95015	-257.14526	-257.96964	-0.19511523	0.82437972
2	813	-410.81238	-411.18921	-411.34828	-0.37683207	0.15906517
2	814	-304.89851	-305.10057	-302.74566	-0.20206589	-2.354914
2	815	-156.93449	-157.24185	-157.9965	-0.30735702	0.75465657
2	816	-420.53033	-420.84063	-421.25314	-0.31029678	0.41251348
2	817	-322.26543	-322.56025	-317.94031	-0.29482593	-4.6199456
2	818	-319.19576	-319.65363	-320.1262	-0.45787421	0.47256825
2	819	-225.66779	-226.36265	-226.82733	-0.69486976	0.46467548
2	820	-189.73089	-190.06833	-190.22706	-0.33744673	0.15872658
2	821	-461.86027	-461.66691	-462.95693	0.1933606	1.2900165
2	822	-348.8412	-348.89507	-349.63361	-0.053867232	0.73853971
2	823	-450.32627	-449.17417	-448.79842	1.152102	-0.37575137
2	824	-351.85348	-351.68735	-350.88218	0.16612922	-0.80517038
2	825	-528.3006	-526.76442	-523.49154	1.5361763	-3.272881
2	826	-259.13164	-259.53656	-259.36179	-0.40492445	-0.17477351
2	827	-333.80979	-334.20137	-333.40168	-0.39158126	-0.79969134
2	828	-251.71633	-252.3685	-253.04415	-0.65216945	0.67564792
2	829	-286.32601	-286.41807	-287.28881	-0.092058949	0.87073645
2	830	-347.75866	-344.86075	-346.34935	2.8979166	1.4886047
2	831	-421.35907	-419.94415	-421.23592	1.4149238	1.2917705
2	832	-346.79436	-347.15506	-347.13094	-0.36070261	-0.024115903
2	833	-334.70167	-334.88553	-335.81526	-0.18385611	0.92973044
2	834	-241.90644	-242.35512	-243.15406	-0.44867693	0.79894029
2	835	-299.31484	-298.0029	-298.97877	1.3119441	0.97587687
2	836	-279.39821	-279.1965	-279.97889	0.20171222	0.78238497
2	837	-258.8062	-258.97842	-259.17775	-0.172216	0.1993305
2	838	-267.49188	-267.14747	-267.90669	0.34440861	0.75921519
2	839	-331.46265	-327.07534	-328.70037	4.3873112	1.6250314
2	840	-393.62298	-391.83366	-392.15474	1.789319	0.32107916
2	841	-454.04918	-454.06263	-452.78322	-0.013445407	-1.2794095
2	842	-319.98483	-319.2242	-320.38121	0.76063366	1.157011
2	843	-335.30042	-334.7783	-335.72002	0.52211126	0.94171172
2	844	-268.67883	-268.95929	-269.90432	-0.28046186	0.9450308
2	845	-254.9359	-255.34634	-256.03888	-0.41043931	0.69254237
2	846	-363.99095	-363.76922	-364.66764	0.22173222	0.89842124
2	847	-325.15103	-324.59918	-325.79162	0.55184637	1.1924333
2	848	-351.95919	-351.79924	-352.42096	0.15994915	0.6217273
2	849	-334.84951	-334.92906	-334.51633	-0.079547355	-0.41272647
2	850	-224.14504	-224.47371	-225.23254	-0.3286636	0.75883781
2	851	-331.41678	-331.5118	-332.32	-0.095015704	0.80819811
2	852	-505.98006	-506.01586	-502.9838	-0.03580521	-3.0320576
2	853	-353.15095	-353.62872	-354.27552	-0.47776388	0.6468072
2	854	-265.05945	-265.50575	-266.08196	-0.44630035	0.57620612
2	855	-245.1632	-245.9785	-246.4373	-0.8153031	0.4587962
2	856	-345.47821	-345.48352	-346.36628	-0.0053034443	0.88275987
2	857	-271.48346	-270.71504	-271.45311	0.76842568	0.73807805
2	858	-301.98212	-302.38526	-302.91847	-0.40313856	0.53321439
2	859	-226.62111	-227.02769	-227.82156	-0.40658554	0.79387165
2	860	-274.54524	-274.60865	-275.57486	-0.063413153	0.96621092
2	861	-352.76814	-352.15191	-352.79935	0.61622828	0.64743155
2	862	-256.41649	-256.56632	-257.2743	-0.14982946	0.70798182
2	863	-291.504	-289.86013	-290.9692	1.6438721	1.1090721
2	864	-270.74952	-271.33053	-271.95595	-0.58101763	0.62541147
2	865	-431.12007	-430.48947	-433.8063	0.63060476	3.3168292
2	866	-339.87329	-339.2112	-340.25933	0.66209591	1.048127
2	867	-312.95928	-313.3253	-315.87931	-0.36601926	2.5540129
2	868	-492.88557	-491.63447	-489.03972	1.2510948	-2.5947489
2	869	-242.61883	-243.45879	-243.58661	-0.83996166	0.12781551
2	870	-235.23777	-235.68772	-236.44055	-0.44994898	0.75283695
2	871	-309.16347	-309.28648	-309.95972	-0.12301554	0.67323743
2	872	-242.54231	-242.88797	-243.59668	-0.34565177	0.70871876
2	873	-247.5052	-246.13858	-247.24683	1.3666131	1.1082441
2	874	-371.40922	-371.38871	-371.24399	0.020510995	-0.14472556
2	875	-423.37484	-422.36426	-423.63357	1.0105849	1.2693111
2	876	-281.24145	-281.60297	-281.93626	-0.361512	0.33329287
2	877	-284.12114	-283.71662	-284.85879	0.40451934	1.1421724
2	878	-250.63765	-251.23201	-252.03266	-0.5943539	0.80065033
2	879	-315.83113	-315.91445	-314.04516	-0.083327496	-1.8692957
2	880	-383.03287	-383.11503	-380.32303	-0.082157484	-2.7919957
2	881	-301.7682	-301.8565	-302.80512	-0.0882978	0.94862698
2	882	-251.9992	-252.27089	-253.16621	-0.27169442	0.89531491
2	883	-226.9008	-227.14288	-228.26114	-0.2420762	1.1182646
2	884	-247.65714	-248.00988	-248.77366	-0.35273848	0.76378299
2	885	-201.58617	-201.26401	-202.35344	0.32215638	1.0894311
2	886	-293.49163	-293.75893	-294.36702	-0.26729637	0.60809082
2	887	-241.11318	-241.4496	-242.30432	-0.33642002	0.85471183
2	888	-301.5463	-297.79329	-298.24401	3.7530042	0.45071385
2	889	-205.02146	-205.15462	-206.12396	-0.13316013	0.9693412
2	890	-367.04772	-367.07811	-367.90073	-0.03038992	0.8226143
2	891	-415.81865	-415.70295	-416.33158	0.11569795	0.62863095
2	892	-237.61173	-237.63836	-238.59806	-0.026623525	0.95970258
2	893	-367.97489	-367.96173	-367.01546	0.013165305	-0.94626771
2	894	-339.97865	-336.7827	-338.62379	3.1959574	1.8410941
2	895	-422.18553	-420.97281	-422.39812	1.2127268	1.4253133
2	896	-262.03747	-260.99992	-261.7496	1.0375472	0.74968158
2	897	-374.42806	-374.2724	-374.44995	0.15566203	0.17754424
2	898	-277.50737	-277.88798	-278.70834	-0.38061262	0.82036106
2	899	-242.16288	-242.86068	-242.80488	-0.69779918	-0.055793709
2	900	-374.86442	-375.11062	-374.39815	-0.2461927	-0.71247064
2	901	-395.25901	-394.7325	-395.13645	0.5265032	0.40394768
2	902	-362.66795	-362.9628	-362.80144	-0.29484826	-0.16135225
2	903	-397.28069	-396.65463	-396.39427	0.62606273	-0.26036241
2	904	-284.26021	-284.49794	-285.2281	-0.23772965	0.73015461
2	905	-307.11699	-307.56353	-307.8695	-0.44654293	0.30596653
2	906	-372.35458	-370.52956	-367.66085	1.8250173	-2.8687039
