No.	n_rate	c_rate	g_rate	l_rate	l2_rate	halLeu_0	halLeu_1	halLeu_2	halLeu_3	nipNip_0	nipNip_1	nipNip_2	nipNip_3	galGal_0	galGal_1	galGal_2	galGal_3	aptHaa_0	aptHaa_1	aptHaa_2	aptHaa_3	aptOwe_0	aptOwe_1	aptOwe_2	aptOwe_3	aptRow_0	aptRow_1	aptRow_2	aptRow_3	casCas_0	casCas_1	casCas_2	casCas_3	droNov_0	droNov_1	droNov_2	droNov_3	rheAme_0	rheAme_1	rheAme_2	rheAme_3	rhePen_0	rhePen_1	rhePen_2	rhePen_3	cryCin_0	cryCin_1	cryCin_2	cryCin_3	tinGut_0	tinGut_1	tinGut_2	tinGut_3	eudEle_0	eudEle_1	eudEle_2	eudEle_3	notPer_0	notPer_1	notPer_2	notPer_3	anoDid_0	anoDid_1	anoDid_2	anoDid_3	strCam_0	strCam_1	strCam_2	strCam_3	taeGut.aptFor_0	taeGut.aptFor_1	taeGut.aptFor_2	taeGut.aptFor_3	taeGut.galGal_0	taeGut.galGal_1	taeGut.galGal_2	taeGut.galGal_3	aptHaa.aptOwe_0	aptHaa.aptOwe_1	aptHaa.aptOwe_2	aptHaa.aptOwe_3	aptHaa.aptRow_0	aptHaa.aptRow_1	aptHaa.aptRow_2	aptHaa.aptRow_3	casCas.droNov_0	casCas.droNov_1	casCas.droNov_2	casCas.droNov_3	aptHaa.casCas_0	aptHaa.casCas_1	aptHaa.casCas_2	aptHaa.casCas_3	rheAme.rhePen_0	rheAme.rhePen_1	rheAme.rhePen_2	rheAme.rhePen_3	aptHaa.rheAme_0	aptHaa.rheAme_1	aptHaa.rheAme_2	aptHaa.rheAme_3	cryCin.tinGut_0	cryCin.tinGut_1	cryCin.tinGut_2	cryCin.tinGut_3	eudEle.notPer_0	eudEle.notPer_1	eudEle.notPer_2	eudEle.notPer_3	cryCin.eudEle_0	cryCin.eudEle_1	cryCin.eudEle_2	cryCin.eudEle_3	cryCin.anoDid_0	cryCin.anoDid_1	cryCin.anoDid_2	cryCin.anoDid_3	aptHaa.cryCin_0	aptHaa.cryCin_1	aptHaa.cryCin_2	aptHaa.cryCin_3	aptHaa.strCam_0	aptHaa.strCam_1	aptHaa.strCam_2	aptHaa.strCam_3	taeGut.aptHaa_0	taeGut.aptHaa_1	taeGut.aptHaa_2	taeGut.aptHaa_3
18	1	0.202076	0.0816227	0.481162	0	0	0.88	0.12	0	0	0.842	0.158	0	0	0.513333	0.486667	0	0	1	0	0	0	0.997333	0.00266667	0	0	0.992	0.008	0	0	0.998667	0.00133333	0	0	0.998	0.002	0	0	1	0	0	0	0.999333	0.000666667	0	0	0.672667	0.327333	0	0	0.338	0.662	0	0	0.362	0.638	0	0	0.819333	0.180667	0	0	0.993333	0.00666667	0	0	1	0	0	0	0.880667	0.119333	0	0	0.885333	0.114667	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.750667	0.249333	0	0	0.819333	0.180667	0	0	0.827333	0.172667	0	0	0.994	0.006	0	0	1	0	0	0	1	0	0	0	1	0	0
0	1	0.123892	0.0424743	0.517083	0	0	0.805333	0.194667	0	0	0.974	0.026	0	0	0.833333	0.166667	0	0	0.99	0.01	0	0	0.929333	0.0706667	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.998667	0.00133333	0	0	0.999333	0.000666667	0	0	0.892	0.108	0	0	0.772667	0.227333	0	0	0.874	0.126	0	0	0.74	0.26	0	0	0.996667	0.00333333	0	0	0.999333	0.000666667	0	0	0.974	0.026	0	0	0.974	0.026	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.892667	0.107333	0	0	0.882667	0.117333	0	0	0.897333	0.102667	0	0	0.996667	0.00333333	0	0	1	0	0	0	1	0	0	0	1	0	0
8	1	0.139314	0.122613	0.473881	0	0	0	1	0	0	0	1	0	0	0.00333333	0.996667	0	0	0.969333	0.0306667	0	0	0.996667	0.00333333	0	0	0.995333	0.00466667	0	0	0.997333	0.00266667	0	0	0.998667	0.00133333	0	0	0.999333	0.000666667	0	0	1	0	0	0	0.41	0.59	0	0	0.198667	0.801333	0	0	0.64	0.36	0	0	0.673333	0.326667	0	0	0.928	0.072	0	0	1	0	0	0	0.00133333	0.998667	0	0	0.3	0.7	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.674	0.326	0	0	0.685333	0.314667	0	0	0.704667	0.295333	0	0	0.934	0.066	0	0	1	0	0	0	1	0	0	0	1	0	0
14	1	0.170476	0.108651	0.467038	0	0	0.782667	0.217333	0	0	0.71	0.29	0	0	0.000666667	0.999333	0	0	0.948	0.052	0	0	0.962	0.038	0	0	0.892	0.108	0	0	0.998	0.002	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.211333	0.788667	0	0	0.837333	0.162667	0	0	0.576	0.424	0	0	0.698667	0.301333	0	0	0.997333	0.00266667	0	0	0.998667	0.00133333	0	0	0.886	0.114	0	0	0.900667	0.0993333	0	0	0.978667	0.0213333	0	0	0.982667	0.0173333	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.919333	0.0806667	0	0	0.821333	0.178667	0	0	0.919333	0.0806667	0	0	0.997333	0.00266667	0	0	1	0	0	0	1	0	0	0	1	0	0
1	1	0.150847	0.0225575	0.506228	0	0	1	0	0	0	1	0	0	0	0.998667	0.00133333	0	0	1	0	0	0	0.999333	0.000666667	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.994	0.006	0	0	0.999333	0.000666667	0	0	0.988	0.012	0	0	0.998	0.002	0	0	1	0	0	0	0.998	0.002	0	0	1	0	0	0	0.995333	0.00466667	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.998	0.002	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0
9	1	0.00554202	0.0241766	0.503374	0	0	0.976667	0.0233333	0	0	0.934667	0.0653333	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0
19	1	0.205865	0.0867176	0.506968	0	0	0.00133333	0.998667	0	0	0.00533333	0.994667	0	0	0.002	0.998	0	0	0.999333	0.000666667	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.943333	0.0566667	0	0	0.936	0.064	0	0	0.458	0.542	0	0	0.869333	0.130667	0	0	1	0	0	0	1	0	0	0	0.006	0.994	0	0	0.0173333	0.982667	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.944	0.056	0	0	0.882	0.118	0	0	0.944	0.056	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0
15	1	0.158535	0.0746194	0.502279	0	0	0.999333	0.000666667	0	0	0.994667	0.00533333	0	0	0.002	0.998	0	0	0.990667	0.00933333	0	0	1	0	0	0	0.999333	0.000666667	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.972667	0.0273333	0	0	0.972667	0.0273333	0	0	0.565333	0.434667	0	0	0.458	0.542	0	0	1	0	0	0	1	0	0	0	0.999333	0.000666667	0	0	0.999333	0.000666667	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.973333	0.0266667	0	0	0.62	0.38	0	0	0.973333	0.0266667	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0
2	1	0.17657	0.112003	0.513286	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.999333	0.000666667	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.305333	0.694667	0	0	0.328667	0.671333	0	0	0.288667	0.711333	0	0	0.202667	0.797333	0	0	1	0	0	0	0.996	0.004	0	0	0	1	0	0	0.00533333	0.994667	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.335333	0.664667	0	0	0.294	0.706	0	0	0.348	0.652	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0
10	1	0.0921665	0.150964	0.483122	0	0	0	1	0	0	0	1	0	0	0.000666667	0.999333	0	0	1	0	0	0	0.998667	0.00133333	0	0	1	0	0	0	1	0	0	0	0.652667	0.347333	0	0	1	0	0	0	1	0	0	0	0.002	0.998	0	0	0.00333333	0.996667	0	0	0.741333	0.258667	0	0	0.00866667	0.991333	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0.014	0.986	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.024	0.976	0	0	0.741333	0.258667	0	0	0.742667	0.257333	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0
