No.	ID	loglik_Null_W	loglik_Acc_W	loglik_Full_W	logBF1	logBF2	loglik_Max_M0	loglik_Max_M1	loglik_Max_M2
0	0	-926.42648	-835.16108	-838.30626	91.265404	3.1451834	-913.6695	-819.52564	-819.51295
1	1	-796.82171	-766.60364	-767.42543	30.218068	0.82179048	-788.07547	-751.06888	-746.23137
2	2	-689.85914	-634.096	-639.78407	55.763146	5.6880698	-674.20155	-619.08885	-619.06502
3	3	-436.54208	-415.20995	-418.76453	21.332135	3.5545816	-425.55168	-402.98038	-403.01614
4	4	-830.34897	-741.4274	-749.31418	88.921576	7.8867877	-817.27272	-729.38421	-729.31395
5	5	-907.48031	-842.12043	-842.02777	65.359873	-0.092658945	-901.89969	-827.74494	-827.73373
6	6	-517.26636	-500.31609	-504.00268	16.95027	3.6865887	-506.03992	-487.5511	-487.1011
7	7	-746.72662	-691.87367	-692.88161	54.85295	1.0079421	-733.57088	-672.90607	-673.13739
8	8	-603.79659	-574.15233	-575.15563	29.644256	1.0032906	-590.43188	-557.75637	-557.77385
9	9	-1066.5796	-957.4339	-958.10298	109.14574	0.66908404	-1061.0063	-941.40647	-941.37196
10	10	-762.39422	-698.89408	-706.43927	63.500142	7.5451917	-748.38488	-688.25833	-688.25537
11	11	-731.73302	-655.63883	-662.60918	76.094192	6.9703565	-720.56051	-642.9439	-642.94488
12	12	-928.67753	-784.35265	-784.27903	144.32488	-0.073624892	-916.7115	-768.56049	-768.54522
13	13	-883.77378	-791.30326	-799.20215	92.470525	7.8988955	-872.04765	-781.50316	-781.50195
14	14	-751.27098	-703.45539	-705.6164	47.815582	2.1610065	-737.10641	-687.67273	-687.62293
15	15	-939.37026	-855.88775	-857.13689	83.482507	1.2491365	-927.90018	-838.40759	-838.42179
16	16	-538.01468	-509.73428	-515.75271	28.280399	6.0184318	-526.61004	-494.9761	-494.98441
17	17	-826.76963	-745.60052	-753.18533	81.169111	7.5848137	-812.38464	-729.75863	-729.75942
18	18	-787.40843	-741.85924	-744.60978	45.549194	2.7505423	-773.96589	-724.23903	-724.16899
19	19	-900.39568	-814.46348	-821.22879	85.932199	6.7653149	-888.88095	-799.61228	-799.59859
20	20	-786.5775	-702.78061	-702.51079	83.796895	-0.26981475	-774.95472	-687.43248	-687.43246
21	21	-887.43401	-789.36696	-794.96808	98.067048	5.6011198	-875.12879	-774.6518	-774.66584
22	22	-735.84711	-677.33263	-683.73412	58.514482	6.4014844	-724.64367	-667.25275	-667.25622
23	23	-616.30073	-566.06688	-571.55081	50.233843	5.4839286	-604.96356	-552.00521	-551.86228
24	24	-686.22516	-616.60797	-623.19329	69.617189	6.5853225	-674.68024	-605.9092	-605.91013
25	25	-647.82274	-613.70121	-619.10343	34.121535	5.4022246	-636.42538	-600.22122	-600.21511
26	26	-668.73833	-647.17188	-647.09782	21.566452	-0.074065476	-662.15319	-632.36043	-629.37248
27	27	-616.80722	-579.71562	-585.42322	37.0916	5.7075965	-605.15473	-567.23436	-567.10182
28	28	-868.86839	-814.55814	-815.25548	54.310245	0.6973358	-858.00525	-796.53918	-796.36209
29	29	-852.16266	-775.55273	-782.57649	76.609931	7.0237618	-838.74893	-766.87006	-766.87742
30	30	-761.20925	-729.56468	-726.87263	31.644574	-2.6920439	-754.19273	-714.9511	-708.5253
31	31	-716.02961	-685.54004	-686.42249	30.489567	0.88244815	-705.63973	-668.95966	-666.15501
32	32	-934.66163	-844.16569	-835.43938	90.495936	-8.7263157	-920.51841	-831.49241	-815.16801
33	33	-846.15537	-751.56775	-757.72004	94.587618	6.1522822	-833.13995	-736.10776	-736.11741
34	34	-751.97254	-706.07773	-710.56951	45.894806	4.491779	-741.02469	-691.92397	-691.93657
35	35	-828.39582	-724.18258	-730.01516	104.21323	5.8325752	-816.40825	-707.95842	-707.93457
36	36	-778.88159	-743.71056	-744.4336	35.171026	0.72304264	-768.19682	-728.54023	-728.63952
37	37	-708.95357	-663.44953	-669.91364	45.504037	6.4641102	-696.81898	-652.99217	-652.89197
38	38	-773.89319	-710.81964	-717.64865	63.073554	6.8290101	-761.52802	-704.22544	-704.32032
39	39	-573.1386	-543.71519	-548.28215	29.423408	4.5669549	-560.75907	-533.6576	-532.07645
