No.	ID	loglik_Null_W	loglik_Acc_W	loglik_Full_W	logBF1	logBF2
1	618	-2795.2281	-2785.619	-2832.547	9.60909999999967	46.9279999999999
1	671	-4015.3483	-3980.6912	-4040.7633	34.6570999999999	60.0720999999999
1	1493	-2549.6943	-2530.1416	-2546.2477	19.5527000000002	16.1061
1	1588	-2170.8217	-2159.8074	-2192.5031	11.0142999999998	32.6956999999998
1	1686	-2137.7842	-2114.9093	-2128.7877	22.8749000000003	13.8784000000001
1	2302	-1452.5965	-1439.382	-1448.1922	13.2145	8.8101999999999
1	2322	-2139.3765	-2135.057	-2149.5272	4.31950000000006	14.4702000000002
1	2437	-1268.7797	-1254.6827	-1264.5797	14.097	9.89699999999993
1	3350	-1458.4868	-1426.926	-1430.9535	31.5608	4.02750000000015
1	3420	-4360.2563	-4355.2636	-4395.2905	4.99269999999979	40.0268999999998
1	3855	-897.11265	-883.7885	-893.53211	13.32415	9.74360999999999
1	3901	-866.34144	-840.0751	-850.30287	26.26634	10.22777
1	4552	-1333.6548	-1303.3318	-1317.1894	30.3230000000001	13.8576
1	4554	-1646.2643	-1630.7233	-1659.413	15.5409999999999	28.6896999999999
1	4565	-2531.3197	-2499.3062	-2538.7831	32.0135	39.4769000000001
1	4616	-1379.2155	-1358.7576	-1364.2262	20.4579000000001	5.46860000000015
2	235	-904.72533	-908.22779	-910.31546	-3.50246000000004	2.08767
2	774	-1487.4834	-1480.7467	-1499.02	6.73670000000016	18.2733000000001
2	1848	-2385.2507	-2394.3457	-2438.481	-9.0949999999998	44.1353000000004
2	2832	-1084.6223	-1079.4784	-1081.4159	5.14390000000003	1.9375
2	3490	-1587.2033	-1572.1611	-1577.4382	15.0421999999999	5.27710000000002
2	4541	-2502.5182	-2469.6	-2499.9796	32.9182000000001	30.3796000000002
2	4653	-1324.7634	-1306.9355	-1315.5461	17.8279	8.61059999999998
2	4790	-3580.6491	-3571.4758	-3599.2436	9.17329999999993	27.7677999999996
3	1262	-2024.9248	-2014.5153	-2030.6208	10.4095	16.1054999999999
3	1875	-1448.0947	-1449.0756	-1446.5219	-0.980899999999792	-2.55369999999994
