No.	ID	n_rate	c_rate	aptHaa_3	aptOwe_3	aptRow_3	casCas_3	droNov_3	rheAme_3	rhePen_3	anoDid_3	strCam_3	aptHaa.aptOwe_3	casCas.droNov_3	rheAme.rhePen_3	aptHaa.aptRow_3	aptHaa.casCas_3	aptHaa.rheAme_3
40	595	1.29263	0.129983	1	1	1	0.0018	0.00075	0.02435	0.08685	0.0011	0	1	0	0	1	0	0
40	745	2.31953	0.253353	0.3415	0.3365	0.1177	0.99285	0.99845	0.10735	0.09535	1	0.01475	0.1929	0.98115	0.00045	0.0015	0.00105	0
40	1085	1.82625	0.139884	0.4477	0.4477	0.34665	0.0624	0.1829	0.9375	0.5673	9e-04	0.99995	0.26655	0.0102	0.53865	0.03685	0.0082	0.00635
40	1595	5.22313	0.166606	0.018	0.0121	0.0072	0	0	0.0029	1	0	0	0	0	0	0	0	0
40	2289	2.90037	0.321146	0.9994	0.9994	0.9994	0.01425	0.03395	0.07395	0.4194	0.01115	0.00305	0.99935	0.00135	0.0062	0.9993	0.00125	0.00095
40	2795	4.24096	0.228076	0.26645	0.24965	0.1152	0.4316	0.31675	1	1	0.01095	1	0.0621	0.00065	1	5e-05	0	0
40	3267	1.36098	0.13193	1	1	1	0.9964	0.99995	0.998	0.99985	0.9964	0.0071	1	0.9956	0.99725	1	0.9809	0.87215
40	3479	2.48026	0.174478	0.12685	0.1199	0.05025	0.02865	0.00425	1	1	5e-05	1e-04	0.01875	1e-04	1	0.00025	0	0
40	3588	3.49126	0.310709	0.1015	0.0938	0.03805	0.00435	0.0169	0.02945	0.0265	1	0	0.0166	0	0	1e-04	0	0
40	4789	1.80654	0.09685	0.20055	0.09755	0.02965	0.0021	0.0656	0.0237	0.01855	1	5e-05	0.0264	0	0	0	0	0
40	4873	2.43747	0.170645	0.1325	0.12325	0.0543	0.0099	0.00505	1	1	0.03335	0.01445	0.02475	5e-05	1	0.00015	0	0
40	4877	6.15253	0.117671	0.0329	0.02425	0.00775	5e-05	0	1	1	0	0	0.00015	0	1	0	0	0
40	4899	0.756961	0.0875735	0.9532	0.9528	0.9356	1	0.99995	0.9755	0.98485	0.31775	0.9959	0.93245	0.99995	0.96825	0.9058	0.88955	0.76665
40	4958	0.862245	0.0521381	0.4558	0.4854	0.5045	0.99885	0.9991	0.3446	0.3397	0.01085	0.02185	0.37	0.99865	0.29235	0.3211	0.3071	0.2191
40	4959	1.61758	0.146372	0.8744	0.87155	0.90885	0.92865	0.8821	1	1	0.10055	0.0053	0.84345	0.867	1	0.83065	0.78085	0.67145
40	4981	2.21841	0.253719	0.313	0.37315	0.30795	0.17385	0.10895	0.1313	0.0944	0.25985	0.0018	0.19975	0.02055	0.06505	0.05865	0.01035	0.00215
41	597	1.36809	0.347819	0.6922	0.6933	0.59145	0.98925	0.99965	0.9737	0.9503	0.6979	0.63935	0.5533	0.97255	0.90085	0.4268	0.41305	0.3514
41	619	8.03906	0.20845	0.053	0.047	0.0102	5e-05	0	0.0067	0.0225	0	1	0.001	0	0	0	0	0
41	876	1.28779	0.145796	0.25965	0.2498	0.572	0.02565	0.01885	1	1	0.95085	0.0021	0.07195	0.00655	1	0.0072	0.00395	0.003
41	913	2.82611	0.176704	1	1	1	0.3593	0.5926	0.56255	0.94665	0.9986	0.1998	1	0.254	0.4196	1	0.24535	0.19875
41	1262	2.11688	0.084777	0.9043	0.9039	0.8904	0.99985	1	0.21165	0.5551	0.3334	0.0011	0.8846	0.9998	0.00805	0.8746	0.7578	0.00705
41	1274	3.06123	0.137837	1	1	1	1	1	0.91905	0.9208	0.4847	0.00565	1	1	0.8814	1	0.99265	0.80525
41	1410	4.59908	0.263116	0.097	0.0839	0.0337	0.004	0.02895	0.02995	0.0238	1	0	0.01205	0	0	0	0	0
41	1426	4.30309	0.234813	1	1	1	1	1	1	1	0.66255	0.6617	1	1	1	1	0.9971	0.94545
41	1660	1.40037	0.145958	0.19025	0.1839	0.0983	0.03705	0.02985	0.96275	0.82335	6e-04	6e-04	0.06705	0.00055	0.8191	0.0012	5e-05	5e-05
41	2066	2.46181	0.253105	0.07565	0.28355	0.04755	0.00255	0.07925	0.00845	0.00525	0	1	0.0137	0	0	0	0	0
41	2342	3.51458	0.223828	0.03595	0.02885	0.0035	1	0	0.08655	0.01585	0	0	7e-04	0	0	0	0	0
41	2674	1.20218	0.265168	0.9851	0.97655	0.98355	0.97005	0.89095	0.99905	0.999	1	0.6201	0.96585	0.7893	0.99785	0.9326	0.7527	0.63635
41	2715	1.39315	0.250587	0.233	0.2247	0.1076	0.05765	0.0391	1	1	0.1042	0.99985	0.06425	0.0023	1	0.0079	0.00165	0.0014
41	2772	2.41128	0.228442	0.4592	0.2695	0.30875	0.00855	0.02735	1	1	0.2211	0	0.167	0.00075	1	0.0824	0.00075	6e-04
41	3013	2.1538	0.29613	0.2494	0.23935	0.23665	0.0331	0.26625	0.99995	0.99995	0.0048	0.0306	0.13805	0.0198	0.99995	0.07755	0.01835	0.0151
41	3602	1.46878	0.240168	0.53465	0.53485	0.7003	0.16105	0.52705	1	1	0.015	0.3486	0.4157	0.07315	1	0.35025	0.0678	0.0558
41	4587	0.717728	0.091761	0.9999	0.9999	0.9999	1	1	0.2583	0.2453	0.0093	0.8192	0.9999	1	0.1563	0.9999	0.9319	0.13575
41	4592	2.27208	0.0766199	1	1	1	0.99995	0.9999	1	1	1	0	1	0.9999	1	1	0.9796	0.8907
41	4655	1.17539	0.0816541	0.1997	0.18525	0.09045	0.0126	0.0065	1	1	0	1	0.03165	8e-04	1	0	0	0
42	596	2.1015	0.270816	0.5551	0.5557	0.4649	0.5014	0.9571	0.1967	0.18545	0.17155	0.11805	0.48935	0.47965	0.05075	0.3999	0.31745	0.0395
42	877	1.19878	0.203255	0.8524	0.8248	0.7631	0.8838	0.88385	0.79955	0.7989	0.55	0.49415	0.78145	0.875	0.7953	0.70985	0.6902	0.59705
42	1447	2.94254	0.263451	0.3101	0.3078	0.20465	0.9885	0.9916	0.2295	0.5306	0.0929	0.04885	0.1705	0.98755	0.0538	0.09325	0.0865	0.0409
42	1859	2.51332	0.168453	0.999	0.9956	0.9973	1	1	0.92625	0.92965	0.6254	0.6294	0.994	1	0.8773	0.9916	0.9628	0.75585
42	1992	1.34533	0.278373	1	1	1	0.9311	0.9437	0.3432	0.19155	0.04525	0.52885	1	0.92925	0.01505	1	0.77275	0.0117
42	2042	1.74631	0.147276	0.82195	0.8291	0.1751	0.6609	0.17445	1	1	0.0048	0.0014	0.68655	0.05425	1	0.01515	0.0108	0.009
42	2184	4.06025	0.205902	0.33135	0.32165	0.2148	0.06365	0.05295	0.98725	0.98705	0.5862	0.1833	0.17135	0.0147	0.98695	0.10285	0.0138	0.0122
42	2332	3.7934	0.195975	0.77135	0.76685	0.68115	1	1	0.15985	0.14665	0.26805	0.00675	0.7303	1	0.0071	0.64205	0.60985	0.0065
42	2450	2.33275	0.228689	0.1186	0.112	0.04345	0.00615	0.01705	0.09585	0.0814	1	0.12065	0.0175	0	5e-04	0	0	0
42	2715	4.99801	0.206001	0.08175	0.07105	0.0244	0.00295	0.00455	0.0205	0.01485	1	0	0.00445	0	0	0	0	0
42	2870	1.98868	0.101455	0.01465	0.0122	0.0022	1e-04	0	6e-04	0.001	0.00635	0	0.001	0	0	0	0	0
42	3357	1.47162	0.115174	0.19365	0.1636	0.07695	0.0024	0.0011	0.0662	0.40745	0	1	0.03775	0	0.00015	0	0	0
42	4229	3.58804	0.116662	1	1	1	0.42555	0.42795	0.50725	0.50525	0	0	1	0.42475	0.38435	1	0.401	0.2177
42	4339	4.13356	0.111433	0.99635	0.998	0.9918	0.97805	0.97785	0.9998	0.9998	0.53295	0.10265	0.99455	0.96095	0.9998	0.98745	0.91425	0.61505
42	4452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42	4847	2.14136	0.204226	1	1	1	1	1	0.9628	0.9622	0.69425	0.875	1	1	0.9333	1	0.9884	0.85145
43	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43	752	2.27281	0.161931	0.27175	0.274	0.21215	0.01955	0.0148	0.07105	0.2383	5e-04	1	0.18075	5e-05	5e-05	0.15525	0	0
43	874	3.52273	0.292938	0.094	0.0863	0.1482	0.0409	0.00815	0.11605	0.0202	0.0057	1	0.007	0.00165	0	0	0	0
43	996	2.47098	0.205513	0.99035	0.99085	0.98925	0.32755	0.42765	1	1	0.7532	0.16175	0.98875	0.2297	1	0.98785	0.22405	0.1973
43	1670	1.71491	0.204651	1	1	0.9971	0.06635	0.14425	0.10625	0.21365	6e-04	0.17715	1	0.02475	2e-04	0.9961	0.01935	2e-04
43	2010	1.62778	0.0520862	0.3215	0.32115	0.21325	0.21215	0.1991	0.97715	0.9999	0.0185	0.0151	0.1886	0.1397	0.97505	0.0759	0.06515	0.0547
43	2200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43	2240	2.00049	0.0850132	0.0086	0.00655	0.00055	0	0	0.0089	0.00095	0	0	2e-04	0	0	0	0	0
43	2985	2.71289	0.0676713	0.09215	0.08305	0.02855	0.0022	0.0011	1	1	0	0	0.00535	0.00015	1	0	0	0
43	3208	2.95556	0.0745953	0.03725	0.034	0.00375	0.00025	1	0.0033	0.0019	0	0	8e-04	0	0	0	0	0
43	3449	4.54893	0.374312	0.4527	0.24725	0.0718	0.01325	0.0079	0.06	0.0509	1	0.0038	0.14945	0	0	0.0061	0	0
43	3969	1.88463	0.238456	0.16735	0.1586	0.19165	0.0637	0.01035	1	1	0.16135	0.00055	0.03685	4e-04	1	1e-04	0	0
43	4253	2.13456	0.222934	0.12415	0.12345	0.0537	0.1181	0.08355	1	1	0.00295	0	0.02025	0.0096	1	0	0	0
43	4263	4.56237	0.0846725	0.07305	0.0647	0.0122	1e-04	0.00095	1	1	0.16305	0.1652	0.00135	0	1	0	0	0
43	4265	2.14638	0.110595	1	1	1	0.99995	1	1	1	0.0106	0.5108	1	0.99975	1	1	0.9652	0.8209
43	4276	4.50207	0.148288	0.12525	0.3595	0.2266	0.009	4e-04	1	1	0	0.19025	0.0263	0	1	0	0	0
43	4278	3.59705	0.0853548	0.76795	0.37265	0.13735	0.00445	0.7401	1	1	0.1842	0	0.25525	0	1	0	0	0
43	4336	4.4173	0.101618	0.4251	0.0672	0.00565	1	1	0.0048	0.0224	0	0	0.00485	1	0	0	0	0
43	4748	1.82964	0.114887	0.1799	0.37965	0.15065	0.00265	0.01245	1	1	0	1e-04	0.08115	0	1	0.00015	0	0
43	4766	1.89075	0.0922406	0.451	0.44365	0.2318	1	1	0.5052	0.50535	0.319	0.3182	0.30065	0.9947	0.33485	0.0675	0.0637	0.047
43	4985	2.61033	0.156191	0.99865	0.9987	0.99845	0.992	0.9993	0.1444	0.1259	0.327	0.31385	0.9985	0.9912	5e-05	0.99845	0.8969	5e-05
44	10	1.36026	0.115706	0.78785	0.65105	0.3143	0.9998	0.99945	0.6647	0.28945	0.99685	0.96815	0.46645	0.9983	0.02995	0.0244	0.0215	0.0084
44	1198	1.92506	0.157481	0.19505	0.1708	0.02385	0.0035	0.00255	0.018	0.0147	0.00065	0.0315	0.0971	5e-05	0	0.0012	5e-05	0
44	1631	2.97582	0.144969	0.3649	0.3625	0.21385	0.9772	0.9759	0.18865	0.1735	0.40255	0.00635	0.17085	0.96975	0.00065	0.0181	0.0129	3e-04
44	2904	3.94071	0.129632	0.0308	0.023	0.0029	5e-05	0.00015	0.01325	1	0	0	0	0	0	0	0	0
44	3582	1.65109	0.250784	0.47645	0.5978	0.21495	0.09565	0.2033	1	1	0.4802	0.88665	0.2962	0.00365	1	0.0062	0.00155	0.0013
44	3632	5.01771	0.214113	0.1331	0.1212	0.275	0.01255	0.011	0.0456	0.04135	0.98935	0.00055	0.0296	0.00315	0.00405	0.005	0.0024	0.0017
44	4854	3.22243	0.190799	0.39995	0.28285	0.37835	0.03045	0.1345	0.99985	0.99985	0.00025	6e-04	0.15145	6e-04	0.99985	0.0014	2e-04	2e-04
44	4949	1.97317	0.0599919	0.02415	0.02115	0.005	0.001	5e-05	0.00345	0.0019	0	0.00455	0.00105	0	0	0	0	0
45	1062	1.95924	0.0646677	0.10435	0.31375	0.0521	0.00015	2e-04	0.00655	0.0044	0	0	0.05855	0	0	5e-05	0	0
45	1285	1.8915	0.111331	0.04965	0.04725	0.01685	0.03675	0.0013	0.0905	0.03745	1e-04	1e-04	0.00625	0	0.01165	0.00065	0	0
45	1844	1.77732	0.215695	0.0994	0.095	0.03335	0.06175	0.20335	0.02875	0.0254	0.0136	1	0.0107	5e-04	0.00045	0	0	0
45	2381	1.62345	0.244895	0.65405	0.64905	0.59625	0.5195	0.5873	0.44215	0.4399	0.73	0.22085	0.58245	0.4496	0.23915	0.5206	0.363	0.1817
45	2956	4.20502	0.18163	0.1879	0.1814	0.24945	0.02175	0.0152	1	1	8e-04	0.013	0.0647	0.00015	1	0.01925	1e-04	5e-05
45	3055	1.98095	0.0966055	0.0193	0.0172	0.0035	7e-04	0.00085	0.0025	0.00135	0	0	5e-04	0	0	0	0	0
46	77	2.57764	0.263304	0.12215	0.118	0.04985	0.0374	0.0455	1	1	1e-04	1e-04	0.02145	0.0306	1	0	0	0
46	81	2.14079	0.123733	0.9996	0.99955	0.99955	1	1	0.87805	0.87705	0.46835	0.0026	0.9995	1	0.8165	0.9995	0.96505	0.69395
46	256	3.97341	0.106661	0.1961	0.18645	0.4341	1	1	0.08235	0.0713	0.2163	5e-05	0.04895	1	2e-04	0.0016	0.00135	5e-05
46	577	2.98983	0.127684	0.012	0.0081	0.0011	0	0	0	0	1	0	5e-05	0	0	0	0	0
46	740	2.71066	0.136824	0.56715	0.5619	0.63525	0.026	0.01095	1	1	0.2556	0.1144	0.5162	0	1	0.5112	0	0
46	873	1.25054	0.0820023	0.37205	0.4739	0.4064	0.99935	1	0.12545	0.10995	1	1e-04	0.20105	0.99935	0	0.0158	0.0133	0
46	876	3.44344	0.0909764	0.3474	0.3366	0.1736	1	0.9979	1	1	0.34805	0.34895	0.106	0.96805	1	0.0044	0.00435	0.0041
46	942	2.43504	0.202724	0.9247	0.92585	0.9092	0.74785	0.99925	1	1	0.59	0.58765	0.9031	0.7169	1	0.88995	0.69485	0.6171
46	943	2.83678	0.0868043	0.67225	0.89645	0.28865	0.13815	0.95265	1	1	1	0.42835	0.51035	0.0261	1	0.02135	0.01505	0.01275
46	953	4.40655	0.123719	1	1	1	0.05435	0.99635	1	1	0.445	0.4503	1	0.0026	1	1	0.00235	0.00195
46	966	1.74741	0.0990929	0.19295	0.1836	0.05355	0.00715	0.09085	0.1729	0.03785	0.25245	1	0.09455	0	5e-05	3e-04	0	0
46	1005	2.47514	0.0593669	0.09175	0.0842	0.02835	0.0018	0.0133	1	1	0	0	0.00765	0	1	0	0	0
46	1061	1.86985	0.189655	0.9994	0.9996	0.9998	0.9591	0.9915	0.9932	0.9984	0.6408	0.64615	0.999	0.94155	0.9904	0.9975	0.9239	0.81565
46	1294	2.10487	0.179465	0.09915	0.09135	0.03415	0.0148	0.0417	1	1	5e-05	0	0.0097	0	1	0	0	0
46	2505	3.05774	0.153567	1	1	1	1	1	0.94175	0.94255	0.63815	0.62935	1	1	0.9019	0.99995	0.9812	0.80335
46	2559	1.9387	0.164925	0.42985	0.4311	0.34535	0.1142	0.10125	0.1279	0.1233	0.12175	0.00245	0.3612	0.0482	0.03545	0.308	0.03595	0.0154
46	3569	2.41859	0.256543	0.47665	0.4705	0.38515	1	0.99685	0.16545	0.1507	0.33405	0.99995	0.3442	0.99585	0.01745	0.2984	0.25545	0.0148
46	4581	5.97859	0.186826	0.37615	0.4123	0.2017	0.4858	0.4891	1	1	0.3054	0.30755	0.20195	0.30975	1	0.02965	0.02725	0.02395
46	4727	1.26353	0.156873	0.5773	0.5716	0.64805	0.4683	0.4586	0.9989	0.99895	0.48685	0.427	0.46485	0.42395	0.9989	0.3766	0.35035	0.30755
47	1947	2.35955	0.199462	0.0626	0.0504	0.0114	0.00115	0.0095	0.0117	0.16975	0	1	0.00105	0	0.00035	0	0	0
47	2490	4.67999	0.168277	0.1709	0.17165	0.08745	0.0332	0.02525	0.98545	0.9854	0.00725	0.00105	0.05615	0.0103	0.98515	0.0109	0.0085	0.00735
47	2632	5.61233	0.175573	0.12155	0.12075	0.0529	0.00735	0.00385	1	1	0	0	0.0212	0	1	0.00015	0	0
47	2773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47	2787	4.25187	0.0906197	0.27055	0.68535	0.0658	1	1	0.05315	0.0423	0.21825	0	0.1496	1	0	5e-05	0	0
47	2804	3.73978	0.0507793	1	1	1	0.84195	0.40465	0.1231	0.00515	0.30765	0	1	0.05765	0	1	0.0404	0
47	3139	2.14346	0.136805	0.99985	0.9997	0.97905	0.06605	0.0577	0.11725	0.1082	0.0027	0.00215	0.99965	0.00875	9e-04	0.97725	0.00735	0.00015
47	3150	4.3388	0.194737	0.1525	0.1445	0.07195	0.011	0.00695	1	1	0.1679	1e-04	0.03505	5e-05	1	0.00535	5e-05	5e-05
47	3214	1.16344	0.106054	0.0936	0.08315	0.0626	1	1	0.01465	0.06065	0	0	0.0151	1	0	0	0	0
47	3293	1.58584	0.0736884	1	1	1	0.877	0.87735	0.14875	0.1245	0.3979	1	1	0.82075	0.0037	1	0.7217	0.0032
47	3300	3.45928	0.117612	0.31875	0.29415	0.8937	1	1	0.40795	0.4049	0.1923	0	0.1915	1	0.2465	0.1738	0.1485	0.05395
47	3314	2.60701	0.0884982	0.99745	0.9974	0.9968	1	0.9996	1	1	0.50445	0.0038	0.99665	0.99665	1	0.996	0.961	0.82185
47	3319	6.0543	0.160837	0.05945	0.04995	0.0056	1	1	0.00325	0.00255	0.1511	0	0.0099	1	0	0	0	0
47	3323	4.42592	0.109112	1	1	1	1	1	0.98395	0.98525	0.6644	0.658	1	1	0.97485	1	0.99945	0.95185
47	3612	2.78784	0.278813	0.0742	0.13775	0.0118	0.0061	0.03	0.00885	0.00585	1	0	0.01525	5e-05	0	0	0	0
47	3682	4.01813	0.237449	0.10605	0.0939	0.1087	1	1	0.35625	0.357	0.207	0	0.00425	1	0.2111	5e-05	5e-05	5e-05
47	3683	2.10347	0.130442	0.43595	0.4296	0.28715	0.9774	0.99845	1	1	0.3461	0.0052	0.23335	0.9757	1	0.09565	0.09225	0.0771
47	4733	3.83072	0.129411	0.12205	0.11215	0.0453	0.0061	0.01255	0.20935	0.19885	1	0	0.0171	0	3e-04	0	0	0
48	436	1.57853	0.171119	0.17785	0.17335	0.23825	0.19815	0.01895	0.9981	0.9999	4e-04	0.01625	0.04825	0.00035	0.99805	0.00305	0.00025	1e-04
48	923	2.00379	0.187383	0.24435	0.23375	0.84185	0.54165	0.23555	0.09495	0.9615	0.00215	0.99955	0.0438	0.00275	0.00055	0.0033	4e-04	1e-04
48	1251	1.32495	0.174824	0.9575	0.96805	0.8584	0.24625	0.683	0.1733	0.16055	0.99885	1	0.9472	0.05405	0.02315	0.8379	0.04245	0.0138
48	1873	0.976891	0.125323	0.60075	0.681	0.21825	0.5442	0.54095	0.9999	0.9999	0.0019	1	0.39395	0.53655	0.9999	0.05805	0.05445	0.0462
48	1901	0.815749	0.0847579	0.8974	0.94915	0.8316	0.7281	0.99935	1	1	0.8931	0.6306	0.8621	0.6964	1	0.79495	0.66645	0.57625
48	2007	1.50237	0.115046	0.68575	0.68325	0.64245	1	1	0.15465	0.60495	0.31325	0.00125	0.6214	1	0.0067	0.47655	0.39825	0.00515
48	2023	3.33025	0.0625678	0.15545	0.61005	0.03555	0.99775	0.99775	0.0185	0.1033	0	0	0.04065	0.99775	0	0.01	0.0084	0
48	2026	4.7253	0.174029	0.14705	0.13785	0.05295	0.75865	0.7594	0.0437	0.03465	0.22165	1	0.01275	0.75845	0	5e-05	0	0
48	2225	1.99431	0.0990972	0.8426	0.84665	0.76595	0.79965	0.79795	0.64385	0.64515	0.4717	0.02135	0.8153	0.74435	0.5238	0.7277	0.6007	0.3235
48	2546	5.17442	0.295	0.16125	0.16015	0.0859	0.0292	0.0204	0.07915	0.0759	0.0011	1	0.04965	0.00235	0.0056	0.00085	5e-05	0
48	2698	2.93121	0.258657	0.085	0.07725	0.02055	1	1	0.0653	0.19345	0	0.00625	0.00425	1	0	0.00055	5e-04	0
48	2859	1.27698	0.068859	0.9976	0.9976	0.9957	1	1	0.78875	0.904	0.3098	0.8189	0.9969	1	0.69305	0.99385	0.94525	0.5951
48	2969	0.646764	0.0767611	0.7543	0.74775	0.65175	0.99015	0.87555	0.6433	0.34045	0.0852	1	0.69085	0.84755	0.00015	0.59885	0.41715	1e-04
48	3186	1.45726	0.196956	1	1	0.99945	0.14995	0.12585	0.9961	0.9999	0.32245	0.22895	1	0.0415	0.9929	0.99935	0.0399	0.0347
48	4326	1.75106	0.126356	0.18945	0.2378	0.0686	1	1	0.12845	0.1835	0	0.0529	0.0684	1	1e-04	0.0018	0.00165	5e-05
48	4333	3.61551	0.175789	0.21335	0.20885	0.1007	0.0208	0.0129	1	1	0.0046	1	0.05145	0	1	6e-04	0	0
48	4476	1.86341	0.0575557	0.9336	0.93335	0.92495	1	1	0.25255	0.24345	0.31005	0.00605	0.91995	0.998	0.0622	0.91325	0.8142	0.0522
48	4520	1.77995	0.144244	0.18565	0.1762	0.08025	0.99615	1	0.37785	0.3771	0.225	0.0061	0.0376	0.9934	0.21975	0.00105	0.00095	7e-04
48	4521	2.53335	0.251972	0.9992	0.99925	0.9989	1	1	0.94	0.9412	0.62265	0.58755	0.9991	1	0.9024	0.9988	0.9815	0.80905
48	4534	1.96901	0.0994932	0.4949	0.49655	0.3927	0.99185	0.9988	0.5388	0.5389	0.31065	0.01105	0.36905	0.9864	0.3987	0.27665	0.25935	0.17475
48	4539	2.67832	0.0998792	1	1	1	1	1	0.9052	0.90325	0.4959	0.05255	1	1	0.8563	1	0.98205	0.75385
48	4783	5.45062	0.147273	1	1	1	1	1	0.01615	0.1239	0.27095	0	1	1	0	1	0.96285	0
48	4919	2.94129	0.212707	0.26	0.25895	0.1538	0.12145	0.2812	0.9958	0.9963	0.01235	0.0877	0.1235	0.07245	0.9955	0.0288	0.02565	0.02165
49	46	1.93209	0.228733	0.9718	0.9718	0.97475	0.6766	0.97515	0.9916	0.99215	0.14585	0.94645	0.9621	0.6413	0.98815	0.9561	0.6166	0.51335
49	719	1.3172	0.140994	1	1	0.99995	1	1	0.9984	0.99415	0.10575	0.0511	1	1	0.99045	0.99995	0.97785	0.8305
49	725	1.69842	0.0386402	0.0809	0.0725	0.01935	1	1	0.014	0.0108	3e-04	0.10385	0.0038	1	0	0	0	0
49	734	3.60484	0.16753	0.26735	0.26515	0.2186	0.22595	0.2696	0.92205	0.9269	0.0234	0.03425	0.1289	0.1021	0.9162	0.0525	0.04545	0.03385
49	778	3.5671	0.180934	0.9204	0.917714	0.885714	0.924629	0.914114	0.963143	0.963029	0.445886	0.0587429	0.881143	0.8772	0.960971	0.821257	0.761771	0.479029
49	798	3.74267	0.210402	0.2333	0.21225	0.2907	0.92035	0.98655	1	1	0.2532	0.0692	0.0239	0.9051	1	5e-05	5e-05	5e-05
49	896	0.883964	0.0631513	0.9857	0.99055	0.9833	0.09305	0.01305	1	1	7e-04	0	0.98405	0.00365	1	0.98245	0.00355	0.00325
49	1027	2.31591	0.0587303	0.0841	0.07345	0.02195	1	1	0.01615	0.01125	0.15935	0	0.0031	1	0	0	0	0
49	1582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
49	1714	1.564	0.0856156	0.1378	0.1275	0.06265	0.0105	0.0489	1	1	0.00035	0.0034	0.02765	5e-05	1	1e-04	0	0
49	1930	2.80957	0.17603	0.5186	0.51125	0.40535	1	1	0.59	0.90455	0.4052	0.3249	0.3642	1	0.2737	0.27635	0.2663	0.1985
49	1956	5.10329	0.189369	0.36365	0.35755	0.31205	1	1	0.5104	0.51065	0.2793	0	0.3013	1	0.39385	0.29945	0.29235	0.2284
49	2171	0.910502	0.116355	0.79805	0.79355	0.8535	0.7839	0.74135	1	1	0.13915	0.99995	0.72365	0.5035	1	0.69145	0.4696	0.38905
49	2363	1.39886	0.124864	0.20975	0.2057	0.1018	0.02	0.01175	1	1	0.9119	0.00025	0.04895	0	1	0.00025	0	0
49	2365	2.32718	0.113221	0.8894	0.8885	0.8802	1	1	0.0845	0.07145	0.25585	0.00015	0.87695	1	0.0015	0.8749	0.80015	0.00125
49	4908	3.11807	0.167952	0.37265	0.2408	0.08515	0.8941	1	0.0748	0.06675	0.03235	6e-04	0.13265	0.89405	5e-05	0.0015	0.0012	0
50	143	1.96989	0.0921445	0.78	0.7744	0.7084	0.8997	0.5136	1	1	0.98135	0.6798	0.68635	0.42595	1	0.6108	0.406	0.35775
50	165	2.19017	0.163637	1	1	1	1	1	1	1	0.65775	0.6631	1	0.9999	1	1	0.98435	0.87685
50	692	3.161	0.245	0.08405	0.07685	0.02735	0.04035	0.0227	0.08245	0.01835	0	1	0.0068	0	0	0	0	0
50	1391	0.786812	0.0725177	0.15935	0.2177	0.0565	0.0113	0.00695	0.77645	0.7743	0.00015	0.15185	0.0605	5e-05	0.76935	0	0	0
50	1595	2.21242	0.189521	0.3976	0.3941	0.5081	1	1	0.9978	0.99765	0.388	0.39015	0.14245	1	0.9941	0.02125	0.02065	0.0182
50	1602	3.7253	0.228061	0.9871	0.98645	0.9792	0.9998	1	1	1	1	0.001	0.9786	0.993	1	0.9632	0.9245	0.84395
50	1616	2.35197	0.152328	0.31175	0.30375	0.176	0.99995	1	1	1	0.3098	0.0025	0.1193	0.99995	1	0.06205	0.05935	0.0508
50	1651	2.25902	0.181509	0.99595	0.99545	0.99435	0.99975	0.9999	0.5994	0.58875	0.9227	0.99445	0.9942	0.9996	0.3187	0.99225	0.895	0.27755
50	2425	1.83532	0.14862	1	1	1	0.99845	0.99985	0.99995	0.99995	0.50715	0.0357	1	0.99555	0.99995	1	0.9728	0.82955
50	2456	2.31615	0.194239	0.4134	0.22365	0.24205	0.0521	0.11925	1	1	0	0.12685	0.10425	0.001	1	7e-04	2e-04	2e-04
50	2779	2.83457	0.109187	0.83835	0.70655	0.32685	1	1	1	1	0.50535	1	0.551	1	1	0.06035	0.05895	0.05205
50	2929	3.83505	0.136682	0.9583	0.95895	0.953	0.0983	0.07835	0.93275	0.9334	0.00145	0	0.9529	0.0126	0.9324	0.9506	0.01105	0.0018
50	4421	2.30596	0.232051	0.15685	0.1521	0.1811	0.0391	0.06235	0.50545	0.99865	0.0019	0.0152	0.0668	0.02305	0.4906	0.0354	0.01965	0.01655
50	4447	3.13339	0.178418	0.48695	0.4745	0.4885	0.62895	0.5059	1	1	0.35865	0.3702	0.32905	0.3084	1	0.15895	0.14745	0.12645
51	849	3.61507	0.16864	0.03165	0.02405	0.0162	0	0	0.00205	1	0	0	0.0011	0	0	0	0	0
51	1489	1.68617	0.124024	0.9999	0.9999	1	0.816	0.99865	1	1	0.5532	1e-04	0.9999	0.63975	1	0.9999	0.6047	0.52385
51	2065	1.7838	0.131012	0.2397	0.2317	0.1339	0.0578	0.1999	0.999	1	0.0461	0.00115	0.1006	0.00595	0.999	0.01635	0.00385	0.00305
51	2435	3.05689	0.139848	0.629	0.6797	0.22285	0.1391	0.1239	1	1	0.0057	0.00395	0.5605	0.0697	1	0.0832	0.0502	0.0416
51	2748	3.07109	0.0910401	0.0724	0.062	0.01395	0.00065	6e-04	0.1196	0.9924	5e-05	0	0.0129	0	0.0081	0.00015	0	0
51	3024	2.10654	0.0499591	0.0518	0.0465	0.00835	0.00015	0	0.0061	0.0044	1	0	0.00185	0	0	0	0	0
