No.	ID	n_rate	c_rate	aptHaa_3	aptOwe_3	aptRow_3	casCas_3	droNov_3	rheAme_3	rhePen_3	anoDid_3	strCam_3	aptHaa.aptOwe_3	casCas.droNov_3	rheAme.rhePen_3	aptHaa.aptRow_3	aptHaa.casCas_3	aptHaa.rheAme_3
16	2816	1.25468	0.167981	0.19755	0.18795	0.49835	0.2219	0.01225	0.43005	0.38375	1	0.55895	0.04305	0.0012	0.3747	0.00915	8e-04	8e-04
16	4513	2.56397	0.155534	0.1331	0.13155	0.06505	0.0142	0.01135	0.0569	0.05175	1	5e-05	0.0299	7e-04	0	3e-04	5e-05	0
16	4608	3.47541	0.100698	0.01815	0.01335	0.0068	0	0	1	0.00115	0	0	0.00015	0	0	0	0	0
17	1482	1.98022	0.249352	0.96305	0.9577	0.93545	0.0273	0.01955	0.0747	0.0682	0.00085	0.00155	0.95555	0.0033	0.0033	0.93225	0.0028	6e-04
17	1530	1.05085	0.132568	0.5963	0.4869	0.27525	0.9887	0.6077	0.1967	0.17345	0.9997	0.9173	0.31795	0.2986	0.0049	0.1167	0.0806	0.0037
17	1590	0.8552	0.107006	0.08925	0.0791	0.02445	0.012	0.0056	0.0184	0.3909	1	0	0.00545	0	0	0	0	0
17	2991	3.30444	0.0662996	0.14835	0.14185	0.0886	0.00165	0.00085	1	1	0	0	0.0668	0	1	0.0603	0	0
17	3523	2.14332	0.0358009	0.2132	0.0638	0.0696	1e-04	0	0.94485	0.94285	0	0	0.0025	0	0	0	0	0
17	3548	2.36598	0.106725	0.63875	0.83125	0.27065	0.40275	0.4063	1	1	0.9901	0.02555	0.4936	0.0776	1	0.0282	0.0199	0.0157
17	3848	1.73479	0.187581	0.5982	0.5949	0.8507	0.04295	0.1211	0.9998	0.9997	0.0025	1	0.48365	0.0021	0.99965	0.37485	0.002	0.00175
17	3883	3.52939	0.131728	0.1341	0.8606	0.78955	1	0.00115	0.1116	0.9893	0	0	0.03545	0	0	0	0	0
17	4776	2.34304	0.18482	0.99985	0.9998	0.9998	1	1	0.1361	0.11965	0.32425	0.3193	0.9998	1	0.00065	0.9998	0.9357	0.00065
17	4817	3.38639	0.173521	0.2038	0.19585	0.1041	0.10025	0.02905	1	1	0.0087	0.18415	0.0669	0.0015	1	0.002	9e-04	0.00085
17	4992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	60	3.52289	0.210928	0.96745	0.96815	0.95315	0.9532	0.95455	0.9951	0.99585	0.6267	0.5986	0.9549	0.9318	0.99445	0.9308	0.88715	0.77065
18	398	1.95949	0.128623	0.12665	0.14045	0.09505	0.09425	0.02115	0.09195	0.05545	0.0023	7e-04	0.0587	0.0026	0.00095	0.0048	0.00045	0
18	611	2.18308	0.202619	0.1521	0.1428	0.06985	0.99995	0.7388	0.09485	0.09155	0.0044	0.00085	0.0424	0.73635	0.04655	0.00645	0.00565	0.00305
18	771	3.92	0.208868	0.37205	0.31715	0.15475	0.99345	0.99325	0.13615	0.1208	0.9415	0.00015	0.154	0.98995	5e-05	0.0083	0.00655	0
18	792	2.82698	0.273605	0.1901	0.18605	0.09125	0.1594	0.20325	1	1	0.00085	0.0113	0.05835	0.0268	1	0.0063	0.0052	0.0045
18	1944	1.60511	0.252887	0.25915	0.2559	0.0933	0.07345	0.6493	0.9999	0.99935	1	1e-04	0.0861	0.0283	0.99935	0.00075	6e-04	0.00035
18	1956	1.60554	0.183732	0.07305	0.06235	0.01595	0.00155	7e-04	0.047	0.03605	1	0	0.0084	0	0	0	0	0
18	2370	1.69439	0.157635	0.1734	0.16715	0.08685	0.12625	0.02585	0.6672	0.99995	0.00205	0.01425	0.05765	0.00125	0.6601	8e-04	0.00025	0.00015
18	3617	3.76752	0.12248	0.16425	0.15805	0.07695	0.0223	0.01595	1	1	5e-05	0.00015	0.04565	1e-04	1	0.00025	0	0
18	3635	2.82367	0.1578	0.76535	0.7645	0.6617	1	1	0.9925	0.9825	0.59025	0.9926	0.63245	1	0.97855	0.51065	0.5073	0.4679
18	3839	3.80882	0.107265	0.0521	0.0445	0.0866	5e-05	0	1	1	0	0	8e-04	0	1	0	0	0
18	3953	4.04133	0.138687	0.14395	0.13595	0.0657	0.0148	0.0963	1	1	5e-04	0.00035	0.0318	2e-04	1	1e-04	0	0
18	4037	1.15286	0.204696	1	1	1	0.29835	0.10435	0.9935	0.99465	0.5813	0.95165	1	0.0204	0.99155	1	0.0196	0.01695
18	4283	2.66725	0.18681	0.15305	0.1448	0.0536	0.00595	0.0212	1	1	1e-04	0	0.0529	0	1	5e-04	0	0
18	4358	1.41395	0.261589	0.50085	0.50285	0.39	0.626	0.60975	0.9826	0.9977	0.22205	0.27155	0.362	0.4982	0.9815	0.2318	0.2201	0.18765
18	4407	3.15543	0.313448	0.2698	0.26305	0.13855	0.60375	0.7702	1	1	0.04235	0.00045	0.09255	0.5839	1	0.00885	0.00835	0.0072
18	4515	3.80929	0.257078	0.2197	0.21355	0.12845	0.04505	0.03505	1	1	0.06175	0.00635	0.0928	0.0057	1	0.0272	0.0046	0.00385
18	4523	2.57254	0.133392	0.15445	0.1427	0.35925	0.0076	0.0305	1	1	1e-04	5e-05	0.0374	1e-04	1	0.013	1e-04	5e-05
19	152	2.91312	0.270969	0.24035	0.23795	0.3011	0.07455	0.06475	0.08615	0.0836	0.59715	0.0162	0.1066	0.0088	0.04335	0.0168	0.0045	0.0021
19	1266	5.46687	0.153859	0.12205	0.101	0.01385	1	1	1	1	0.2896	0.2916	0.0027	1	1	0	0	0
19	1594	2.26044	0.170416	0.5783	0.575	0.4639	0.90565	0.92715	0.99985	0.99985	0.3777	0.04875	0.4308	0.8971	0.99985	0.31725	0.30605	0.2597
19	1972	1.47703	0.192713	0.65575	0.65165	0.25035	1	0.99965	0.0848	0.0728	0.0686	0.00135	0.5166	0.9842	0.00075	0.1784	0.15435	6e-04
19	2680	0.991295	0.15431	0.99995	1	1	0.9988	0.99955	1	1	0.6721	0.7047	0.9999	0.99815	1	0.9999	0.97745	0.8608
19	2908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	3609	1.80681	0.218585	0.99025	0.9899	0.99125	0.097	0.06965	1	1	0.29895	0.99125	0.98735	0.001	1	0.9863	0.001	0.00095
19	3991	3.3239	0.168731	1	1	1	0.00695	0.004	0.052	0.0397	5e-05	0.00155	1	0	0	1	0	0
19	4500	3.46463	0.230004	0.10205	0.08995	0.3695	0.02105	0.99985	0.06095	0.0493	0.0818	0.00185	0.01135	0.0193	0	0.00175	0.0015	0
19	4968	1.3975	0.252313	0.60385	0.6038	0.44165	0.0874	0.34785	0.19055	0.64095	0.99415	1	0.3633	0.01205	0.07885	0.0061	0.0038	0.00275
20	295	3.50765	0.31144	0.0724	0.1691	0.02095	0.01035	0.04015	0.04195	0.98445	0.0117	0.00865	0.01705	0.00895	0.02635	0.00575	0.0053	0.0048
20	513	2.76107	0.202967	0.9826	0.98245	0.97805	1	1	0.9997	0.9997	0.5345	0.1628	0.9768	1	0.9997	0.97245	0.9614	0.87635
20	519	1.42499	0.234802	0.9845	0.98325	0.977	0.9999	1	1	0.99975	0.7219	0.9964	0.9754	0.9997	0.9997	0.96685	0.94735	0.8307
20	526	2.8076	0.207348	0.99895	0.9989	0.99835	1	1	0.96205	0.96085	0.7124	0.9485	0.9987	1	0.92735	0.99815	0.98015	0.8262
20	698	1.01307	0.214751	0.1494	0.14385	0.06835	0.0554	0.23225	1	0.99755	9e-04	4e-04	0.02985	0.0023	0.99725	0.00035	1e-04	1e-04
20	1104	3.09978	0.247266	0.95405	0.954	0.94925	0.0152	0.0101	0.25695	0.0558	0.01575	0.1526	0.9484	0.00045	0.00175	0.94715	0.00035	1e-04
20	2091	1.84542	0.161381	0.69695	0.59555	0.30445	0.01695	0.00105	0.01035	0.0525	0	0	0.54265	0	0	0.04495	0	0
20	2350	2.19194	0.212895	0.2768	0.2676	0.6278	0.08995	0.81805	1	1	0.0082	0.0084	0.1087	0.01225	1	0.00725	0.00485	0.0037
20	3143	1.68767	0.224131	0.2573	0.2489	0.13375	0.1415	0.2649	1	1	0.0219	0.8478	0.07575	0.04605	1	0.00735	0.00665	0.0056
20	3373	2.28116	0.263707	0.4353	0.43145	0.26715	0.134	0.2791	0.9999	0.9996	0.9967	0.99785	0.2112	0.0579	0.99895	0.05935	0.0475	0.0418
20	3775	2.15298	0.191058	0.8563	0.854	0.8215	0.99405	0.99315	0.99995	0.99995	0.07015	0.202	0.8073	0.97335	0.99995	0.77075	0.7416	0.6223
20	4743	1.38272	0.150892	0.08695	0.0754	0.0234	0.01305	0.06235	0.15275	0.0604	0.00015	1	0.00555	0.0012	0	0	0	0
20	4886	3.00069	0.0528066	0.1435	0.137	0.0654	1	1	0.05635	0.0468	0.1733	0	0.02415	1	0	0	0	0
21	2304	3.11083	0.267561	0.09555	0.0887	0.0273	0.013	0.9945	0.0254	0.09115	0.0173	0.0013	0.03105	0.00995	0.00265	0.00655	0.0048	0.002
21	2746	1.97716	0.0803113	0.0265	0.0243	0.00505	0.00045	0.00015	0.004	0.0033	0	0	0.00125	0	0	5e-05	0	0
21	3068	3.72856	0.136796	0.0665	0.0595	0.0124	0.00015	0.00105	1	1	0	0	0.0015	0	1	0	0	0
21	4165	1.70916	0.134085	0.16415	0.3279	0.0432	0.0231	0.00235	1	1	3e-04	5e-05	0.0623	0	1	0	0	0
21	4871	1.51645	0.0613151	0.11215	0.3717	0.01285	1	1	1	1	0	0	0.0067	1	1	0	0	0
22	108	4.74667	0.277415	0.9995	0.99945	0.9995	0.99925	0.99865	0.95645	0.9562	0.6926	0.8594	0.99945	0.9982	0.9206	0.99945	0.9753	0.8196
22	524	1.70239	0.166074	0.1385	0.13035	0.05635	1	1	0.04665	0.3459	0.0031	7e-04	0.01885	0.9999	0.00025	1e-04	5e-05	0
22	2221	1.01119	0.0694236	0.32835	0.32375	0.2643	0.0835	0.07465	1	1	0.02115	0.00205	0.23135	0.05695	1	0.19795	0.05375	0.0465
22	2974	1.82682	0.120627	0.1208	0.1796	0.3668	0.00905	0.00705	0.0487	0.1009	6e-04	0	0.05385	0.0056	0.0275	0.0044	0.00265	0.00175
22	2975	5.54615	0.153353	1	1	1	0.0058	0.02225	0.04075	0.17685	0	0	1	0	0	1	0	0
22	3382	3.07118	0.206289	0.4587	0.4528	0.27835	0.89975	0.8565	1	1	0.9999	0.00185	0.2214	0.84865	1	0.04625	0.0442	0.03725
22	3441	9.57507	0.107271	1	1	1	0.9966	0.99685	0.9503	0.94925	0.48295	0	1	0.9949	0.9247	1	0.99155	0.87475
22	3808	2.8495	0.321589	0.1154	0.10735	0.02765	0.0015	0.00355	0.0696	0.01815	0.0178	1	0.04215	0	0	0	0	0
22	3974	7.32835	0.18676	0.13755	0.12295	0.3501	0.0147	0.001	1	1	0.00035	0	0.0085	0	1	0	0	0
22	4162	4.44247	0.295082	0.1305	0.12035	0.2381	0.0086	0.9856	0.031	0.02415	1	7e-04	0.01355	0	0	5e-05	0	0
22	4190	1.48322	0.280236	0.86465	0.8647	0.834	0.95105	0.982	0.83375	0.7867	0.7896	0.3682	0.82405	0.94075	0.72005	0.7837	0.74445	0.5677
22	4384	3.04626	0.198549	0.25235	0.0605	0.00585	1e-04	5e-05	1	1	1	0	0.0023	0	1	0	0	0
23	442	4.79086	0.235586	0.17145	0.1678	0.08515	0.019	0.4274	0.07515	0.0666	0	1	0.046	3e-04	0	0	0	0
23	2547	2.53974	0.210396	0.1508	0.1467	0.08095	0.00165	0.0048	0.11265	0.01775	0.00015	1	0.0786	0	0	0.0018	0	0
23	2562	2.00405	0.28396	0.41585	0.4125	0.3391	0.2107	0.20265	0.3717	0.2776	0.20395	0.37265	0.3284	0.11225	0.17245	0.2852	0.10145	0.07755
23	4065	2.18681	0.142688	0.1018	0.09735	0.2047	0.4389	0.01495	0.04085	0.0404	0.01965	0.007	0.0215	0.006	0.00275	0.00195	0.0014	0.001
23	4211	7.67608	0.126233	0.4036	0.40015	1	0.09	0.00295	0.07335	0.01125	0	0	0.3908	0	0	0.39075	0	0
23	4309	2.47315	0.201587	0.103	0.0942	0.03415	0.01615	0.00115	1	1	0	0.00245	0.01255	0	1	0.001	0	0
23	4889	0.687274	0.0477578	0.9745	0.98315	0.98015	0.01545	0.01055	1	1	2e-04	0	0.9705	0	1	0.9655	0	0
24	770	1.03635	0.190194	0.74865	0.74535	0.7696	0.9921	0.99995	1	1	0.32885	0.00465	0.6664	0.98945	1	0.6348	0.6146	0.51745
24	963	1.72665	0.0554437	0.1717	0.6967	0.12435	0.27745	0.07835	0.04145	0.0149	0.0027	0	0.12465	0.0304	9e-04	5e-05	0	0
24	999	4.23706	0.121041	0.05415	0.0465	0.00665	1e-04	0	1	1	0	0	0.00045	0	1	0	0	0
24	1222	3.51762	0.123855	0.0309	0.0207	0.0776	1e-04	0	1	1	0	0	3e-04	0	1	0	0	0
24	1223	2.56279	0.133231	0.27095	0.25645	0.3322	0.6555	0.0381	0.71815	0.71795	0.00455	0.0056	0.1089	0.0073	0.7164	0.0252	0.00475	0.0034
24	1526	3.21791	0.294243	0.382	0.3747	0.21295	0.05155	0.93625	1	1	0.98955	0.8814	0.1028	8e-04	1	2e-04	0	0
24	1974	0.901983	0.169503	0.99995	0.99995	0.99995	0.9983	0.999	1	1	0.50645	0.0606	0.9999	0.99755	1	0.9999	0.97365	0.8475
24	2397	4.40974	0.0606845	0.10515	0.09445	0.03795	0.00455	0.00265	0.0327	0.02865	1	0	0.01615	0	0	0	0	0
24	2448	2.62006	0.105448	0.1236	0.1173	0.05865	0.0111	0.0727	0.04725	0.04125	1	0.00095	0.0244	5e-04	0.00015	0	0	0
24	2453	2.80484	0.165618	0.2358	0.2253	0.125	0.07115	0.18245	0.3504	0.1561	0.71375	5e-05	0.1012	0.0089	0.00125	0.053	0.00535	0.00015
24	2861	4.9225	0.329271	0.1214	0.11195	0.04805	0.00805	0.0122	0.0391	0.03415	1	0	0.023	0	0	1e-04	0	0
24	3064	2.79057	0.226568	0.14165	0.13485	0.06605	0.11885	0.0745	0.04755	0.1124	1	0.00525	0.03985	0.00025	0	0.00195	0	0
24	3146	1.03523	0.132666	0.25495	0.1468	0.05005	0.08905	0.011	1	1	0.0073	0	0.04995	0.00025	1	0	0	0
24	3982	3.42873	0.30963	0.3846	0.376	0.2505	0.3499	0.9879	0.209	0.1997	0.29775	1	0.20925	0.28055	0.0626	0.0942	0.07045	0.04235
24	4882	3.25239	0.302409	0.0498	0.03925	0.0496	0.00375	0.99955	0.0052	0.0137	0	0	0.00125	0	0	0	0	0
24	4898	1.33963	0.162832	0.13365	0.1294	0.15965	0.02175	0.02725	1	1	0.16135	0.00235	0.0203	0	1	3e-04	0	0
25	163	0.750467	0.230016	0.99145	0.9915	0.9936	0.4632	0.702	0.9753	0.9759	0.99935	0.16365	0.98915	0.22465	0.96885	0.98835	0.21675	0.1822
25	196	1.03303	0.173991	0.99415	0.9958	0.9952	0.74235	0.72135	1	1	0.96755	0.52355	0.99205	0.6347	1	0.9882	0.6167	0.5441
25	610	1.50571	0.0959965	0.15015	0.13725	0.06945	0.01475	0.00865	0.99985	0.99985	0	0	0.03335	0	0.99985	5e-05	0	0
25	800	1.79982	0.149434	0.28695	0.1431	0.1777	0.0168	0.0074	1	1	0.00015	0.00015	0.04495	0	1	5e-05	0	0
25	910	4.74013	0.292993	0.0874	0.07785	0.0224	0.13955	0.1244	0.02635	0.0203	1	0	0.0056	0.00015	0	0	0	0
25	1120	5.92721	0.247801	0.08265	0.0749	0.10605	0.01945	0.0449	0.0194	0.0137	1	0	0.0083	1e-04	0	0.00105	0	0
25	1512	0.753907	0.0867694	0.07365	0.06365	0.0154	0.00025	0.00225	1	1	0	0	0.0025	0	1	0	0	0
25	1530	4.187	0.169425	0.1895	0.03425	0.00345	5e-05	0.00035	0.99985	0.0032	0	0	0.00305	0	0	0	0	0
25	1646	0.736477	0.176605	0.9873	0.9871	0.97915	0.91425	0.99585	1	1	0.98885	0.89085	0.9828	0.8432	1	0.9741	0.8184	0.7255
25	1648	1.00778	0.164449	0.2293	0.12235	0.041	0.0836	0.01425	1	1	0.16255	0.02925	0.03115	4e-04	1	0.0025	5e-05	0
25	1951	1.06654	0.0805335	0.19015	0.18545	0.07925	0.0418	0.0242	0.90035	0.89985	0.034	0.00015	0.10205	0.0011	0.8994	0.0289	0.00105	9e-04
25	1974	0.870152	0.0817435	0.21935	0.21575	0.11205	0.11335	0.2809	1	1	0.4286	0.00015	0.06035	0.00275	1	0.00075	2e-04	0.00015
25	2003	2.42639	0.175247	0.30155	0.29595	0.37005	0.02105	0.07255	1	1	0.00085	0.052	0.1915	0.00135	1	0.0226	0.0012	9e-04
25	2018	1.22149	0.276694	0.5024	0.5032	0.41555	0.40025	0.26755	0.8879	0.94265	0.33115	0.74765	0.377	0.2122	0.87405	0.29565	0.1991	0.17225
25	2021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	2070	3.47939	0.154406	0.0519	0.24405	0.00385	0.00015	0	1	1	1e-04	0	0.0029	0	1	0	0	0
25	2087	4.49683	0.103884	0.04615	0.0323	0.00385	0	0.00385	1	1	0	0	5e-05	0	1	0	0	0
25	2088	3.51298	0.0959808	0.0255	0.1543	7e-04	5e-05	0.008	1	1	0	0	0.00035	0	1	0	0	0
25	2126	2.03992	0.271311	0.17435	0.1665	0.2363	0.01355	0.31465	1	1	7e-04	0.00015	0.06785	0.00045	1	0.0477	4e-04	0.00035
25	2134	0.857488	0.153476	0.98745	0.9835	0.97985	1	1	0.8142	0.81005	0.01725	0.02725	0.98095	0.99995	0.7889	0.97775	0.93595	0.6492
25	2168	2.74346	0.0826533	0.2263	0.18595	0.0014	0	0	0.00385	1	0	0	0.04565	0	0	0	0	0
25	2213	2.39618	0.207327	0.21955	0.2106	0.11315	0.0397	0.03095	1	1	0.47165	0.00045	0.0685	0.00615	1	0.0054	0.00315	0.00275
25	2270	3.00664	0.221629	0.0602	0.05375	0.00995	0.0037	9e-04	1	1	4e-04	0	0.00185	0	1	0	0	0
25	2386	1.45622	0.101214	0.1873	0.18045	0.19775	0.0095	0.13425	1	1	0.0031	1e-04	0.07285	1e-04	1	8e-04	1e-04	1e-04
25	2477	1.30492	0.139283	0.2142	0.33655	0.07075	0.05365	0.03665	1	1	0.00545	0.00195	0.102	0.0014	1	5e-04	0.00015	0.00015
25	2481	2.65755	0.0350323	0.0181	0.01315	7e-04	0	0	0.00035	1	0	0	7e-04	0	0	0	0	0
25	2612	2.60028	0.113699	0.0616	0.05435	0.0102	1e-04	0	1	1	0	0	0.0016	0	1	0	0	0
25	2613	2.52562	0.178112	0.12135	0.11165	0.05055	0.00625	0.0214	1	1	0.00015	0	0.01975	0	1	0	0	0
25	2665	6.15071	0.157916	0.00505	0.00315	0	0	0	1	1	0	0	0	0	1	0	0	0
25	2734	2.20071	0.0951133	0.1446	0.13355	0.05235	0.0047	0.01995	1	1	0.7873	0	0.0153	0	1	0	0	0
25	2737	1.69875	0.2096	0.42675	0.61295	0.07225	0.19725	0.04645	1	1	1e-04	4e-04	0.33805	5e-05	1	2e-04	0	0
25	2752	0.742876	0.080483	0.08745	0.07815	0.1707	0.00195	0.0027	1	1	0	0	0.0107	0	1	0	0	0
25	2760	5.162	0.216127	0.03185	0.0232	0.00245	0	0	1	1	0	0	5e-05	0	1	0	0	0
25	2944	3.21016	0.250643	0.13785	0.13275	0.0622	0.01085	0.0079	1	1	2e-04	0.00015	0.0271	0	1	0	0	0
25	2945	1.50755	0.129097	0.1309	0.12695	0.16495	0.0857	0.0503	1	1	2e-04	0	0.0191	0	1	0	0	0
25	3110	1.08828	0.156811	0.275	0.1839	0.3841	0.1752	0.86555	1	1	0.0013	0	0.0425	4e-04	1	0.00175	0	0
25	3219	2.38847	0.105569	0.02295	0.12535	0.0071	0	1	0.00055	3e-04	0	0	0.00085	0	0	0	0	0
25	3451	1.64167	0.182873	0.42635	0.2755	0.2828	0.2849	0.75585	1	1	1e-04	5e-05	0.12805	0.0805	1	0.01	0.0094	0.0081
25	3464	1.32781	0.10234	0.12235	0.42205	0.46275	0.00045	0.00365	1	1	0.0028	0	0.0299	0	1	0	0	0
25	3470	4.97459	0.218466	0.18515	0.04945	0.0072	0.0221	1e-04	1	1	0	0	0.0029	0	1	0	0	0
25	3521	3.0968	0.144608	0.9942	0.9946	0.9966	0.1959	0.48475	1	1	0.0024	0.00195	0.99315	0.11205	1	0.99135	0.10655	0.0896
25	3726	1.23215	0.163507	0.9998	0.9999	0.99935	0.32125	0.0126	1	1	0	0.0049	0.9998	0.0016	1	0.9992	0.00155	0.0014
25	4082	1.11192	0.197403	0.43395	0.42415	0.25825	0.93535	0.73645	1	0.99995	0.02125	0.9824	0.18995	0.45925	0.99995	0.0563	0.05315	0.0436
25	4146	2.86185	0.288109	0.135	0.1245	0.173	0.0103	0.9943	0.03065	0.02385	3e-04	1	0.01835	6e-04	0	0.00705	2e-04	0
25	4147	3.21593	0.241715	0.23995	0.2369	0.1218	0.1505	0.89085	1	1	0.2594	0.00035	0.06115	0.01635	1	0.00195	0.00115	8e-04
26	275	2.93375	0.271512	1	1	0.99995	0.09355	0.22685	0.18985	0.59295	0.46765	1	1	0.0223	0.00025	0.99995	0.019	1e-04
26	397	1.49347	0.209144	0.18525	0.1767	0.09265	0.0409	0.03245	0.6631	0.9996	0.02945	0.14315	0.0646	0.001	0.65515	0.0019	4e-04	4e-04
26	781	2.86254	0.151257	0.01735	0.0133	0.0615	5e-05	0	0.99965	0.001	0	0	0	0	0	0	0	0
26	1300	1.97481	0.111789	0.03325	0.1322	0.0054	4e-04	0.00075	0.0034	0.00325	0.00315	2e-04	0.0078	0	0	0	0	0
26	2449	2.46596	0.188952	0.11215	0.1048	0.0329	0.0028	9e-04	1	1	0	0	0.02555	1e-04	1	5e-05	5e-05	0
26	2738	2.71238	0.259012	0.1382	0.1297	0.0364	0.01465	0.3817	0.0289	0.0214	0.00285	1	0.04915	0.00015	0	1e-04	0	0
26	3108	3.32925	0.298691	0.51955	0.5129	0.4024	0.01935	0.1795	0.3594	0.3424	1	1e-04	0.40025	5e-05	0.00215	0.2389	0	0
26	3725	1.62233	0.20882	0.1686	0.15705	0.0758	1	1	0.06825	0.05545	0.4997	0.00225	0.02835	1	1e-04	0.00025	0.00015	0
26	4439	1.89779	0.179194	0.27735	0.27535	0.1938	0.25155	0.1994	0.0862	0.13585	0	0	0.1622	0.0848	0.0276	0.1414	0.03635	0
26	4535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26	4964	5.99843	0.255043	0.07105	0.06555	0.13605	6e-04	0.002	0.01465	0.06505	1	0	0.0039	0	0	0	0	0
27	520	3.74133	0.211522	0.21305	0.2003	0.0954	1	1	0.37845	0.376	0.22475	0	0.05445	1	0.22305	0.001	0.001	0.00055
27	679	2.16945	0.284115	1	1	1	0.99975	0.99945	1	1	0.73305	0.99985	1	0.9989	1	0.99995	0.9738	0.84995
27	1636	1.6201	0.149627	0.40115	0.5854	0.0746	0.07285	0.01065	1	1	0.00045	0.21755	0.30565	0.00315	1	5e-04	3e-04	3e-04
27	1701	1.5247	0.126404	0.35955	0.18895	0.04705	0.402	0.40075	1	1	0.07325	0	0.0883	0.39995	1	5e-05	5e-05	5e-05
27	1708	4.86048	0.209026	0.12735	0.1175	0.0251	0.00765	0.00025	1	1	0	0.0014	0.0507	0	1	0	0	0
27	1721	2.09518	0.153632	0.4045	0.39885	0.2865	1	1	0.17905	0.16625	0.1477	0.9994	0.2461	1	0.02545	0.16645	0.15265	0.0218
27	1737	2.62563	0.117614	0.29775	0.29155	0.01225	0.0031	0.0313	0.32275	0.3297	0	1	0.0515	0.00015	0.18715	0	0	0
27	1851	3.08032	0.260153	0.43265	0.42535	0.23385	0.20865	0.2438	0.9828	0.99635	1	0.99815	0.22805	0.1121	0.92755	0.06815	0.06305	0.0523
27	3134	1.57528	0.172315	0.23685	0.2228	0.99785	0.0903	0.08535	1	1	0.00455	1e-04	0.06175	2e-04	1	0.02435	2e-04	2e-04
27	3521	3.7926	0.143575	0.1361	0.021	0.0018	5e-05	0	0.00095	1	0	0	4e-04	0	0	0	0	0
27	4728	2.66941	0.28916	0.4982	0.39165	0.2893	0.4304	1	0.5063	0.4366	0.40375	0.0714	0.30805	0.4249	0.38465	0.2176	0.20915	0.17145
28	188	2.82864	0.0900513	0.10535	0.0965	0.03645	1	1	0.0291	0.0222	0.00075	0	0.01095	1	0	5e-05	0	0
28	632	1.7933	0.110301	0.9977	0.99715	0.9969	0.0449	0.004	0.0461	0.0381	0	4e-04	0.99695	1e-04	5e-05	0.9968	1e-04	0
28	724	1.87764	0.151246	0.5263	0.375	0.1502	0.4081	0.78535	1	1	0.0293	0.00015	0.2171	0.04035	1	0.00445	0.0041	0.0037
28	838	1.87491	0.101801	0.31425	0.52745	0.04085	0.0426	0.0048	0.1111	0.0284	1e-04	0.00015	0.2654	5e-05	0.00015	6e-04	0	0
28	880	7.84712	0.118815	0.0048	0.00265	0	0	0	1e-04	1	0	0	0	0	0	0	0	0
28	887	2.49019	0.0903364	0.6405	0.6379	0.03605	0.0012	0.00595	0.30655	0.13185	0	1	0.42585	0	0	0	0	0
28	932	3.3305	0.15979	0.05585	0.2352	0.0069	1e-04	5e-05	0.02575	0.99965	0	0	0.0065	0	0.0017	0	0	0
28	1163	5.04163	0.215756	0.139	0.1324	0.0602	0.11055	0.0062	0.2113	0.04675	0.00735	1	0.02915	3e-04	0	5e-05	0	0
28	1729	3.01769	0.229887	0.1127	0.11105	0.0704	0.0053	0.003	0.03745	0.03	0	1	0.0245	5e-05	0	0	0	0
28	1922	4.1298	0.0845338	0.12565	0.0161	0.01005	0	0	0.00045	0.0029	1	0	5e-05	0	0	0	0	0
28	2846	1.95227	0.0821922	0.01995	0.06415	0.02185	0.0015	0.00105	0.03145	0.00075	0.0051	0	0.0017	0	0	0	0	0
28	3192	1.55897	0.220962	0.18325	0.17995	0.14675	0.03035	0.04735	0.99785	0.99715	0.07235	0.003	0.0568	0.00035	0.99645	0.001	2e-04	2e-04
28	3585	0.797329	0.135902	0.9964	0.99655	0.9939	0.99985	1	0.99995	0.9999	0.99995	0.9704	0.99355	0.9996	0.9999	0.99115	0.97225	0.85135
28	4706	1.91747	0.217382	0.11595	0.1083	0.0229	0.0044	0.0019	0.62515	0.01235	0.01745	1	0.0328	0	0	1e-04	0	0
28	4932	1.05016	0.197232	1	0.9999	1	1	1	0.9941	0.99305	0.93555	0.0353	0.9999	1	0.9874	0.99985	0.99055	0.87085
29	60	3.25464	0.135675	1	1	1	0.41625	0.14455	0.60885	0.60855	0.3974	0.9985	1	0.0239	0.39975	1	0.0233	0.0197
29	65	4.51957	0.12579	1	1	1	1	1	0.88915	0.8903	0.51895	0	1	1	0.79965	1	0.9332	0.5497
29	70	0.833189	0.103748	1	1	1	1	1	1	1	0.1066	0.8977	1	1	1	1	0.9944	0.94365
29	84	0.898345	0.101536	1	1	1	1	1	0.12505	0.11455	0.0041	7e-04	1	1	0.0525	1	0.9143	0.04465
29	92	1.77515	0.0709698	0.87485	0.87455	0.8711	0.802	0.87615	0.0359	0.1425	0	0	0.8711	0.75765	0	0.8711	0.5896	0
29	119	2.43918	0.11302	1	1	1	0.0258	0.10125	0.0498	0.18215	1	0	1	0	0	1	0	0
29	144	0.697919	0.125414	1	1	1	1	1	1	1	1	0.00025	1	1	1	1	0.9733	0.84905
29	173	1.53001	0.157709	0.99995	1	1	0.99805	1	0.2453	0.09475	0.0642	5e-05	0.99995	0.99755	0.00355	0.99995	0.8462	0.00275
