No.	ID	loglik_Null	loglik_Acc	loglik_Full	logBF1	logBF2	loglik_Max_M0	loglik_Max_M1	loglik_Max_M2
0	0	-432.44761	-419.62452	-419.25348	12.823094	-0.37103333	-419.11675	-408.76929	-403.61828
1	1	-885.62132	-831.21426	-831.54386	54.407059	0.3295961	-872.24079	-810.39415	-810.39336
2	2	-490.98614	-490.693	-487.58174	0.29314387	-3.1112588	-484.25913	-480.54774	-474.26296
3	3	-640.35371	-618.65025	-619.62579	21.703453	0.97553458	-624.42969	-603.18478	-601.31573
4	4	-249.40745	-249.8381	-250.37036	-0.43065009	0.53226194	-241.9172	-238.36445	-238.36454
5	5	-416.30044	-397.60021	-397.8382	18.700228	0.23798395	-405.09576	-388.80016	-384.6849
6	6	-414.95266	-407.51908	-397.05074	7.4335828	-10.468336	-398.20526	-390.2078	-377.90652
7	7	-785.79736	-728.13831	-729.55631	57.659046	1.418002	-771.58231	-713.35953	-713.35887
8	8	-442.15862	-435.45034	-435.36923	6.7082778	-0.081111703	-430.85528	-420.15045	-416.20925
9	9	-718.78512	-676.39652	-678.84915	42.388603	2.4526357	-705.65065	-660.96902	-660.96542
10	10	-611.16149	-599.36162	-594.41856	11.799874	-4.9430528	-598.0783	-580.10649	-570.6269
11	11	-497.92202	-480.44547	-472.43464	17.47655	-8.0108371	-477.42085	-458.91078	-450.38812
12	12	-853.63728	-776.92468	-778.71612	76.712595	1.791443	-837.32525	-752.59464	-752.60003
13	13	-675.93211	-659.65148	-658.09571	16.280636	-1.5557673	-662.53731	-637.14575	-636.68694
14	14	-488.34311	-487.63691	-486.66583	0.70619205	-0.97108586	-480.88823	-474.71685	-470.31035
15	15	-575.01242	-567.94814	-558.87639	7.0642773	-9.0717484	-560.78987	-545.96674	-535.00377
16	16	-561.27192	-526.91992	-529.03235	34.352005	2.1124258	-546.22591	-511.21123	-511.21393
17	17	-906.4095	-828.12863	-830.87704	78.280866	2.7484113	-891.38926	-809.98231	-809.98487
18	18	-680.18314	-660.69513	-657.41764	19.488007	-3.2774922	-663.32344	-639.00043	-635.25329
19	19	-1028.9536	-949.32703	-948.79822	79.626523	-0.52881332	-1012.7381	-924.93027	-924.92909
20	20	-568.35666	-553.60823	-554.90775	14.748427	1.2995235	-553.44862	-535.7803	-535.75616
21	21	-595.47419	-581.16858	-582.09092	14.305614	0.92233973	-576.21539	-562.80287	-562.15625
22	22	-662.7271	-656.66399	-656.06735	6.0631044	-0.59664004	-647.39925	-636.54825	-634.97457
23	23	-432.44691	-429.08211	-430.31124	3.3648043	1.2291299	-423.71903	-413.55293	-413.54251
24	24	-424.04308	-410.52048	-412.05601	13.522604	1.5355297	-408.34736	-392.64636	-392.65179
25	25	-639.49929	-615.16655	-602.02933	24.332738	-13.13722	-624.47626	-593.89348	-582.1521
26	26	-1014.7728	-961.47981	-915.13935	53.292955	-46.340454	-1003.3685	-939.63088	-891.92085
27	27	-433.29047	-429.3462	-430.13189	3.9442696	0.78568075	-424.4998	-418.15167	-417.16066
28	28	-547.12484	-523.14404	-524.39902	23.980797	1.2549803	-529.54141	-502.64194	-502.63848
29	29	-509.54239	-507.41513	-509.9024	2.1272624	2.4872665	-503.57336	-494.49088	-491.26139
30	30	-678.71307	-651.47563	-646.44503	27.23744	-5.0305961	-660.63734	-629.46093	-625.64295
