No.	prop	genetree
51	0.00742857	(((halLeu:0.159754,(strCam:0.0710902,((droNov:0.054017,(aptRow:0.0262075,(aptHaa:0.0133841,aptOwe:0.0136309):0.0131562):0.0185536):0.0075829,(anoDid:0.0622961,((cryCin:0.08669,eudEle:0.0958859):0.0345377,(tinGut:0.0674079,notPer:0.0923986):0.0455828):0.0233049):0.0281093):0.0158035):0.0447722):0.0425268,(nipNip:0.114216,galGal:0.186948):0.086096):0.219151,(casCas:0.0533116,(rheAme:0.0573147,rhePen:0.0579546):0.0155477):0.328355);
51	0.00628571	(halLeu:0.225775,((nipNip:0.118677,galGal:0.191409):0.0284654,(((strCam:0.0570126,(aptRow:0.0311663,(aptHaa:0.0107832,aptOwe:0.0110301):0.020716):0.0229036):0.0158744,(casCas:0.0440158,(rheAme:0.0473774,rhePen:0.0480172):0.0161892):0.0329974):0.00964571,(droNov:0.0689182,(anoDid:0.0694462,(eudEle:0.13165,(cryCin:0.100167,(tinGut:0.0612304,notPer:0.0862211):0.0306997):0.0222872):0.0292283):0.0282775):0.0199278):0.0226868):0.0766634);
51	0.00485714	(halLeu:0.238909,((nipNip:0.109764,galGal:0.182496):0.0376187,(((aptRow:0.0320526,(aptHaa:0.0145993,aptOwe:0.0148461):0.0177861):0.0249112,(casCas:0.0419171,(rheAme:0.047542,rhePen:0.0481818):0.0139259):0.0221155):0.0170895,((strCam:0.0547508,(droNov:0.0572192,cryCin:0.168261):0.00384488):0.00769387,(anoDid:0.0769907,(eudEle:0.146488,(tinGut:0.0832091,notPer:0.1082):0.0458459):0.0219352):0.0205727):0.0145513):0.0284644):0.0895571);
51	0.00428571	(((halLeu:0.14369,((droNov:0.0553168,(aptRow:0.0271184,(aptHaa:0.0112324,aptOwe:0.0114793):0.0162188):0.0189424):0.0138254,(strCam:0.0541026,((cryCin:0.119871,(tinGut:0.0661312,notPer:0.0911219):0.0455028):0.0303152,(eudEle:0.150465,anoDid:0.059033):0.00891664):0.0212717):0.00872632):0.0369695):0.00824195,(nipNip:0.111725,galGal:0.184457):0.0382379):0.226139,(casCas:0.0449038,(rheAme:0.0533469,rhePen:0.0539868):0.0111076):0.293402);
51	0.00414286	(halLeu:0.294037,((nipNip:0.126495,galGal:0.199227):0.0499367,(strCam:0.0752296,((((aptRow:0.0312517,(aptHaa:0.0173428,aptOwe:0.0175897):0.0142417):0.0149774,(eudEle:0.136051,(cryCin:0.0953606,(tinGut:0.0682699,notPer:0.0932606):0.0188537):0.0314942):0.0396723):0.0103408,(droNov:0.057406,anoDid:0.0862116):0.00841978):0.0126284,(casCas:0.0459454,(rheAme:0.0560156,rhePen:0.0566554):0.00948059):0.0303217):0.00308866):0.0592795):0.115636);
34	0.0305714	((galGal:0.355471,(nipNip:0.258027,(halLeu:0.146011,((strCam:0.0588344,(casCas:0.0546983,anoDid:0.085691):0.0082623):0.01766,(droNov:0.0604147,((cryCin:0.0713346,tinGut:0.0630976):0.0619718,(eudEle:0.109696,notPer:0.117253):0.0328067):0.0381503):0.022393):0.0256247):0.113985):0.0247127):0.038032,((aptRow:0.0287764,(aptHaa:0.0263593,aptOwe:0.0266062):0.0027499):0.0239842,(rheAme:0.0113753,rhePen:0.0120152):0.068005):0.223145);
34	0.0271429	((galGal:0.343334,(nipNip:0.239563,(halLeu:0.148562,((strCam:0.0549182,(casCas:0.0524131,anoDid:0.0834057):0.00663123):0.0201864,(droNov:0.0628218,(notPer:0.15423,(eudEle:0.113683,(cryCin:0.067823,tinGut:0.059586):0.0366643):0.0329895):0.036387):0.0185961):0.0295656):0.0929708):0.0310384):0.036019,((aptRow:0.0286784,(aptHaa:0.0250286,aptOwe:0.0252755):0.00398259):0.0211935,(rheAme:0.0107348,rhePen:0.0113746):0.0657567):0.211884);
34	0.0142857	((galGal:0.394916,(nipNip:0.292885,(halLeu:0.148536,((strCam:0.0576796,(casCas:0.0502132,anoDid:0.0812058):0.0115926):0.0178366,(droNov:0.0572179,((cryCin:0.102436,eudEle:0.111632):0.0388363,(tinGut:0.104862,notPer:0.129853):0.0281732):0.0269875):0.0246116):0.0291276):0.146318):0.0292989):0.0521106,((aptRow:0.028809,(aptHaa:0.0265107,aptOwe:0.0267576):0.00263114):0.0268916,(rheAme:0.013494,rhePen:0.0141339):0.0688262):0.273728);
34	0.0137143	((galGal:0.356742,(nipNip:0.24607,(halLeu:0.147232,((casCas:0.0614753,(anoDid:0.0887501,strCam:0.0536313):0.00371785):0.0149139,(droNov:0.0567743,(eudEle:0.143724,(notPer:0.120717,(cryCin:0.0704198,tinGut:0.0621828):0.0335432):0.0305655):0.0332878):0.021802):0.0310771):0.100807):0.0379405):0.0342134,((aptRow:0.0286057,(aptHaa:0.0247877,aptOwe:0.0250345):0.00415088):0.0336903,(rheAme:0.0146866,rhePen:0.0153264):0.0742291):0.211062);
34	0.013	((galGal:0.370831,(nipNip:0.270918,(halLeu:0.154902,((strCam:0.0575801,(casCas:0.0540739,anoDid:0.0850666):0.00763232):0.0172503,(droNov:0.0578226,(eudEle:0.127297,(cryCin:0.0959563,(tinGut:0.0757727,notPer:0.100763):0.0119466):0.0221453):0.0507631):0.023321):0.0361797):0.117985):0.0271815):0.0442173,((aptRow:0.0271159,(aptHaa:0.0239612,aptOwe:0.024208):0.00348758):0.0335827,(rheAme:0.0121105,rhePen:0.0127504):0.0752078):0.236753);
13	0.0252857	(strCam:0.33982,((galGal:0.185873,(halLeu:0.0914354,nipNip:0.0894662):0.0236752):0.0417714,(((aptRow:0.0316022,(aptHaa:0.00670485,aptOwe:0.0069517):0.0252302):0.0241831,((casCas:0.0271152,droNov:0.0293023):0.0235274,(rheAme:0.0250532,rhePen:0.0256931):0.0451402):0.0122115):0.0114075,(anoDid:0.0647789,(tinGut:0.10068,(cryCin:0.0809986,(eudEle:0.0754422,notPer:0.083):0.0147523):0.0279184):0.0380984):0.0404753):0.0428549):0.22683);
13	0.0224286	(strCam:0.343151,((galGal:0.188928,(halLeu:0.096007,nipNip:0.0940379):0.0221586):0.0563195,(((aptRow:0.0305111,(aptHaa:0.00381916,aptOwe:0.00406601):0.0270248):0.0234858,(anoDid:0.0659017,(tinGut:0.102361,(cryCin:0.082619,(eudEle:0.0753276,notPer:0.0828854):0.0164874):0.0279787):0.0375405):0.0261567):0.0218551,((casCas:0.0286895,droNov:0.0308766):0.0279439,(rheAme:0.0250007,rhePen:0.0256405):0.0511835):0.0262874):0.0517987):0.212558);
13	0.0205714	(strCam:0.393052,((galGal:0.192446,(halLeu:0.0915093,nipNip:0.0895401):0.0301735):0.0532489,((aptRow:0.0365301,(aptHaa:0.00391517,aptOwe:0.00416202):0.0329478):0.0364764,(((casCas:0.0271098,droNov:0.0292969):0.0269462,(rheAme:0.0234175,rhePen:0.0240574):0.0501892):0.0142555,(anoDid:0.0694923,(tinGut:0.101445,(cryCin:0.0785203,(eudEle:0.0718993,notPer:0.0794571):0.0158169):0.0311619):0.0420466):0.0298118):0.0117639):0.0550908):0.262012);
