No.	ID	loglik_Null_W	loglik_Acc_W	loglik_Full_W	logBF1	logBF2	optM
5	35	-620.15935	-607.41401	-607.97961	12.745342	0.5656014	1
5	36	-454.29837	-433.97137	-438.38929	20.326997	4.4179222	1
5	37	-457.50098	-446.73401	-446.70434	10.766963	-0.02967348	2
5	38	-455.96829	-445.13815	-451.29343	10.830132	6.1552769	1
5	39	-535.1616	-517.79746	-522.05524	17.364141	4.25778	1
5	40	-522.18233	-506.84296	-509.22471	15.33938	2.3817553	1
5	41	-521.72141	-517.96608	-518.39186	3.7553275	0.42577975	1
5	42	-557.43966	-543.15792	-549.81303	14.281742	6.6551178	1
5	43	-442.43279	-424.26186	-429.46299	18.170931	5.2011374	1
5	44	-650.3795	-634.11923	-635.98877	16.260268	1.8695358	1
5	45	-673.2227	-668.61373	-672.07063	4.6089747	3.4568992	1
5	46	-417.8041	-400.52851	-405.53422	17.275594	5.0057189	1
5	47	-505.50729	-494.99629	-498.6537	10.511003	3.6574085	1
5	48	-514.69859	-505.82948	-509.46224	8.8691091	3.6327549	1
5	49	-402.40972	-394.09715	-398.86626	8.3125649	4.7691087	1
5	50	-550.03842	-541.9414	-544.71897	8.0970171	2.7775699	1
5	51	-435.46613	-411.99155	-418.3086	23.474574	6.3170509	1
5	52	-567.91343	-550.49256	-552.19043	17.420878	1.697874	1
5	53	-572.02884	-557.24381	-564.95744	14.785036	7.7136313	1
5	54	-445.20552	-423.48623	-428.76252	21.719295	5.2762963	1
5	55	-408.63661	-395.27077	-398.52076	13.365835	3.249991	1
5	56	-522.19237	-494.43142	-501.28808	27.760951	6.8566587	1
5	57	-550.80789	-536.06251	-525.6774	14.745388	-10.385105	2
5	58	-560.37961	-539.92132	-544.33855	20.458286	4.417231	1
5	59	-710.79496	-697.47022	-696.90249	13.324742	-0.56773019	2
5	60	-607.38935	-571.08791	-572.75748	36.301438	1.6695611	1
5	61	-729.93424	-692.30061	-698.50763	37.633633	6.207023	1
5	62	-655.46504	-641.02551	-644.99811	14.439529	3.9725994	1
5	63	-436.00651	-430.60963	-431.72517	5.396888	1.1155441	1
5	64	-670.53361	-670.07148	-668.6966	0.46212548	-1.3748839	2
5	65	-493.58551	-470.26831	-474.19208	23.317205	3.9237737	1
5	66	-582.42338	-566.60633	-569.33428	15.817052	2.7279481	1
5	67	-543.31869	-527.06733	-530.5903	16.251359	3.5229625	1
5	68	-879.80874	-872.41243	-878.7259	7.3963091	6.3134696	1
5	69	-595.63351	-581.07092	-581.38879	14.562594	0.31786975	1
5	70	-616.21362	-597.13892	-602.68735	19.074692	5.5484298	1
5	71	-374.72956	-360.53262	-366.44628	14.196934	5.9136579	1
5	72	-555.22275	-530.3717	-534.98254	24.85105	4.6108372	1
5	73	-460.85807	-445.93904	-450.03121	14.919039	4.0921706	1
5	74	-578.53611	-561.59846	-563.95626	16.937654	2.3577976	1
5	75	-497.87959	-493.03619	-491.60584	4.8433989	-1.4303458	2
5	76	-636.84878	-623.3707	-626.34341	13.478083	2.9727149	1
5	77	-713.83567	-697.33432	-704.56789	16.501352	7.2335743	1
5	78	-568.36803	-543.96972	-547.89138	24.398311	3.9216622	1
5	79	-650.24814	-631.03043	-634.78635	19.21771	3.755921	1
5	80	-578.95862	-568.64034	-573.55056	10.318282	4.9102219	1
5	81	-549.84608	-539.69416	-541.91824	10.151928	2.2240889	1
5	82	-613.69299	-596.49097	-594.92362	17.202027	-1.5673484	2
5	83	-701.75795	-690.13798	-691.24106	11.619977	1.1030797	1
5	84	-434.45486	-420.69312	-426.66113	13.761733	5.968005	1
5	85	-514.00559	-501.8596	-504.92402	12.145991	3.0644189	1
5	86	-586.75949	-563.31525	-568.09532	23.44424	4.780067	1
5	87	-518.24	-499.76321	-506.80666	18.476792	7.0434499	1
5	88	-656.68679	-648.01793	-647.47155	8.6688502	-0.54638626	2
5	89	-511.90799	-492.83158	-497.02676	19.076407	4.1951822	1
5	90	-559.94347	-547.798	-554.20413	12.14547	6.4061263	1
5	91	-530.75243	-519.18826	-522.51628	11.564171	3.3280255	1
5	92	-603.76009	-588.46588	-587.62787	15.294211	-0.83800841	2
5	93	-617.47878	-606.06546	-610.04012	11.413319	3.9746593	1
5	94	-630.09203	-613.02628	-613.26072	17.065751	0.23443754	1
5	95	-863.51668	-845.5225	-847.30887	17.994175	1.7863644	1
5	96	-595.30431	-581.7667	-583.40312	13.537616	1.6364196	1
5	97	-396.27615	-387.9967	-392.78724	8.2794592	4.7905483	1
5	98	-606.20554	-583.51806	-589.84721	22.687479	6.3291506	1
5	99	-487.94439	-457.6728	-463.2772	30.271591	5.6044093	1
