No.	ID	loglik_Null_W	loglik_Acc_W	loglik_Full_W	logBF1	logBF2	optM
5	0	-734.02475	-657.49909	-662.50316	76.525652	5.0040644	1
5	1	-489.83509	-465.52051	-471.18219	24.314587	5.6616882	1
5	2	-612.67345	-555.59478	-562.75944	57.078665	7.1646558	1
5	3	-542.37776	-508.93041	-514.92647	33.447345	5.9960634	1
5	4	-467.98993	-425.54831	-432.03393	42.441617	6.4856132	1
5	5	-624.20483	-595.96806	-586.85685	28.236773	-9.1112108	2
5	6	-495.73908	-461.51495	-465.74148	34.224129	4.2265231	1
5	7	-849.00538	-783.99476	-759.32434	65.010619	-24.670416	2
5	8	-1035.2776	-958.06661	-957.18328	77.210974	-0.88333703	2
5	9	-549.0158	-500.97613	-507.7897	48.039675	6.8135682	1
5	10	-536.79497	-513.34658	-520.63091	23.448394	7.284334	1
5	11	-519.59754	-481.00584	-487.34674	38.591703	6.3408987	1
5	12	-733.53284	-679.17123	-676.69542	54.36161	-2.4758095	2
5	13	-535.86809	-512.00332	-508.35156	23.864765	-3.6517604	2
5	14	-842.11091	-763.90354	-759.84157	78.207373	-4.0619642	2
5	15	-1021.364	-994.86075	-902.45989	26.503259	-92.400857	2
5	16	-538.87575	-509.95262	-509.49665	28.923125	-0.45597654	2
5	17	-511.41693	-477.56457	-483.98033	33.852366	6.415767	1
5	18	-610.61082	-579.23903	-584.12255	31.371782	4.8835193	1
5	19	-648.98778	-619.21003	-620.0784	29.777747	0.86836415	1
5	20	-614.97479	-519.58503	-526.32795	95.389763	6.7429248	1
5	21	-530.49563	-511.22085	-501.47373	19.274782	-9.7471201	2
5	22	-821.79439	-742.3958	-747.61778	79.398584	5.2219721	1
5	23	-895.42267	-836.24269	-826.17346	59.17998	-10.069236	2
5	24	-664.2283	-628.38103	-634.13068	35.847268	5.7496467	1
5	25	-394.04548	-370.24796	-376.74016	23.797514	6.4922011	1
5	26	-656.59579	-592.93114	-599.88432	63.664651	6.9531855	1
5	27	-528.50364	-499.68472	-498.11608	28.818921	-1.568635	2
5	28	-760.13359	-707.29988	-673.83817	52.833712	-33.461709	2
5	29	-703.04743	-646.56233	-646.49976	56.485104	-0.062570072	2
5	30	-765.16642	-713.37567	-714.51065	51.790743	1.1349723	1
5	31	-627.60222	-578.9615	-586.0235	48.640714	7.0619951	1
5	32	-804.6785	-731.68249	-734.55114	72.996015	2.8686549	1
5	33	-630.36655	-575.14126	-573.68596	55.225286	-1.4552998	2
5	34	-707.85817	-646.77453	-651.53041	61.083638	4.7558704	1
5	35	-679.98139	-652.12844	-646.06881	27.852953	-6.0596254	2
5	36	-500.93586	-476.97038	-474.95193	23.965473	-2.0184506	2
5	37	-488.77683	-466.70301	-467.20092	22.073823	0.49791185	1
5	38	-489.44126	-468.21705	-473.03384	21.224211	4.8167934	1
5	39	-571.1137	-526.46733	-530.11155	44.646365	3.6442196	1
5	40	-556.97608	-525.79674	-523.41734	31.179343	-2.3793951	2
5	41	-524.59039	-513.00657	-510.4534	11.583817	-2.553167	2
5	42	-633.73403	-574.60234	-581.33809	59.131694	6.7357564	1
5	43	-484.3671	-459.75878	-462.90236	24.608321	3.1435728	1
5	44	-662.71733	-638.81125	-635.93195	23.906084	-2.8793017	2
5	45	-695.55433	-669.19011	-672.33969	26.364218	3.1495788	1
5	46	-477.77296	-449.85656	-457.90719	27.916404	8.0506271	1
5	47	-547.82012	-522.68115	-528.71292	25.138969	6.0317692	1
5	48	-514.0999	-494.00106	-499.99996	20.098838	5.9988962	1
5	49	-421.45903	-407.24086	-412.9933	14.218169	5.7524377	1
5	50	-581.94278	-558.53861	-562.71885	23.404171	4.1802386	1
5	51	-468.50682	-423.86617	-431.72165	44.640651	7.8554856	1
5	52	-659.23408	-606.03379	-611.89706	53.200293	5.8632725	1
5	53	-601.37539	-568.91803	-572.2885	32.457365	3.3704774	1
5	54	-439.3542	-414.95529	-420.092	24.398908	5.1367136	1
5	55	-416.71929	-389.8065	-395.7937	26.912788	5.9871978	1
5	56	-629.53754	-542.6404	-551.15789	86.89714	8.5174928	1
5	57	-587.82456	-569.77311	-554.91718	18.051447	-14.855927	2
5	58	-600.16909	-568.99532	-574.5211	31.173772	5.5257824	1
5	59	-790.09915	-737.86176	-720.24527	52.237392	-17.616484	2
5	60	-669.05375	-595.88094	-592.82251	73.172808	-3.0584383	2
5	61	-791.28912	-716.57725	-719.99627	74.711871	3.4190153	1
5	62	-721.68619	-666.93244	-666.30128	54.753742	-0.63115921	2
5	63	-480.87549	-454.69154	-461.59395	26.183949	6.9024084	1
5	64	-673.58606	-663.4403	-661.76036	10.145757	-1.67994	2
5	65	-573.69918	-518.69242	-524.78643	55.006759	6.0940066	1
5	66	-645.42476	-595.75082	-584.66551	49.673941	-11.085309	2
5	67	-663.28123	-610.0046	-614.84343	53.276631	4.8388259	1
5	68	-1329.1179	-1203.732	-1144.2135	125.38592	-59.518511	2
5	69	-613.22884	-591.77049	-596.76962	21.458348	4.9991271	1
5	70	-679.00145	-624.39982	-630.12533	54.601638	5.7255108	1
5	71	-408.89598	-386.9668	-390.66169	21.929178	3.694882	1
5	72	-583.76141	-538.64868	-544.47195	45.112736	5.8232781	1
5	73	-504.86094	-479.62562	-484.75329	25.235325	5.1276699	1
5	74	-648.20926	-601.68432	-601.84221	46.524937	0.15788911	1
5	75	-593.48938	-589.10229	-575.05464	4.3870826	-14.047655	2
5	76	-643.5895	-611.00569	-613.49808	32.583808	2.4923921	1
5	77	-802.54103	-742.48321	-741.1175	60.057815	-1.3657134	2
5	78	-654.55052	-598.15119	-586.66603	56.399328	-11.485158	2
5	79	-762.27839	-684.80862	-686.45464	77.469777	1.6460274	1
5	80	-679.55696	-654.84164	-651.15783	24.715319	-3.6838072	2
5	81	-590.1147	-574.96648	-573.61684	15.148225	-1.3496441	2
5	82	-697.5644	-667.16606	-663.8571	30.398333	-3.3089638	2
5	83	-685.9775	-650.95298	-651.26341	35.02452	0.31043197	1
5	84	-439.03937	-410.40232	-415.11668	28.637049	4.7143601	1
5	85	-512.36156	-495.49555	-498.67019	16.866016	3.1746453	1
5	86	-666.82321	-632.51147	-629.4344	34.311741	-3.0770694	2
5	87	-577.34317	-534.76222	-539.40753	42.580944	4.6453083	1
5	88	-684.53281	-666.76616	-669.21264	17.76665	2.4464742	1
