No.	ID	loglik_Null_W	loglik_Acc_W	loglik_Full_W	logBF1	logBF2	optM
5	89	-574.35125	-532.01685	-537.71847	42.334402	5.7016197	1
5	90	-600.42833	-585.41906	-581.93168	15.009276	-3.4873754	2
5	91	-542.73375	-521.26966	-524.30087	21.464094	3.0312114	1
5	92	-688.73722	-642.65756	-639.48017	46.079651	-3.1773997	2
5	93	-650.31283	-621.3055	-620.3529	29.007328	-0.95260716	2
5	94	-747.58562	-707.90936	-710.08702	39.676256	2.1776533	1
5	95	-939.8373	-877.16956	-857.91576	62.667747	-19.253796	2
5	96	-721.13732	-685.02686	-675.01756	36.110459	-10.009301	2
5	97	-409.95487	-396.32693	-397.19879	13.627943	0.87185556	1
5	98	-591.96756	-548.68749	-555.1301	43.280062	6.4426065	1
5	99	-496.07279	-436.84327	-443.25551	59.229523	6.4122393	1
