No.	ID	loglik_Null_W	loglik_Acc_W	loglik_Full_W	logBF1	logBF2	optM
8	0	-720.20226	-683.00339	-666.44206	37.198868	-16.561324	2
8	1	-623.60625	-580.86826	-588.37236	42.737989	7.504107	1
8	2	-881.2148	-791.48187	-792.19055	89.73293	0.70867392	1
8	3	-544.5539	-520.063	-518.17011	24.490902	-1.8928962	2
8	4	-518.84376	-482.81577	-492.05418	36.02799	9.2384094	1
8	5	-808.4463	-759.31648	-757.10025	49.129814	-2.2162305	2
8	6	-561.51616	-511.04377	-518.63703	50.472389	7.5932627	1
8	7	-712.51158	-667.31265	-673.49539	45.198933	6.1827431	1
8	8	-953.06678	-873.92244	-844.96033	79.144341	-28.96211	2
8	9	-723.59569	-688.4062	-678.53795	35.189491	-9.8682525	2
8	10	-551.76769	-523.0229	-530.59268	28.744794	7.5697743	1
8	11	-711.92094	-684.53547	-674.03105	27.385464	-10.50442	2
8	12	-404.30154	-387.00215	-392.86684	17.299393	5.8646847	1
8	13	-582.28844	-522.1114	-528.08655	60.177042	5.9751466	1
8	14	-932.58451	-832.29938	-832.87326	100.28513	0.57387861	1
8	15	-524.67486	-491.19773	-497.8965	33.477129	6.6987719	1
8	16	-529.21301	-498.97278	-504.79799	30.240223	5.8252091	1
8	17	-910.04519	-873.51421	-828.80443	36.530983	-44.709775	2
8	18	-931.94907	-855.00781	-854.13133	76.941261	-0.87648374	2
8	19	-598.76524	-524.00013	-531.59865	74.765105	7.5985184	1
8	20	-804.63441	-744.99423	-749.29595	59.640187	4.3017219	1
8	21	-648.41974	-581.85549	-589.2097	66.564254	7.3542154	1
8	22	-532.19597	-512.25128	-518.74145	19.944691	6.4901732	1
8	23	-843.39223	-795.17844	-797.72924	48.213784	2.5507938	1
8	24	-624.96062	-577.26524	-585.0647	47.69538	7.7994542	1
8	25	-825.8729	-753.80462	-733.91371	72.068285	-19.890912	2
8	26	-467.53742	-428.04069	-435.05929	39.496735	7.0186061	1
8	27	-513.7906	-488.27668	-481.44797	25.513924	-6.8287042	2
8	28	-743.3101	-702.76476	-708.60996	40.545341	5.8452004	1
8	29	-701.92835	-641.85201	-645.70901	60.076338	3.8569937	1
8	30	-700.85809	-697.37946	-686.21176	3.4786286	-11.167701	2
8	31	-419.40488	-404.01821	-410.77252	15.386667	6.7543004	1
8	32	-757.91515	-748.43708	-738.22971	9.478076	-10.207366	2
8	33	-755.85135	-736.52677	-713.12713	19.324588	-23.399633	2
8	34	-616.12484	-553.76015	-556.19829	62.36469	2.4381481	1
8	35	-515.44364	-491.04824	-495.39872	24.395402	4.3504826	1
8	36	-422.69593	-391.68464	-398.54416	31.011283	6.8595179	1
8	37	-1053.7675	-916.62652	-915.16117	137.14095	-1.4653493	2
8	38	-787.98579	-649.63674	-658.63374	138.34905	8.9969925	1
8	39	-399.59805	-382.67695	-385.22293	16.921092	2.5459798	1
8	40	-835.08411	-749.95769	-753.04298	85.126418	3.0852967	1
8	41	-641.94376	-598.2368	-605.61554	43.70696	7.3787342	1
8	42	-541.42912	-482.78469	-490.45669	58.64443	7.671998	1
8	43	-795.08386	-723.64022	-730.92492	71.443644	7.2846965	1
8	44	-564.72734	-538.59521	-543.83356	26.132122	5.238345	1
8	45	-443.54194	-431.34235	-437.55345	12.199587	6.211105	1
8	46	-545.99705	-515.43937	-521.73451	30.557674	6.2951365	1
8	47	-675.23569	-649.6702	-648.31493	25.565486	-1.3552645	2
8	48	-787.47809	-712.43054	-714.8176	75.047544	2.3870535	1
8	49	-680.79246	-666.18653	-648.12165	14.605929	-18.064879	2
8	50	-505.9128	-504.98109	-486.19313	0.93170976	-18.787967	2
8	51	-918.23176	-846.30032	-819.28403	71.93144	-27.016291	2
8	52	-644.18088	-584.36458	-590.68369	59.8163	6.319118	1
8	53	-805.78529	-745.88823	-747.27554	59.897063	1.3873061	1
8	54	-506.86418	-479.42456	-484.33917	27.43962	4.9146112	1
8	55	-678.22787	-642.63307	-648.54726	35.5948	5.9141911	1
8	56	-681.71653	-659.79387	-656.96434	21.922657	-2.8295304	2
8	57	-1075.6276	-954.43114	-933.57292	121.19644	-20.858218	2
8	58	-649.49783	-604.41989	-610.55693	45.077939	6.1370471	1
8	59	-503.91677	-467.0712	-473.20397	36.845569	6.1327639	1
8	60	-812.37603	-736.40451	-731.07432	75.971519	-5.3301937	2
8	61	-501.94822	-477.28476	-483.55496	24.663458	6.2701954	1
8	62	-700.90726	-665.76699	-672.16957	35.140274	6.4025789	1
8	63	-564.79573	-547.41407	-553.06947	17.381666	5.6554066	1
8	64	-982.1816	-879.28968	-861.16658	102.89193	-18.1231	2
8	65	-962.65743	-878.17856	-850.89155	84.478879	-27.287001	2
8	66	-759.09241	-679.92316	-682.28018	79.16925	2.3570195	1
8	67	-1052.237	-1032.0913	-1007.693	20.145719	-24.398337	2
8	68	-565.33829	-546.11059	-543.3016	19.227708	-2.8089859	2
8	69	-657.5217	-610.24502	-612.83236	47.276678	2.5873379	1
8	70	-417.00618	-384.80808	-388.78719	32.198095	3.9791103	1
8	71	-556.30926	-529.20273	-536.51075	27.10653	7.3080239	1
8	72	-486.9432	-466.89611	-473.48436	20.04709	6.5882534	1
