No.	ID	loglik_Null_W	loglik_Acc_W	loglik_Full_W	logBF1	logBF2	optM
8	73	-1173.1358	-1056.2277	-1030.309	116.90811	-25.918709	2
8	74	-568.18991	-507.79187	-515.3083	60.398042	7.5164292	1
8	75	-913.46561	-825.79688	-816.95788	87.668729	-8.8389986	2
8	76	-731.39303	-691.60428	-681.02633	39.788745	-10.577948	2
8	77	-492.01924	-448.7076	-457.91668	43.311639	9.2090801	1
8	78	-632.97473	-587.66819	-594.66389	45.306533	6.9956959	1
8	79	-763.94748	-694.36195	-701.09734	69.585533	6.7353893	1
8	80	-434.41436	-405.18009	-412.24112	29.234267	7.0610309	1
8	81	-413.05005	-396.03935	-402.48711	17.010705	6.4477647	1
8	82	-763.20807	-718.08256	-715.94074	45.125511	-2.1418231	2
8	83	-580.5956	-532.34413	-538.74546	48.251468	6.4013299	1
8	84	-456.52617	-436.2954	-442.19849	20.230772	5.903093	1
8	85	-750.32908	-684.66369	-665.64231	65.665397	-19.021374	2
8	86	-490.05354	-478.70332	-484.05149	11.350226	5.3481698	1
8	87	-618.89612	-594.96341	-597.34001	23.932708	2.3766019	1
8	88	-507.60404	-484.33655	-491.08614	23.267493	6.7495868	1
8	89	-721.33242	-668.71169	-668.92247	52.62073	0.21077739	1
8	90	-629.60803	-611.12017	-601.7306	18.487856	-9.3895671	2
8	91	-697.06923	-634.98602	-640.46895	62.083207	5.4829256	1
8	92	-531.4568	-482.69384	-489.68042	48.762959	6.9865793	1
8	93	-464.63753	-405.19298	-411.95823	59.444549	6.7652479	1
8	94	-683.91932	-596.41141	-604.1071	87.507905	7.695686	1
8	95	-527.20538	-492.172	-500.4536	35.033386	8.2816012	1
8	96	-605.71686	-570.50949	-577.57456	35.207366	7.0650714	1
8	97	-680.2394	-630.58408	-635.89226	49.655325	5.3081776	1
8	98	-635.94804	-594.16925	-596.27275	41.778795	2.103501	1
8	99	-576.51035	-537.06757	-532.0423	39.442777	-5.0252652	2
