No.	ID	loglik_Null	loglik_Acc	loglik_Full	logBF1	logBF2	loglik_Max_M0	loglik_Max_M1	loglik_Max_M2
6	0	-393.58909	-393.40468	-392.291	0.18440537	-1.1136789	-390.31947	-385.23218	-376.71908
6	1	-384.59569	-381.99058	-383.32368	2.6051127	1.3331043	-382.16236	-371.2839	-371.45727
6	2	-418.2078	-412.84339	-416.54691	5.3644104	3.7035179	-415.93607	-400.99	-395.60952
6	3	-436.67115	-422.56862	-422.73242	14.102534	0.16380285	-422.51168	-409.11649	-406.41499
6	4	-326.47378	-325.53427	-325.64212	0.93950427	0.10784548	-323.45356	-318.93421	-314.52454
6	5	-475.34211	-468.2188	-468.31149	7.1233125	0.092687183	-465.4629	-458.958	-453.78147
6	6	-1472.4019	-1322.8583	-1323.1819	149.54361	0.32360624	-1458.9185	-1303.2766	-1303.2846
6	7	-480.48286	-476.76775	-476.44372	3.7151023	-0.32403135	-471.69839	-463.33582	-459.3285
6	8	-963.91942	-911.30845	-911.16232	52.610973	-0.14612729	-951.24667	-890.53748	-890.54117
6	9	-437.75399	-429.62102	-430.95875	8.1329746	1.3377346	-428.32921	-416.59995	-416.12846
6	10	-713.6361	-697.12914	-694.92169	16.506955	-2.2074515	-699.17444	-675.28312	-671.67739
6	11	-343.20535	-342.34604	-341.27603	0.85930236	-1.0700124	-340.68504	-335.01332	-328.53129
6	12	-265.41949	-265.99228	-266.35393	-0.57278488	0.3616512	-262.58632	-260.00122	-259.98922
6	13	-506.67452	-499.8935	-499.87855	6.7810214	-0.014950067	-495.29826	-485.83606	-485.77048
6	14	-345.16093	-345.62285	-343.57608	-0.4619166	-2.0467681	-342.7641	-340.95314	-333.36506
6	15	-337.84817	-336.53674	-333.51008	1.311431	-3.026659	-335.2676	-329.4777	-322.12018
6	16	-562.7135	-557.06646	-551.60631	5.6470417	-5.4601461	-549.24401	-533.87668	-527.63673
6	17	-321.12654	-321.51971	-319.94492	-0.39316754	-1.5747863	-318.51484	-316.60439	-307.84999
6	18	-495.74325	-495.18214	-471.123	0.56110213	-24.05914	-478.23976	-473.97329	-456.17967
6	19	-362.91208	-356.17479	-358.02107	6.737292	1.8462839	-358.26223	-344.73735	-344.7735
6	20	-430.2849	-425.50585	-426.77772	4.7790484	1.2718698	-427.82281	-415.70362	-415.70123
6	21	-391.90274	-389.35119	-390.05915	2.5515447	0.70795604	-389.47358	-382.03303	-382.22377
6	22	-681.87069	-608.9661	-610.15524	72.904594	1.1891471	-666.61463	-597.70247	-597.70229
6	23	-525.68929	-505.56722	-506.44265	20.122063	0.87542749	-517.28213	-496.11916	-493.52358
6	24	-577.24195	-558.11627	-550.87042	19.125679	-7.2458513	-561.44073	-534.58133	-532.06771
6	25	-486.70511	-473.25748	-474.48425	13.447633	1.2267728	-472.89952	-457.95553	-458.06102
6	26	-361.7185	-361.02115	-361.24861	0.69734808	0.22746272	-353.54156	-348.68367	-344.27343
