No.	ID	loglik_Null	loglik_Acc	loglik_Full	logBF1	logBF2	loglik_Max_M0	loglik_Max_M1	loglik_Max_M2
5	0	-393.58909	-394.02384	-392.99339	-0.4347524	-1.0304566	-390.31947	-389.60654	-376.21643
5	1	-384.59569	-382.47553	-383.33962	2.120159	0.8640854	-382.16236	-374.69926	-371.49441
5	2	-418.2078	-417.22384	-415.40346	0.98395746	-1.8203853	-415.93607	-411.48892	-395.55855
5	3	-436.67115	-424.04093	-423.26325	12.630217	-0.77768695	-422.51168	-413.84573	-406.51866
5	4	-326.47378	-325.17668	-325.64991	1.2970948	0.47322907	-323.45356	-319.49328	-314.48813
5	5	-475.34211	-470.32729	-468.60529	5.0148268	-1.7219932	-465.4629	-462.12112	-454.36171
5	6	-1472.4019	-1322.6856	-1323.6833	149.71638	0.99777471	-1458.9185	-1303.2769	-1303.2778
5	7	-480.48286	-478.31257	-476.5697	2.1702832	-1.7428707	-471.69839	-468.29926	-459.3141
5	8	-963.91942	-942.42165	-911.3967	21.497768	-31.024952	-951.24667	-923.67087	-890.57022
5	9	-437.75399	-435.9709	-430.79839	1.7830917	-5.1725049	-428.32921	-424.63005	-415.99744
5	10	-713.6361	-713.20571	-696.93808	0.43038336	-16.267629	-699.17444	-696.83174	-671.66846
5	11	-343.20535	-342.28673	-341.14732	0.91861391	-1.1394141	-340.68504	-337.32692	-328.43966
5	12	-265.41949	-265.96054	-266.4381	-0.54104681	0.47756563	-262.58632	-263.00403	-260.01078
5	13	-506.67452	-499.38709	-500.08514	7.287426	0.69804738	-495.29826	-487.12878	-485.85516
5	14	-345.16093	-345.51952	-343.89483	-0.35859489	-1.6246978	-342.7641	-342.00943	-334.28183
5	15	-337.84817	-336.86366	-333.59774	0.98451512	-3.2659208	-335.2676	-332.07021	-322.11717
5	16	-562.7135	-562.7136	-552.04768	-9.5771783e-05	-10.665916	-549.24401	-542.70655	-527.65268
5	17	-321.12654	-321.62787	-320.18112	-0.50132741	-1.4467452	-318.51484	-318.93224	-307.88158
5	18	-495.74325	-494.72078	-471.13213	1.022465	-23.588652	-478.23976	-475.42228	-456.92194
5	19	-362.91208	-356.06169	-358.03088	6.8503927	1.9691928	-358.26223	-347.41599	-344.78283
5	20	-430.2849	-428.90308	-426.86526	1.3818214	-2.0378248	-427.82281	-423.87996	-415.70567
5	21	-391.90274	-388.85802	-390.04027	3.0447165	1.1822468	-389.47358	-382.89485	-382.37159
5	22	-681.87069	-607.57992	-610.3623	74.29077	2.7823823	-666.61463	-597.69795	-597.70228
5	23	-525.68929	-513.63264	-506.52424	12.056647	-7.1084019	-517.28213	-506.68594	-493.54004
5	24	-577.24195	-573.25868	-550.73249	3.9832721	-22.526196	-561.44073	-552.0533	-531.87336
5	25	-486.70511	-481.54479	-474.34493	5.1603196	-7.1998633	-472.89952	-468.61877	-458.00198
5	26	-361.7185	-362.45163	-360.9824	-0.73313641	-1.469234	-353.54156	-353.87541	-344.34293
5	27	-467.80085	-453.15087	-455.70205	14.649989	2.5511885	-460.23021	-444.65037	-443.82775
5	28	-401.8076	-402.03813	-402.22953	-0.23052814	0.19140012	-399.4571	-398.40271	-394.83954
5	29	-454.86122	-454.80638	-452.99931	0.054843683	-1.8070714	-447.79067	-444.43013	-434.40174
5	30	-430.33555	-422.56147	-409.93699	7.7740731	-12.624482	-415.45378	-406.15503	-393.52398
5	31	-244.83671	-245.05878	-245.79076	-0.22207864	0.73197382	-241.67081	-239.84759	-239.94249
5	32	-526.47431	-517.57998	-511.9112	8.8943327	-5.6687739	-509.50292	-497.62223	-497.09321
5	33	-479.99486	-474.90725	-471.91117	5.087605	-2.9960832	-468.00478	-461.44652	-456.15284
5	34	-495.85	-488.24905	-489.87454	7.6009533	1.6254894	-486.33742	-479.29348	-473.97216
5	35	-518.80854	-507.61847	-508.88057	11.190067	1.2620982	-506.23407	-497.23081	-496.72681
5	36	-364.69039	-365.10136	-362.02625	-0.41097339	-3.0751071	-361.48844	-361.90494	-353.30117
5	37	-281.91605	-281.90828	-281.66732	0.0077656752	-0.24095947	-279.12455	-277.12967	-271.71146
5	38	-602.93582	-586.12285	-553.73215	16.812968	-32.390702	-585.20426	-567.07905	-534.01871
5	39	-252.98838	-253.5429	-254.15062	-0.55452242	0.60772245	-250.0203	-250.17401	-250.20024
5	40	-210.74089	-210.20187	-210.378	0.53902296	0.17612911	-207.31355	-204.18986	-199.87044
5	41	-304.03939	-303.98319	-303.3655	0.0561986	-0.61768963	-301.23335	-299.32438	-293.11528
5	42	-534.81945	-532.09042	-522.37838	2.729039	-9.7120334	-521.74246	-514.81997	-501.34155
5	43	-717.94834	-715.52897	-707.60211	2.4193748	-7.9268616	-704.97179	-701.86089	-687.96731
5	44	-288.31469	-288.65075	-289.39287	-0.33606316	0.74212027	-284.85346	-284.55358	-284.76347
5	45	-512.34564	-511.23897	-508.61773	1.1066693	-2.6212413	-503.63547	-497.98221	-491.61908
5	46	-321.02032	-321.26337	-321.09388	-0.24305756	-0.16949424	-318.42435	-317.03419	-312.7404
5	47	-643.53568	-628.31981	-602.58086	15.215875	-25.738947	-625.58676	-610.51277	-585.31784
5	48	-683.98584	-667.04901	-646.04213	16.936833	-21.006876	-667.7438	-646.20164	-621.84498
5	49	-689.74236	-683.13195	-663.01629	6.610412	-20.115662	-672.41382	-662.58066	-641.17319
5	50	-443.69089	-428.08129	-423.22824	15.609601	-4.8530443	-427.99273	-414.58896	-405.44743
5	51	-577.39756	-572.92179	-555.77758	4.475765	-17.144215	-560.14895	-553.03135	-533.00592
5	52	-359.01081	-353.42598	-353.0565	5.5848288	-0.36948628	-351.96073	-344.77982	-337.63763
5	53	-712.76251	-708.78992	-687.50178	3.9725833	-21.288143	-699.98474	-691.35201	-666.35564
5	54	-478.79173	-465.69892	-465.6172	13.092816	-0.081719615	-465.03784	-452.4065	-446.71124
5	55	-602.34311	-577.07694	-578.81457	25.266176	1.7376321	-583.98881	-559.88944	-559.86657
5	56	-469.94238	-450.64504	-451.52684	19.297344	0.88180236	-453.55028	-440.91071	-439.53388
5	57	-615.3214	-599.50997	-561.98638	15.811431	-37.523586	-598.66588	-583.70853	-548.02246
5	58	-469.19046	-461.07734	-443.80153	8.1131115	-17.275819	-451.75339	-442.03653	-425.25032
5	59	-340.48299	-339.26537	-340.36951	1.2176209	1.1041429	-336.84694	-331.97844	-331.54209
5	60	-481.43818	-477.79835	-476.51975	3.6398325	-1.278603	-468.69569	-464.86544	-457.57986
5	61	-483.97951	-469.18374	-458.25895	14.795769	-10.924792	-465.44585	-456.49543	-438.9376
5	62	-338.11127	-332.38917	-333.80905	5.722097	1.4198758	-332.33205	-326.21805	-326.21451
5	63	-412.9604	-403.00343	-398.13377	9.9569628	-4.8696602	-399.9208	-390.43477	-382.6508
5	64	-339.46939	-337.11011	-337.35987	2.3592813	0.24975406	-336.89789	-329.53267	-324.59793
5	65	-296.67348	-295.8606	-297.16756	0.81288728	1.3069634	-294.01467	-290.51813	-290.50412
5	66	-375.02865	-374.75183	-372.43511	0.27681831	-2.3167183	-372.48227	-369.92015	-360.92883
5	67	-519.88581	-518.49417	-518.5465	1.3916439	0.052332049	-515.06783	-509.48232	-495.82438
5	68	-185.38066	-184.30552	-185.46058	1.0751367	1.1550601	-181.54879	-177.79776	-177.80718
5	69	-363.77455	-361.35697	-361.73174	2.4175823	0.37476677	-360.88113	-352.64359	-346.90352
5	70	-315.32584	-315.71283	-311.43242	-0.38699223	-4.280417	-303.89566	-302.03848	-298.98353
5	71	-371.62116	-372.03977	-370.88171	-0.41860903	-1.1580582	-368.9975	-369.42087	-363.41585
5	72	-569.44494	-568.93261	-567.05009	0.51232438	-1.8825224	-555.8062	-552.72008	-549.1921
5	73	-430.86565	-426.01763	-411.42842	4.8480247	-14.589207	-416.68856	-411.29707	-394.95222
5	74	-489.34099	-474.68277	-475.622	14.65822	0.93923003	-472.48533	-458.71885	-458.72556
5	75	-673.02675	-660.4502	-652.67063	12.576544	-7.7795684	-659.12915	-641.8048	-635.22456
5	76	-540.88921	-533.74259	-531.85741	7.1466177	-1.885182	-527.40933	-520.44433	-512.76578
5	77	-371.4735	-371.19051	-361.12496	0.2829989	-10.065549	-359.19903	-356.62756	-344.69105
5	78	-373.93662	-372.8274	-373.2145	1.1092211	0.38710082	-369.44034	-366.24982	-360.841
5	79	-633.04724	-632.93157	-621.46962	0.1156666	-11.461946	-618.52013	-617.59506	-599.33805
5	80	-475.86918	-468.97939	-470.16689	6.8897911	1.1875028	-465.30209	-458.72472	-458.74786
5	81	-400.31998	-399.834	-400.13517	0.4859784	0.30116269	-395.30152	-390.2487	-383.48824
5	82	-472.16074	-469.39865	-468.38101	2.7620887	-1.017643	-456.60517	-454.75626	-453.43144
5	83	-378.83325	-379.21813	-373.7009	-0.3848768	-5.5172211	-373.92903	-373.39762	-361.13932
5	84	-438.78311	-434.13415	-435.85459	4.6489572	1.720442	-431.10343	-427.47829	-426.74805
5	85	-589.70744	-576.03091	-569.96938	13.676527	-6.0615318	-572.48359	-552.96401	-547.26831
5	86	-275.71501	-273.80058	-274.40388	1.9144252	0.6033012	-272.64556	-266.78925	-263.36216
5	87	-698.42012	-684.1032	-665.1652	14.316916	-18.938003	-681.60194	-664.74908	-650.95278
5	88	-307.7509	-307.09462	-307.24391	0.65627324	0.14928657	-304.82204	-299.74319	-295.93805
5	89	-417.20823	-417.44915	-416.07019	-0.24091792	-1.3789574	-413.96966	-412.85612	-403.69214
5	90	-434.01881	-428.80764	-422.30784	5.2111725	-6.4997963	-415.81547	-409.75411	-407.32029
5	91	-395.2241	-387.35156	-388.4988	7.8725392	1.147243	-390.82128	-379.46633	-376.2042
5	92	-410.43727	-406.57933	-407.33954	3.85794	0.76020868	-405.72703	-394.6066	-387.04707
5	93	-243.13162	-243.78928	-244.23184	-0.65765975	0.44255545	-234.8814	-235.29938	-233.01357
5	94	-350.68984	-350.78644	-351.38118	-0.096599712	0.59473379	-347.7135	-346.33131	-343.96078
5	95	-377.14001	-374.53926	-370.62837	2.6007518	-3.910886	-374.10683	-369.87219	-358.72364
5	96	-699.77762	-672.88919	-637.83752	26.888428	-35.05167	-683.3964	-655.85555	-619.50558
5	97	-322.62092	-322.48679	-322.85653	0.13412801	0.36973878	-318.37618	-315.54268	-310.66473
5	98	-305.7778	-305.77019	-305.86583	0.0076085216	0.09563621	-299.0322	-297.17053	-293.95254
5	99	-463.01754	-462.8197	-438.84107	0.19784845	-23.978624	-448.46744	-443.652	-423.43577
5	100	-534.45092	-523.26167	-514.05608	11.189244	-9.205596	-518.77623	-508.61727	-495.49579
5	101	-444.35437	-441.70106	-442.91158	2.6533061	1.210523	-437.83507	-431.75188	-430.67428
5	102	-559.35161	-554.67002	-540.89259	4.6815896	-13.777422	-540.29016	-536.37458	-521.67172
5	103	-401.54287	-398.83159	-392.3697	2.711278	-6.4618928	-394.13809	-390.591	-379.04543
