No.	ID	loglik_Null_W	loglik_Acc_W	loglik_Full_W	logBF1	logBF2	loglik_Max_M0	loglik_Max_M1	loglik_Max_M2
89	89	-374.37595	-366.02685	-369.73375	8.3491061	3.7068996	-363.79647	-357.53707	-357.68266
90	90	-432.87667	-432.30163	-422.53577	0.57504737	-9.7658542	-420.14478	-419.50279	-408.87407
91	91	-337.30737	-337.28271	-329.65832	0.024657154	-7.6243885	-324.86445	-325.28257	-320.46574
92	92	-431.0677	-431.28971	-426.20831	-0.22201049	-5.0814027	-419.38689	-419.7643	-412.40485
93	93	-418.96068	-415.94398	-415.84402	3.0167004	-0.099962584	-405.78025	-404.01176	-404.72306
94	94	-359.4988	-354.98379	-352.03493	4.5150074	-2.9488565	-348.01424	-348.67204	-338.77079
95	95	-444.51244	-440.02171	-433.0042	4.4907286	-7.0175136	-431.59309	-426.20719	-419.90903
96	96	-704.12847	-668.10684	-632.55984	36.021629	-35.547004	-692.25391	-655.10977	-620.72427
97	97	-368.44786	-365.7481	-360.57657	2.6997556	-5.1715311	-356.81041	-356.8482	-351.16362
98	98	-522.03451	-515.12175	-501.22963	6.9127594	-13.892122	-509.11277	-501.43234	-485.46512
99	99	-373.13648	-371.4148	-365.86472	1.7216783	-5.5500813	-360.96196	-360.05409	-355.19367
