No.	prop	genetree
61	0.0142667	((galGal:0.179791,(halLeu:0.0797056,nipNip:0.0777365):0.0293225):0.0307073,(((aptRow:0.0172526,(aptHaa:0.00559714,aptOwe:0.00584399):0.0119883):0.0319302,(rheAme:0.0206283,rhePen:0.0212681):0.0551741):0.00588787,(strCam:0.0530534,((casCas:0.0188517,droNov:0.0210388):0.0310403,(anoDid:0.0595643,((cryCin:0.054436,tinGut:0.046199):0.0387772,(eudEle:0.0752191,notPer:0.0827769):0.02719):0.0485876):0.0213203):0.00728759):0.00495991):0.0378304);
61	0.0125333	((galGal:0.179204,(halLeu:0.0765148,nipNip:0.0745457):0.0319262):0.0320362,(strCam:0.0592496,((aptRow:0.0167376,(aptHaa:0.00510107,aptOwe:0.00534792):0.0119693):0.0354588,(((casCas:0.0195003,droNov:0.0216874):0.0271355,(anoDid:0.0589608,((cryCin:0.0554331,tinGut:0.0471961):0.0375333,(eudEle:0.0796285,notPer:0.0871863):0.0225337):0.0482309):0.0186677):0.00766595,(rheAme:0.02985,rhePen:0.0304899):0.0440025):0.00496349):0.00411052):0.037336);
61	0.0110667	((galGal:0.182221,(halLeu:0.0794091,nipNip:0.07744):0.0320487):0.0245197,((anoDid:0.0812215,((aptRow:0.0131926,(aptHaa:0.00295543,aptOwe:0.00320228):0.01057):0.0248655,(casCas:0.0258407,droNov:0.0280278):0.0192863):0.00510195):0.0088649,(strCam:0.0524201,((rheAme:0.0190782,rhePen:0.0197181):0.0542184,((cryCin:0.0584655,tinGut:0.0502285):0.0205405,(eudEle:0.0736466,notPer:0.0812044):0.0145553):0.0879689):0.00280051):0.00254751):0.0371182);
61	0.0110667	((galGal:0.187311,(halLeu:0.0668923,nipNip:0.0649232):0.049656):0.0229784,(strCam:0.0550929,(((aptRow:0.0126151,(aptHaa:0.00461707,aptOwe:0.00486392):0.00833084):0.0333303,(rheAme:0.0295259,rhePen:0.0301658):0.043039):0.00377235,((casCas:0.0183223,droNov:0.0205094):0.0321821,(anoDid:0.058202,((cryCin:0.0538106,tinGut:0.0455736):0.0519413,(eudEle:0.0797332,notPer:0.087291):0.0352146):0.0346867):0.023295):0.0062821):0.0024325):0.0405423);
61	0.0101333	((galGal:0.178182,(halLeu:0.0807864,nipNip:0.0788172):0.0266325):0.0347442,(strCam:0.0566533,(((aptRow:0.0161408,(aptHaa:0.00465842,aptOwe:0.00490527):0.0118152):0.0294319,((casCas:0.0191453,droNov:0.0213324):0.0285186,(anoDid:0.0609777,((cryCin:0.0560939,tinGut:0.0478569):0.0385546,(eudEle:0.0731536,notPer:0.0807114):0.0306908):0.0485657):0.0176788):0.00497764):0.0035909,(rheAme:0.0275511,rhePen:0.0281909):0.0482321):0.0045471):0.0416181);
35	0.00986667	((galGal:0.175734,(halLeu:0.0703084,nipNip:0.0683393):0.0346625):0.0329109,((((aptHaa:0.0042185,aptOwe:0.00446535):0.0448034,(anoDid:0.0619977,((cryCin:0.0579481,tinGut:0.0497111):0.0545993,(eudEle:0.0783671,notPer:0.0859249):0.0433763):0.0316867):0.0247529):0.002614,((casCas:0.0241397,droNov:0.0263268):0.0231884,(rheAme:0.0108256,rhePen:0.0114655):0.0560532):0.0110439):0.0071262,(aptRow:0.0501804,strCam:0.0531231):0.00824885):0.0326182);
35	0.00746667	((galGal:0.173872,(halLeu:0.0618526,nipNip:0.0598834):0.0412569):0.0363985,(aptRow:0.0542117,(((aptHaa:0.00349424,aptOwe:0.00374109):0.0419815,(anoDid:0.0526455,((cryCin:0.0533985,tinGut:0.0451615):0.0439559,(eudEle:0.0755999,notPer:0.0831577):0.0309505):0.0375276):0.0305589):0.00551164,(strCam:0.0523303,((casCas:0.0179642,droNov:0.0201513):0.0271584,(rheAme:0.0111173,rhePen:0.0117572):0.053556):0.011334):0.00126691):0.00355712):0.0384619);
35	0.0072	((galGal:0.182859,(halLeu:0.0699594,nipNip:0.0679903):0.0421368):0.0313348,((strCam:0.053791,((aptHaa:0.00322697,aptOwe:0.00347382):0.0463945,(rheAme:0.0124792,rhePen:0.0131191):0.063429):0.00155965):0.00185061,(aptRow:0.0489243,((casCas:0.0160565,droNov:0.0182436):0.0327183,(anoDid:0.0561993,((cryCin:0.0506316,tinGut:0.0423946):0.0514601,(eudEle:0.0720302,notPer:0.079588):0.0392574):0.0363441):0.0235681):0.00721831):0.00377458):0.0438977);
35	0.00693333	((halLeu:0.0568245,nipNip:0.0548554):0.0859936,(galGal:0.208814,((((aptHaa:0.00458393,aptOwe:0.00483078):0.0346591,(casCas:0.0191243,droNov:0.0213114):0.0268547):0.00502749,(aptRow:0.0416677,((cryCin:0.0555452,tinGut:0.0473082):0.0958088,(anoDid:0.0551869,(eudEle:0.0807782,notPer:0.088336):0.065841):0.0139306):0.0106117):0.00226994):0.0127632,(strCam:0.0552623,(rheAme:0.0143078,rhePen:0.0149476):0.0646315):0.00438114):0.0345163):0.00476668);
35	0.00666667	((galGal:0.180255,(halLeu:0.0585464,nipNip:0.0565773):0.0509454):0.0318296,(((aptHaa:0.00279358,aptOwe:0.00304043):0.0479462,(aptRow:0.0477517,(anoDid:0.0633455,((cryCin:0.0553702,tinGut:0.0471332):0.0740626,(eudEle:0.0779636,notPer:0.0855214):0.0606651):0.0161492):0.0224676):0.00265531):0.00554401,(strCam:0.0529467,((casCas:0.0210291,droNov:0.0232162):0.0274557,(rheAme:0.0121354,rhePen:0.0127753):0.0559001):0.00858813):0.00594693):0.038536);
