No.	ID	loglik_Null_W	loglik_Acc_W	loglik_Full_W	logBF1	logBF2	loglik_Max_M0	loglik_Max_M1	loglik_Max_M2
0	0	-693.67952	-626.77872	-628.56579	66.900795	1.7870667	-680.47766	-617.47387	-611.70056
1	1	-1007.1883	-965.59917	-904.88004	41.589116	-60.719127	-1001.184	-952.61226	-888.3606
2	2	-873.76062	-804.68724	-804.51156	69.073383	-0.17568452	-860.3167	-790.99579	-788.00457
3	3	-670.15957	-642.32021	-642.38047	27.839358	0.060265702	-655.83356	-626.58629	-626.45012
4	4	-667.30101	-591.58181	-598.68729	75.719202	7.105485	-653.65526	-582.15558	-582.08488
5	5	-663.16788	-619.65557	-609.83008	43.512314	-9.8254878	-647.99796	-602.65596	-587.49444
6	6	-803.18034	-772.91293	-761.69458	30.267416	-11.218352	-790.51593	-754.98703	-740.73661
7	7	-588.1643	-545.43619	-546.95227	42.728116	1.5160801	-575.97177	-535.91121	-529.40364
8	8	-655.26903	-643.80613	-637.86297	11.462901	-5.9431632	-645.18939	-631.4534	-618.43379
9	9	-1019.2207	-912.96562	-888.72397	106.25507	-24.241648	-1007.5124	-894.33397	-868.94328
10	10	-842.62649	-775.09978	-756.00334	67.526705	-19.096445	-830.54088	-758.27156	-732.9383
11	11	-760.51537	-737.29659	-719.58524	23.218783	-17.711356	-751.20779	-724.84684	-699.47596
12	12	-806.29891	-766.34441	-728.93044	39.954509	-37.413965	-790.66122	-752.48439	-709.86555
13	13	-663.05476	-637.21622	-638.01821	25.838543	0.80199063	-650.41412	-622.96761	-619.03829
14	14	-831.74495	-778.73699	-764.25376	53.007954	-14.483235	-819.51483	-762.76043	-746.30306
15	15	-665.50853	-638.45973	-631.87974	27.048794	-6.5799968	-650.96803	-626.70653	-612.06162
16	16	-848.52383	-794.99504	-775.15557	53.528792	-19.839466	-835.03234	-779.67253	-752.73108
17	17	-639.14992	-593.04568	-591.85093	46.104233	-1.194759	-626.27308	-581.88243	-572.38138
18	18	-873.34771	-822.41853	-800.57285	50.929179	-21.845675	-860.54249	-806.83201	-783.27516
19	19	-837.25968	-776.10612	-738.47271	61.15356	-37.633412	-824.04465	-759.07102	-717.52998
20	20	-804.80616	-726.11153	-726.55919	78.69463	0.44766008	-791.60476	-711.99172	-707.70962
21	21	-445.87021	-436.81834	-440.37822	9.0518717	3.5598752	-433.70826	-428.54096	-425.81324
22	22	-692.44737	-606.47545	-610.54508	85.971918	4.0696311	-680.87041	-597.20662	-593.19642
23	23	-707.90567	-643.04988	-648.41071	64.855787	5.3608304	-695.51003	-634.43264	-632.22104
24	24	-894.02732	-870.72962	-842.87883	23.297702	-27.850787	-882.35485	-854.50395	-820.77946
25	25	-633.12215	-624.37854	-615.81922	8.7436151	-8.5593159	-624.58812	-610.76553	-595.51191
26	26	-670.14946	-635.4728	-632.74155	34.676662	-2.7312481	-658.19626	-620.29492	-615.84769
27	27	-701.89059	-653.93385	-648.56893	47.95674	-5.36492	-686.83122	-638.3313	-630.19185
28	28	-733.79683	-701.44793	-701.01642	32.348897	-0.43151216	-722.45554	-689.14599	-685.92987
29	29	-602.05652	-562.21395	-553.48014	39.842565	-8.7338109	-587.26174	-545.27418	-534.64862
30	30	-681.61634	-624.68821	-622.34702	56.928137	-2.3411885	-669.36598	-614.17239	-603.97047
31	31	-616.98984	-541.82559	-545.9214	75.164244	4.0958072	-603.80399	-532.59252	-528.44079
