No.	ID	loglik_Null_W	loglik_Acc_W	loglik_Full_W	logBF1	logBF2
0	0	-714.0677	-672.68181	-675.97796	41.385891	3.2961496
1	1	-753.08572	-720.91174	-716.47062	32.173974	-4.4411208
2	2	-687.52792	-660.95994	-659.66625	26.567977	-1.2936885
3	3	-477.17134	-454.25349	-461.3015	22.917857	7.0480097
4	4	-613.41037	-588.10883	-603.7956	25.301541	15.68677
5	5	-671.46727	-646.86155	-656.03277	24.605715	9.1712201
6	6	-623.1156	-602.92678	-622.25545	20.188816	19.328664
7	7	-438.93615	-422.81846	-434.97397	16.11769	12.155514
8	8	-664.17655	-646.34823	-638.03161	17.828322	-8.3166209
9	9	-638.7726	-623.77728	-632.39107	14.995311	8.6137815
10	10	-500.57449	-483.74822	-487.94072	16.826273	4.1925058
11	11	-599.15901	-576.23483	-585.21053	22.924177	8.9756939
12	12	-408.38189	-393.76052	-399.93882	14.621374	6.1782962
13	13	-931.63781	-922.39946	-921.05024	9.2383467	-1.3492263
14	14	-504.84073	-489.65866	-494.57273	15.182063	4.9140601
15	15	-543.16471	-524.09615	-526.43463	19.068565	2.3384813
16	16	-815.47758	-793.40553	-796.19567	22.072055	2.7901428
17	17	-688.18104	-666.22804	-670.43971	21.953006	4.2116732
18	18	-636.31367	-631.4011	-638.98815	4.9125676	7.5870545
19	19	-741.93901	-709.91255	-712.55576	32.026466	2.6432095
20	20	-662.34017	-648.95648	-654.50989	13.383694	5.5534189
21	21	-770.84163	-792.61472	-779.34982	-21.773099	-13.264901
22	22	-578.50928	-556.03871	-561.44059	22.470571	5.4018814
23	23	-518.48279	-498.73331	-505.78556	19.749479	7.0522491
24	24	-982.89086	-955.94942	-946.22226	26.941443	-9.7271515
25	25	-650.59317	-659.89091	-663.18677	-9.2977428	3.2958605
26	26	-668.76956	-667.71339	-685.46359	1.0561653	17.750196
27	27	-581.53794	-581.75114	-593.97491	-0.2132026	12.223767
28	28	-737.46434	-730.45004	-721.24964	7.0142982	-9.2003977
29	29	-716.70001	-726.11805	-711.93617	-9.4180457	-14.181886
30	30	-724.11924	-701.99238	-714.49386	22.126866	12.50148
31	31	-877.09099	-870.03934	-855.42761	7.0516516	-14.611721
32	32	-714.82942	-706.40834	-703.98108	8.421083	-2.4272613
33	33	-733.30327	-729.82536	-730.15149	3.4779065	0.32612773
34	34	-736.4077	-736.6653	-732.4	-0.2576006	-4.2653031
35	35	-735.89521	-722.71771	-739.4396	13.177496	16.721888
36	36	-720.00879	-712.82149	-709.04767	7.187301	-3.7738204
37	37	-656.72374	-645.93434	-653.73693	10.789406	7.8025899
38	38	-520.97778	-502.74401	-507.89601	18.233775	5.1519982
39	39	-730.48816	-710.89498	-715.67379	19.593185	4.7788117
40	40	-715.86886	-703.14423	-711.81485	12.724635	8.6706168
41	41	-787.87593	-761.03078	-749.10633	26.845154	-11.924451
42	42	-585.74741	-563.94102	-565.33831	21.806392	1.3972887
43	43	-781.36261	-761.00184	-760.36373	20.360761	-0.63811897
44	44	-922.0988	-882.21742	-888.01414	39.881388	5.7967204
45	45	-857.95204	-799.25997	-801.54403	58.692073	2.2840596
46	46	-587.48912	-560.78978	-566.60027	26.699348	5.8104946
47	47	-621.4041	-616.70595	-606.39861	4.6981467	-10.307347
48	48	-484.03596	-466.26105	-469.67697	17.774917	3.4159228
49	49	-696.02344	-677.36684	-683.216	18.656594	5.8491569
50	50	-560.58784	-541.36833	-551.16777	19.219502	9.7994327
51	51	-625.3802	-626.26245	-607.61379	-0.88225586	-18.648664
52	52	-871.80218	-859.41952	-865.70082	12.382663	6.2812977
53	53	-637.38969	-628.69444	-626.46561	8.6952587	-2.2288206
54	54	-504.09929	-487.53305	-490.48324	16.56624	2.9501866
55	55	-592.32115	-558.19256	-559.15741	34.128585	0.96484423
56	56	-708.66589	-691.72221	-688.25653	16.943672	-3.4656834
57	57	-762.57708	-726.76702	-740.05604	35.810062	13.289023
58	58	-805.90556	-770.18669	-763.98411	35.718872	-6.202583
59	59	-566.82476	-555.0044	-562.50264	11.82036	7.4982367
60	60	-603.61382	-604.51925	-605.72485	-0.90543382	1.2056022
61	61	-720.69359	-696.86849	-702.04948	23.825101	5.180989
62	62	-658.08762	-642.5683	-649.61798	15.519314	7.0496729
63	63	-634.38398	-623.23609	-620.54137	11.147889	-2.6947193
64	64	-780.73009	-758.19622	-752.59666	22.53386	-5.5995643
65	65	-714.14013	-698.81413	-702.43959	15.325999	3.6254608
66	66	-815.68175	-775.46283	-769.86519	40.218918	-5.5976404
67	67	-851.29363	-896.89302	-883.81315	-45.599391	-13.079865
68	68	-468.30798	-452.16718	-458.80236	16.1408	6.6351788
69	69	-564.13305	-544.60971	-551.50121	19.523348	6.891506
70	70	-466.64503	-470.01772	-473.3286	-3.3726822	3.310879
71	71	-648.27428	-646.09132	-643.92064	2.1829618	-2.1706766
72	72	-636.81104	-630.17748	-633.70592	6.6335616	3.5284414
73	73	-855.85531	-832.84133	-817.93261	23.013974	-14.908726
74	74	-640.41569	-609.11986	-611.10703	31.295834	1.9871762
75	75	-560.74528	-542.01681	-549.54339	18.728465	7.5265784
76	76	-485.37875	-465.51976	-474.9475	19.858988	9.4277345
77	77	-724.71382	-712.12736	-712.24402	12.586466	0.11666169
78	78	-690.072	-666.87815	-668.33586	23.193854	1.4577151
79	79	-504.74934	-466.04255	-475.14597	38.706788	9.103416
80	80	-698.28357	-662.99388	-672.29803	35.289699	9.3041567
81	81	-609.91661	-596.47153	-600.77187	13.445089	4.3003396
82	82	-668.72281	-653.23478	-652.95762	15.488032	-0.27715502
83	83	-568.72658	-542.51128	-550.21908	26.215305	7.7078048
84	84	-647.62107	-632.51053	-638.12433	15.110533	5.6137957
85	85	-404.24513	-385.29388	-390.04444	18.951249	4.7505643
86	86	-716.44711	-714.41354	-714.67483	2.0335753	0.26128877
87	87	-855.37037	-910.64724	-863.04767	-55.276869	-47.599568
88	88	-709.87187	-687.11305	-689.25997	22.758819	2.1469217
89	89	-508.59299	-503.3963	-499.51	5.1966904	-3.8862984
90	90	-605.68472	-593.5857	-592.11427	12.099025	-1.4714262
91	91	-627.35563	-596.66376	-607.82134	30.691877	11.157577
92	92	-632.08035	-614.61789	-620.29515	17.462466	5.6772595
93	93	-550.8871	-531.86685	-536.67759	19.020249	4.810738
94	94	-901.9614	-884.19584	-884.37947	17.765561	0.18362685
95	95	-678.16386	-659.9784	-664.4832	18.185456	4.5047985
96	96	-680.18801	-662.81686	-664.93128	17.371143	2.1144194
97	97	-611.47761	-592.74017	-601.43041	18.737438	8.6902402
98	98	-715.165	-703.45259	-705.55939	11.712409	2.1067966
99	99	-466.78362	-465.68039	-464.60415	1.1032249	-1.076242
