No.	ID	loglik_Null	loglik_Acc	loglik_Full	logBF1	logBF2	loglik_Max_M0	loglik_Max_M1	loglik_Max_M2
0	0	-357.20588	-354.66875	-351.72604	2.5371321	-2.9427103	-350.94952	-348.16534	-336.87406
1	1	-470.22317	-461.94608	-459.96066	8.277086	-1.9854256	-455.65717	-450.52356	-443.19809
2	2	-444.49487	-444.54975	-442.46507	-0.054881576	-2.0846812	-442.34664	-440.51952	-427.2389
3	3	-363.72992	-362.84926	-363.81627	0.88066064	0.96700861	-355.88194	-352.22225	-351.01352
4	4	-517.56605	-514.2363	-513.54092	3.3297529	-0.69537926	-508.63104	-504.71968	-499.3472
5	5	-427.71729	-421.36586	-420.40116	6.3514214	-0.96469887	-423.96959	-415.68656	-410.3354
6	6	-473.9005	-453.60848	-453.79099	20.292018	0.18251021	-456.24494	-440.86503	-439.94653
7	7	-784.24185	-772.23302	-749.39437	12.00883	-22.838645	-771.25319	-755.39757	-726.27404
8	8	-501.50114	-488.14092	-474.62768	13.360218	-13.513236	-484.13651	-468.17799	-455.94355
9	9	-269.69631	-265.3693	-266.83027	4.3270074	1.4609657	-266.89708	-258.48941	-257.79031
10	10	-485.47558	-470.96384	-470.80802	14.511733	-0.15582311	-471.31937	-457.77104	-455.01549
11	11	-406.0459	-403.78232	-404.55153	2.2635819	0.7692078	-402.24492	-394.10305	-390.59223
12	12	-299.25951	-297.72327	-298.83763	1.5362357	1.1143559	-296.26964	-292.52583	-291.49206
13	13	-411.25933	-409.21514	-406.86859	2.0441963	-2.3465514	-406.22652	-401.24649	-389.65292
14	14	-673.17376	-663.32219	-640.19147	9.8515723	-23.130715	-659.48216	-644.32575	-619.28043
15	15	-687.25984	-677.97603	-664.366	9.2838063	-13.610035	-670.96484	-655.80712	-640.69894
16	16	-789.22865	-764.13431	-715.98589	25.094339	-48.148423	-774.10114	-746.15444	-701.23688
17	17	-430.57368	-425.68747	-426.33813	4.8862034	0.65065886	-421.41841	-414.62141	-410.06208
18	18	-791.61008	-772.69962	-755.4949	18.910462	-17.204717	-780.04365	-753.50031	-734.27023
19	19	-523.2366	-522.17733	-521.88214	1.0592779	-0.2951838	-515.04176	-512.66251	-509.02844
20	20	-469.40343	-464.15074	-461.97913	5.2526898	-2.1716106	-460.70962	-452.815	-438.09895
21	21	-260.13438	-260.28851	-261.23651	-0.15412838	0.94800089	-257.22254	-256.53218	-256.55624
22	22	-405.71932	-402.22607	-403.37007	3.4932523	1.1440024	-403.29361	-395.64356	-393.91219
23	23	-477.45936	-477.28985	-472.0572	0.16950649	-5.232649	-469.1644	-464.72601	-452.29223
24	24	-635.01454	-620.47545	-607.01865	14.539094	-13.456802	-620.24002	-602.08734	-584.53638
25	25	-456.16695	-456.36379	-454.45766	-0.19683185	-1.9061256	-448.41049	-447.69827	-436.37775
26	26	-391.97623	-392.02481	-388.91068	-0.048576355	-3.1141231	-384.39799	-383.17826	-375.25899
27	27	-630.17269	-620.11744	-608.98572	10.05525	-11.13172	-613.4125	-600.05028	-589.11806
28	28	-563.14571	-554.99967	-537.06892	8.1460398	-17.930751	-547.62418	-536.69503	-518.17917
29	29	-441.04918	-439.6707	-439.96961	1.3784822	0.29890372	-431.48112	-428.65812	-427.67708
30	30	-454.37613	-450.1543	-448.13619	4.2218388	-2.0181088	-444.53325	-438.55747	-431.14298
31	31	-555.89384	-525.72868	-526.9175	30.165166	1.1888265	-541.94121	-512.64862	-511.789
32	32	-475.37129	-467.44022	-467.80226	7.9310653	0.36204088	-464.89826	-460.62231	-456.46204
33	33	-668.51249	-665.99432	-659.9631	2.5181676	-6.0312217	-656.14756	-648.03003	-638.37658
34	34	-363.27431	-363.43849	-363.50989	-0.16418351	0.071401232	-360.88405	-359.70846	-355.46237
35	35	-717.54036	-717.03147	-688.71122	0.50889111	-28.32025	-701.36309	-701.82911	-664.56107
