0	0.224916	0.275084	0.275084	0.224916
1	0.179632	0.320368	0.320368	0.179632
2	0.286935	0.213065	0.213065	0.286935
3	0.272819	0.227181	0.227181	0.272819
4	0.209149	0.290851	0.290851	0.209149
5	0.226114	0.273886	0.273886	0.226114
6	0.258278	0.241722	0.241722	0.258278
7	0.273064	0.226936	0.226936	0.273064
8	0.337734	0.162266	0.162266	0.337734
9	0.183444	0.316556	0.316556	0.183444
10	0.23898	0.26102	0.26102	0.23898
11	0.199001	0.300999	0.300999	0.199001
12	0.32594	0.17406	0.17406	0.32594
13	0.24352	0.25648	0.25648	0.24352
14	0.342496	0.157504	0.157504	0.342496
15	0.267134	0.232866	0.232866	0.267134
16	0.238811	0.261189	0.261189	0.238811
17	0.195722	0.304278	0.304278	0.195722
18	0.306041	0.193959	0.193959	0.306041
19	0.260519	0.239481	0.239481	0.260519
20	0.149501	0.350499	0.350499	0.149501
21	0.267145	0.232855	0.232855	0.267145
22	0.260613	0.239387	0.239387	0.260613
23	0.262991	0.237009	0.237009	0.262991
24	0.251194	0.248806	0.248806	0.251194
25	0.294133	0.205867	0.205867	0.294133
26	0.283129	0.216871	0.216871	0.283129
27	0.232813	0.267187	0.267187	0.232813
28	0.292874	0.207126	0.207126	0.292874
29	0.249305	0.250695	0.250695	0.249305
30	0.271685	0.228315	0.228315	0.271685
31	0.202882	0.297118	0.297118	0.202882
32	0.326427	0.173573	0.173573	0.326427
33	0.310675	0.189325	0.189325	0.310675
34	0.285128	0.214872	0.214872	0.285128
35	0.173887	0.326113	0.326113	0.173887
36	0.215245	0.284755	0.284755	0.215245
37	0.288992	0.211008	0.211008	0.288992
38	0.207276	0.292724	0.292724	0.207276
39	0.278618	0.221382	0.221382	0.278618
40	0.274184	0.225816	0.225816	0.274184
41	0.219538	0.280462	0.280462	0.219538
42	0.303223	0.196777	0.196777	0.303223
43	0.187576	0.312424	0.312424	0.187576
44	0.234252	0.265748	0.265748	0.234252
45	0.227388	0.272612	0.272612	0.227388
46	0.337551	0.162449	0.162449	0.337551
47	0.219244	0.280756	0.280756	0.219244
48	0.271941	0.228059	0.228059	0.271941
49	0.18206	0.31794	0.31794	0.18206
50	0.311599	0.188401	0.188401	0.311599
51	0.230284	0.269716	0.269716	0.230284
52	0.215434	0.284566	0.284566	0.215434
53	0.31734	0.18266	0.18266	0.31734
54	0.170145	0.329855	0.329855	0.170145
55	0.196113	0.303887	0.303887	0.196113
56	0.29436	0.20564	0.20564	0.29436
57	0.272537	0.227463	0.227463	0.272537
58	0.267586	0.232414	0.232414	0.267586
59	0.315161	0.184839	0.184839	0.315161
60	0.203893	0.296107	0.296107	0.203893
61	0.237833	0.262167	0.262167	0.237833
62	0.33267	0.16733	0.16733	0.33267
63	0.276988	0.223012	0.223012	0.276988
64	0.280857	0.219143	0.219143	0.280857
65	0.218022	0.281978	0.281978	0.218022
66	0.294129	0.205871	0.205871	0.294129
67	0.289806	0.210194	0.210194	0.289806
68	0.216403	0.283597	0.283597	0.216403
69	0.270497	0.229503	0.229503	0.270497
70	0.174786	0.325214	0.325214	0.174786
71	0.243017	0.256983	0.256983	0.243017
72	0.199215	0.300785	0.300785	0.199215
73	0.265472	0.234528	0.234528	0.265472
74	0.269112	0.230888	0.230888	0.269112
75	0.337541	0.162459	0.162459	0.337541
76	0.393735	0.106265	0.106265	0.393735
77	0.236293	0.263707	0.263707	0.236293
78	0.150982	0.349018	0.349018	0.150982
79	0.128231	0.371769	0.371769	0.128231
80	0.310655	0.189345	0.189345	0.310655
81	0.23844	0.26156	0.26156	0.23844
82	0.132077	0.367923	0.367923	0.132077
83	0.185528	0.314472	0.314472	0.185528
84	0.163647	0.336353	0.336353	0.163647
85	0.313822	0.186178	0.186178	0.313822
86	0.260968	0.239032	0.239032	0.260968
87	0.179076	0.320924	0.320924	0.179076
88	0.247416	0.252584	0.252584	0.247416
89	0.258985	0.241015	0.241015	0.258985
90	0.286854	0.213146	0.213146	0.286854
91	0.196559	0.303441	0.303441	0.196559
92	0.192616	0.307384	0.307384	0.192616
93	0.276623	0.223377	0.223377	0.276623
94	0.246414	0.253586	0.253586	0.246414
95	0.289209	0.210791	0.210791	0.289209
96	0.269697	0.230303	0.230303	0.269697
97	0.248576	0.251424	0.251424	0.248576
98	0.311091	0.188909	0.188909	0.311091
99	0.253147	0.246853	0.246853	0.253147
