No.	prop	genetree
67	0.00853333	((galGal:0.192272,(halLeu:0.0719853,nipNip:0.0700162):0.0495237):0.0329769,((strCam:0.0525826,((casCas:0.0435506,(aptRow:0.00895422,(aptHaa:0.00184225,aptOwe:0.0020891):0.00744482):0.0275275):0.00821149,(anoDid:0.0654436,((cryCin:0.0563919,tinGut:0.0481549):0.0228114,(eudEle:0.0767362,notPer:0.084294):0.011663):0.0684768):0.0173111):0.00494665):0.00383407,(droNov:0.0501579,(rheAme:0.0110299,rhePen:0.0116698):0.0564916):0.012572):0.0541775);
67	0.00693333	((galGal:0.182945,(halLeu:0.0662812,nipNip:0.064312):0.0459013):0.0397498,(((casCas:0.0435758,(aptRow:0.0105168,(aptHaa:0.00294097,aptOwe:0.00318782):0.0079087):0.0259902):0.0097919,(cryCin:0.153154,(anoDid:0.0594037,(notPer:0.127463,(tinGut:0.0738398,eudEle:0.0912727):0.0286324):0.030931):0.0115143):0.0134424):0.00782539,(strCam:0.0532076,(droNov:0.0481329,(rheAme:0.0108807,rhePen:0.0115206):0.0546158):0.011388):0.00385939):0.0509736);
67	0.0064	((galGal:0.206985,(halLeu:0.0774272,nipNip:0.0754581):0.0587952):0.0170688,((strCam:0.0533392,(anoDid:0.0751498,(aptRow:0.00878443,(aptHaa:0.0025946,aptOwe:0.00284145):0.00652269):0.0283038):0.0133083):0.00486628,((casCas:0.0352028,droNov:0.0373899):0.0225296,((rheAme:0.00776404,rhePen:0.0084039):0.0652457,((cryCin:0.0593788,tinGut:0.0511418):0.0485097,(eudEle:0.0718813,notPer:0.0794391):0.0452031):0.0587996):0.00427336):0.00459937):0.051194);
67	0.00613333	((galGal:0.186038,(halLeu:0.0639069,nipNip:0.0619377):0.0513686):0.0274714,(((aptRow:0.010464,(aptHaa:0.00254887,aptOwe:0.00279572):0.00824799):0.0386955,(casCas:0.0533988,(droNov:0.0469694,(rheAme:0.00679106,rhePen:0.00743092):0.057542):0.00861654):0.0028295):0.00513441,(strCam:0.0536586,(anoDid:0.060135,(eudEle:0.111756,(notPer:0.101438,(cryCin:0.0570027,tinGut:0.0487657):0.0276814):0.0178764):0.0398111):0.0286423):0.003578):0.0416186);
67	0.006	((galGal:0.19466,(halLeu:0.0609373,nipNip:0.0589682):0.0629604):0.0311731,((((aptRow:0.00598127,(aptHaa:0.00231487,aptOwe:0.00256172):0.00399925):0.039153,(casCas:0.0285026,droNov:0.0306897):0.0237005):0.00561787,(anoDid:0.0641369,(eudEle:0.108796,(notPer:0.0898508,(cryCin:0.0547102,tinGut:0.0464732):0.0183869):0.0265031):0.0467732):0.0246767):0.00631189,(strCam:0.0523626,(rheAme:0.00707369,rhePen:0.00771355):0.0689659):0.00764405):0.0511724);
48	0.00973333	((galGal:0.180455,(halLeu:0.0592545,nipNip:0.0572853):0.0504376):0.0332688,(strCam:0.0721157,((casCas:0.0517801,(aptRow:0.00646624,(aptHaa:0.00281287,aptOwe:0.00305972):0.00398623):0.038245):0.00717717,((droNov:0.0479228,(rheAme:0.00776241,rhePen:0.00840227):0.0575241):0.00759541,(anoDid:0.0605817,(eudEle:0.142197,(notPer:0.108592,(cryCin:0.0578255,tinGut:0.0495885):0.034013):0.0411624):0.00981726):0.0237421):0.00562613):0.0172846):0.0269535);
48	0.00893333	((galGal:0.19769,(halLeu:0.0767026,nipNip:0.0747335):0.0502245):0.0232121,((casCas:0.0546923,((aptRow:0.00601588,(aptHaa:0.00261378,aptOwe:0.00286063):0.00373495):0.033477,((rheAme:0.00748926,rhePen:0.00812912):0.0568471,(eudEle:0.138641,(notPer:0.0906168,(cryCin:0.0521596,tinGut:0.0439226):0.0217035):0.0555817):0.0285699):0.00177619):0.00813058):0.00511055,(strCam:0.0526771,(droNov:0.0538985,anoDid:0.082704):0.00509195):0.00299958):0.0505709);
48	0.00813333	((galGal:0.179905,(halLeu:0.064523,nipNip:0.0625539):0.0446192):0.0419243,((strCam:0.0534811,((aptRow:0.00616685,(aptHaa:0.00334787,aptOwe:0.00359472):0.00315183):0.0423235,(casCas:0.050299,(eudEle:0.131422,(notPer:0.107984,(cryCin:0.0596112,tinGut:0.0513742):0.0316193):0.0309954):0.0413022):0.00526015):0.00204808):0.00726896,(droNov:0.0552626,(anoDid:0.0784032,(rheAme:0.00748327,rhePen:0.00812313):0.0594781):0.00566485):0.0118008):0.0464248);
48	0.00813333	((galGal:0.173276,(halLeu:0.0769668,nipNip:0.0749976):0.0255464):0.0546202,((casCas:0.0580881,(strCam:0.052593,(droNov:0.0582868,((aptRow:0.00678237,(aptHaa:0.0023127,aptOwe:0.00255955):0.00480252):0.03384,(rheAme:0.00471292,rhePen:0.00535278):0.0625291):0.00840849):0.000619434):0.00136892):0.00263708,((notPer:0.118872,(cryCin:0.0609039,tinGut:0.0526669):0.0412141):0.0465702,(eudEle:0.14362,anoDid:0.0521871):0.0142646):0.0252661):0.0566427);
48	0.00746667	((galGal:0.182021,(halLeu:0.0605328,nipNip:0.0585636):0.050725):0.0332745,((strCam:0.0537702,((aptRow:0.00707073,(aptHaa:0.00251405,aptOwe:0.0027609):0.00488953):0.0385484,(casCas:0.0466777,(rheAme:0.00511057,rhePen:0.00575043):0.061118):0.00601027):0.00520839):0.00700799,((droNov:0.0521895,anoDid:0.080995):0.00911416,(eudEle:0.124196,(notPer:0.0983552,(cryCin:0.0532613,tinGut:0.0450243):0.0283402):0.0333982):0.057346):0.00578783):0.0398624);
