No.	prop	genetree
67	0.0101333	((galGal:0.192475,(halLeu:0.0691285,nipNip:0.0671593):0.0525835):0.0371822,((((aptRow:0.0101055,(aptHaa:0.00239016,aptOwe:0.00263701):0.00804818):0.0278941,(casCas:0.0303086,droNov:0.0324957):0.0147598):0.0071038,(rheAme:0.00842011,rhePen:0.00905997):0.0633029):0.00712845,(strCam:0.0533152,(anoDid:0.0775378,(notPer:0.121559,(eudEle:0.080077,(cryCin:0.0521386,tinGut:0.0439016):0.0187426):0.0339238):0.0549693):0.0108962):0.00185928):0.059828);
67	0.00773333	((galGal:0.191047,(halLeu:0.0659108,nipNip:0.0639417):0.0543736):0.0348477,((strCam:0.0530905,((aptRow:0.0109301,(aptHaa:0.00264967,aptOwe:0.00289652):0.00861324):0.0299263,((casCas:0.035863,droNov:0.0380501):0.00809963,(rheAme:0.0139383,rhePen:0.0145782):0.0495751):0.00396264):0.00929144):0.00224587,(anoDid:0.0639487,(notPer:0.127132,(eudEle:0.0890829,(cryCin:0.0562991,tinGut:0.0480621):0.0235879):0.0304918):0.0358064):0.0265065):0.055904);
67	0.0064	((galGal:0.180373,(halLeu:0.0573713,nipNip:0.0554022):0.052239):0.0451744,((strCam:0.0535043,((casCas:0.0450441,(aptRow:0.00945024,(aptHaa:0.002521,aptOwe:0.00276785):0.00726209):0.028525):0.00678244,(droNov:0.0451935,(rheAme:0.0099264,rhePen:0.0105663):0.0526308):0.00882009):0.00580396):0.00376348,(anoDid:0.0839963,(eudEle:0.110476,(notPer:0.0868541,(cryCin:0.052492,tinGut:0.044255):0.0176085):0.03118):0.0649524):0.00839024):0.0536253);
67	0.006	((galGal:0.188516,(halLeu:0.06757,nipNip:0.0656009):0.0501835):0.0548357,((((aptRow:0.010944,(aptHaa:0.00215222,aptOwe:0.00239907):0.00912459):0.0348417,(rheAme:0.0113514,rhePen:0.0119913):0.0610539):0.00465869,(strCam:0.0516758,(anoDid:0.0533468,(notPer:0.124235,(cryCin:0.0828177,(tinGut:0.0611467,eudEle:0.0785796):0.0134341):0.0246633):0.0281023):0.0334478):0.00171125):0.00361041,(casCas:0.0381214,droNov:0.0403085):0.0230023):0.0717001);
67	0.0056	((galGal:0.173766,(halLeu:0.0776641,nipNip:0.075695):0.0253394):0.037544,(((anoDid:0.0786308,(aptRow:0.00882129,(aptHaa:0.00266396,aptOwe:0.00291081):0.00649018):0.0317481):0.00926227,((rheAme:0.0112472,rhePen:0.011887):0.0602423,((cryCin:0.0542834,tinGut:0.0460464):0.0189741,(eudEle:0.0755353,notPer:0.0830931):0.00691813):0.0919102):0.00496184):0.00656796,(strCam:0.0527623,(casCas:0.0349618,droNov:0.0371489):0.0219266):0.00657999):0.0373136);
48	0.0117333	((galGal:0.171055,(halLeu:0.0620995,nipNip:0.0601303):0.0381923):0.0441685,((casCas:0.05617,(aptRow:0.00636322,(aptHaa:0.00237176,aptOwe:0.00261861):0.00432431):0.0427379):0.00574307,((droNov:0.050362,(rheAme:0.00736641,rhePen:0.00800627):0.0603593):0.01126,(strCam:0.0521892,(eudEle:0.150371,(anoDid:0.0519563,(notPer:0.103907,(cryCin:0.0544817,tinGut:0.0462447):0.0326712):0.0470399):0.00698208):0.0283697):0.00311948):0.0024782):0.0427817);
48	0.008	((galGal:0.185254,(halLeu:0.067411,nipNip:0.0654418):0.0470807):0.0327618,((strCam:0.0523523,((droNov:0.0475197,(aptRow:0.00574407,(aptHaa:0.00308959,aptOwe:0.00333644):0.00298733):0.0325197):0.00819392,(anoDid:0.0637976,(eudEle:0.140376,(notPer:0.114978,(cryCin:0.0566181,tinGut:0.0483811):0.0416062):0.0329553):0.0148545):0.0207216):0.00295198):0.00317333,(casCas:0.0445956,(rheAme:0.00655338,rhePen:0.00719324):0.057593):0.0150562):0.047836);
48	0.00773333	((galGal:0.1767,(halLeu:0.0753105,nipNip:0.0733414):0.0306265):0.0418394,((((casCas:0.0435652,(aptRow:0.00568536,(aptHaa:0.00281742,aptOwe:0.00306427):0.00320079):0.030811):0.00704938,(rheAme:0.00915675,rhePen:0.00979661):0.0610086):0.00704418,(eudEle:0.159586,(anoDid:0.0545711,(notPer:0.10573,(cryCin:0.0495436,tinGut:0.0413066):0.0394324):0.0478316):0.0135825):0.0204978):0.0132397,(droNov:0.0618606,strCam:0.0555473):0.011225):0.0371124);
48	0.0072	((galGal:0.183728,(halLeu:0.0595391,nipNip:0.05757):0.0534257):0.0321178,(((strCam:0.0525118,(aptRow:0.00957227,(aptHaa:0.00338513,aptOwe:0.00363198):0.00651999):0.0399969):0.00384167,(droNov:0.0550638,(anoDid:0.06442,(eudEle:0.129286,(notPer:0.0962794,(cryCin:0.0553624,tinGut:0.0471254):0.0241633):0.0405647):0.0265661):0.0194493):0.00760298):0.00681922,(casCas:0.0558209,(rheAme:0.00529349,rhePen:0.00593335):0.0700782):0.011478):0.0380183);
48	0.0068	((galGal:0.182431,(halLeu:0.0778747,nipNip:0.0759055):0.0337933):0.0468193,((strCam:0.0528351,(aptRow:0.00739975,(aptHaa:0.00277655,aptOwe:0.0030234):0.00495604):0.0424927):0.02638,(((casCas:0.0491318,droNov:0.0513189):0.0082691,(rheAme:0.00639013,rhePen:0.00702999):0.0705616):0.00348494,(anoDid:0.0607689,(eudEle:0.127393,(notPer:0.0999373,(cryCin:0.0545712,tinGut:0.0463342):0.0286124):0.0350134):0.0248083):0.0311096):0.0224555):0.0353805);
