No.	ID	loglik_Null	loglik_Acc	loglik_Full	logBF1	logBF2	loglik_Max_M0	loglik_Max_M1	loglik_Max_M2
0	0	-393.58909	-393.40468	-392.291	0.18440537	-1.1136789	-390.31947	-385.23218	-376.71908
1	1	-384.59569	-381.99058	-383.32368	2.6051127	1.3331043	-382.16236	-371.2839	-371.45727
2	2	-418.2078	-412.84339	-416.54691	5.3644104	3.7035179	-415.93607	-400.99	-395.60952
3	3	-436.67115	-422.56862	-422.73242	14.102534	0.16380285	-422.51168	-409.11649	-406.41499
4	4	-326.47378	-325.53427	-325.64212	0.93950427	0.10784548	-323.45356	-318.93421	-314.52454
5	5	-475.34211	-468.2188	-468.31149	7.1233125	0.092687183	-465.4629	-458.958	-453.78147
6	6	-1472.4019	-1322.8583	-1323.1819	149.54361	0.32360624	-1458.9185	-1303.2766	-1303.2846
7	7	-480.48286	-476.76775	-476.44372	3.7151023	-0.32403135	-471.69839	-463.33582	-459.3285
8	8	-963.91942	-911.30845	-911.16232	52.610973	-0.14612729	-951.24667	-890.53748	-890.54117
9	9	-437.75399	-429.62102	-430.95875	8.1329746	1.3377346	-428.32921	-416.59995	-416.12846
10	10	-713.6361	-697.12914	-694.92169	16.506955	-2.2074515	-699.17444	-675.28312	-671.67739
11	11	-343.20535	-342.34604	-341.27603	0.85930236	-1.0700124	-340.68504	-335.01332	-328.53129
12	12	-265.41949	-265.99228	-266.35393	-0.57278488	0.3616512	-262.58632	-260.00122	-259.98922
13	13	-506.67452	-499.8935	-499.87855	6.7810214	-0.014950067	-495.29826	-485.83606	-485.77048
14	14	-345.16093	-345.62285	-343.57608	-0.4619166	-2.0467681	-342.7641	-340.95314	-333.36506
15	15	-337.84817	-336.53674	-333.51008	1.311431	-3.026659	-335.2676	-329.4777	-322.12018
16	16	-562.7135	-557.06646	-551.60631	5.6470417	-5.4601461	-549.24401	-533.87668	-527.63673
17	17	-321.12654	-321.51971	-319.94492	-0.39316754	-1.5747863	-318.51484	-316.60439	-307.84999
