No.	prop	genetree
24	0.00546667	((halLeu:0.0873965,nipNip:0.0854274):0.147647,(galGal:0.215551,(((aptHaa:0.0485477,(rheAme:0.0413743,rhePen:0.0420141):0.0334602):0.0134094,((strCam:0.0541506,(aptOwe:0.00922813,aptRow:0.00864843):0.0425595):0.00678969,(anoDid:0.0845267,(eudEle:0.110905,(notPer:0.107913,(cryCin:0.0537465,tinGut:0.0455095):0.0374132):0.0105492):0.0650543):0.0115324):0.00362659):0.00390412,(casCas:0.0225478,droNov:0.0247349):0.0500494):0.0324257):0.0902554);
24	0.00493333	((galGal:0.199083,(halLeu:0.0832764,nipNip:0.0813072):0.0450439):0.0367015,(((aptHaa:0.0473322,(rheAme:0.0343573,rhePen:0.0349972):0.0392617):0.0133289,((anoDid:0.0810625,(aptOwe:0.00764117,aptRow:0.00706147):0.0359395):0.0100877,(strCam:0.0524385,(casCas:0.0240151,droNov:0.0262022):0.0325496):0.00359284):0.00723953):0.0253791,(notPer:0.163213,(eudEle:0.12703,(cryCin:0.0616921,tinGut:0.0534551):0.0561419):0.0286248):0.0595465):0.0324801);
24	0.00466667	((galGal:0.190208,(halLeu:0.0757457,nipNip:0.0737766):0.0436994):0.0422565,(((aptHaa:0.0437802,(rheAme:0.0463395,rhePen:0.0469794):0.0237275):0.0236696,(((aptOwe:0.0111109,aptRow:0.0105312):0.0304379,(casCas:0.0141587,droNov:0.0163458):0.0338793):0.0118192,(anoDid:0.0884362,strCam:0.0533174):0.00241359):0.0143286):0.0221978,((cryCin:0.0472692,tinGut:0.0390322):0.0954959,(eudEle:0.120284,notPer:0.127841):0.0316774):0.0668476):0.0255526);
24	0.00466667	((halLeu:0.155476,(((anoDid:0.0886779,((aptHaa:0.0391244,(rheAme:0.0208637,rhePen:0.0215036):0.0445475):0.00922099,(casCas:0.0225851,droNov:0.0247722):0.0324963):0.00260389):0.00317794,(strCam:0.0529653,(aptOwe:0.0153254,aptRow:0.0147457):0.0352769):0.00377177):0.0143878,((cryCin:0.0785125,tinGut:0.0702755):0.0627309,(eudEle:0.121682,notPer:0.12924):0.0287571):0.0472368):0.0404596):0.0249957,(nipNip:0.103479,galGal:0.176211):0.0750239);
24	0.00453333	(((galGal:0.198621,(halLeu:0.096274,nipNip:0.0943048):0.0315845):0.0292218,((cryCin:0.117244,notPer:0.133998):0.05209,(tinGut:0.0801739,eudEle:0.0976068):0.0809233):0.0612096):0.0223237,((aptHaa:0.0431711,(rheAme:0.0445483,rhePen:0.0451881):0.0249096):0.0228761,(strCam:0.0564918,(anoDid:0.0850071,((aptOwe:0.0157086,aptRow:0.0151289):0.0258427,(casCas:0.0146387,droNov:0.0168258):0.0334017):0.0059741):0.00660349):0.0121652):0.0668552);
64	0.00813333	((halLeu:0.0673677,nipNip:0.0653986):0.142239,(galGal:0.222554,(((((aptHaa:0.0122552,aptRow:0.0119223):0.0229765,(casCas:0.0258337,droNov:0.0280208):0.016134):0.00459972,(rheAme:0.0457643,rhePen:0.0464042):0.0203539):0.013315,(aptOwe:0.0504078,strCam:0.0527708):0.00298534):0.0127407,((cryCin:0.0542785,tinGut:0.0460415):0.117852,(anoDid:0.0806711,(eudEle:0.149861,notPer:0.157419):0.0222426):0.00922246):0.0137221):0.0394031):0.0578152);
64	0.0072	((halLeu:0.0820986,nipNip:0.0801294):0.108215,(galGal:0.223149,(((aptOwe:0.0391326,(aptHaa:0.0132472,aptRow:0.0129144):0.0256386):0.00609613,((casCas:0.034197,droNov:0.0363841):0.0128625,(rheAme:0.0487019,rhePen:0.0493418):0.0179084):0.0046584):0.03514,(((cryCin:0.0519908,tinGut:0.0437538):0.114308,(eudEle:0.150428,anoDid:0.0589952):0.0250675):0.0118449,(notPer:0.188046,strCam:0.053937):0.00685178):0.0219429):0.0257629):0.0379268);
64	0.0056	((galGal:0.197915,(halLeu:0.0588365,nipNip:0.0568674):0.0683159):0.0412523,(((((aptHaa:0.0101807,aptRow:0.0098478):0.028379,(rheAme:0.0485815,rhePen:0.0492213):0.0162649):0.00753406,(casCas:0.0325033,droNov:0.0346904):0.0203264):0.0138448,(aptOwe:0.0542264,strCam:0.0565894):0.00595892):0.0189716,((anoDid:0.0672552,(cryCin:0.0573087,tinGut:0.0490717):0.092183):0.0183756,(eudEle:0.144869,notPer:0.152427):0.0321942):0.0310079):0.0429931);
64	0.0052	(galGal:0.276659,((halLeu:0.0634612,nipNip:0.061492):0.103472,(((((aptHaa:0.00929027,aptRow:0.00895742):0.0275383,(casCas:0.0263894,droNov:0.0285765):0.0171752):0.00813454,(cryCin:0.0624991,tinGut:0.0542621):0.102429):0.00814596,(rheAme:0.0524515,rhePen:0.0530913):0.0269444):0.0172013,(strCam:0.060357,(aptOwe:0.0521852,(anoDid:0.057927,(eudEle:0.141734,notPer:0.149291):0.00762592):0.0317399):0.00580883):0.0125633):0.0501211):0.0389627);
64	0.00453333	((galGal:0.213429,(halLeu:0.0748387,nipNip:0.0728696):0.0678273):0.0227018,(((((aptHaa:0.0193417,aptRow:0.0190088):0.0206061,(casCas:0.0209759,droNov:0.023163):0.0257078):0.007049,(rheAme:0.0465501,rhePen:0.0471899):0.0267335):0.0116795,(aptOwe:0.0513037,strCam:0.0536667):0.00761939):0.0115105,((cryCin:0.0716323,tinGut:0.0633953):0.102356,(anoDid:0.0667698,(eudEle:0.1499,notPer:0.157457):0.00830267):0.0249821):0.0161634):0.0486796);
