No.	prop	genetree
24	0.0056	((galGal:0.1856,(halLeu:0.081171,nipNip:0.0792019):0.0336658):0.0381034,(((aptHaa:0.0423002,(rheAme:0.0429786,rhePen:0.0436185):0.0256084):0.0109063,((strCam:0.0527996,(anoDid:0.0799297,(aptOwe:0.017929,aptRow:0.0173493):0.0245189):0.00798873):0.00164673,(casCas:0.0278935,droNov:0.0300806):0.030679):0.00136991):0.0208831,((cryCin:0.0613243,tinGut:0.0530873):0.105582,(eudEle:0.146922,notPer:0.15448):0.0291799):0.0271485):0.0323491);
24	0.0052	((galGal:0.190167,(halLeu:0.078832,nipNip:0.0768628):0.0405721):0.0350752,((((aptHaa:0.0440222,(rheAme:0.0528114,rhePen:0.0534513):0.0174975):0.00967266,(casCas:0.0200907,droNov:0.0222778):0.0403402):0.00194003,((aptOwe:0.0207098,aptRow:0.0201301):0.0319879,(anoDid:0.0876417,strCam:0.0525229):0.00253776):0.00318399):0.0168898,(notPer:0.135052,(eudEle:0.100606,(cryCin:0.0612893,tinGut:0.0530523):0.0301206):0.0268886):0.0741913):0.035453);
24	0.00413333	(notPer:0.315002,((halLeu:0.105065,nipNip:0.103096):0.0487544,(galGal:0.220263,(((anoDid:0.0834961,(aptOwe:0.0214597,(aptHaa:0.01422,aptRow:0.0138871):0.0069929):0.0245546):0.0199551,(strCam:0.0605254,((casCas:0.0161997,droNov:0.0183868):0.0417884,(rheAme:0.031329,rhePen:0.0319689):0.0462099):0.00666346):0.00780703):0.00772801,(eudEle:0.170277,(cryCin:0.0820682,tinGut:0.0738312):0.0790133):0.0323343):0.0295483):0.00431919):0.0709648);
24	0.004	((galGal:0.186629,(halLeu:0.094558,nipNip:0.0925889):0.021308):0.0382523,(((strCam:0.0533606,((aptHaa:0.037623,(rheAme:0.0521325,rhePen:0.0527724):0.0117773):0.00933061,(aptOwe:0.0175354,aptRow:0.0169557):0.029665):0.00379717):0.00436265,(anoDid:0.0835968,(casCas:0.0182945,droNov:0.0204816):0.0343097):0.00924522):0.0137635,(eudEle:0.167685,(notPer:0.144973,(cryCin:0.0768006,tinGut:0.0685636):0.0514186):0.0302699):0.0303529):0.0387399);
24	0.004	(galGal:0.254982,((halLeu:0.0967911,nipNip:0.0948219):0.0588992,((((strCam:0.0520348,((aptHaa:0.0396734,anoDid:0.077402):0.00525632,(rheAme:0.0297152,rhePen:0.030355):0.0415013):0.00449531):0.00174821,(casCas:0.0233441,droNov:0.0255312):0.0345651):0.00327396,(aptOwe:0.0208491,aptRow:0.0202694):0.0338449):0.0170808,(eudEle:0.183185,(notPer:0.151599,(cryCin:0.0538459,tinGut:0.0456089):0.080999):0.0391441):0.0175042):0.0376607):0.0285285);
24	0.004	((nipNip:0.122511,(halLeu:0.106945,galGal:0.177708):0.0175348):0.0163625,((((aptHaa:0.0411661,(rheAme:0.0543524,rhePen:0.0549922):0.0131005):0.0104664,(aptOwe:0.021292,aptRow:0.0207123):0.0305873):0.00362903,((casCas:0.0201703,droNov:0.0223574):0.0382162,(anoDid:0.0870038,strCam:0.051885):0.00237533):0.00361103):0.0214928,(tinGut:0.167706,(eudEle:0.116002,(cryCin:0.0868903,notPer:0.103644):0.0199156):0.0691373):0.0207763):0.0175864);
34	0.0226667	((galGal:0.178324,(halLeu:0.0707581,nipNip:0.068789):0.0368034):0.0324835,((((aptRow:0.0217583,(aptHaa:0.0052015,aptOwe:0.00544835):0.0168897):0.0262905,(casCas:0.0474502,droNov:0.0496373):0.00766742):0.00143636,(rheAme:0.0181829,rhePen:0.0188227):0.0579219):0.00377784,(strCam:0.0541235,((cryCin:0.13276,anoDid:0.0505239):0.0366466,(tinGut:0.14454,(eudEle:0.0709623,notPer:0.0785201):0.0910104):0.0166302):0.00207172):0.00208219):0.0399476);
34	0.0226667	((galGal:0.168894,(halLeu:0.0806255,nipNip:0.0786563):0.0175062):0.0419133,((((aptRow:0.00955228,(aptHaa:0.00237153,aptOwe:0.00261838):0.00751361):0.0380284,(anoDid:0.0505239,(cryCin:0.121014,(eudEle:0.0729416,notPer:0.0804994):0.0572686):0.0117461):0.0351183):0.0167596,(strCam:0.05879,(rheAme:0.0102942,rhePen:0.0109341):0.0721728):0.00849298):0.0119614,(casCas:0.0556056,(droNov:0.0535153,tinGut:0.15632):0.00427738):0.027765):0.0169089);
34	0.0213333	((galGal:0.166115,(halLeu:0.0865815,nipNip:0.0846124):0.00877064):0.0446928,((((aptRow:0.0068799,(aptHaa:0.00315332,aptOwe:0.00340017):0.00405943):0.0444847,(tinGut:0.161046,strCam:0.0519274):0.00237987):0.00442037,((casCas:0.0210759,droNov:0.023263):0.0383655,(rheAme:0.0181829,rhePen:0.0188227):0.0608094):0.00341237):0.00467583,(anoDid:0.0528116,(cryCin:0.118938,(eudEle:0.0709623,notPer:0.0785201):0.0571719):0.0161098):0.0457107):0.0327498);
34	0.0186667	((nipNip:0.10346,(halLeu:0.101149,galGal:0.171912):0.00427982):0.0346159,((droNov:0.0710102,((aptRow:0.00955228,(aptHaa:0.00237153,aptOwe:0.00261838):0.00751361):0.0438902,(strCam:0.0514438,(rheAme:0.0102942,rhePen:0.0109341):0.0648266):0.00494129):0.00831183):0.0211318,(casCas:0.0556056,(tinGut:0.148545,(anoDid:0.0505239,(cryCin:0.115484,(eudEle:0.0729416,notPer:0.0804994):0.0517386):0.0172762):0.024022):0.0120523):0.0343493):0.0103246);
