No.	ID	loglik_Null_W	loglik_Acc_W	loglik_Full_W	logBF1	logBF2	optM
8	0	-746.8349	-655.12776	-663.77189	91.707146	8.6441297	1
8	1	-931.57905	-799.87154	-774.47189	131.70752	-25.399649	2
8	2	-762.73889	-694.19057	-676.66109	68.548323	-17.529477	2
8	3	-487.73995	-456.49083	-462.97863	31.249123	6.4877951	1
8	4	-741.38756	-661.75482	-662.78912	79.632739	1.034305	1
8	5	-715.90782	-644.49061	-647.90415	71.41721	3.4135428	1
8	6	-711.77552	-658.78251	-659.43151	52.993015	0.64899995	1
8	7	-482.27018	-469.07858	-452.40982	13.191599	-16.668763	2
8	8	-769.29184	-723.4853	-708.46696	45.80654	-15.018342	2
8	9	-631.18497	-595.42926	-600.44374	35.755712	5.0144853	1
8	10	-642.16875	-611.29974	-607.29585	30.869011	-4.0038886	2
8	11	-665.18099	-603.6087	-609.04124	61.572299	5.4325419	1
8	12	-403.35775	-385.25363	-387.87742	18.104126	2.6237884	1
8	13	-1049.7921	-925.31504	-932.2444	124.47709	6.9293573	1
8	14	-523.93358	-485.80282	-494.04955	38.13076	8.2467234	1
8	15	-573.40052	-511.97266	-518.79483	61.427869	6.822171	1
8	16	-851.17113	-780.83876	-781.81389	70.33237	0.97513412	1
8	17	-699.99909	-681.37267	-669.57557	18.626419	-11.797106	2
8	18	-606.48475	-584.52292	-591.30876	21.96183	6.7858397	1
8	19	-827.78478	-721.761	-726.13728	106.02378	4.3762753	1
8	20	-718.27407	-658.53139	-662.62529	59.742681	4.0938991	1
8	21	-990.96267	-911.49175	-901.95147	79.470918	-9.5402792	2
8	22	-609.83181	-544.59297	-551.28424	65.238839	6.6912696	1
8	23	-535.92061	-495.16888	-500.43468	40.751723	5.2657977	1
8	24	-1245.0939	-1116.5683	-1121.0544	128.52563	4.4861257	1
8	25	-709.20203	-676.14231	-666.11891	33.059728	-10.0234	2
8	26	-848.49397	-767.78341	-762.74265	80.710559	-5.0407583	2
8	27	-702.19382	-664.18257	-656.81768	38.011254	-7.3648951	2
8	28	-772.17193	-727.1507	-727.89575	45.021233	0.74505129	1
8	29	-796.44987	-752.76572	-748.78346	43.684151	-3.9822626	2
8	30	-840.93685	-815.14162	-794.21971	25.795234	-20.921902	2
8	31	-1004.6062	-926.3013	-929.5567	78.30493	3.2554015	1
8	32	-816.87866	-759.83565	-748.43491	57.043008	-11.400741	2
8	33	-799.93068	-756.74735	-756.72157	43.18333	-0.025779071	2
8	34	-800.11994	-760.23062	-755.82228	39.88932	-4.4083353	2
8	35	-820.40883	-725.56784	-734.02512	94.840986	8.4572745	1
8	36	-770.21762	-747.83044	-746.32188	22.38718	-1.5085557	2
8	37	-624.54392	-612.28394	-606.73844	12.259972	-5.5455051	2
8	38	-530.24297	-485.62532	-492.24003	44.61765	6.614716	1
8	39	-790.63753	-713.39198	-719.95245	77.245552	6.560472	1
8	40	-734.90418	-688.42606	-689.4616	46.478112	1.0355377	1
8	41	-913.37324	-844.65236	-827.16314	68.72088	-17.489216	2
8	42	-598.37956	-566.13119	-572.18504	32.248371	6.0538512	1
8	43	-840.803	-797.18726	-801.96275	43.615734	4.775485	1
8	44	-981.63433	-881.31783	-884.10587	100.3165	2.7880437	1
8	45	-999.39961	-844.30547	-846.92814	155.09415	2.6226792	1
8	46	-631.26118	-549.36967	-556.77427	81.891507	7.404602	1
8	47	-740.71147	-710.38782	-692.72746	30.323649	-17.660361	2
8	48	-487.83618	-443.57085	-450.61119	44.265339	7.0403471	1
8	49	-725.17802	-697.29351	-699.4635	27.884503	2.1699866	1
8	50	-616.58861	-581.77649	-577.05454	34.812123	-4.7219478	2
8	51	-811.14784	-739.06806	-735.05522	72.079778	-4.0128466	2
8	52	-1058.7182	-987.76433	-967.2121	70.953822	-20.552231	2
8	53	-760.50032	-738.78411	-721.2169	21.716213	-17.567216	2
8	54	-521.94347	-481.56864	-488.9767	40.374828	7.4080616	1
8	55	-646.33284	-591.45074	-593.5749	54.882097	2.1241615	1
8	56	-777.4284	-742.42918	-732.40293	34.999218	-10.026251	2
8	57	-849.15256	-775.44584	-775.49061	73.706723	0.044771451	1
8	58	-927.0406	-836.02748	-835.99547	91.013115	-0.032011231	2
8	59	-597.54305	-573.53097	-575.14749	24.012078	1.6165173	1
8	60	-611.88032	-586.3716	-590.42288	25.508723	4.0512837	1
8	61	-751.9056	-701.90351	-697.06843	50.002094	-4.8350817	2
8	62	-754.98584	-676.85561	-680.73271	78.130226	3.8770981	1
8	63	-669.98485	-621.40934	-624.38997	48.575506	2.9806282	1
8	64	-839.56409	-773.8481	-775.10197	65.715997	1.2538758	1
8	65	-741.76212	-722.1818	-713.33884	19.580318	-8.8429603	2
8	66	-865.1227	-758.3147	-763.94199	106.808	5.6272927	1
8	67	-1264.8656	-1137.6461	-1043.2783	127.21956	-94.36776	2
8	68	-483.9184	-448.17966	-456.36653	35.738738	8.1868696	1
8	69	-561.35752	-516.58118	-507.37125	44.776339	-9.2099261	2
8	70	-500.22282	-468.85344	-471.78299	31.369378	2.9295526	1
8	71	-700.26697	-628.51536	-633.8674	71.751609	5.3520415	1
8	72	-839.63455	-755.50457	-760.47473	84.129978	4.9701545	1
8	73	-1098.5997	-963.34521	-963.00237	135.25444	-0.34284376	2
8	74	-650.15358	-591.32199	-597.406	58.831584	6.0840085	1
8	75	-608.36772	-557.39186	-565.54954	50.975861	8.1576782	1
8	76	-484.9704	-458.61785	-466.20747	26.352555	7.5896207	1
8	77	-715.84008	-689.99308	-688.27402	25.847006	-1.7190607	2
8	78	-759.2055	-701.61559	-693.26219	57.589912	-8.3533967	2
8	79	-575.39368	-517.85386	-524.5729	57.539827	6.7190422	1
8	80	-798.15385	-673.58741	-680.3588	124.56645	6.7713916	1
8	81	-605.93376	-564.50535	-569.50025	41.428411	4.9949027	1
8	82	-708.23627	-674.57362	-672.45105	33.662648	-2.1225695	2
8	83	-657.45425	-604.04357	-611.28799	53.410678	7.2444169	1
8	84	-711.20517	-668.78309	-670.94114	42.422087	2.1580513	1
8	85	-400.25273	-367.11937	-371.44816	33.133356	4.3287914	1
8	86	-718.15388	-669.97496	-675.12571	48.17892	5.1507559	1
8	87	-1315.3402	-1161.081	-1080.3477	154.25923	-80.733254	2
8	88	-818.64183	-782.24883	-767.94754	36.393003	-14.301284	2
8	89	-537.94958	-492.9104	-500.40382	45.039176	7.4934193	1
8	90	-666.13867	-587.70228	-593.55248	78.436385	5.8501957	1
8	91	-688.50961	-639.85886	-647.56663	48.650748	7.7077685	1
8	92	-633.93176	-606.28074	-612.75629	27.651012	6.4755459	1
8	93	-583.22197	-518.4827	-527.23768	64.739273	8.7549767	1
8	94	-1024.7678	-947.29035	-926.02935	77.477409	-21.261005	2
8	95	-699.10851	-688.09975	-681.26689	11.008756	-6.83286	2
