No.	ID	loglik_Null	loglik_Acc	loglik_Full	logBF1	logBF2	loglik_Max_M0	loglik_Max_M1	loglik_Max_M2
6	0	-1029.46	-879.14596	-881.18766	150.31401	2.0416956	-1014.3726	-859.93287	-859.93537
6	1	-406.42176	-404.85579	-404.8666	1.5659718	0.010812091	-404.08635	-397.8088	-394.72786
6	2	-792.44399	-751.97761	-752.65431	40.466379	0.67669237	-777.69201	-735.65651	-735.47315
6	3	-388.90707	-385.38189	-386.86501	3.5251809	1.483113	-378.94325	-370.01831	-370.01831
6	4	-659.00727	-633.87934	-634.63178	25.127921	0.75243666	-648.09598	-613.06357	-613.06617
6	5	-629.96846	-617.76876	-617.41305	12.199702	-0.35570831	-616.49743	-598.78539	-598.7435
6	6	-585.58276	-554.98676	-555.57188	30.596001	0.58512121	-569.48389	-532.79954	-532.80866
6	7	-417.81734	-406.51433	-408.14015	11.303001	1.6258153	-414.57067	-393.94816	-390.5884
6	8	-586.02119	-562.89625	-557.13535	23.124938	-5.7609008	-571.98519	-550.41942	-544.63229
6	9	-680.68974	-639.37415	-640.78064	41.315587	1.4064862	-664.40378	-624.16353	-624.17399
6	10	-876.71026	-820.22809	-798.04548	56.482176	-22.182604	-862.30689	-805.11519	-781.23126
6	11	-512.7096	-471.63161	-473.46033	41.077991	1.8287236	-497.30871	-456.42395	-456.47402
6	12	-458.92523	-442.13542	-442.4479	16.789807	0.31247796	-448.25982	-430.48264	-426.16527
6	13	-469.45364	-460.14656	-459.09294	9.3070773	-1.0536174	-457.48031	-447.74156	-441.12225
6	14	-463.79351	-449.4849	-446.00754	14.308608	-3.4773623	-449.04074	-439.32043	-432.62353
6	15	-710.32579	-707.42374	-692.40999	2.9020477	-15.013748	-696.6735	-690.08354	-672.08318
6	16	-1143.6368	-1093.9004	-1040.9879	49.736479	-52.912452	-1131.8743	-1079.5406	-1022.2592
6	17	-609.09274	-598.08767	-588.66226	11.005064	-9.4254124	-593.97106	-576.35963	-571.59581
6	18	-966.32866	-854.03959	-855.39376	112.28907	1.3541741	-950.15002	-839.66165	-839.66259
6	19	-671.40797	-667.35741	-659.719	4.0505667	-7.6384093	-658.87444	-649.70917	-643.07065
6	20	-456.68003	-453.61868	-454.71155	3.0613485	1.09287	-454.2134	-445.01631	-443.85195
6	21	-276.82801	-277.645	-278.00542	-0.81699663	0.36041608	-274.04738	-274.0434	-274.08441
6	22	-679.5569	-649.0542	-645.9749	30.502703	-3.079298	-663.60942	-625.30776	-623.35425
6	23	-360.4886	-359.60376	-360.20074	0.88484265	0.5969878	-358.0019	-353.20679	-352.84791
